Cases_Black_race,Cases_Other_race,Cases_Unknown_race,Cases_White_race,Deaths_Black_race,Deaths_Other_race,Deaths_Unknown_race,Deaths_White_race,LDHH,Parish,Scrape Time
489,329,76,441,13,1,0,14,7,Webster,2020-10-11 20:02:00.602107
429,89,63,338,28,0,0,14,2,West Baton Rouge,2020-10-11 20:02:00.602107
105,67,47,133,,,,,8,West Carroll,2020-10-11 20:02:00.602107
276,291,28,169,14,0,0,11,2,West Feliciana,2020-10-11 20:02:00.602107
178,158,138,158,,,,,6,Winn,2020-10-11 20:02:00.602107
771,741,392,1086,22,1,0,76,4,Acadia,2020-10-12 20:07:28.594278
360,418,279,642,11,4,0,35,5,Allen,2020-10-12 20:07:28.594278
1214,433,288,1876,47,1,0,50,2,Ascension,2020-10-12 20:07:28.594278
402,37,43,294,,,,,3,Assumption,2020-10-12 20:07:28.594278
527,222,147,677,23,0,0,35,6,Avoyelles,2020-10-12 20:07:28.594278
140,151,212,526,5,1,0,32,5,Beauregard,2020-10-12 20:07:28.594278
199,153,26,115,16,0,0,17,7,Bienville,2020-10-12 20:07:28.594278
1170,387,220,1683,36,1,0,73,7,Bossier,2020-10-12 20:07:28.594278
4936,722,602,2576,232,1,0,138,7,Caddo,2020-10-12 20:07:28.594278
2421,899,821,3788,70,2,0,144,5,Calcasieu,2020-10-12 20:07:28.594278
52,63,64,130,,,,,8,Caldwell,2020-10-12 20:07:28.594278
22,34,26,153,,,,,5,Cameron,2020-10-12 20:07:28.594278
80,78,124,162,,,,,6,Catahoula,2020-10-12 20:07:28.594278
292,85,13,151,,,,,7,Claiborne,2020-10-12 20:07:28.594278
203,69,73,177,,,,,6,Concordia,2020-10-12 20:07:28.594278
517,111,44,264,22,0,0,13,7,De Soto,2020-10-12 20:07:28.594278
6812,1740,1737,4980,249,9,0,186,2,East Baton Rouge,2020-10-12 20:07:28.594278
294,87,81,88,,,,,8,East Carroll,2020-10-12 20:07:28.594278
969,196,49,536,25,1,0,46,2,East Feliciana,2020-10-12 20:07:28.594278
435,344,184,389,11,1,0,22,4,Evangeline,2020-10-12 20:07:28.594278
466,89,253,426,17,0,0,24,8,Franklin,2020-10-12 20:07:28.594278
100,87,56,266,12,0,0,18,6,Grant,2020-10-12 20:07:28.594278
1126,395,304,1174,26,0,0,64,4,Iberia,2020-10-12 20:07:28.594278
720,126,82,492,40,1,0,17,2,Iberville,2020-10-12 20:07:28.594278
108,377,101,106,,,,,8,Jackson,2020-10-12 20:07:28.594278
4816,3174,1726,8097,261,18,0,294,1,Jefferson,2020-10-12 20:07:28.594278
300,197,134,638,11,0,0,28,5,Jefferson Davis,2020-10-12 20:07:28.594278
49,168,60,163,,,,,6,La Salle,2020-10-12 20:07:28.594278
3070,1425,1011,3578,53,2,0,80,4,Lafayette,2020-10-12 20:07:28.594278
767,759,206,1986,31,0,0,91,3,Lafourche,2020-10-12 20:07:28.594278
460,381,137,448,29,0,0,19,8,Lincoln,2020-10-12 20:07:28.594278
537,572,244,2512,11,0,0,65,9,Livingston,2020-10-12 20:07:28.594278
417,205,112,153,,,,,8,Madison,2020-10-12 20:07:28.594278
440,91,63,225,,,,,8,Morehouse,2020-10-12 20:07:28.594278
524,119,103,473,13,0,0,13,7,Natchitoches,2020-10-12 20:07:28.594278
6956,1342,1100,3391,439,10,0,140,1,Orleans,2020-10-12 20:07:28.594278
2780,1479,677,1501,73,2,0,74,8,Ouachita,2020-10-12 20:07:28.594278
75,43,100,60,,,,,,Parish Under Investigation,2020-10-12 20:07:28.594278
172,146,91,367,,,,,1,Plaquemines,2020-10-12 20:07:28.594278
469,164,58,386,16,0,0,24,2,Pointe Coupee,2020-10-12 20:07:28.594278
1849,674,401,1415,70,2,0,77,6,Rapides,2020-10-12 20:07:28.594278
220,23,15,108,,,,,7,Red River,2020-10-12 20:07:28.594278
356,101,75,269,,,,,8,Richland,2020-10-12 20:07:28.594278
143,406,42,310,,,,,7,Sabine,2020-10-12 20:07:28.594278
391,168,80,815,14,0,0,17,1,St. Bernard,2020-10-12 20:07:28.594278
689,108,110,946,26,0,0,35,3,St. Charles,2020-10-12 20:07:28.594278
239,52,32,101,,,,,9,St. Helena,2020-10-12 20:07:28.594278
452,34,49,275,28,0,0,12,3,St. James,2020-10-12 20:07:28.594278
1016,78,96,406,59,0,0,45,3,St. John the Baptist,2020-10-12 20:07:28.594278
1427,440,296,1209,50,0,0,78,4,St. Landry,2020-10-12 20:07:28.594278
784,402,109,833,26,0,0,35,4,St. Martin,2020-10-12 20:07:28.594278
763,308,231,658,42,2,0,34,3,St. Mary,2020-10-12 20:07:28.594278
1170,495,306,5183,34,1,0,229,9,St. Tammany,2020-10-12 20:07:28.594278
1535,556,188,2278,41,0,0,80,9,Tangipahoa,2020-10-12 20:07:28.594278
96,7,11,48,,,,,8,Tensas,2020-10-12 20:07:28.594278
1080,421,220,1951,37,5,0,77,3,Terrebonne,2020-10-12 20:07:28.594278
469,178,72,284,22,0,0,24,8,Union,2020-10-12 20:07:28.594278
494,344,198,1007,17,2,0,47,4,Vermilion,2020-10-12 20:07:28.594278
170,221,201,484,6,0,0,46,6,Vernon,2020-10-12 20:07:28.594278
551,317,129,665,27,0,0,39,9,Washington,2020-10-12 20:07:28.594278
489,329,76,441,13,1,0,14,7,Webster,2020-10-12 20:07:28.594278
429,89,63,338,28,0,0,14,2,West Baton Rouge,2020-10-12 20:07:28.594278
105,67,47,133,,,,,8,West Carroll,2020-10-12 20:07:28.594278
276,291,28,169,14,0,0,11,2,West Feliciana,2020-10-12 20:07:28.594278
178,158,138,158,,,,,6,Winn,2020-10-12 20:07:28.594278
771,741,392,1086,22,1,0,76,4,Acadia,2020-10-13 19:50:12.837931
360,418,279,642,11,4,0,35,5,Allen,2020-10-13 19:50:12.837931
1214,433,288,1876,47,1,0,50,2,Ascension,2020-10-13 19:50:12.837931
402,37,43,294,,,,,3,Assumption,2020-10-13 19:50:12.837931
527,222,147,677,23,0,0,35,6,Avoyelles,2020-10-13 19:50:12.837931
140,151,212,526,5,1,0,32,5,Beauregard,2020-10-13 19:50:12.837931
199,153,26,115,16,0,0,17,7,Bienville,2020-10-13 19:50:12.837931
1170,387,220,1683,36,1,0,73,7,Bossier,2020-10-13 19:50:12.837931
4936,722,602,2576,232,1,0,138,7,Caddo,2020-10-13 19:50:12.837931
2421,899,821,3788,70,2,0,144,5,Calcasieu,2020-10-13 19:50:12.837931
52,63,64,130,,,,,8,Caldwell,2020-10-13 19:50:12.837931
22,34,26,153,,,,,5,Cameron,2020-10-13 19:50:12.837931
80,78,124,162,,,,,6,Catahoula,2020-10-13 19:50:12.837931
292,85,13,151,,,,,7,Claiborne,2020-10-13 19:50:12.837931
203,69,73,177,,,,,6,Concordia,2020-10-13 19:50:12.837931
517,111,44,264,22,0,0,13,7,De Soto,2020-10-13 19:50:12.837931
6812,1740,1737,4980,249,9,0,186,2,East Baton Rouge,2020-10-13 19:50:12.837931
294,87,81,88,,,,,8,East Carroll,2020-10-13 19:50:12.837931
969,196,49,536,25,1,0,46,2,East Feliciana,2020-10-13 19:50:12.837931
435,344,184,389,11,1,0,22,4,Evangeline,2020-10-13 19:50:12.837931
466,89,253,426,17,0,0,24,8,Franklin,2020-10-13 19:50:12.837931
100,87,56,266,12,0,0,18,6,Grant,2020-10-13 19:50:12.837931
1126,395,304,1174,26,0,0,64,4,Iberia,2020-10-13 19:50:12.837931
720,126,82,492,40,1,0,17,2,Iberville,2020-10-13 19:50:12.837931
108,377,101,106,,,,,8,Jackson,2020-10-13 19:50:12.837931
4816,3174,1726,8097,261,18,0,294,1,Jefferson,2020-10-13 19:50:12.837931
300,197,134,638,11,0,0,28,5,Jefferson Davis,2020-10-13 19:50:12.837931
49,168,60,163,,,,,6,La Salle,2020-10-13 19:50:12.837931
3070,1425,1011,3578,53,2,0,80,4,Lafayette,2020-10-13 19:50:12.837931
767,759,206,1986,31,0,0,91,3,Lafourche,2020-10-13 19:50:12.837931
460,381,137,448,29,0,0,19,8,Lincoln,2020-10-13 19:50:12.837931
537,572,244,2512,11,0,0,65,9,Livingston,2020-10-13 19:50:12.837931
417,205,112,153,,,,,8,Madison,2020-10-13 19:50:12.837931
440,91,63,225,,,,,8,Morehouse,2020-10-13 19:50:12.837931
524,119,103,473,13,0,0,13,7,Natchitoches,2020-10-13 19:50:12.837931
6956,1342,1100,3391,439,10,0,140,1,Orleans,2020-10-13 19:50:12.837931
2780,1479,677,1501,73,2,0,74,8,Ouachita,2020-10-13 19:50:12.837931
75,43,100,60,,,,,,Parish Under Investigation,2020-10-13 19:50:12.837931
172,146,91,367,,,,,1,Plaquemines,2020-10-13 19:50:12.837931
469,164,58,386,16,0,0,24,2,Pointe Coupee,2020-10-13 19:50:12.837931
1849,674,401,1415,70,2,0,77,6,Rapides,2020-10-13 19:50:12.837931
220,23,15,108,,,,,7,Red River,2020-10-13 19:50:12.837931
356,101,75,269,,,,,8,Richland,2020-10-13 19:50:12.837931
143,406,42,310,,,,,7,Sabine,2020-10-13 19:50:12.837931
391,168,80,815,14,0,0,17,1,St. Bernard,2020-10-13 19:50:12.837931
689,108,110,946,26,0,0,35,3,St. Charles,2020-10-13 19:50:12.837931
239,52,32,101,,,,,9,St. Helena,2020-10-13 19:50:12.837931
452,34,49,275,28,0,0,12,3,St. James,2020-10-13 19:50:12.837931
1016,78,96,406,59,0,0,45,3,St. John the Baptist,2020-10-13 19:50:12.837931
1427,440,296,1209,50,0,0,78,4,St. Landry,2020-10-13 19:50:12.837931
784,402,109,833,26,0,0,35,4,St. Martin,2020-10-13 19:50:12.837931
763,308,231,658,42,2,0,34,3,St. Mary,2020-10-13 19:50:12.837931
1170,495,306,5183,34,1,0,229,9,St. Tammany,2020-10-13 19:50:12.837931
1535,556,188,2278,41,0,0,80,9,Tangipahoa,2020-10-13 19:50:12.837931
96,7,11,48,,,,,8,Tensas,2020-10-13 19:50:12.837931
1080,421,220,1951,37,5,0,77,3,Terrebonne,2020-10-13 19:50:12.837931
469,178,72,284,22,0,0,24,8,Union,2020-10-13 19:50:12.837931
494,344,198,1007,17,2,0,47,4,Vermilion,2020-10-13 19:50:12.837931
170,221,201,484,6,0,0,46,6,Vernon,2020-10-13 19:50:12.837931
551,317,129,665,27,0,0,39,9,Washington,2020-10-13 19:50:12.837931
489,329,76,441,13,1,0,14,7,Webster,2020-10-13 19:50:12.837931
429,89,63,338,28,0,0,14,2,West Baton Rouge,2020-10-13 19:50:12.837931
105,67,47,133,,,,,8,West Carroll,2020-10-13 19:50:12.837931
276,291,28,169,14,0,0,11,2,West Feliciana,2020-10-13 19:50:12.837931
178,158,138,158,,,,,6,Winn,2020-10-13 19:50:12.837931
777,749,392,1105,22,1,0,76,4,Acadia,2020-10-14 20:03:03.373957
372,434,286,666,11,4,0,37,5,Allen,2020-10-14 20:03:03.373957
1227,438,296,1909,47,1,0,50,2,Ascension,2020-10-14 20:03:03.373957
403,37,43,297,,,,,3,Assumption,2020-10-14 20:03:03.373957
537,232,164,698,25,0,0,37,6,Avoyelles,2020-10-14 20:03:03.373957
140,151,213,533,5,1,0,33,5,Beauregard,2020-10-14 20:03:03.373957
211,165,30,124,16,0,0,17,7,Bienville,2020-10-14 20:03:03.373957
1219,410,230,1779,36,1,0,74,7,Bossier,2020-10-14 20:03:03.373957
5083,754,621,2734,236,1,0,143,7,Caddo,2020-10-14 20:03:03.373957
2441,908,828,3854,72,2,0,147,5,Calcasieu,2020-10-14 20:03:03.373957
53,65,70,134,,,,,8,Caldwell,2020-10-14 20:03:03.373957
23,36,26,156,,,,,5,Cameron,2020-10-14 20:03:03.373957
80,78,126,165,,,,,6,Catahoula,2020-10-14 20:03:03.373957
313,87,14,165,,,,,7,Claiborne,2020-10-14 20:03:03.373957
203,70,75,190,,,,,6,Concordia,2020-10-14 20:03:03.373957
530,112,44,281,22,0,0,13,7,De Soto,2020-10-14 20:03:03.373957
6866,1762,1752,5050,253,9,0,189,2,East Baton Rouge,2020-10-14 20:03:03.373957
299,84,83,90,,,,,8,East Carroll,2020-10-14 20:03:03.373957
983,196,50,540,26,1,0,48,2,East Feliciana,2020-10-14 20:03:03.373957
437,348,190,397,12,1,0,23,4,Evangeline,2020-10-14 20:03:03.373957
472,91,255,434,17,0,0,26,8,Franklin,2020-10-14 20:03:03.373957
101,85,57,273,12,0,0,18,6,Grant,2020-10-14 20:03:03.373957
1133,402,301,1191,26,0,0,66,4,Iberia,2020-10-14 20:03:03.373957
729,126,82,497,40,1,0,17,2,Iberville,2020-10-14 20:03:03.373957
112,411,110,118,,,,,8,Jackson,2020-10-14 20:03:03.373957
4851,3223,1747,8245,262,18,0,298,1,Jefferson,2020-10-14 20:03:03.373957
300,199,141,651,11,1,0,30,5,Jefferson Davis,2020-10-14 20:03:03.373957
51,170,66,169,,,,,6,La Salle,2020-10-14 20:03:03.373957
3091,1435,1040,3629,53,2,0,81,4,Lafayette,2020-10-14 20:03:03.373957
779,767,210,2018,31,0,0,92,3,Lafourche,2020-10-14 20:03:03.373957
476,410,160,483,29,0,0,19,8,Lincoln,2020-10-14 20:03:03.373957
547,589,271,2574,11,0,0,65,9,Livingston,2020-10-14 20:03:03.373957
420,205,111,152,,,,,8,Madison,2020-10-14 20:03:03.373957
453,93,64,235,,,,,8,Morehouse,2020-10-14 20:03:03.373957
557,123,103,487,13,0,0,13,7,Natchitoches,2020-10-14 20:03:03.373957
7026,1373,1116,3442,440,10,0,138,1,Orleans,2020-10-14 20:03:03.373957
2825,1503,704,1580,74,2,0,75,8,Ouachita,2020-10-14 20:03:03.373957
73,43,145,63,,,,,,Parish Under Investigation,2020-10-14 20:03:03.373957
178,154,93,377,,,,,1,Plaquemines,2020-10-14 20:03:03.373957
471,163,59,390,16,0,0,24,2,Pointe Coupee,2020-10-14 20:03:03.373957
1882,687,398,1469,70,2,0,80,6,Rapides,2020-10-14 20:03:03.373957
223,23,15,112,,,,,7,Red River,2020-10-14 20:03:03.373957
367,102,78,282,,,,,8,Richland,2020-10-14 20:03:03.373957
146,413,41,320,,,,,7,Sabine,2020-10-14 20:03:03.373957
399,171,80,832,14,0,0,17,1,St. Bernard,2020-10-14 20:03:03.373957
692,108,112,968,27,0,0,35,3,St. Charles,2020-10-14 20:03:03.373957
240,52,33,104,,,,,9,St. Helena,2020-10-14 20:03:03.373957
453,35,50,277,28,0,0,12,3,St. James,2020-10-14 20:03:03.373957
1021,78,95,412,60,0,0,45,3,St. John the Baptist,2020-10-14 20:03:03.373957
1448,448,318,1256,50,0,0,80,4,St. Landry,2020-10-14 20:03:03.373957
793,403,109,843,26,0,0,35,4,St. Martin,2020-10-14 20:03:03.373957
766,315,232,669,45,2,0,35,3,St. Mary,2020-10-14 20:03:03.373957
1177,503,396,5316,34,1,0,234,9,St. Tammany,2020-10-14 20:03:03.373957
1567,564,310,2351,42,0,0,80,9,Tangipahoa,2020-10-14 20:03:03.373957
112,7,11,54,,,,,8,Tensas,2020-10-14 20:03:03.373957
1082,423,224,1985,38,5,0,77,3,Terrebonne,2020-10-14 20:03:03.373957
484,180,73,293,24,1,0,24,8,Union,2020-10-14 20:03:03.373957
495,344,201,1017,17,3,0,48,4,Vermilion,2020-10-14 20:03:03.373957
174,229,203,492,6,0,0,46,6,Vernon,2020-10-14 20:03:03.373957
558,322,134,682,28,1,0,39,9,Washington,2020-10-14 20:03:03.373957
500,341,80,461,14,1,0,17,7,Webster,2020-10-14 20:03:03.373957
435,90,62,347,28,0,0,14,2,West Baton Rouge,2020-10-14 20:03:03.373957
106,67,49,137,,,,,8,West Carroll,2020-10-14 20:03:03.373957
276,293,29,170,14,0,0,11,2,West Feliciana,2020-10-14 20:03:03.373957
180,158,143,159,,,,,6,Winn,2020-10-14 20:03:03.373957
777,749,392,1105,22,1,0,76,4,Acadia,2020-10-15 21:40:28.004448
372,434,286,666,11,4,0,37,5,Allen,2020-10-15 21:40:28.004448
1227,438,296,1909,47,1,0,50,2,Ascension,2020-10-15 21:40:28.004448
403,37,43,297,,,,,3,Assumption,2020-10-15 21:40:28.004448
537,232,164,698,25,0,0,37,6,Avoyelles,2020-10-15 21:40:28.004448
140,151,213,533,5,1,0,33,5,Beauregard,2020-10-15 21:40:28.004448
211,165,30,124,16,0,0,17,7,Bienville,2020-10-15 21:40:28.004448
1219,410,230,1779,36,1,0,74,7,Bossier,2020-10-15 21:40:28.004448
5083,754,621,2734,236,1,0,143,7,Caddo,2020-10-15 21:40:28.004448
2441,908,828,3854,72,2,0,147,5,Calcasieu,2020-10-15 21:40:28.004448
53,65,70,134,,,,,8,Caldwell,2020-10-15 21:40:28.004448
23,36,26,156,,,,,5,Cameron,2020-10-15 21:40:28.004448
80,78,126,165,,,,,6,Catahoula,2020-10-15 21:40:28.004448
313,87,14,165,,,,,7,Claiborne,2020-10-15 21:40:28.004448
203,70,75,190,,,,,6,Concordia,2020-10-15 21:40:28.004448
530,112,44,281,22,0,0,13,7,De Soto,2020-10-15 21:40:28.004448
6866,1762,1752,5050,253,9,0,189,2,East Baton Rouge,2020-10-15 21:40:28.004448
299,84,83,90,,,,,8,East Carroll,2020-10-15 21:40:28.004448
983,196,50,540,26,1,0,48,2,East Feliciana,2020-10-15 21:40:28.004448
437,348,190,397,12,1,0,23,4,Evangeline,2020-10-15 21:40:28.004448
472,91,255,434,17,0,0,26,8,Franklin,2020-10-15 21:40:28.004448
101,85,57,273,12,0,0,18,6,Grant,2020-10-15 21:40:28.004448
1133,402,301,1191,26,0,0,66,4,Iberia,2020-10-15 21:40:28.004448
729,126,82,497,40,1,0,17,2,Iberville,2020-10-15 21:40:28.004448
112,411,110,118,,,,,8,Jackson,2020-10-15 21:40:28.004448
4851,3223,1747,8245,262,18,0,298,1,Jefferson,2020-10-15 21:40:28.004448
300,199,141,651,11,1,0,30,5,Jefferson Davis,2020-10-15 21:40:28.004448
51,170,66,169,,,,,6,La Salle,2020-10-15 21:40:28.004448
3091,1435,1040,3629,53,2,0,81,4,Lafayette,2020-10-15 21:40:28.004448
779,767,210,2018,31,0,0,92,3,Lafourche,2020-10-15 21:40:28.004448
476,410,160,483,29,0,0,19,8,Lincoln,2020-10-15 21:40:28.004448
547,589,271,2574,11,0,0,65,9,Livingston,2020-10-15 21:40:28.004448
420,205,111,152,,,,,8,Madison,2020-10-15 21:40:28.004448
453,93,64,235,,,,,8,Morehouse,2020-10-15 21:40:28.004448
557,123,103,487,13,0,0,13,7,Natchitoches,2020-10-15 21:40:28.004448
7026,1373,1116,3442,440,10,0,138,1,Orleans,2020-10-15 21:40:28.004448
2825,1503,704,1580,74,2,0,75,8,Ouachita,2020-10-15 21:40:28.004448
73,43,145,63,,,,,,Parish Under Investigation,2020-10-15 21:40:28.004448
178,154,93,377,,,,,1,Plaquemines,2020-10-15 21:40:28.004448
471,163,59,390,16,0,0,24,2,Pointe Coupee,2020-10-15 21:40:28.004448
1882,687,398,1469,70,2,0,80,6,Rapides,2020-10-15 21:40:28.004448
223,23,15,112,,,,,7,Red River,2020-10-15 21:40:28.004448
367,102,78,282,,,,,8,Richland,2020-10-15 21:40:28.004448
146,413,41,320,,,,,7,Sabine,2020-10-15 21:40:28.004448
399,171,80,832,14,0,0,17,1,St. Bernard,2020-10-15 21:40:28.004448
692,108,112,968,27,0,0,35,3,St. Charles,2020-10-15 21:40:28.004448
240,52,33,104,,,,,9,St. Helena,2020-10-15 21:40:28.004448
453,35,50,277,28,0,0,12,3,St. James,2020-10-15 21:40:28.004448
1021,78,95,412,60,0,0,45,3,St. John the Baptist,2020-10-15 21:40:28.004448
1448,448,318,1256,50,0,0,80,4,St. Landry,2020-10-15 21:40:28.004448
793,403,109,843,26,0,0,35,4,St. Martin,2020-10-15 21:40:28.004448
766,315,232,669,45,2,0,35,3,St. Mary,2020-10-15 21:40:28.004448
1177,503,396,5316,34,1,0,234,9,St. Tammany,2020-10-15 21:40:28.004448
1567,564,310,2351,42,0,0,80,9,Tangipahoa,2020-10-15 21:40:28.004448
112,7,11,54,,,,,8,Tensas,2020-10-15 21:40:28.004448
1082,423,224,1985,38,5,0,77,3,Terrebonne,2020-10-15 21:40:28.004448
484,180,73,293,24,1,0,24,8,Union,2020-10-15 21:40:28.004448
495,344,201,1017,17,3,0,48,4,Vermilion,2020-10-15 21:40:28.004448
174,229,203,492,6,0,0,46,6,Vernon,2020-10-15 21:40:28.004448
558,322,134,682,28,1,0,39,9,Washington,2020-10-15 21:40:28.004448
500,341,80,461,14,1,0,17,7,Webster,2020-10-15 21:40:28.004448
435,90,62,347,28,0,0,14,2,West Baton Rouge,2020-10-15 21:40:28.004448
106,67,49,137,,,,,8,West Carroll,2020-10-15 21:40:28.004448
276,293,29,170,14,0,0,11,2,West Feliciana,2020-10-15 21:40:28.004448
180,158,143,159,,,,,6,Winn,2020-10-15 21:40:28.004448
777,749,392,1105,22,1,0,76,4,Acadia,2020-10-16 20:41:42.655428
372,434,286,666,11,4,0,37,5,Allen,2020-10-16 20:41:42.655428
1227,438,296,1909,47,1,0,50,2,Ascension,2020-10-16 20:41:42.655428
403,37,43,297,,,,,3,Assumption,2020-10-16 20:41:42.655428
537,232,164,698,25,0,0,37,6,Avoyelles,2020-10-16 20:41:42.655428
140,151,213,533,5,1,0,33,5,Beauregard,2020-10-16 20:41:42.655428
211,165,30,124,16,0,0,17,7,Bienville,2020-10-16 20:41:42.655428
1219,410,230,1779,36,1,0,74,7,Bossier,2020-10-16 20:41:42.655428
5083,754,621,2734,236,1,0,143,7,Caddo,2020-10-16 20:41:42.655428
2441,908,828,3854,72,2,0,147,5,Calcasieu,2020-10-16 20:41:42.655428
53,65,70,134,,,,,8,Caldwell,2020-10-16 20:41:42.655428
23,36,26,156,,,,,5,Cameron,2020-10-16 20:41:42.655428
80,78,126,165,,,,,6,Catahoula,2020-10-16 20:41:42.655428
313,87,14,165,,,,,7,Claiborne,2020-10-16 20:41:42.655428
203,70,75,190,,,,,6,Concordia,2020-10-16 20:41:42.655428
530,112,44,281,22,0,0,13,7,De Soto,2020-10-16 20:41:42.655428
6866,1762,1752,5050,253,9,0,189,2,East Baton Rouge,2020-10-16 20:41:42.655428
299,84,83,90,,,,,8,East Carroll,2020-10-16 20:41:42.655428
983,196,50,540,26,1,0,48,2,East Feliciana,2020-10-16 20:41:42.655428
437,348,190,397,12,1,0,23,4,Evangeline,2020-10-16 20:41:42.655428
472,91,255,434,17,0,0,26,8,Franklin,2020-10-16 20:41:42.655428
101,85,57,273,12,0,0,18,6,Grant,2020-10-16 20:41:42.655428
1133,402,301,1191,26,0,0,66,4,Iberia,2020-10-16 20:41:42.655428
729,126,82,497,40,1,0,17,2,Iberville,2020-10-16 20:41:42.655428
112,411,110,118,,,,,8,Jackson,2020-10-16 20:41:42.655428
4851,3223,1747,8245,262,18,0,298,1,Jefferson,2020-10-16 20:41:42.655428
300,199,141,651,11,1,0,30,5,Jefferson Davis,2020-10-16 20:41:42.655428
51,170,66,169,,,,,6,La Salle,2020-10-16 20:41:42.655428
3091,1435,1040,3629,53,2,0,81,4,Lafayette,2020-10-16 20:41:42.655428
779,767,210,2018,31,0,0,92,3,Lafourche,2020-10-16 20:41:42.655428
476,410,160,483,29,0,0,19,8,Lincoln,2020-10-16 20:41:42.655428
547,589,271,2574,11,0,0,65,9,Livingston,2020-10-16 20:41:42.655428
420,205,111,152,,,,,8,Madison,2020-10-16 20:41:42.655428
453,93,64,235,,,,,8,Morehouse,2020-10-16 20:41:42.655428
557,123,103,487,13,0,0,13,7,Natchitoches,2020-10-16 20:41:42.655428
7026,1373,1116,3442,440,10,0,138,1,Orleans,2020-10-16 20:41:42.655428
2825,1503,704,1580,74,2,0,75,8,Ouachita,2020-10-16 20:41:42.655428
73,43,145,63,,,,,,Parish Under Investigation,2020-10-16 20:41:42.655428
178,154,93,377,,,,,1,Plaquemines,2020-10-16 20:41:42.655428
471,163,59,390,16,0,0,24,2,Pointe Coupee,2020-10-16 20:41:42.655428
1882,687,398,1469,70,2,0,80,6,Rapides,2020-10-16 20:41:42.655428
223,23,15,112,,,,,7,Red River,2020-10-16 20:41:42.655428
367,102,78,282,,,,,8,Richland,2020-10-16 20:41:42.655428
146,413,41,320,,,,,7,Sabine,2020-10-16 20:41:42.655428
399,171,80,832,14,0,0,17,1,St. Bernard,2020-10-16 20:41:42.655428
692,108,112,968,27,0,0,35,3,St. Charles,2020-10-16 20:41:42.655428
240,52,33,104,,,,,9,St. Helena,2020-10-16 20:41:42.655428
453,35,50,277,28,0,0,12,3,St. James,2020-10-16 20:41:42.655428
1021,78,95,412,60,0,0,45,3,St. John the Baptist,2020-10-16 20:41:42.655428
1448,448,318,1256,50,0,0,80,4,St. Landry,2020-10-16 20:41:42.655428
793,403,109,843,26,0,0,35,4,St. Martin,2020-10-16 20:41:42.655428
766,315,232,669,45,2,0,35,3,St. Mary,2020-10-16 20:41:42.655428
1177,503,396,5316,34,1,0,234,9,St. Tammany,2020-10-16 20:41:42.655428
1567,564,310,2351,42,0,0,80,9,Tangipahoa,2020-10-16 20:41:42.655428
112,7,11,54,,,,,8,Tensas,2020-10-16 20:41:42.655428
1082,423,224,1985,38,5,0,77,3,Terrebonne,2020-10-16 20:41:42.655428
484,180,73,293,24,1,0,24,8,Union,2020-10-16 20:41:42.655428
495,344,201,1017,17,3,0,48,4,Vermilion,2020-10-16 20:41:42.655428
174,229,203,492,6,0,0,46,6,Vernon,2020-10-16 20:41:42.655428
558,322,134,682,28,1,0,39,9,Washington,2020-10-16 20:41:42.655428
500,341,80,461,14,1,0,17,7,Webster,2020-10-16 20:41:42.655428
435,90,62,347,28,0,0,14,2,West Baton Rouge,2020-10-16 20:41:42.655428
106,67,49,137,,,,,8,West Carroll,2020-10-16 20:41:42.655428
276,293,29,170,14,0,0,11,2,West Feliciana,2020-10-16 20:41:42.655428
180,158,143,159,,,,,6,Winn,2020-10-16 20:41:42.655428
777,749,392,1105,22,1,0,76,4,Acadia,2020-10-17 20:07:26.666790
372,434,286,666,11,4,0,37,5,Allen,2020-10-17 20:07:26.666790
1227,438,296,1909,47,1,0,50,2,Ascension,2020-10-17 20:07:26.666790
403,37,43,297,,,,,3,Assumption,2020-10-17 20:07:26.666790
537,232,164,698,25,0,0,37,6,Avoyelles,2020-10-17 20:07:26.666790
140,151,213,533,5,1,0,33,5,Beauregard,2020-10-17 20:07:26.666790
211,165,30,124,16,0,0,17,7,Bienville,2020-10-17 20:07:26.666790
1219,410,230,1779,36,1,0,74,7,Bossier,2020-10-17 20:07:26.666790
5083,754,621,2734,236,1,0,143,7,Caddo,2020-10-17 20:07:26.666790
2441,908,828,3854,72,2,0,147,5,Calcasieu,2020-10-17 20:07:26.666790
53,65,70,134,,,,,8,Caldwell,2020-10-17 20:07:26.666790
23,36,26,156,,,,,5,Cameron,2020-10-17 20:07:26.666790
80,78,126,165,,,,,6,Catahoula,2020-10-17 20:07:26.666790
313,87,14,165,,,,,7,Claiborne,2020-10-17 20:07:26.666790
203,70,75,190,,,,,6,Concordia,2020-10-17 20:07:26.666790
530,112,44,281,22,0,0,13,7,De Soto,2020-10-17 20:07:26.666790
6866,1762,1752,5050,253,9,0,189,2,East Baton Rouge,2020-10-17 20:07:26.666790
299,84,83,90,,,,,8,East Carroll,2020-10-17 20:07:26.666790
983,196,50,540,26,1,0,48,2,East Feliciana,2020-10-17 20:07:26.666790
437,348,190,397,12,1,0,23,4,Evangeline,2020-10-17 20:07:26.666790
472,91,255,434,17,0,0,26,8,Franklin,2020-10-17 20:07:26.666790
101,85,57,273,12,0,0,18,6,Grant,2020-10-17 20:07:26.666790
1133,402,301,1191,26,0,0,66,4,Iberia,2020-10-17 20:07:26.666790
729,126,82,497,40,1,0,17,2,Iberville,2020-10-17 20:07:26.666790
