County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Platte,MO,,27,2020-04-22 20:23:30.819662
Polk,MO,,1,2020-04-22 20:23:30.819662
Putnam,MO,,0,2020-04-22 20:23:30.819662
Ralls,MO,,1,2020-04-22 20:23:30.819662
Randolph,MO,,8,2020-04-22 20:23:30.819662
Ray,MO,,7,2020-04-22 20:23:30.819662
Reynolds,MO,,2,2020-04-22 20:23:30.819662
Ripley,MO,,4,2020-04-22 20:23:30.819662
Saline,MO,,55,2020-04-22 20:23:30.819662
Schuyler,MO,,0,2020-04-22 20:23:30.819662
Scotland,MO,,4,2020-04-22 20:23:30.819662
Shannon,MO,,0,2020-04-22 20:23:30.819662
Shelby,MO,,1,2020-04-22 20:23:30.819662
St. Clair,MO,,2,2020-04-22 20:23:30.819662
Stoddard,MO,,19,2020-04-22 20:23:30.819662
Stone,MO,,3,2020-04-22 20:23:30.819662
Sullivan,MO,,0,2020-04-22 20:23:30.819662
Texas,MO,,0,2020-04-22 20:23:30.819662
Vernon,MO,,4,2020-04-22 20:23:30.819662
Warren,MO,,20,2020-04-22 20:23:30.819662
Washington,MO,,6,2020-04-22 20:23:30.819662
Wayne,MO,,0,2020-04-22 20:23:30.819662
Webster,MO,,13,2020-04-22 20:23:30.819662
Worth,MO,,1,2020-04-22 20:23:30.819662
Wright,MO,,9,2020-04-22 20:23:30.819662
Bates,MO,1.0,6,2020-04-23 20:21:12.094421
Boone,MO,1.0,98,2020-04-23 20:21:12.094421
Buchanan,MO,1.0,43,2020-04-23 20:21:12.094421
Callaway,MO,1.0,21,2020-04-23 20:21:12.094421
Camden,MO,1.0,35,2020-04-23 20:21:12.094421
Cape Girardeau,MO,1.0,42,2020-04-23 20:21:12.094421
Carter,MO,1.0,3,2020-04-23 20:21:12.094421
Cass,MO,6.0,55,2020-04-23 20:21:12.094421
Clay,MO,1.0,62,2020-04-23 20:21:12.094421
Cole,MO,1.0,47,2020-04-23 20:21:12.094421
Dunklin,MO,2.0,19,2020-04-23 20:21:12.094421
Franklin,MO,5.0,103,2020-04-23 20:21:12.094421
Greene,MO,7.0,82,2020-04-23 20:21:12.094421
Henry,MO,1.0,6,2020-04-23 20:21:12.094421
Jackson,MO,8.0,296,2020-04-23 20:21:12.094421
Jefferson,MO,3.0,240,2020-04-23 20:21:12.094421
Kansas City,MO,14.0,461,2020-04-23 20:21:12.094421
Lafayette,MO,1.0,33,2020-04-23 20:21:12.094421
Lewis,MO,1.0,6,2020-04-23 20:21:12.094421
Lincoln,MO,1.0,35,2020-04-23 20:21:12.094421
Linn,MO,1.0,5,2020-04-23 20:21:12.094421
Newton,MO,1.0,9,2020-04-23 20:21:12.094421
Pemiscot,MO,1.0,17,2020-04-23 20:21:12.094421
Pulaski,MO,1.0,30,2020-04-23 20:21:12.094421
Scott,MO,1.0,59,2020-04-23 20:21:12.094421
St. Charles,MO,26.0,476,2020-04-23 20:21:12.094421
St. Francois,MO,1.0,25,2020-04-23 20:21:12.094421
St. Louis City,MO,21.0,909,2020-04-23 20:21:12.094421
St. Louis County,MO,105.0,2507,2020-04-23 20:21:12.094421
Ste. Genevieve,MO,1.0,7,2020-04-23 20:21:12.094421
Taney,MO,1.0,10,2020-04-23 20:21:12.094421
TBD,MO,0.0,1,2020-04-23 20:21:12.094421
Adair,MO,,12,2020-04-23 20:21:12.094421
Andrew,MO,,1,2020-04-23 20:21:12.094421
Atchison,MO,,2,2020-04-23 20:21:12.094421
Audrain,MO,,1,2020-04-23 20:21:12.094421
Barry,MO,,5,2020-04-23 20:21:12.094421
Barton,MO,,0,2020-04-23 20:21:12.094421
Benton,MO,,4,2020-04-23 20:21:12.094421
Bollinger,MO,,3,2020-04-23 20:21:12.094421
Butler,MO,,26,2020-04-23 20:21:12.094421
Caldwell,MO,,2,2020-04-23 20:21:12.094421
Carroll,MO,,1,2020-04-23 20:21:12.094421
Cedar,MO,,5,2020-04-23 20:21:12.094421
Chariton,MO,,4,2020-04-23 20:21:12.094421
Christian,MO,,18,2020-04-23 20:21:12.094421
Clark,MO,,1,2020-04-23 20:21:12.094421
Clinton,MO,,11,2020-04-23 20:21:12.094421
Cooper,MO,,5,2020-04-23 20:21:12.094421
Crawford,MO,,6,2020-04-23 20:21:12.094421
Dade,MO,,0,2020-04-23 20:21:12.094421
Dallas,MO,,2,2020-04-23 20:21:12.094421
Daviess,MO,,2,2020-04-23 20:21:12.094421
Dekalb,MO,,3,2020-04-23 20:21:12.094421
Dent,MO,,0,2020-04-23 20:21:12.094421
Douglas,MO,,0,2020-04-23 20:21:12.094421
Gasconade,MO,,2,2020-04-23 20:21:12.094421
Gentry,MO,,1,2020-04-23 20:21:12.094421
Grundy,MO,,0,2020-04-23 20:21:12.094421
Harrison,MO,,6,2020-04-23 20:21:12.094421
Hickory,MO,,0,2020-04-23 20:21:12.094421
Holt,MO,,1,2020-04-23 20:21:12.094421
Howard,MO,,2,2020-04-23 20:21:12.094421
Howell,MO,,5,2020-04-23 20:21:12.094421
Iron,MO,,2,2020-04-23 20:21:12.094421
Jasper,MO,,16,2020-04-23 20:21:12.094421
Johnson,MO,,52,2020-04-23 20:21:12.094421
Joplin,MO,,7,2020-04-23 20:21:12.094421
Knox,MO,,0,2020-04-23 20:21:12.094421
Laclede,MO,,0,2020-04-23 20:21:12.094421
Lawrence,MO,,0,2020-04-23 20:21:12.094421
Livingston,MO,,2,2020-04-23 20:21:12.094421
Macon,MO,,2,2020-04-23 20:21:12.094421
Madison,MO,,1,2020-04-23 20:21:12.094421
Maries,MO,,2,2020-04-23 20:21:12.094421
Marion,MO,,4,2020-04-23 20:21:12.094421
McDonald,MO,,5,2020-04-23 20:21:12.094421
Mercer,MO,,0,2020-04-23 20:21:12.094421
Miller,MO,,1,2020-04-23 20:21:12.094421
Mississippi,MO,,3,2020-04-23 20:21:12.094421
Moniteau,MO,,33,2020-04-23 20:21:12.094421
Monroe,MO,,0,2020-04-23 20:21:12.094421
Montgomery,MO,,7,2020-04-23 20:21:12.094421
Morgan,MO,,3,2020-04-23 20:21:12.094421
New Madrid,MO,,9,2020-04-23 20:21:12.094421
Nodaway,MO,,3,2020-04-23 20:21:12.094421
Oregon,MO,,1,2020-04-23 20:21:12.094421
Osage,MO,,5,2020-04-23 20:21:12.094421
Ozark,MO,,0,2020-04-23 20:21:12.094421
Perry,MO,,38,2020-04-23 20:21:12.094421
Pettis,MO,,16,2020-04-23 20:21:12.094421
Phelps,MO,,1,2020-04-23 20:21:12.094421
Pike,MO,,6,2020-04-23 20:21:12.094421
Platte,MO,,28,2020-04-23 20:21:12.094421
Polk,MO,,1,2020-04-23 20:21:12.094421
Putnam,MO,,0,2020-04-23 20:21:12.094421
Ralls,MO,,1,2020-04-23 20:21:12.094421
Randolph,MO,,8,2020-04-23 20:21:12.094421
Ray,MO,,10,2020-04-23 20:21:12.094421
Reynolds,MO,,2,2020-04-23 20:21:12.094421
Ripley,MO,,4,2020-04-23 20:21:12.094421
Saline,MO,,81,2020-04-23 20:21:12.094421
Schuyler,MO,,0,2020-04-23 20:21:12.094421
Scotland,MO,,4,2020-04-23 20:21:12.094421
Shannon,MO,,0,2020-04-23 20:21:12.094421
Shelby,MO,,1,2020-04-23 20:21:12.094421
St. Clair,MO,,2,2020-04-23 20:21:12.094421
Stoddard,MO,,19,2020-04-23 20:21:12.094421
Stone,MO,,3,2020-04-23 20:21:12.094421
Sullivan,MO,,0,2020-04-23 20:21:12.094421
Texas,MO,,0,2020-04-23 20:21:12.094421
Vernon,MO,,4,2020-04-23 20:21:12.094421
Warren,MO,,20,2020-04-23 20:21:12.094421
Washington,MO,,7,2020-04-23 20:21:12.094421
Wayne,MO,,0,2020-04-23 20:21:12.094421
Webster,MO,,13,2020-04-23 20:21:12.094421
Worth,MO,,1,2020-04-23 20:21:12.094421
Wright,MO,,9,2020-04-23 20:21:12.094421
Bates,MO,1.0,6,2020-04-24 18:21:40.831446
Boone,MO,1.0,99,2020-04-24 18:21:40.831446
Buchanan,MO,1.0,48,2020-04-24 18:21:40.831446
Callaway,MO,1.0,21,2020-04-24 18:21:40.831446
Camden,MO,1.0,35,2020-04-24 18:21:40.831446
Cape Girardeau,MO,1.0,43,2020-04-24 18:21:40.831446
Carter,MO,1.0,3,2020-04-24 18:21:40.831446
Cass,MO,6.0,55,2020-04-24 18:21:40.831446
Clay,MO,1.0,63,2020-04-24 18:21:40.831446
Cole,MO,1.0,49,2020-04-24 18:21:40.831446
Dunklin,MO,2.0,19,2020-04-24 18:21:40.831446
Franklin,MO,5.0,106,2020-04-24 18:21:40.831446
Greene,MO,7.0,84,2020-04-24 18:21:40.831446
Henry,MO,1.0,6,2020-04-24 18:21:40.831446
Jackson,MO,9.0,300,2020-04-24 18:21:40.831446
Jefferson,MO,3.0,251,2020-04-24 18:21:40.831446
Kansas City,MO,14.0,472,2020-04-24 18:21:40.831446
Lafayette,MO,1.0,32,2020-04-24 18:21:40.831446
Lewis,MO,1.0,6,2020-04-24 18:21:40.831446
Lincoln,MO,1.0,36,2020-04-24 18:21:40.831446
Linn,MO,1.0,5,2020-04-24 18:21:40.831446
Newton,MO,1.0,10,2020-04-24 18:21:40.831446
Pemiscot,MO,1.0,17,2020-04-24 18:21:40.831446
Pulaski,MO,1.0,33,2020-04-24 18:21:40.831446
Scott,MO,1.0,59,2020-04-24 18:21:40.831446
St. Charles,MO,26.0,502,2020-04-24 18:21:40.831446
St. Francois,MO,1.0,25,2020-04-24 18:21:40.831446
St. Louis City,MO,48.0,950,2020-04-24 18:21:40.831446
St. Louis County,MO,121.0,2625,2020-04-24 18:21:40.831446
Ste. Genevieve,MO,1.0,7,2020-04-24 18:21:40.831446
Taney,MO,1.0,10,2020-04-24 18:21:40.831446
TBD,MO,0.0,1,2020-04-24 18:21:40.831446
Adair,MO,,12,2020-04-24 18:21:40.831446
Andrew,MO,,1,2020-04-24 18:21:40.831446
Atchison,MO,,2,2020-04-24 18:21:40.831446
Audrain,MO,,1,2020-04-24 18:21:40.831446
Barry,MO,,5,2020-04-24 18:21:40.831446
Barton,MO,,0,2020-04-24 18:21:40.831446
Benton,MO,,4,2020-04-24 18:21:40.831446
Bollinger,MO,,4,2020-04-24 18:21:40.831446
Butler,MO,,25,2020-04-24 18:21:40.831446
Caldwell,MO,,2,2020-04-24 18:21:40.831446
Carroll,MO,,3,2020-04-24 18:21:40.831446
Cedar,MO,,5,2020-04-24 18:21:40.831446
Chariton,MO,,5,2020-04-24 18:21:40.831446
Christian,MO,,18,2020-04-24 18:21:40.831446
Clark,MO,,1,2020-04-24 18:21:40.831446
Clinton,MO,,11,2020-04-24 18:21:40.831446
Cooper,MO,,7,2020-04-24 18:21:40.831446
Crawford,MO,,7,2020-04-24 18:21:40.831446
Dade,MO,,0,2020-04-24 18:21:40.831446
Dallas,MO,,2,2020-04-24 18:21:40.831446
Daviess,MO,,2,2020-04-24 18:21:40.831446
Dekalb,MO,,3,2020-04-24 18:21:40.831446
Dent,MO,,0,2020-04-24 18:21:40.831446
Douglas,MO,,0,2020-04-24 18:21:40.831446
Gasconade,MO,,2,2020-04-24 18:21:40.831446
Gentry,MO,,1,2020-04-24 18:21:40.831446
Grundy,MO,,0,2020-04-24 18:21:40.831446
Harrison,MO,,6,2020-04-24 18:21:40.831446
Hickory,MO,,0,2020-04-24 18:21:40.831446
Holt,MO,,1,2020-04-24 18:21:40.831446
Howard,MO,,2,2020-04-24 18:21:40.831446
Howell,MO,,5,2020-04-24 18:21:40.831446
Iron,MO,,2,2020-04-24 18:21:40.831446
Jasper,MO,,16,2020-04-24 18:21:40.831446
Johnson,MO,,53,2020-04-24 18:21:40.831446
Joplin,MO,,7,2020-04-24 18:21:40.831446
Knox,MO,,0,2020-04-24 18:21:40.831446
Laclede,MO,,0,2020-04-24 18:21:40.831446
Lawrence,MO,,0,2020-04-24 18:21:40.831446
Livingston,MO,,2,2020-04-24 18:21:40.831446
Macon,MO,,2,2020-04-24 18:21:40.831446
Madison,MO,,1,2020-04-24 18:21:40.831446
Maries,MO,,2,2020-04-24 18:21:40.831446
Marion,MO,,4,2020-04-24 18:21:40.831446
McDonald,MO,,4,2020-04-24 18:21:40.831446
Mercer,MO,,0,2020-04-24 18:21:40.831446
Miller,MO,,1,2020-04-24 18:21:40.831446
Mississippi,MO,,3,2020-04-24 18:21:40.831446
Moniteau,MO,,35,2020-04-24 18:21:40.831446
Monroe,MO,,0,2020-04-24 18:21:40.831446
Montgomery,MO,,7,2020-04-24 18:21:40.831446
Morgan,MO,,3,2020-04-24 18:21:40.831446
New Madrid,MO,,9,2020-04-24 18:21:40.831446
Nodaway,MO,,3,2020-04-24 18:21:40.831446
Oregon,MO,,1,2020-04-24 18:21:40.831446
Osage,MO,,5,2020-04-24 18:21:40.831446
Ozark,MO,,0,2020-04-24 18:21:40.831446
Perry,MO,,39,2020-04-24 18:21:40.831446
Pettis,MO,,25,2020-04-24 18:21:40.831446
Phelps,MO,,1,2020-04-24 18:21:40.831446
Pike,MO,,6,2020-04-24 18:21:40.831446
Platte,MO,,30,2020-04-24 18:21:40.831446
Polk,MO,,1,2020-04-24 18:21:40.831446
Putnam,MO,,0,2020-04-24 18:21:40.831446
Ralls,MO,,1,2020-04-24 18:21:40.831446
Randolph,MO,,8,2020-04-24 18:21:40.831446
Ray,MO,,10,2020-04-24 18:21:40.831446
Reynolds,MO,,2,2020-04-24 18:21:40.831446
Ripley,MO,,4,2020-04-24 18:21:40.831446
Saline,MO,,139,2020-04-24 18:21:40.831446
Schuyler,MO,,0,2020-04-24 18:21:40.831446
Scotland,MO,,4,2020-04-24 18:21:40.831446
Shannon,MO,,0,2020-04-24 18:21:40.831446
Shelby,MO,,1,2020-04-24 18:21:40.831446
St. Clair,MO,,2,2020-04-24 18:21:40.831446
Stoddard,MO,,19,2020-04-24 18:21:40.831446
Stone,MO,,3,2020-04-24 18:21:40.831446
Sullivan,MO,,0,2020-04-24 18:21:40.831446
Texas,MO,,0,2020-04-24 18:21:40.831446
Vernon,MO,,4,2020-04-24 18:21:40.831446
Warren,MO,,20,2020-04-24 18:21:40.831446
Washington,MO,,8,2020-04-24 18:21:40.831446
Wayne,MO,,0,2020-04-24 18:21:40.831446
Webster,MO,,13,2020-04-24 18:21:40.831446
Worth,MO,,1,2020-04-24 18:21:40.831446
Wright,MO,,9,2020-04-24 18:21:40.831446
Bates,MO,1.0,6,2020-04-25 19:10:57.770822
Boone,MO,1.0,98,2020-04-25 19:10:57.770822
Buchanan,MO,1.0,48,2020-04-25 19:10:57.770822
Callaway,MO,1.0,21,2020-04-25 19:10:57.770822
Camden,MO,1.0,35,2020-04-25 19:10:57.770822
Cape Girardeau,MO,1.0,43,2020-04-25 19:10:57.770822
Carter,MO,1.0,3,2020-04-25 19:10:57.770822
Cass,MO,6.0,58,2020-04-25 19:10:57.770822
Clay,MO,1.0,65,2020-04-25 19:10:57.770822
Cole,MO,1.0,50,2020-04-25 19:10:57.770822
Dunklin,MO,2.0,19,2020-04-25 19:10:57.770822
Franklin,MO,6.0,106,2020-04-25 19:10:57.770822
Greene,MO,7.0,83,2020-04-25 19:10:57.770822
Henry,MO,1.0,6,2020-04-25 19:10:57.770822
Jackson,MO,9.0,303,2020-04-25 19:10:57.770822
Jefferson,MO,3.0,251,2020-04-25 19:10:57.770822
Kansas City,MO,15.0,486,2020-04-25 19:10:57.770822
Lafayette,MO,1.0,33,2020-04-25 19:10:57.770822
Lewis,MO,1.0,6,2020-04-25 19:10:57.770822
Lincoln,MO,1.0,43,2020-04-25 19:10:57.770822
Linn,MO,1.0,5,2020-04-25 19:10:57.770822
Newton,MO,1.0,10,2020-04-25 19:10:57.770822
Pemiscot,MO,1.0,17,2020-04-25 19:10:57.770822
Pulaski,MO,1.0,33,2020-04-25 19:10:57.770822
Scott,MO,1.0,60,2020-04-25 19:10:57.770822
St. Charles,MO,26.0,513,2020-04-25 19:10:57.770822
St. Francois,MO,1.0,26,2020-04-25 19:10:57.770822
St. Louis City,MO,50.0,985,2020-04-25 19:10:57.770822
St. Louis County,MO,127.0,2718,2020-04-25 19:10:57.770822
Ste. Genevieve,MO,1.0,7,2020-04-25 19:10:57.770822
Taney,MO,1.0,10,2020-04-25 19:10:57.770822
Washington,MO,1.0,8,2020-04-25 19:10:57.770822
TBD,MO,0.0,1,2020-04-25 19:10:57.770822
Adair,MO,,12,2020-04-25 19:10:57.770822
Andrew,MO,,1,2020-04-25 19:10:57.770822
Atchison,MO,,2,2020-04-25 19:10:57.770822
Audrain,MO,,1,2020-04-25 19:10:57.770822
Barry,MO,,6,2020-04-25 19:10:57.770822
Barton,MO,,0,2020-04-25 19:10:57.770822
Benton,MO,,4,2020-04-25 19:10:57.770822
Bollinger,MO,,4,2020-04-25 19:10:57.770822
Butler,MO,,25,2020-04-25 19:10:57.770822
Caldwell,MO,,2,2020-04-25 19:10:57.770822
Carroll,MO,,3,2020-04-25 19:10:57.770822
Cedar,MO,,5,2020-04-25 19:10:57.770822
Chariton,MO,,5,2020-04-25 19:10:57.770822
Christian,MO,,18,2020-04-25 19:10:57.770822
Clark,MO,,1,2020-04-25 19:10:57.770822
Clinton,MO,,11,2020-04-25 19:10:57.770822
Cooper,MO,,7,2020-04-25 19:10:57.770822
Crawford,MO,,7,2020-04-25 19:10:57.770822
Dade,MO,,0,2020-04-25 19:10:57.770822
Dallas,MO,,2,2020-04-25 19:10:57.770822
Daviess,MO,,2,2020-04-25 19:10:57.770822
Dekalb,MO,,3,2020-04-25 19:10:57.770822
Dent,MO,,0,2020-04-25 19:10:57.770822
Douglas,MO,,0,2020-04-25 19:10:57.770822
Gasconade,MO,,2,2020-04-25 19:10:57.770822
Gentry,MO,,1,2020-04-25 19:10:57.770822
Grundy,MO,,0,2020-04-25 19:10:57.770822
Harrison,MO,,6,2020-04-25 19:10:57.770822
Hickory,MO,,0,2020-04-25 19:10:57.770822
Holt,MO,,1,2020-04-25 19:10:57.770822
Howard,MO,,2,2020-04-25 19:10:57.770822
Howell,MO,,5,2020-04-25 19:10:57.770822
Iron,MO,,2,2020-04-25 19:10:57.770822
Jasper,MO,,16,2020-04-25 19:10:57.770822
Johnson,MO,,53,2020-04-25 19:10:57.770822
Joplin,MO,,7,2020-04-25 19:10:57.770822
Knox,MO,,0,2020-04-25 19:10:57.770822
Laclede,MO,,0,2020-04-25 19:10:57.770822
Lawrence,MO,,0,2020-04-25 19:10:57.770822
Livingston,MO,,2,2020-04-25 19:10:57.770822
Macon,MO,,2,2020-04-25 19:10:57.770822
Madison,MO,,1,2020-04-25 19:10:57.770822
Maries,MO,,2,2020-04-25 19:10:57.770822
Marion,MO,,4,2020-04-25 19:10:57.770822
McDonald,MO,,4,2020-04-25 19:10:57.770822
Mercer,MO,,0,2020-04-25 19:10:57.770822
Miller,MO,,1,2020-04-25 19:10:57.770822
Mississippi,MO,,23,2020-04-25 19:10:57.770822
Moniteau,MO,,36,2020-04-25 19:10:57.770822
Monroe,MO,,0,2020-04-25 19:10:57.770822
Montgomery,MO,,7,2020-04-25 19:10:57.770822
Morgan,MO,,3,2020-04-25 19:10:57.770822
New Madrid,MO,,9,2020-04-25 19:10:57.770822
Nodaway,MO,,3,2020-04-25 19:10:57.770822
Oregon,MO,,1,2020-04-25 19:10:57.770822
Osage,MO,,5,2020-04-25 19:10:57.770822
Ozark,MO,,0,2020-04-25 19:10:57.770822
Perry,MO,,39,2020-04-25 19:10:57.770822
Pettis,MO,,25,2020-04-25 19:10:57.770822
Phelps,MO,,1,2020-04-25 19:10:57.770822
Pike,MO,,7,2020-04-25 19:10:57.770822
Platte,MO,,31,2020-04-25 19:10:57.770822
Polk,MO,,1,2020-04-25 19:10:57.770822
Putnam,MO,,0,2020-04-25 19:10:57.770822
Ralls,MO,,1,2020-04-25 19:10:57.770822
Randolph,MO,,8,2020-04-25 19:10:57.770822
Ray,MO,,10,2020-04-25 19:10:57.770822
Reynolds,MO,,2,2020-04-25 19:10:57.770822
Ripley,MO,,5,2020-04-25 19:10:57.770822
Saline,MO,,143,2020-04-25 19:10:57.770822
Schuyler,MO,,0,2020-04-25 19:10:57.770822
Scotland,MO,,4,2020-04-25 19:10:57.770822
Shannon,MO,,0,2020-04-25 19:10:57.770822
Shelby,MO,,1,2020-04-25 19:10:57.770822
St. Clair,MO,,2,2020-04-25 19:10:57.770822
Stoddard,MO,,19,2020-04-25 19:10:57.770822
Stone,MO,,3,2020-04-25 19:10:57.770822
Sullivan,MO,,0,2020-04-25 19:10:57.770822
Texas,MO,,0,2020-04-25 19:10:57.770822
Vernon,MO,,4,2020-04-25 19:10:57.770822
Warren,MO,,22,2020-04-25 19:10:57.770822
Wayne,MO,,0,2020-04-25 19:10:57.770822
Webster,MO,,13,2020-04-25 19:10:57.770822
Worth,MO,,1,2020-04-25 19:10:57.770822
Wright,MO,,9,2020-04-25 19:10:57.770822
Bates,MO,1.0,6,2020-04-26 20:03:34.574651
Boone,MO,1.0,98,2020-04-26 20:03:34.574651
Buchanan,MO,1.0,57,2020-04-26 20:03:34.574651
Callaway,MO,1.0,21,2020-04-26 20:03:34.574651
Camden,MO,1.0,35,2020-04-26 20:03:34.574651
Cape Girardeau,MO,1.0,47,2020-04-26 20:03:34.574651
Carter,MO,1.0,3,2020-04-26 20:03:34.574651
Cass,MO,6.0,58,2020-04-26 20:03:34.574651
Clay,MO,1.0,67,2020-04-26 20:03:34.574651
Cole,MO,1.0,50,2020-04-26 20:03:34.574651
Dunklin,MO,2.0,20,2020-04-26 20:03:34.574651
Franklin,MO,6.0,106,2020-04-26 20:03:34.574651
Greene,MO,7.0,83,2020-04-26 20:03:34.574651
Henry,MO,1.0,8,2020-04-26 20:03:34.574651
Jackson,MO,9.0,307,2020-04-26 20:03:34.574651
Jefferson,MO,3.0,250,2020-04-26 20:03:34.574651
Kansas City,MO,15.0,493,2020-04-26 20:03:34.574651
Lafayette,MO,1.0,35,2020-04-26 20:03:34.574651
Lewis,MO,1.0,6,2020-04-26 20:03:34.574651
Lincoln,MO,1.0,43,2020-04-26 20:03:34.574651
Linn,MO,1.0,5,2020-04-26 20:03:34.574651
Newton,MO,1.0,10,2020-04-26 20:03:34.574651
Pemiscot,MO,1.0,17,2020-04-26 20:03:34.574651
Pulaski,MO,1.0,33,2020-04-26 20:03:34.574651
Scott,MO,1.0,61,2020-04-26 20:03:34.574651
St. Charles,MO,27.0,526,2020-04-26 20:03:34.574651
St. Francois,MO,1.0,28,2020-04-26 20:03:34.574651
St. Louis City,MO,50.0,1007,2020-04-26 20:03:34.574651
St. Louis County,MO,127.0,2794,2020-04-26 20:03:34.574651
Ste. Genevieve,MO,1.0,7,2020-04-26 20:03:34.574651
Taney,MO,1.0,10,2020-04-26 20:03:34.574651
Washington,MO,1.0,8,2020-04-26 20:03:34.574651
TBD,MO,0.0,0,2020-04-26 20:03:34.574651
Adair,MO,,12,2020-04-26 20:03:34.574651
Andrew,MO,,1,2020-04-26 20:03:34.574651
Atchison,MO,,2,2020-04-26 20:03:34.574651
Audrain,MO,,1,2020-04-26 20:03:34.574651
Barry,MO,,6,2020-04-26 20:03:34.574651
Barton,MO,,0,2020-04-26 20:03:34.574651
Benton,MO,,4,2020-04-26 20:03:34.574651
Bollinger,MO,,4,2020-04-26 20:03:34.574651
Butler,MO,,26,2020-04-26 20:03:34.574651
Caldwell,MO,,2,2020-04-26 20:03:34.574651
Carroll,MO,,3,2020-04-26 20:03:34.574651
Cedar,MO,,5,2020-04-26 20:03:34.574651
Chariton,MO,,5,2020-04-26 20:03:34.574651
Christian,MO,,18,2020-04-26 20:03:34.574651
Clark,MO,,1,2020-04-26 20:03:34.574651
Clinton,MO,,11,2020-04-26 20:03:34.574651
Cooper,MO,,7,2020-04-26 20:03:34.574651
Crawford,MO,,7,2020-04-26 20:03:34.574651
Dade,MO,,0,2020-04-26 20:03:34.574651
Dallas,MO,,2,2020-04-26 20:03:34.574651
Daviess,MO,,2,2020-04-26 20:03:34.574651
Dekalb,MO,,3,2020-04-26 20:03:34.574651
Dent,MO,,0,2020-04-26 20:03:34.574651
Douglas,MO,,0,2020-04-26 20:03:34.574651
Gasconade,MO,,2,2020-04-26 20:03:34.574651
Gentry,MO,,1,2020-04-26 20:03:34.574651
Grundy,MO,,0,2020-04-26 20:03:34.574651
Harrison,MO,,6,2020-04-26 20:03:34.574651
Hickory,MO,,0,2020-04-26 20:03:34.574651
Holt,MO,,1,2020-04-26 20:03:34.574651
Howard,MO,,2,2020-04-26 20:03:34.574651
Howell,MO,,5,2020-04-26 20:03:34.574651
Iron,MO,,2,2020-04-26 20:03:34.574651
Jasper,MO,,16,2020-04-26 20:03:34.574651
Johnson,MO,,53,2020-04-26 20:03:34.574651
Joplin,MO,,7,2020-04-26 20:03:34.574651
Knox,MO,,0,2020-04-26 20:03:34.574651
Laclede,MO,,0,2020-04-26 20:03:34.574651
Lawrence,MO,,0,2020-04-26 20:03:34.574651
Livingston,MO,,2,2020-04-26 20:03:34.574651
Macon,MO,,2,2020-04-26 20:03:34.574651
Madison,MO,,1,2020-04-26 20:03:34.574651
Maries,MO,,2,2020-04-26 20:03:34.574651
Marion,MO,,5,2020-04-26 20:03:34.574651
McDonald,MO,,4,2020-04-26 20:03:34.574651
Mercer,MO,,0,2020-04-26 20:03:34.574651
Miller,MO,,1,2020-04-26 20:03:34.574651
Mississippi,MO,,23,2020-04-26 20:03:34.574651
Moniteau,MO,,39,2020-04-26 20:03:34.574651
Monroe,MO,,0,2020-04-26 20:03:34.574651
Montgomery,MO,,7,2020-04-26 20:03:34.574651
Morgan,MO,,3,2020-04-26 20:03:34.574651
New Madrid,MO,,9,2020-04-26 20:03:34.574651
Nodaway,MO,,3,2020-04-26 20:03:34.574651
Oregon,MO,,1,2020-04-26 20:03:34.574651
Osage,MO,,5,2020-04-26 20:03:34.574651
Ozark,MO,,0,2020-04-26 20:03:34.574651
Perry,MO,,41,2020-04-26 20:03:34.574651
Pettis,MO,,27,2020-04-26 20:03:34.574651
Phelps,MO,,2,2020-04-26 20:03:34.574651
Pike,MO,,8,2020-04-26 20:03:34.574651
Platte,MO,,31,2020-04-26 20:03:34.574651
Polk,MO,,1,2020-04-26 20:03:34.574651
Putnam,MO,,0,2020-04-26 20:03:34.574651
Ralls,MO,,1,2020-04-26 20:03:34.574651
Randolph,MO,,8,2020-04-26 20:03:34.574651
Ray,MO,,11,2020-04-26 20:03:34.574651
Reynolds,MO,,2,2020-04-26 20:03:34.574651
Ripley,MO,,5,2020-04-26 20:03:34.574651
Saline,MO,,159,2020-04-26 20:03:34.574651
Schuyler,MO,,0,2020-04-26 20:03:34.574651
Scotland,MO,,4,2020-04-26 20:03:34.574651
Shannon,MO,,0,2020-04-26 20:03:34.574651
Shelby,MO,,1,2020-04-26 20:03:34.574651
St. Clair,MO,,2,2020-04-26 20:03:34.574651
Stoddard,MO,,19,2020-04-26 20:03:34.574651
Stone,MO,,3,2020-04-26 20:03:34.574651
Sullivan,MO,,0,2020-04-26 20:03:34.574651
Texas,MO,,0,2020-04-26 20:03:34.574651
Vernon,MO,,4,2020-04-26 20:03:34.574651
Warren,MO,,22,2020-04-26 20:03:34.574651
Wayne,MO,,0,2020-04-26 20:03:34.574651
Webster,MO,,13,2020-04-26 20:03:34.574651
Worth,MO,,1,2020-04-26 20:03:34.574651
Wright,MO,,9,2020-04-26 20:03:34.574651
Bates,MO,1.0,6,2020-04-27 20:43:57.883606
Boone,MO,1.0,98,2020-04-27 20:43:57.883606
Buchanan,MO,1.0,63,2020-04-27 20:43:57.883606
Callaway,MO,1.0,21,2020-04-27 20:43:57.883606
Camden,MO,1.0,35,2020-04-27 20:43:57.883606
