County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Scott,MO,,13,43931,,
Shannon,MO,,0,43931,,
Shelby,MO,,1,43931,,
St. Charles,MO,,274,43931,,
St. Clair,MO,,2,43931,,
Stoddard,MO,,9,43931,,
Stone,MO,,4,43931,,
Sullivan,MO,,0,43931,,
Texas,MO,,0,43931,,
Vernon,MO,,1,43931,,
Warren,MO,,12,43931,,
Washington,MO,,1,43931,,
Wayne,MO,,0,43931,,
Webster,MO,,3,43931,,
Worth,MO,,1,43931,,
Wright,MO,,7,43931,,
Boone,MO,1,77,43932,,
Buchanan,MO,1,20,43932,,
Callaway,MO,1,21,43932,,
Camden,MO,1,26,43932,,
Cape Girardeau,MO,1,26,43932,,
Carter,MO,1,3,43932,,
Cass,MO,1,27,43932,,
Clay,MO,1,40,43932,,
Cole,MO,1,35,43932,,
Franklin,MO,3,68,43932,,
Greene,MO,7,71,43932,,
Henry,MO,1,2,43932,,
Jackson,MO,4,193,43932,,
Jefferson,MO,3,107,43932,,
Kansas City,MO,7,283,43932,,
Lafayette,MO,1,28,43932,,
Lincoln,MO,1,25,43932,,
Pulaski,MO,1,10,43932,,
St. Charles County,MO,10,,43932,,
St. Francois,MO,1,20,43932,,
St. Louis City,MO,14,536,43932,,
St. Louis County,MO,32,1498,43932,,
Ste. Genevieve,MO,1,6,43932,,
Taney,MO,1,7,43932,,
TBD,MO,0,0,43932,,
Adair,MO,,11,43932,,
Andrew,MO,,0,43932,,
Atchison,MO,,1,43932,,
Audrain,MO,,0,43932,,
Barry,MO,,2,43932,,
Barton,MO,,0,43932,,
Bates,MO,,6,43932,,
Benton,MO,,3,43932,,
Bollinger,MO,,3,43932,,
Butler,MO,,10,43932,,
Caldwell,MO,,1,43932,,
Carroll,MO,,0,43932,,
Cedar,MO,,5,43932,,
Chariton,MO,,4,43932,,
Christian,MO,,17,43932,,
Clark,MO,,1,43932,,
Clinton,MO,,10,43932,,
Cooper,MO,,3,43932,,
Crawford,MO,,4,43932,,
Dade,MO,,0,43932,,
Dallas,MO,,2,43932,,
Daviess,MO,,0,43932,,
DeKalb,MO,,3,43932,,
Dent,MO,,0,43932,,
Douglas,MO,,0,43932,,
Dunklin,MO,,12,43932,,
Gasconade,MO,,2,43932,,
Gentry,MO,,1,43932,,
Grundy,MO,,0,43932,,
Harrison,MO,,6,43932,,
Hickory,MO,,0,43932,,
Holt,MO,,0,43932,,
Howard,MO,,1,43932,,
Howell,MO,,4,43932,,
Iron,MO,,0,43932,,
Jasper,MO,,13,43932,,
Johnson,MO,,36,43932,,
Joplin,MO,,5,43932,,
Knox,MO,,0,43932,,
Laclede,MO,,0,43932,,
Lawrence,MO,,0,43932,,
Lewis,MO,,0,43932,,
Linn,MO,,3,43932,,
Livingston,MO,,1,43932,,
Macon,MO,,2,43932,,
Madison,MO,,1,43932,,
Maries,MO,,2,43932,,
Marion,MO,,0,43932,,
McDonald,MO,,3,43932,,
Mercer,MO,,0,43932,,
Miller,MO,,0,43932,,
Mississippi,MO,,0,43932,,
Moniteau,MO,,3,43932,,
Monroe,MO,,0,43932,,
Montgomery,MO,,6,43932,,
Morgan,MO,,1,43932,,
New Madrid,MO,,6,43932,,
Newton,MO,,7,43932,,
Nodaway,MO,,2,43932,,
Oregon,MO,,1,43932,,
Osage,MO,,4,43932,,
Ozark,MO,,0,43932,,
Pemiscot,MO,,4,43932,,
Perry,MO,,31,43932,,
Pettis,MO,,4,43932,,
Phelps,MO,,1,43932,,
Pike,MO,,5,43932,,
Platte,MO,,23,43932,,
Polk,MO,,1,43932,,
Putnam,MO,,0,43932,,
Ralls,MO,,1,43932,,
Randolph,MO,,8,43932,,
Ray,MO,,7,43932,,
Reynolds,MO,,2,43932,,
Ripley,MO,,3,43932,,
Saline,MO,,18,43932,,
Schuyler,MO,,0,43932,,
Scotland,MO,,2,43932,,
Scott,MO,,13,43932,,
Shannon,MO,,0,43932,,
Shelby,MO,,1,43932,,
St. Charles,MO,,298,43932,,
St. Clair,MO,,2,43932,,
Stoddard,MO,,9,43932,,
Stone,MO,,3,43932,,
Sullivan,MO,,0,43932,,
Texas,MO,,0,43932,,
Vernon,MO,,3,43932,,
Warren,MO,,11,43932,,
Washington,MO,,1,43932,,
Wayne,MO,,0,43932,,
Webster,MO,,3,43932,,
Worth,MO,,1,43932,,
Wright,MO,,7,43932,,
Boone,MO,1,79,43933,,
Buchanan,MO,1,20,43933,,
Callaway,MO,1,20,43933,,
Camden,MO,1,26,43933,,
Cape Girardeau,MO,1,28,43933,,
Carter,MO,1,3,43933,,
Cass,MO,1,32,43933,,
Clay,MO,1,46,43933,,
Cole,MO,1,36,43933,,
Franklin,MO,3,75,43933,,
Greene,MO,7,71,43933,,
Henry,MO,1,4,43933,,
Jackson,MO,6,208,43933,,
Jefferson,MO,3,115,43933,,
Kansas City,MO,7,298,43933,,
Lafayette,MO,1,27,43933,,
Lincoln,MO,1,26,43933,,
Pulaski,MO,1,10,43933,,
St. Charles County,MO,10,,43933,,
St. Francois,MO,1,21,43933,,
St. Louis City,MO,14,585,43933,,
St. Louis County,MO,42,1568,43933,,
Ste. Genevieve,MO,1,,43933,,
Taney,MO,1,7,43933,,
TBD,MO,1,0,43933,,
Adair,MO,,11,43933,,
Andrew,MO,,1,43933,,
Atchison,MO,,1,43933,,
Barry,MO,,2,43933,,
Bates,MO,,6,43933,,
Benton,MO,,3,43933,,
Bollinger,MO,,3,43933,,
Butler,MO,,13,43933,,
Caldwell,MO,,1,43933,,
Cedar,MO,,5,43933,,
Chariton,MO,,4,43933,,
Christian,MO,,17,43933,,
Clark,MO,,1,43933,,
Clinton,MO,,11,43933,,
Cooper,MO,,4,43933,,
Crawford,MO,,4,43933,,
Dallas,MO,,2,43933,,
Dekalb,MO,,3,43933,,
Dunklin,MO,,13,43933,,
Gasconade,MO,,2,43933,,
Gentry,MO,,1,43933,,
Harrison,MO,,6,43933,,
Howard,MO,,1,43933,,
Howell,MO,,4,43933,,
Iron,MO,,1,43933,,
Jasper,MO,,13,43933,,
Johnson,MO,,37,43933,,
Joplin,MO,,4,43933,,
Linn,MO,,3,43933,,
Livingston,MO,,1,43933,,
Macon,MO,,2,43933,,
Madison,MO,,1,43933,,
Maries,MO,,2,43933,,
McDonald,MO,,3,43933,,
Moniteau,MO,,3,43933,,
Montgomery,MO,,6,43933,,
Morgan,MO,,1,43933,,
New Madrid,MO,,6,43933,,
Newton,MO,,8,43933,,
Nodaway,MO,,2,43933,,
Oregon,MO,,1,43933,,
Osage,MO,,4,43933,,
Pemiscot,MO,,4,43933,,
Perry,MO,,34,43933,,
Pettis,MO,,3,43933,,
Phelps,MO,,1,43933,,
Pike,MO,,6,43933,,
Platte,MO,,25,43933,,
Polk,MO,,1,43933,,
Ralls,MO,,1,43933,,
Randolph,MO,,8,43933,,
Ray,MO,,7,43933,,
Reynolds,MO,,2,43933,,
Ripley,MO,,3,43933,,
Saline,MO,,22,43933,,
Scotland,MO,,3,43933,,
Scott,MO,,14,43933,,
Shelby,MO,,1,43933,,
St. Charles,MO,,320,43933,,
St. Clair,MO,,2,43933,,
Ste Genevieve,MO,,6,43933,,
Stoddard,MO,,9,43933,,
Stone,MO,,3,43933,,
Vernon,MO,,3,43933,,
Warren,MO,,11,43933,,
Washington,MO,,1,43933,,
Webster,MO,,4,43933,,
Worth,MO,,1,43933,,
Wright,MO,,7,43933,,
Boone,MO,1,80,43934,,
Buchanan,MO,1,20,43934,,
Callaway,MO,1,20,43934,,
Camden,MO,1,26,43934,,
Cape Girardeau,MO,1,28,43934,,
Carter,MO,1,3,43934,,
Cass,MO,1,32,43934,,
Clay,MO,1,48,43934,,
Cole,MO,1,36,43934,,
Franklin,MO,3,81,43934,,
Greene,MO,7,71,43934,,
Henry,MO,1,4,43934,,
Jackson,MO,6,213,43934,,
Jefferson,MO,3,115,43934,,
Kansas City,MO,7,308,43934,,
Lafayette,MO,1,27,43934,,
Lincoln,MO,1,26,43934,,
Pulaski,MO,1,10,43934,,
St. Charles County,MO,10,,43934,,
St. Francois,MO,1,23,43934,,
St. Louis City,MO,15,614,43934,,
St. Louis County,MO,42,1633,43934,,
Ste. Genevieve,MO,1,,43934,,
Taney,MO,1,7,43934,,
TBD,MO,1,0,43934,,
Adair,MO,,11,43934,,
Andrew,MO,,1,43934,,
Atchison,MO,,1,43934,,
Barry,MO,,2,43934,,
Bates,MO,,6,43934,,
Benton,MO,,3,43934,,
Bollinger,MO,,3,43934,,
Butler,MO,,13,43934,,
Caldwell,MO,,1,43934,,
Cedar,MO,,5,43934,,
Chariton,MO,,4,43934,,
Christian,MO,,17,43934,,
Clark,MO,,1,43934,,
Clinton,MO,,11,43934,,
Cooper,MO,,4,43934,,
Crawford,MO,,4,43934,,
Dallas,MO,,2,43934,,
Dekalb,MO,,3,43934,,
Dunklin,MO,,14,43934,,
Gasconade,MO,,2,43934,,
Gentry,MO,,1,43934,,
Harrison,MO,,6,43934,,
Howard,MO,,1,43934,,
Howell,MO,,4,43934,,
Iron,MO,,1,43934,,
Jasper,MO,,13,43934,,
Johnson,MO,,37,43934,,
Joplin,MO,,5,43934,,
Linn,MO,,3,43934,,
Livingston,MO,,1,43934,,
Macon,MO,,2,43934,,
Madison,MO,,1,43934,,
Maries,MO,,2,43934,,
McDonald,MO,,3,43934,,
Moniteau,MO,,3,43934,,
Montgomery,MO,,6,43934,,
Morgan,MO,,1,43934,,
New Madrid,MO,,8,43934,,
Newton,MO,,8,43934,,
Nodaway,MO,,2,43934,,
Oregon,MO,,1,43934,,
Osage,MO,,4,43934,,
Pemiscot,MO,,4,43934,,
Perry,MO,,35,43934,,
Pettis,MO,,3,43934,,
Phelps,MO,,1,43934,,
Pike,MO,,6,43934,,
Platte,MO,,25,43934,,
Polk,MO,,1,43934,,
Ralls,MO,,1,43934,,
Randolph,MO,,8,43934,,
Ray,MO,,7,43934,,
Reynolds,MO,,2,43934,,
Ripley,MO,,3,43934,,
Saline,MO,,22,43934,,
Scotland,MO,,3,43934,,
Scott,MO,,15,43934,,
Shelby,MO,,1,43934,,
St. Charles,MO,,328,43934,,
St. Clair,MO,,2,43934,,
Ste Genevieve,MO,,7,43934,,
Stoddard,MO,,9,43934,,
Stone,MO,,3,43934,,
Vernon,MO,,3,43934,,
Warren,MO,,12,43934,,
Washington,MO,,1,43934,,
Webster,MO,,4,43934,,
Worth,MO,,1,43934,,
Wright,MO,,7,43934,,
County,stateAbbrev,Total_Deaths,Total,pullTime,,
Bates,MO,1,6,43935,,
Boone,MO,1,82,43935,,
Buchanan,MO,1,22,43935,,
Callaway,MO,1,20,43935,,
Camden,MO,1,26,43935,,
Cape Girardeau,MO,1,30,43935,,
Carter,MO,1,3,43935,,
Cass,MO,2,36,43935,,
Clay,MO,1,51,43935,,
Cole,MO,1,37,43935,,
Franklin,MO,3,84,43935,,
Greene,MO,7,71,43935,,
Henry,MO,1,4,43935,,
Jackson,MO,6,223,43935,,
Jefferson,MO,3,129,43935,,
Kansas City,MO,7,329,43935,,
Lafayette,MO,1,27,43935,,
Lincoln,MO,1,26,43935,,
Linn,MO,1,4,43935,,
Pulaski,MO,1,10,43935,,
St. Charles County,MO,10,,43935,,
St. Francois,MO,1,23,43935,,
St. Louis City,MO,17,639,43935,,
St. Louis County,MO,42,1724,43935,,
Ste. Genevieve,MO,1,7,43935,,
Taney,MO,1,8,43935,,
TBD,MO,0,1,43935,,
Adair,MO,,11,43935,,
Andrew,MO,,1,43935,,
Atchison,MO,,1,43935,,
Audrain,MO,,0,43935,,
Barry,MO,,2,43935,,
Barton,MO,,0,43935,,
Benton,MO,,3,43935,,
Bollinger,MO,,3,43935,,
Butler,MO,,16,43935,,
Caldwell,MO,,1,43935,,
Carroll,MO,,0,43935,,
Cedar,MO,,5,43935,,
Chariton,MO,,4,43935,,
Christian,MO,,17,43935,,
Clark,MO,,1,43935,,
Clinton,MO,,11,43935,,
Cooper,MO,,4,43935,,
Crawford,MO,,4,43935,,
Dade,MO,,0,43935,,
Dallas,MO,,2,43935,,
Daviess,MO,,0,43935,,
Dekalb,MO,,3,43935,,
Dent,MO,,0,43935,,
Douglas,MO,,0,43935,,
Dunklin,MO,,16,43935,,
Gasconade,MO,,2,43935,,
Gentry,MO,,1,43935,,
Grundy,MO,,0,43935,,
Harrison,MO,,6,43935,,
Hickory,MO,,0,43935,,
Holt,MO,,0,43935,,
Howard,MO,,2,43935,,
Howell,MO,,4,43935,,
Iron,MO,,1,43935,,
Jasper,MO,,15,43935,,
Johnson,MO,,39,43935,,
Joplin,MO,,5,43935,,
Knox,MO,,0,43935,,
Laclede,MO,,0,43935,,
Lawrence,MO,,0,43935,,
Lewis,MO,,0,43935,,
Livingston,MO,,1,43935,,
Macon,MO,,2,43935,,
Madison,MO,,1,43935,,
Maries,MO,,2,43935,,
Marion,MO,,0,43935,,
McDonald,MO,,4,43935,,
Mercer,MO,,0,43935,,
Miller,MO,,0,43935,,
Mississippi,MO,,0,43935,,
Moniteau,MO,,3,43935,,
Monroe,MO,,0,43935,,
Montgomery,MO,,6,43935,,
Morgan,MO,,1,43935,,
New Madrid,MO,,8,43935,,
Newton,MO,,8,43935,,
Nodaway,MO,,2,43935,,
Oregon,MO,,1,43935,,
Osage,MO,,4,43935,,
Ozark,MO,,0,43935,,
Pemiscot,MO,,8,43935,,
Perry,MO,,36,43935,,
Pettis,MO,,3,43935,,
Phelps,MO,,1,43935,,
Pike,MO,,6,43935,,
Platte,MO,,25,43935,,
Polk,MO,,1,43935,,
Putnam,MO,,0,43935,,
Ralls,MO,,1,43935,,
Randolph,MO,,8,43935,,
Ray,MO,,7,43935,,
Reynolds,MO,,2,43935,,
Ripley,MO,,3,43935,,
Saline,MO,,23,43935,,
Schuyler,MO,,0,43935,,
Scotland,MO,,3,43935,,
Scott,MO,,24,43935,,
Shannon,MO,,0,43935,,
Shelby,MO,,1,43935,,
St. Charles,MO,,346,43935,,
St. Clair,MO,,2,43935,,
Stoddard,MO,,11,43935,,
Stone,MO,,3,43935,,
Sullivan,MO,,0,43935,,
Texas,MO,,0,43935,,
Vernon,MO,,3,43935,,
Warren,MO,,12,43935,,
Washington,MO,,1,43935,,
Wayne,MO,,0,43935,,
Webster,MO,,4,43935,,
Worth,MO,,1,43935,,
Wright,MO,,8,43935,,
County,stateAbbrev,Total_Deaths,Total,pullTime,,
Bates,MO,1,6,43935,,
Boone,MO,1,82,43935,,
Buchanan,MO,1,22,43935,,
Callaway,MO,1,20,43935,,
Camden,MO,1,26,43935,,
Cape Girardeau,MO,1,30,43935,,
Carter,MO,1,3,43935,,
Cass,MO,2,36,43935,,
Clay,MO,1,51,43935,,
Cole,MO,1,37,43935,,
Franklin,MO,3,84,43935,,
Greene,MO,7,71,43935,,
Henry,MO,1,4,43935,,
Jackson,MO,6,223,43935,,
Jefferson,MO,3,129,43935,,
Kansas City,MO,7,329,43935,,
Lafayette,MO,1,27,43935,,
Lincoln,MO,1,26,43935,,
Linn,MO,1,4,43935,,
Pulaski,MO,1,10,43935,,
St. Charles County,MO,10,,43935,,
St. Francois,MO,1,23,43935,,
St. Louis City,MO,17,639,43935,,
St. Louis County,MO,42,1724,43935,,
Ste. Genevieve,MO,1,7,43935,,
Taney,MO,1,8,43935,,
TBD,MO,0,1,43935,,
Adair,MO,,11,43935,,
Andrew,MO,,1,43935,,
Atchison,MO,,1,43935,,
Audrain,MO,,0,43935,,
Barry,MO,,2,43935,,
Barton,MO,,0,43935,,
Benton,MO,,3,43935,,
Bollinger,MO,,3,43935,,
Butler,MO,,16,43935,,
Caldwell,MO,,1,43935,,
Carroll,MO,,0,43935,,
Cedar,MO,,5,43935,,
Chariton,MO,,4,43935,,
Christian,MO,,17,43935,,
Clark,MO,,1,43935,,
Clinton,MO,,11,43935,,
Cooper,MO,,4,43935,,
Crawford,MO,,4,43935,,
Dade,MO,,0,43935,,
Dallas,MO,,2,43935,,
Daviess,MO,,0,43935,,
Dekalb,MO,,3,43935,,
Dent,MO,,0,43935,,
Douglas,MO,,0,43935,,
Dunklin,MO,,16,43935,,
Gasconade,MO,,2,43935,,
Gentry,MO,,1,43935,,
Grundy,MO,,0,43935,,
Harrison,MO,,6,43935,,
Hickory,MO,,0,43935,,
Holt,MO,,0,43935,,
Howard,MO,,2,43935,,
Howell,MO,,4,43935,,
Iron,MO,,1,43935,,
Jasper,MO,,15,43935,,
Johnson,MO,,39,43935,,
Joplin,MO,,5,43935,,
Knox,MO,,0,43935,,
Laclede,MO,,0,43935,,
Lawrence,MO,,0,43935,,
Lewis,MO,,0,43935,,
Livingston,MO,,1,43935,,
Macon,MO,,2,43935,,
Madison,MO,,1,43935,,
Maries,MO,,2,43935,,
Marion,MO,,0,43935,,
McDonald,MO,,4,43935,,
Mercer,MO,,0,43935,,
Miller,MO,,0,43935,,
Mississippi,MO,,0,43935,,
Moniteau,MO,,3,43935,,
Monroe,MO,,0,43935,,
Montgomery,MO,,6,43935,,
Morgan,MO,,1,43935,,
New Madrid,MO,,8,43935,,
Newton,MO,,8,43935,,
Nodaway,MO,,2,43935,,
Oregon,MO,,1,43935,,
Osage,MO,,4,43935,,
Ozark,MO,,0,43935,,
Pemiscot,MO,,8,43935,,
Perry,MO,,36,43935,,
Pettis,MO,,3,43935,,
Phelps,MO,,1,43935,,
Pike,MO,,6,43935,,
Platte,MO,,25,43935,,
Polk,MO,,1,43935,,
Putnam,MO,,0,43935,,
Ralls,MO,,1,43935,,
Randolph,MO,,8,43935,,
Ray,MO,,7,43935,,
Reynolds,MO,,2,43935,,
Ripley,MO,,3,43935,,
Saline,MO,,23,43935,,
Schuyler,MO,,0,43935,,
Scotland,MO,,3,43935,,
Scott,MO,,24,43935,,
Shannon,MO,,0,43935,,
Shelby,MO,,1,43935,,
St. Charles,MO,,346,43935,,
St. Clair,MO,,2,43935,,
Stoddard,MO,,11,43935,,
Stone,MO,,3,43935,,
Sullivan,MO,,0,43935,,
Texas,MO,,0,43935,,
Vernon,MO,,3,43935,,
Warren,MO,,12,43935,,
Washington,MO,,1,43935,,
Wayne,MO,,0,43935,,
Webster,MO,,4,43935,,
Worth,MO,,1,43935,,
Wright,MO,,8,43935,,
Bates,MO,1,6,43935,,
Boone,MO,1,82,43935,,
Buchanan,MO,1,22,43935,,
Callaway,MO,1,20,43935,,
Camden,MO,1,26,43935,,
Cape Girardeau,MO,1,30,43935,,
Carter,MO,1,3,43935,,
Cass,MO,2,36,43935,,
Clay,MO,1,51,43935,,
Cole,MO,1,37,43935,,
Franklin,MO,3,84,43935,,
Greene,MO,7,71,43935,,
Henry,MO,1,4,43935,,
Jackson,MO,6,223,43935,,
Jefferson,MO,3,129,43935,,
Kansas City,MO,7,329,43935,,
Lafayette,MO,1,27,43935,,
Lincoln,MO,1,26,43935,,
Linn,MO,1,4,43935,,
Pulaski,MO,1,10,43935,,
St. Charles County,MO,10,,43935,,
St. Francois,MO,1,23,43935,,
St. Louis City,MO,17,639,43935,,
St. Louis County,MO,42,1724,43935,,
Ste. Genevieve,MO,1,7,43935,,
Taney,MO,1,8,43935,,
TBD,MO,0,1,43935,,
Adair,MO,,11,43935,,
Andrew,MO,,1,43935,,
Atchison,MO,,1,43935,,
Audrain,MO,,0,43935,,
Barry,MO,,2,43935,,
Barton,MO,,0,43935,,
Benton,MO,,3,43935,,
Bollinger,MO,,3,43935,,
Butler,MO,,16,43935,,
Caldwell,MO,,1,43935,,
Carroll,MO,,0,43935,,
Cedar,MO,,5,43935,,
Chariton,MO,,4,43935,,
Christian,MO,,17,43935,,
Clark,MO,,1,43935,,
Clinton,MO,,11,43935,,
Cooper,MO,,4,43935,,
Crawford,MO,,4,43935,,
Dade,MO,,0,43935,,
Dallas,MO,,2,43935,,
Daviess,MO,,0,43935,,
Dekalb,MO,,3,43935,,
Dent,MO,,0,43935,,
Douglas,MO,,0,43935,,
Dunklin,MO,,16,43935,,
Gasconade,MO,,2,43935,,
Gentry,MO,,1,43935,,
Grundy,MO,,0,43935,,
Harrison,MO,,6,43935,,
Hickory,MO,,0,43935,,
Holt,MO,,0,43935,,
Howard,MO,,2,43935,,
Howell,MO,,4,43935,,
Iron,MO,,1,43935,,
Jasper,MO,,15,43935,,
Johnson,MO,,39,43935,,
Joplin,MO,,5,43935,,
Knox,MO,,0,43935,,
Laclede,MO,,0,43935,,
Lawrence,MO,,0,43935,,
Lewis,MO,,0,43935,,
Livingston,MO,,1,43935,,
Macon,MO,,2,43935,,
Madison,MO,,1,43935,,
Maries,MO,,2,43935,,
Marion,MO,,0,43935,,
McDonald,MO,,4,43935,,
Mercer,MO,,0,43935,,
Miller,MO,,0,43935,,
Mississippi,MO,,0,43935,,
Moniteau,MO,,3,43935,,
Monroe,MO,,0,43935,,
Montgomery,MO,,6,43935,,
Morgan,MO,,1,43935,,
New Madrid,MO,,8,43935,,
Newton,MO,,8,43935,,
Nodaway,MO,,2,43935,,
Oregon,MO,,1,43935,,
Osage,MO,,4,43935,,
Ozark,MO,,0,43935,,
Pemiscot,MO,,8,43935,,
Perry,MO,,36,43935,,
Pettis,MO,,3,43935,,
Phelps,MO,,1,43935,,
Pike,MO,,6,43935,,
Platte,MO,,25,43935,,
Polk,MO,,1,43935,,
Putnam,MO,,0,43935,,
Ralls,MO,,1,43935,,
Randolph,MO,,8,43935,,
Ray,MO,,7,43935,,
Reynolds,MO,,2,43935,,
Ripley,MO,,3,43935,,
Saline,MO,,23,43935,,
Schuyler,MO,,0,43935,,
Scotland,MO,,3,43935,,
Scott,MO,,24,43935,,
Shannon,MO,,0,43935,,
Shelby,MO,,1,43935,,
St. Charles,MO,,346,43935,,
St. Clair,MO,,2,43935,,
Stoddard,MO,,11,43935,,
Stone,MO,,3,43935,,
Sullivan,MO,,0,43935,,
Texas,MO,,0,43935,,
Vernon,MO,,3,43935,,
Warren,MO,,12,43935,,
Washington,MO,,1,43935,,
Wayne,MO,,0,43935,,
Webster,MO,,4,43935,,
Worth,MO,,1,43935,,
Wright,MO,,8,43935,,
Bates,MO,1,6,43936,,
Boone,MO,1,87,43936,,
Buchanan,MO,1,22,43936,,
Callaway,MO,1,20,43936,,
Camden,MO,1,26,43936,,
Cape Girardeau,MO,1,30,43936,,
Carter,MO,1,3,43936,,
Cass,MO,4,44,43936,,
Clay,MO,1,51,43936,,
Cole,MO,1,38,43936,,
Franklin,MO,3,84,43936,,
Greene,MO,7,73,43936,,
Henry,MO,1,5,43936,,
Jackson,MO,6,237,43936,,
Jefferson,MO,3,138,43936,,
Kansas City,MO,11,346,43936,,
Lafayette,MO,1,28,43936,,
Lincoln,MO,1,27,43936,,
Linn,MO,1,5,43936,,
Pulaski,MO,1,12,43936,,
St. Charles County,MO,10,,43936,,
St. Francois,MO,1,22,43936,,
St. Louis City,MO,19,695,43936,,
St. Louis County,MO,53,1851,43936,,
Ste. Genevieve,MO,1,7,43936,,
Taney,MO,1,7,43936,,
TBD,MO,0,1,43936,,
Adair,MO,,11,43936,,
Andrew,MO,,1,43936,,
Atchison,MO,,2,43936,,
Audrain,MO,,0,43936,,
Barry,MO,,2,43936,,
Barton,MO,,0,43936,,
Benton,MO,,3,43936,,
Bollinger,MO,,3,43936,,
Butler,MO,,16,43936,,
Caldwell,MO,,1,43936,,
Carroll,MO,,0,43936,,
Cedar,MO,,5,43936,,
Chariton,MO,,4,43936,,
Christian,MO,,19,43936,,
Clark,MO,,1,43936,,
Clinton,MO,,11,43936,,
Cooper,MO,,4,43936,,
Crawford,MO,,5,43936,,
Dade,MO,,0,43936,,
Dallas,MO,,2,43936,,
Daviess,MO,,0,43936,,
Dekalb,MO,,3,43936,,
Dent,MO,,0,43936,,
Douglas,MO,,0,43936,,
Dunklin,MO,,16,43936,,
Gasconade,MO,,2,43936,,
Gentry,MO,,1,43936,,
Grundy,MO,,0,43936,,
Harrison,MO,,6,43936,,
Hickory,MO,,0,43936,,
Holt,MO,,0,43936,,
Howard,MO,,2,43936,,
Howell,MO,,4,43936,,
Iron,MO,,1,43936,,
Jasper,MO,,15,43936,,
Johnson,MO,,40,43936,,
Joplin,MO,,6,43936,,
Knox,MO,,0,43936,,
Laclede,MO,,0,43936,,
Lawrence,MO,,0,43936,,
Lewis,MO,,0,43936,,
Livingston,MO,,2,43936,,
Macon,MO,,2,43936,,
Madison,MO,,1,43936,,
Maries,MO,,2,43936,,
Marion,MO,,0,43936,,
McDonald,MO,,4,43936,,
Mercer,MO,,0,43936,,
Miller,MO,,0,43936,,
Mississippi,MO,,0,43936,,
Moniteau,MO,,4,43936,,
Monroe,MO,,0,43936,,
Montgomery,MO,,6,43936,,
Morgan,MO,,1,43936,,
New Madrid,MO,,8,43936,,
Newton,MO,,9,43936,,
Nodaway,MO,,3,43936,,
Oregon,MO,,1,43936,,
Osage,MO,,4,43936,,
Ozark,MO,,0,43936,,
Pemiscot,MO,,8,43936,,
Perry,MO,,38,43936,,
Pettis,MO,,3,43936,,
Phelps,MO,,1,43936,,
Pike,MO,,6,43936,,
Platte,MO,,26,43936,,
Polk,MO,,1,43936,,
Putnam,MO,,0,43936,,
Ralls,MO,,1,43936,,
Randolph,MO,,8,43936,,
Ray,MO,,7,43936,,
Reynolds,MO,,2,43936,,
Ripley,MO,,3,43936,,
Saline,MO,,35,43936,,
Schuyler,MO,,0,43936,,
Scotland,MO,,3,43936,,
Scott,MO,,25,43936,,
Shannon,MO,,0,43936,,
Shelby,MO,,1,43936,,
St. Charles,MO,,368,43936,,
St. Clair,MO,,2,43936,,
Stoddard,MO,,12,43936,,
Stone,MO,,3,43936,,
Sullivan,MO,,0,43936,,
Texas,MO,,0,43936,,
Vernon,MO,,3,43936,,
Warren,MO,,16,43936,,
Washington,MO,,1,43936,,
Wayne,MO,,0,43936,,
Webster,MO,,5,43936,,
Worth,MO,,1,43936,,
Wright,MO,,9,43936,,
County,stateAbbrev,Total_Deaths,Total,pullTime,,
Bates,MO,1,6,43937,,
Boone,MO,1,90,43937,,
Buchanan,MO,1,26,43937,,
Callaway,MO,1,20,43937,,
Camden,MO,1,28,43937,,
Cape Girardeau,MO,1,31,43937,,
Carter,MO,1,3,43937,,
Cass,MO,4,44,43937,,
Clay,MO,1,52,43937,,
Cole,MO,1,41,43937,,
Dunklin,MO,1,18,43937,,
Franklin,MO,3,83,43937,,
Greene,MO,7,78,43937,,
Henry,MO,1,5,43937,,
Jackson,MO,7,243,43937,,
Jefferson,MO,3,147,43937,,
Kansas City,MO,11,371,43937,,
Lafayette,MO,1,29,43937,,
Lincoln,MO,1,28,43937,,
Linn,MO,1,5,43937,,
Pulaski,MO,1,18,43937,,
St. Charles County,MO,12,,43937,,
St. Francois,MO,1,22,43937,,
St. Louis City,MO,19,700,43937,,
St. Louis County,MO,63,1938,43937,,
Ste. Genevieve,MO,1,7,43937,,
Taney,MO,1,8,43937,,
TBD,MO,0,1,43937,,
Adair,MO,,12,43937,,
Andrew,MO,,1,43937,,
Atchison,MO,,2,43937,,
Audrain,MO,,0,43937,,
Barry,MO,,2,43937,,
Barton,MO,,0,43937,,
Benton,MO,,3,43937,,
Bollinger,MO,,3,43937,,
Butler,MO,,17,43937,,
Caldwell,MO,,2,43937,,
Carroll,MO,,0,43937,,
Cedar,MO,,5,43937,,
Chariton,MO,,4,43937,,
Christian,MO,,18,43937,,
Clark,MO,,1,43937,,
Clinton,MO,,11,43937,,
Cooper,MO,,4,43937,,
Crawford,MO,,5,43937,,
Dade,MO,,0,43937,,
Dallas,MO,,2,43937,,
Daviess,MO,,1,43937,,
Dekalb,MO,,3,43937,,
Dent,MO,,0,43937,,
Douglas,MO,,0,43937,,
Gasconade,MO,,2,43937,,
Gentry,MO,,1,43937,,
