Report Date,Race,Number of Cases,Number of Hospitalizations,Number of Deaths,Health District Name,Scrape_Time
Lenowisco,6/6/2020,White,36,15,3,2020-06-06 20:35:52.742844
Western Tidewater,6/6/2020,White,174,32,20,2020-06-06 20:35:52.742844
Hampton,6/6/2020,Other,15,2,0,2020-06-06 20:35:52.742844
Alleghany,6/6/2020,White,143,21,14,2020-06-06 20:35:52.742844
Roanoke,6/6/2020,Black or African American,22,6,2,2020-06-06 20:35:52.742844
Alleghany,6/6/2020,Black or African American,5,1,1,2020-06-06 20:35:52.742844
Richmond,6/6/2020,Not Reported,528,3,1,2020-06-06 20:35:52.742844
Central Virginia,6/6/2020,Other,4,1,0,2020-06-06 20:35:52.742844
Rappahannock,6/6/2020,Other,460,54,3,2020-06-06 20:35:52.742844
Roanoke,6/6/2020,Other,5,0,0,2020-06-06 20:35:52.742844
Piedmont,6/6/2020,Black or African American,242,33,1,2020-06-06 20:35:52.742844
Chesterfield,6/6/2020,Other,281,6,0,2020-06-06 20:35:52.742844
Portsmouth,6/6/2020,Black or African American,159,33,7,2020-06-06 20:35:52.742844
Portsmouth,6/6/2020,Not Reported,81,2,2,2020-06-06 20:35:52.742844
Norfolk,6/6/2020,Not Reported,108,0,0,2020-06-06 20:35:52.742844
Eastern Shore,6/6/2020,White,325,17,15,2020-06-06 20:35:52.742844
Eastern Shore,6/6/2020,Not Reported,118,1,0,2020-06-06 20:35:52.742844
Roanoke,6/6/2020,White,83,4,8,2020-06-06 20:35:52.742844
Three Rivers,6/6/2020,Other,57,4,0,2020-06-06 20:35:52.742844
Fairfax,6/6/2020,Other,5197,730,93,2020-06-06 20:35:52.742844
Henrico,6/6/2020,Not Reported,528,3,1,2020-06-06 20:35:52.742844
Lord Fairfax,6/6/2020,Other,262,20,4,2020-06-06 20:35:52.742844
Piedmont,6/6/2020,Other,32,4,0,2020-06-06 20:35:52.742844
Lenowisco,6/6/2020,Black or African American,0,0,0,2020-06-06 20:35:52.742844
Arlington,6/6/2020,White,928,157,55,2020-06-06 20:35:52.742844
Hampton,6/6/2020,Black or African American,116,25,4,2020-06-06 20:35:52.742844
Alexandria,6/6/2020,White,848,77,27,2020-06-06 20:35:52.742844
Hampton,6/6/2020,Not Reported,32,0,0,2020-06-06 20:35:52.742844
Mount Rogers,6/6/2020,White,354,32,7,2020-06-06 20:35:52.742844
Alexandria,6/6/2020,Not Reported,451,17,6,2020-06-06 20:35:52.742844
Chickahominy,6/6/2020,Black or African American,83,29,9,2020-06-06 20:35:52.742844
Chesapeake,6/6/2020,Black or African American,194,45,5,2020-06-06 20:35:52.742844
Western Tidewater,6/6/2020,Not Reported,203,2,1,2020-06-06 20:35:52.742844
Cumberland Plateau,6/6/2020,Not Reported,1,0,0,2020-06-06 20:35:52.742844
Western Tidewater,6/6/2020,Other,30,1,2,2020-06-06 20:35:52.742844
Loudoun,6/6/2020,Black or African American,103,12,2,2020-06-06 20:35:52.742844
Virginia Beach,6/6/2020,White,391,58,20,2020-06-06 20:35:52.742844
Chickahominy,6/6/2020,Other,21,6,0,2020-06-06 20:35:52.742844
New River,6/6/2020,Black or African American,7,1,0,2020-06-06 20:35:52.742844
Virginia Beach,6/6/2020,Not Reported,138,3,0,2020-06-06 20:35:52.742844
Rappahannock Rapidan,6/6/2020,Other,86,14,0,2020-06-06 20:35:52.742844
Piedmont,6/6/2020,Not Reported,317,7,2,2020-06-06 20:35:52.742844
Portsmouth,6/6/2020,Other,26,3,0,2020-06-06 20:35:52.742844
Pittsylvania-Danville,6/6/2020,Not Reported,14,4,0,2020-06-06 20:35:52.742844
West Piedmont,6/6/2020,Not Reported,50,2,0,2020-06-06 20:35:52.742844
Norfolk,6/6/2020,White,141,23,2,2020-06-06 20:35:52.742844
Hampton,6/6/2020,White,52,6,0,2020-06-06 20:35:52.742844
Western Tidewater,6/6/2020,Black or African American,252,42,17,2020-06-06 20:35:52.742844
Prince William,6/6/2020,Not Reported,3983,48,4,2020-06-06 20:35:52.742844
Fairfax,6/6/2020,White,3215,440,202,2020-06-06 20:35:52.742844
Lenowisco,6/6/2020,Other,1,0,0,2020-06-06 20:35:52.742844
Rappahannock Rapidan,6/6/2020,Not Reported,615,23,4,2020-06-06 20:35:52.742844
Three Rivers,6/6/2020,Black or African American,167,14,3,2020-06-06 20:35:52.742844
Henrico,6/6/2020,Black or African American,631,110,57,2020-06-06 20:35:52.742844
Lenowisco,6/6/2020,Not Reported,8,1,1,2020-06-06 20:35:52.742844
Chesapeake,6/6/2020,Other,52,5,2,2020-06-06 20:35:52.742844
Crater,6/6/2020,Not Reported,365,4,4,2020-06-06 20:35:52.742844
Chickahominy,6/6/2020,Not Reported,185,3,2,2020-06-06 20:35:52.742844
Eastern Shore,6/6/2020,Black or African American,738,66,22,2020-06-06 20:35:52.742844
Alexandria,6/6/2020,Other,472,58,1,2020-06-06 20:35:52.742844
Chesterfield,6/6/2020,Black or African American,281,40,10,2020-06-06 20:35:52.742844
Roanoke,6/6/2020,Not Reported,87,0,0,2020-06-06 20:35:52.742844
Rappahannock,6/6/2020,Black or African American,177,26,3,2020-06-06 20:35:52.742844
Lord Fairfax,6/6/2020,White,1004,106,45,2020-06-06 20:35:52.742844
Three Rivers,6/6/2020,White,189,18,4,2020-06-06 20:35:52.742844
Central Virginia,6/6/2020,Not Reported,138,4,0,2020-06-06 20:35:52.742844
Eastern Shore,6/6/2020,Other,40,2,1,2020-06-06 20:35:52.742844
Crater,6/6/2020,Black or African American,446,81,9,2020-06-06 20:35:52.742844
Mount Rogers,6/6/2020,Black or African American,6,1,0,2020-06-06 20:35:52.742844
Central Shenandoah,6/6/2020,White,1072,99,28,2020-06-06 20:35:52.742844
Southside,6/6/2020,White,67,14,7,2020-06-06 20:35:52.742844
Prince William,6/6/2020,Other,1609,212,11,2020-06-07 20:33:57.122504
Arlington,6/6/2020,Not Reported,540,42,13,2020-06-07 20:33:57.122504
West Piedmont,6/6/2020,Black or African American,53,11,1,2020-06-07 20:33:57.122504
Peninsula,6/6/2020,Other,46,8,1,2020-06-07 20:33:57.122504
Norfolk,6/6/2020,Other,52,4,0,2020-06-07 20:33:57.122504
Lord Fairfax,6/6/2020,Black or African American,52,4,1,2020-06-07 20:33:57.122504
Mount Rogers,6/6/2020,Not Reported,25,1,0,2020-06-07 20:33:57.122504
Central Virginia,6/6/2020,Black or African American,22,2,1,2020-06-07 20:33:57.122504
West Piedmont,6/6/2020,Other,62,3,1,2020-06-07 20:33:57.122504
Portsmouth,6/6/2020,White,69,9,2,2020-06-07 20:33:57.122504
Thomas Jefferson,6/6/2020,Not Reported,71,0,0,2020-06-07 20:33:57.122504
Three Rivers,6/6/2020,Not Reported,152,4,3,2020-06-07 20:33:57.122504
Virginia Beach,6/6/2020,Black or African American,180,21,4,2020-06-07 20:33:57.122504
Prince William,6/6/2020,Black or African American,540,98,26,2020-06-07 20:33:57.122504
Loudoun,6/6/2020,Not Reported,1528,4,7,2020-06-07 20:33:57.122504
Loudoun,6/6/2020,White,733,97,48,2020-06-07 20:33:57.122504
Peninsula,6/6/2020,Not Reported,130,2,0,2020-06-07 20:33:57.122504
Pittsylvania-Danville,6/6/2020,Black or African American,41,9,0,2020-06-07 20:33:57.122504
Henrico,6/6/2020,White,602,77,69,2020-06-07 20:33:57.122504
Richmond,6/6/2020,White,226,21,5,2020-06-07 20:33:57.122504
Southside,6/6/2020,Black or African American,52,12,3,2020-06-07 20:33:57.122504
Chickahominy,6/6/2020,White,226,50,22,2020-06-07 20:33:57.122504
Thomas Jefferson,6/6/2020,Other,97,5,2,2020-06-07 20:33:57.122504
Virginia Beach,6/6/2020,Other,89,20,1,2020-06-07 20:33:57.122504
Central Shenandoah,6/6/2020,Black or African American,78,5,2,2020-06-07 20:33:57.122504
Chesterfield,6/6/2020,White,432,52,36,2020-06-07 20:33:57.122504
Central Virginia,6/6/2020,White,80,10,3,2020-06-07 20:33:57.122504
Rappahannock,6/6/2020,White,482,57,13,2020-06-07 20:33:57.122504
New River,6/6/2020,White,86,14,3,2020-06-07 20:33:57.122504
Mount Rogers,6/6/2020,Other,36,3,0,2020-06-07 20:33:57.122504
Crater,6/6/2020,White,195,19,6,2020-06-07 20:33:57.122504
Alleghany,6/6/2020,Not Reported,82,3,0,2020-06-07 20:33:57.122504
Arlington,6/6/2020,Other,551,135,25,2020-06-07 20:33:57.122504
Piedmont,6/6/2020,White,199,14,3,2020-06-07 20:33:57.122504
Cumberland Plateau,6/6/2020,Other,1,0,0,2020-06-07 20:33:57.122504
Pittsylvania-Danville,6/6/2020,White,51,15,3,2020-06-07 20:33:57.122504
Southside,6/6/2020,Not Reported,130,13,9,2020-06-07 20:33:57.122504
Chesapeake,6/6/2020,White,263,40,8,2020-06-07 20:33:57.122504
New River,6/6/2020,Other,6,1,0,2020-06-07 20:33:57.122504
Norfolk,6/6/2020,Black or African American,261,44,5,2020-06-07 20:33:57.122504
Central Shenandoah,6/6/2020,Other,247,18,1,2020-06-07 20:33:57.122504
Southside,6/6/2020,Other,36,2,6,2020-06-07 20:33:57.122504
Pittsylvania-Danville,6/6/2020,Other,1,0,0,2020-06-07 20:33:57.122504
Cumberland Plateau,6/6/2020,White,22,2,0,2020-06-07 20:33:57.122504
Rappahannock Rapidan,6/6/2020,Black or African American,70,16,3,2020-06-07 20:33:57.122504
Fairfax,6/6/2020,Not Reported,3047,108,101,2020-06-07 20:33:57.122504
Chesapeake,6/6/2020,Not Reported,68,4,0,2020-06-07 20:33:57.122504
Thomas Jefferson,6/6/2020,White,302,30,13,2020-06-07 20:33:57.122504
Richmond,6/6/2020,Other,413,56,2,2020-06-07 20:33:57.122504
Peninsula,6/6/2020,Black or African American,166,33,10,2020-06-07 20:33:57.122504
Henrico,6/6/2020,Other,272,28,7,2020-06-07 20:33:57.122504
Cumberland Plateau,6/6/2020,Black or African American,12,0,0,2020-06-07 20:33:57.122504
Loudoun,6/6/2020,Other,575,64,10,2020-06-07 20:33:57.122504
Crater,6/6/2020,Other,27,2,2,2020-06-07 20:33:57.122504
Arlington,6/6/2020,Black or African American,176,55,27,2020-06-07 20:33:57.122504
Alexandria,6/6/2020,Black or African American,299,57,11,2020-06-07 20:33:57.122504
Richmond,6/6/2020,Black or African American,425,87,17,2020-06-07 20:33:57.122504
Lord Fairfax,6/6/2020,Not Reported,273,2,6,2020-06-07 20:33:57.122504
Fairfax,6/6/2020,Black or African American,721,149,30,2020-06-07 20:33:57.122504
Thomas Jefferson,6/6/2020,Black or African American,123,39,4,2020-06-07 20:33:57.122504
West Piedmont,6/6/2020,White,107,7,3,2020-06-07 20:33:57.122504
Rappahannock,6/6/2020,Not Reported,628,29,0,2020-06-07 20:33:57.122504
Central Shenandoah,6/6/2020,Not Reported,265,7,0,2020-06-07 20:33:57.122504
Peninsula,6/6/2020,White,318,75,22,2020-06-07 20:33:57.122504
Rappahannock Rapidan,6/6/2020,White,495,41,10,2020-06-07 20:33:57.122504
Prince William,6/6/2020,White,1554,278,87,2020-06-07 20:33:57.122504
New River,6/6/2020,Not Reported,34,0,0,2020-06-07 20:33:57.122504
Chesterfield,6/6/2020,Not Reported,944,3,8,2020-06-07 20:33:57.122504
Alleghany,6/6/2020,Other,5,0,0,2020-06-07 20:33:57.122504
Lenowisco,6/6/2020,White,36,15,3,2020-06-07 20:33:57.122504
Western Tidewater,6/6/2020,White,174,32,20,2020-06-07 20:33:57.122504
Hampton,6/6/2020,Other,15,2,0,2020-06-07 20:33:57.122504
Alleghany,6/6/2020,White,143,21,14,2020-06-07 20:33:57.122504
Roanoke,6/6/2020,Black or African American,22,6,2,2020-06-07 20:33:57.122504
Alleghany,6/6/2020,Black or African American,5,1,1,2020-06-07 20:33:57.122504
Richmond,6/6/2020,Not Reported,528,3,1,2020-06-07 20:33:57.122504
Central Virginia,6/6/2020,Other,4,1,0,2020-06-07 20:33:57.122504
Rappahannock,6/6/2020,Other,460,54,3,2020-06-07 20:33:57.122504
Roanoke,6/6/2020,Other,5,0,0,2020-06-07 20:33:57.122504
Piedmont,6/6/2020,Black or African American,242,33,1,2020-06-07 20:33:57.122504
Chesterfield,6/6/2020,Other,281,6,0,2020-06-07 20:33:57.122504
Portsmouth,6/6/2020,Black or African American,159,33,7,2020-06-07 20:33:57.122504
Portsmouth,6/6/2020,Not Reported,81,2,2,2020-06-07 20:33:57.122504
Norfolk,6/6/2020,Not Reported,108,0,0,2020-06-07 20:33:57.122504
Eastern Shore,6/6/2020,White,325,17,15,2020-06-07 20:33:57.122504
Eastern Shore,6/6/2020,Not Reported,118,1,0,2020-06-07 20:33:57.122504
Roanoke,6/6/2020,White,83,4,8,2020-06-07 20:33:57.122504
Three Rivers,6/6/2020,Other,57,4,0,2020-06-07 20:33:57.122504
Fairfax,6/6/2020,Other,5197,730,93,2020-06-07 20:33:57.122504
Henrico,6/6/2020,Not Reported,528,3,1,2020-06-07 20:33:57.122504
Lord Fairfax,6/6/2020,Other,262,20,4,2020-06-07 20:33:57.122504
Piedmont,6/6/2020,Other,32,4,0,2020-06-07 20:33:57.122504
Lenowisco,6/6/2020,Black or African American,0,0,0,2020-06-07 20:33:57.122504
Arlington,6/6/2020,White,928,157,55,2020-06-07 20:33:57.122504
Hampton,6/6/2020,Black or African American,116,25,4,2020-06-07 20:33:57.122504
Alexandria,6/6/2020,White,848,77,27,2020-06-07 20:33:57.122504
Hampton,6/6/2020,Not Reported,32,0,0,2020-06-07 20:33:57.122504
Mount Rogers,6/6/2020,White,354,32,7,2020-06-07 20:33:57.122504
Alexandria,6/6/2020,Not Reported,451,17,6,2020-06-07 20:33:57.122504
Chickahominy,6/6/2020,Black or African American,83,29,9,2020-06-07 20:33:57.122504
Chesapeake,6/6/2020,Black or African American,194,45,5,2020-06-07 20:33:57.122504
Western Tidewater,6/6/2020,Not Reported,203,2,1,2020-06-07 20:33:57.122504
Cumberland Plateau,6/6/2020,Not Reported,1,0,0,2020-06-07 20:33:57.122504
Western Tidewater,6/6/2020,Other,30,1,2,2020-06-07 20:33:57.122504
Loudoun,6/6/2020,Black or African American,103,12,2,2020-06-07 20:33:57.122504
Virginia Beach,6/6/2020,White,391,58,20,2020-06-07 20:33:57.122504
Chickahominy,6/6/2020,Other,21,6,0,2020-06-07 20:33:57.122504
New River,6/6/2020,Black or African American,7,1,0,2020-06-07 20:33:57.122504
Virginia Beach,6/6/2020,Not Reported,138,3,0,2020-06-07 20:33:57.122504
Rappahannock Rapidan,6/6/2020,Other,86,14,0,2020-06-07 20:33:57.122504
Piedmont,6/6/2020,Not Reported,317,7,2,2020-06-07 20:33:57.122504
Portsmouth,6/6/2020,Other,26,3,0,2020-06-07 20:33:57.122504
Pittsylvania-Danville,6/6/2020,Not Reported,14,4,0,2020-06-07 20:33:57.122504
West Piedmont,6/6/2020,Not Reported,50,2,0,2020-06-07 20:33:57.122504
Norfolk,6/6/2020,White,141,23,2,2020-06-07 20:33:57.122504
Hampton,6/6/2020,White,52,6,0,2020-06-07 20:33:57.122504
Western Tidewater,6/6/2020,Black or African American,252,42,17,2020-06-07 20:33:57.122504
Prince William,6/6/2020,Not Reported,3983,48,4,2020-06-07 20:33:57.122504
Fairfax,6/6/2020,White,3215,440,202,2020-06-07 20:33:57.122504
Lenowisco,6/6/2020,Other,1,0,0,2020-06-07 20:33:57.122504
Rappahannock Rapidan,6/6/2020,Not Reported,615,23,4,2020-06-07 20:33:57.122504
Three Rivers,6/6/2020,Black or African American,167,14,3,2020-06-07 20:33:57.122504
Henrico,6/6/2020,Black or African American,631,110,57,2020-06-07 20:33:57.122504
Lenowisco,6/6/2020,Not Reported,8,1,1,2020-06-07 20:33:57.122504
Chesapeake,6/6/2020,Other,52,5,2,2020-06-07 20:33:57.122504
Crater,6/6/2020,Not Reported,365,4,4,2020-06-07 20:33:57.122504
Chickahominy,6/6/2020,Not Reported,185,3,2,2020-06-07 20:33:57.122504
Eastern Shore,6/6/2020,Black or African American,738,66,22,2020-06-07 20:33:57.122504
Alexandria,6/6/2020,Other,472,58,1,2020-06-07 20:33:57.122504
Chesterfield,6/6/2020,Black or African American,281,40,10,2020-06-07 20:33:57.122504
Roanoke,6/6/2020,Not Reported,87,0,0,2020-06-07 20:33:57.122504
Rappahannock,6/6/2020,Black or African American,177,26,3,2020-06-07 20:33:57.122504
Lord Fairfax,6/6/2020,White,1004,106,45,2020-06-07 20:33:57.122504
Three Rivers,6/6/2020,White,189,18,4,2020-06-07 20:33:57.122504
Central Virginia,6/6/2020,Not Reported,138,4,0,2020-06-07 20:33:57.122504
Eastern Shore,6/6/2020,Other,40,2,1,2020-06-07 20:33:57.122504
Crater,6/6/2020,Black or African American,446,81,9,2020-06-07 20:33:57.122504
Mount Rogers,6/6/2020,Black or African American,6,1,0,2020-06-07 20:33:57.122504
Central Shenandoah,6/6/2020,White,1072,99,28,2020-06-07 20:33:57.122504
Southside,6/6/2020,White,67,14,7,2020-06-07 20:33:57.122504
Southside,6/8/2020,Not Reported,136,14,9,2020-06-08 20:31:22.637281
Chesapeake,6/8/2020,White,268,41,8,2020-06-08 20:31:22.637281
New River,6/8/2020,Other,6,1,0,2020-06-08 20:31:22.637281
Norfolk,6/8/2020,Black or African American,270,44,5,2020-06-08 20:31:22.637281
Central Shenandoah,6/8/2020,Other,253,18,1,2020-06-08 20:31:22.637281
Southside,6/8/2020,Other,36,2,6,2020-06-08 20:31:22.637281
Pittsylvania-Danville,6/8/2020,Other,1,0,0,2020-06-08 20:31:22.637281
Cumberland Plateau,6/8/2020,White,22,2,0,2020-06-08 20:31:22.637281
Rappahannock Rapidan,6/8/2020,Black or African American,71,16,3,2020-06-08 20:31:22.637281
Fairfax,6/8/2020,Not Reported,3224,108,101,2020-06-08 20:31:22.637281
Chesapeake,6/8/2020,Not Reported,75,4,0,2020-06-08 20:31:22.637281
Thomas Jefferson,6/8/2020,White,326,31,13,2020-06-08 20:31:22.637281
Richmond,6/8/2020,Other,434,59,2,2020-06-08 20:31:22.637281
Peninsula,6/8/2020,Black or African American,167,33,10,2020-06-08 20:31:22.637281
Henrico,6/8/2020,Other,286,29,7,2020-06-08 20:31:22.637281
Cumberland Plateau,6/8/2020,Black or African American,12,0,0,2020-06-08 20:31:22.637281
Loudoun,6/8/2020,Other,619,65,10,2020-06-08 20:31:22.637281
Crater,6/8/2020,Other,27,2,2,2020-06-08 20:31:22.637281
Arlington,6/8/2020,Black or African American,180,56,28,2020-06-08 20:31:22.637281
Alexandria,6/8/2020,Black or African American,306,57,11,2020-06-08 20:31:22.637281
Richmond,6/8/2020,Black or African American,430,90,17,2020-06-08 20:31:22.637281
Lord Fairfax,6/8/2020,Not Reported,281,3,6,2020-06-08 20:31:22.637281
Fairfax,6/8/2020,Black or African American,741,151,30,2020-06-08 20:31:22.637281
Thomas Jefferson,6/8/2020,Black or African American,124,39,4,2020-06-08 20:31:22.637281
West Piedmont,6/8/2020,White,111,7,3,2020-06-08 20:31:22.637281
Rappahannock,6/8/2020,Not Reported,719,31,0,2020-06-08 20:31:22.637281
Central Shenandoah,6/8/2020,Not Reported,260,8,0,2020-06-08 20:31:22.637281
Peninsula,6/8/2020,White,319,75,22,2020-06-08 20:31:22.637281
Rappahannock Rapidan,6/8/2020,White,506,42,10,2020-06-08 20:31:22.637281
Prince William,6/8/2020,White,1624,296,93,2020-06-08 20:31:22.637281
New River,6/8/2020,Not Reported,35,0,0,2020-06-08 20:31:22.637281
Chesterfield,6/8/2020,Not Reported,991,3,8,2020-06-08 20:31:22.637281
Alleghany,6/8/2020,Other,5,0,0,2020-06-08 20:31:22.637281
Lenowisco,6/8/2020,White,36,15,3,2020-06-08 20:31:22.637281
Western Tidewater,6/8/2020,White,174,32,20,2020-06-08 20:31:22.637281
Crater,6/8/2020,White,200,19,6,2020-06-08 20:31:22.637281
Alleghany,6/8/2020,Not Reported,84,3,0,2020-06-08 20:31:22.637281
Arlington,6/8/2020,Other,552,135,24,2020-06-08 20:31:22.637281
Piedmont,6/8/2020,White,201,15,3,2020-06-08 20:31:22.637281
Cumberland Plateau,6/8/2020,Other,1,0,0,2020-06-08 20:31:22.637281
Pittsylvania-Danville,6/8/2020,White,54,15,3,2020-06-08 20:31:22.637281
Roanoke,6/8/2020,Black or African American,22,6,2,2020-06-08 20:31:22.637281
Alleghany,6/8/2020,Black or African American,5,1,1,2020-06-08 20:31:22.637281
Richmond,6/8/2020,Not Reported,557,3,2,2020-06-08 20:31:22.637281
Central Virginia,6/8/2020,Other,4,1,0,2020-06-08 20:31:22.637281
Rappahannock,6/8/2020,Other,487,57,3,2020-06-08 20:31:22.637281
Roanoke,6/8/2020,Other,5,0,0,2020-06-08 20:31:22.637281
Piedmont,6/8/2020,Black or African American,246,33,1,2020-06-08 20:31:22.637281
Chesterfield,6/8/2020,Other,295,6,0,2020-06-08 20:31:22.637281
Portsmouth,6/8/2020,Black or African American,163,34,7,2020-06-08 20:31:22.637281
Portsmouth,6/8/2020,Not Reported,83,2,2,2020-06-08 20:31:22.637281
Norfolk,6/8/2020,Not Reported,123,0,0,2020-06-08 20:31:22.637281
Eastern Shore,6/8/2020,White,330,17,15,2020-06-08 20:31:22.637281
Eastern Shore,6/8/2020,Not Reported,118,1,0,2020-06-08 20:31:22.637281
Roanoke,6/8/2020,White,85,4,8,2020-06-08 20:31:22.637281
Three Rivers,6/8/2020,Other,58,4,0,2020-06-08 20:31:22.637281
Fairfax,6/8/2020,Other,5421,741,93,2020-06-08 20:31:22.637281
Henrico,6/8/2020,Not Reported,596,3,1,2020-06-08 20:31:22.637281
Lord Fairfax,6/8/2020,Other,268,19,4,2020-06-08 20:31:22.637281
Piedmont,6/8/2020,Other,33,4,0,2020-06-08 20:31:22.637281
Lenowisco,6/8/2020,Black or African American,0,0,0,2020-06-08 20:31:22.637281
Hampton,6/8/2020,White,52,6,0,2020-06-08 20:31:22.637281
Western Tidewater,6/8/2020,Black or African American,254,42,17,2020-06-08 20:31:22.637281
Prince William,6/8/2020,Not Reported,4049,49,4,2020-06-08 20:31:22.637281
Fairfax,6/8/2020,White,3342,449,203,2020-06-08 20:31:22.637281
Lenowisco,6/8/2020,Other,1,0,0,2020-06-08 20:31:22.637281
Rappahannock Rapidan,6/8/2020,Not Reported,638,24,4,2020-06-08 20:31:22.637281
Three Rivers,6/8/2020,Black or African American,168,15,3,2020-06-08 20:31:22.637281
Henrico,6/8/2020,Black or African American,639,110,57,2020-06-08 20:31:22.637281
Lenowisco,6/8/2020,Not Reported,9,1,1,2020-06-08 20:31:22.637281
Chesapeake,6/8/2020,Other,55,6,2,2020-06-08 20:31:22.637281
Crater,6/8/2020,Not Reported,376,4,4,2020-06-08 20:31:22.637281
Chickahominy,6/8/2020,Not Reported,192,3,2,2020-06-08 20:31:22.637281
Eastern Shore,6/8/2020,Black or African American,741,67,23,2020-06-08 20:31:22.637281
Alexandria,6/8/2020,Other,484,58,1,2020-06-08 20:31:22.637281
Chesterfield,6/8/2020,Black or African American,286,40,10,2020-06-08 20:31:22.637281
Roanoke,6/8/2020,Not Reported,87,0,0,2020-06-08 20:31:22.637281
Rappahannock,6/8/2020,Black or African American,185,27,3,2020-06-08 20:31:22.637281
Lord Fairfax,6/8/2020,White,1027,108,47,2020-06-08 20:31:22.637281
Three Rivers,6/8/2020,White,190,18,4,2020-06-08 20:31:22.637281
Central Virginia,6/8/2020,Not Reported,141,4,0,2020-06-08 20:31:22.637281
Eastern Shore,6/8/2020,Other,49,2,1,2020-06-08 20:31:22.637281
Crater,6/8/2020,Black or African American,459,81,9,2020-06-08 20:31:22.637281
Mount Rogers,6/8/2020,Black or African American,9,1,0,2020-06-08 20:31:22.637281
Central Shenandoah,6/8/2020,White,1113,102,28,2020-06-08 20:31:22.637281
Southside,6/8/2020,White,71,15,7,2020-06-08 20:31:22.637281
Hampton,6/8/2020,Other,15,2,0,2020-06-08 20:31:22.637281
Alleghany,6/8/2020,White,144,21,14,2020-06-08 20:31:22.637281
Prince William,6/8/2020,Other,1650,212,11,2020-06-08 20:31:22.637281
Arlington,6/8/2020,Not Reported,534,43,14,2020-06-08 20:31:22.637281
West Piedmont,6/8/2020,Black or African American,54,11,1,2020-06-08 20:31:22.637281
Peninsula,6/8/2020,Other,49,8,1,2020-06-08 20:31:22.637281
Norfolk,6/8/2020,Other,54,4,0,2020-06-08 20:31:22.637281
Lord Fairfax,6/8/2020,Black or African American,52,4,1,2020-06-08 20:31:22.637281
Mount Rogers,6/8/2020,Not Reported,25,0,0,2020-06-08 20:31:22.637281
Central Virginia,6/8/2020,Black or African American,22,2,1,2020-06-08 20:31:22.637281
West Piedmont,6/8/2020,Other,65,3,1,2020-06-08 20:31:22.637281
Portsmouth,6/8/2020,White,69,9,2,2020-06-08 20:31:22.637281
Thomas Jefferson,6/8/2020,Not Reported,76,0,0,2020-06-08 20:31:22.637281
Three Rivers,6/8/2020,Not Reported,155,4,3,2020-06-08 20:31:22.637281
Virginia Beach,6/8/2020,Black or African American,184,21,4,2020-06-08 20:31:22.637281
Prince William,6/8/2020,Black or African American,562,101,27,2020-06-08 20:31:22.637281
Loudoun,6/8/2020,Not Reported,1673,4,7,2020-06-08 20:31:22.637281
Loudoun,6/8/2020,White,750,99,48,2020-06-08 20:31:22.637281
Peninsula,6/8/2020,Not Reported,145,2,0,2020-06-08 20:31:22.637281
Pittsylvania-Danville,6/8/2020,Black or African American,43,9,0,2020-06-08 20:31:22.637281
Henrico,6/8/2020,White,607,76,69,2020-06-08 20:31:22.637281
Richmond,6/8/2020,White,230,22,5,2020-06-08 20:31:22.637281
Southside,6/8/2020,Black or African American,54,13,3,2020-06-08 20:31:22.637281
Chickahominy,6/8/2020,White,229,50,22,2020-06-08 20:31:22.637281
Thomas Jefferson,6/8/2020,Other,118,7,2,2020-06-08 20:31:22.637281
Virginia Beach,6/8/2020,Other,90,20,1,2020-06-08 20:31:22.637281
Central Shenandoah,6/8/2020,Black or African American,83,5,2,2020-06-08 20:31:22.637281
Chesterfield,6/8/2020,White,442,52,36,2020-06-08 20:31:22.637281
Central Virginia,6/8/2020,White,80,10,3,2020-06-08 20:31:22.637281
Rappahannock,6/8/2020,White,498,57,13,2020-06-08 20:31:22.637281
New River,6/8/2020,White,94,15,3,2020-06-08 20:31:22.637281
Mount Rogers,6/8/2020,Other,37,3,0,2020-06-08 20:31:22.637281
Arlington,6/8/2020,White,990,158,56,2020-06-08 20:31:22.637281
Hampton,6/8/2020,Black or African American,118,25,4,2020-06-08 20:31:22.637281
Alexandria,6/8/2020,White,868,76,27,2020-06-08 20:31:22.637281
Hampton,6/8/2020,Not Reported,42,0,0,2020-06-08 20:31:22.637281
Mount Rogers,6/8/2020,White,383,37,10,2020-06-08 20:31:22.637281
Alexandria,6/8/2020,Not Reported,444,17,6,2020-06-08 20:31:22.637281
Chickahominy,6/8/2020,Black or African American,83,29,9,2020-06-08 20:31:22.637281
Chesapeake,6/8/2020,Black or African American,198,46,5,2020-06-08 20:31:22.637281
Western Tidewater,6/8/2020,Not Reported,206,2,1,2020-06-08 20:31:22.637281
Cumberland Plateau,6/8/2020,Not Reported,1,0,0,2020-06-08 20:31:22.637281
Western Tidewater,6/8/2020,Other,31,1,2,2020-06-08 20:31:22.637281
Loudoun,6/8/2020,Black or African American,105,13,2,2020-06-08 20:31:22.637281
Virginia Beach,6/8/2020,White,393,58,20,2020-06-08 20:31:22.637281
Chickahominy,6/8/2020,Other,22,6,0,2020-06-08 20:31:22.637281
New River,6/8/2020,Black or African American,7,1,0,2020-06-08 20:31:22.637281
Virginia Beach,6/8/2020,Not Reported,143,3,0,2020-06-08 20:31:22.637281
Rappahannock Rapidan,6/8/2020,Other,88,14,0,2020-06-08 20:31:22.637281
Piedmont,6/8/2020,Not Reported,324,7,2,2020-06-08 20:31:22.637281
