Report Date,Health District,Ethnicity,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
5/29/2020,Norfolk,Hispanic or Latino,80,8,0,2020-05-29 20:02:00.539473
5/29/2020,Portsmouth,Not Hispanic or Latino,122,33,9,2020-05-29 20:02:00.539473
5/29/2020,West Piedmont,Not Reported,46,6,2,2020-05-29 20:02:00.539473
5/29/2020,Richmond,Not Hispanic or Latino,363,82,18,2020-05-29 20:02:00.539473
5/29/2020,West Piedmont,Hispanic or Latino,33,0,0,2020-05-29 20:02:00.539473
5/29/2020,Prince William,Not Reported,3175,16,3,2020-05-29 20:02:00.539473
5/29/2020,Rappahannock Rapidan,Not Reported,364,13,2,2020-05-29 20:02:00.539473
5/29/2020,Chickahominy,Hispanic or Latino,26,2,0,2020-05-29 20:02:00.539473
5/29/2020,Lenowisco,Not Reported,19,5,2,2020-05-29 20:02:00.539473
5/29/2020,New River,Hispanic or Latino,12,1,0,2020-05-29 20:02:00.539473
5/29/2020,Crater,Not Reported,381,33,9,2020-05-29 20:02:00.539473
5/29/2020,Chickahominy,Not Reported,249,15,4,2020-05-29 20:02:00.539473
5/29/2020,Loudoun,Hispanic or Latino,603,55,4,2020-05-29 20:02:00.539473
5/29/2020,Rappahannock Rapidan,Hispanic or Latino,528,37,4,2020-05-29 20:02:00.539473
5/29/2020,Roanoke,Not Reported,45,0,1,2020-05-29 20:02:00.539473
5/29/2020,Rappahannock,Hispanic or Latino,508,54,2,2020-05-29 20:02:00.539473
5/29/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-05-29 20:02:00.539473
5/29/2020,Virginia Beach,Hispanic or Latino,53,6,1,2020-05-29 20:02:00.539473
5/29/2020,Prince William,Not Hispanic or Latino,986,200,85,2020-05-29 20:02:00.539473
5/29/2020,Central Virginia,Not Reported,112,3,0,2020-05-29 20:02:00.539473
5/29/2020,Central Shenandoah,Not Hispanic or Latino,608,73,22,2020-05-29 20:02:00.539473
5/29/2020,Hampton,Hispanic or Latino,12,0,0,2020-05-29 20:02:00.539473
5/29/2020,Roanoke,Hispanic or Latino,32,0,0,2020-05-29 20:02:00.539473
5/30/2020,Southside,Not Reported,171,26,14,2020-05-30 19:53:32.925100
5/30/2020,Lord Fairfax,Hispanic or Latino,355,24,5,2020-05-30 19:53:32.925100
5/30/2020,Eastern Shore,Not Hispanic or Latino,831,70,29,2020-05-30 19:53:32.925100
5/30/2020,Portsmouth,Hispanic or Latino,9,2,0,2020-05-30 19:53:32.925100
5/30/2020,Fairfax,Not Reported,2951,118,120,2020-05-30 19:53:32.925100
5/30/2020,Richmond,Hispanic or Latino,370,36,3,2020-05-30 19:53:32.925100
5/30/2020,Chesapeake,Not Reported,114,7,0,2020-05-30 19:53:32.925100
5/30/2020,Arlington,Hispanic or Latino,693,153,14,2020-05-30 19:53:32.925100
5/30/2020,West Piedmont,Not Hispanic or Latino,105,13,3,2020-05-30 19:53:32.925100
5/30/2020,Fairfax,Not Hispanic or Latino,2753,618,233,2020-05-30 19:53:32.925100
5/30/2020,Piedmont,Hispanic or Latino,19,0,0,2020-05-30 19:53:32.925100
5/30/2020,Crater,Not Hispanic or Latino,292,56,9,2020-05-30 19:53:32.925100
5/30/2020,Chickahominy,Not Hispanic or Latino,205,65,28,2020-05-30 19:53:32.925100
5/30/2020,New River,Not Hispanic or Latino,64,14,1,2020-05-30 19:53:32.925100
5/30/2020,Lord Fairfax,Not Reported,375,23,14,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock,Not Reported,530,24,1,2020-05-30 19:53:32.925100
5/30/2020,Central Shenandoah,Not Reported,230,5,5,2020-05-30 19:53:32.925100
5/30/2020,Central Virginia,Not Hispanic or Latino,76,12,3,2020-05-30 19:53:32.925100
5/30/2020,Lenowisco,Not Hispanic or Latino,23,11,2,2020-05-30 19:53:32.925100
5/30/2020,Cumberland Plateau,Not Hispanic or Latino,19,2,0,2020-05-30 19:53:32.925100
5/30/2020,Western Tidewater,Not Hispanic or Latino,371,67,38,2020-05-30 19:53:32.925100
5/30/2020,New River,Not Reported,33,0,0,2020-05-30 19:53:32.925100
5/30/2020,Chesterfield,Not Reported,989,22,22,2020-05-30 19:53:32.925100
5/30/2020,Chesterfield,Hispanic or Latino,266,9,0,2020-05-30 19:53:32.925100
5/30/2020,Hampton,Not Hispanic or Latino,128,29,3,2020-05-30 19:53:32.925100
5/30/2020,Chesapeake,Not Hispanic or Latino,371,75,14,2020-05-30 19:53:32.925100
5/30/2020,Peninsula,Hispanic or Latino,58,10,1,2020-05-30 19:53:32.925100
5/30/2020,Arlington,Not Reported,814,66,20,2020-05-30 19:53:32.925100
5/30/2020,Roanoke,Not Hispanic or Latino,75,9,8,2020-05-30 19:53:32.925100
5/30/2020,Lord Fairfax,Not Hispanic or Latino,644,72,31,2020-05-30 19:53:32.925100
5/30/2020,Eastern Shore,Hispanic or Latino,158,5,3,2020-05-30 19:53:32.925100
5/30/2020,Mount Rogers,Not Reported,19,2,0,2020-05-30 19:53:32.925100
5/30/2020,Three Rivers,Not Hispanic or Latino,298,26,3,2020-05-30 19:53:32.925100
5/30/2020,Thomas Jefferson,Not Reported,82,0,0,2020-05-30 19:53:32.925100
5/30/2020,Three Rivers,Not Reported,170,12,5,2020-05-30 19:53:32.925100
5/30/2020,Arlington,Not Hispanic or Latino,600,152,79,2020-05-30 19:53:32.925100
5/30/2020,Alleghany,Not Hispanic or Latino,122,17,15,2020-05-30 19:53:32.925100
5/30/2020,Loudoun,Not Reported,1307,6,8,2020-05-30 19:53:32.925100
5/30/2020,Fairfax,Hispanic or Latino,5322,583,44,2020-05-30 19:53:32.925100
5/30/2020,Peninsula,Not Reported,133,3,2,2020-05-30 19:53:32.925100
5/30/2020,Crater,Hispanic or Latino,38,1,0,2020-05-30 19:53:32.925100
5/30/2020,Piedmont,Not Hispanic or Latino,353,35,3,2020-05-30 19:53:32.925100
5/30/2020,Henrico,Hispanic or Latino,196,17,4,2020-05-30 19:53:32.925100
5/30/2020,Alexandria,Not Hispanic or Latino,577,102,35,2020-05-30 19:53:32.925100
5/30/2020,Central Virginia,Hispanic or Latino,14,1,1,2020-05-30 19:53:32.925100
5/30/2020,Alleghany,Not Reported,58,3,1,2020-05-30 19:53:32.925100
5/30/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-05-30 19:53:32.925100
5/30/2020,Western Tidewater,Hispanic or Latino,5,1,0,2020-05-30 19:53:32.925100
5/30/2020,Chesterfield,Not Hispanic or Latino,329,57,30,2020-05-30 19:53:32.925100
5/30/2020,Pittsylvania-Danville,Not Hispanic or Latino,64,20,3,2020-05-30 19:53:32.925100
5/30/2020,Mount Rogers,Hispanic or Latino,130,0,0,2020-05-30 19:53:32.925100
5/30/2020,Richmond,Not Reported,510,30,3,2020-05-30 19:53:32.925100
5/30/2020,Peninsula,Not Hispanic or Latino,392,102,29,2020-05-30 19:53:32.925100
5/30/2020,Chesapeake,Hispanic or Latino,35,5,1,2020-05-30 19:53:32.925100
5/30/2020,Southside,Hispanic or Latino,2,1,0,2020-05-30 19:53:32.925100
5/30/2020,Thomas Jefferson,Not Hispanic or Latino,352,69,19,2020-05-30 19:53:32.925100
5/30/2020,Norfolk,Not Hispanic or Latino,298,59,6,2020-05-30 19:53:32.925100
5/30/2020,Portsmouth,Not Reported,173,8,2,2020-05-30 19:53:32.925100
5/30/2020,Norfolk,Not Reported,109,1,0,2020-05-30 19:53:32.925100
5/30/2020,Three Rivers,Hispanic or Latino,42,0,0,2020-05-30 19:53:32.925100
5/30/2020,Eastern Shore,Not Reported,104,0,0,2020-05-30 19:53:32.925100
5/30/2020,Alleghany,Hispanic or Latino,19,4,0,2020-05-30 19:53:32.925100
5/30/2020,Henrico,Not Reported,681,25,25,2020-05-30 19:53:32.925100
5/30/2020,Henrico,Not Hispanic or Latino,877,159,104,2020-05-30 19:53:32.925100
5/30/2020,Loudoun,Not Hispanic or Latino,604,99,50,2020-05-30 19:53:32.925100
5/30/2020,Hampton,Not Reported,57,1,0,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock Rapidan,Not Hispanic or Latino,239,28,8,2020-05-30 19:53:32.925100
5/30/2020,Alexandria,Not Reported,486,4,3,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock,Not Hispanic or Latino,457,72,14,2020-05-30 19:53:32.925100
5/30/2020,Western Tidewater,Not Reported,254,3,1,2020-05-30 19:53:32.925100
5/30/2020,Cumberland Plateau,Not Reported,14,0,0,2020-05-30 19:53:32.925100
5/30/2020,Alexandria,Hispanic or Latino,897,81,6,2020-05-30 19:53:32.925100
5/30/2020,Virginia Beach,Not Hispanic or Latino,470,80,21,2020-05-30 19:53:32.925100
5/30/2020,Prince William,Hispanic or Latino,2446,331,29,2020-05-30 19:53:32.925100
5/30/2020,Virginia Beach,Not Reported,175,6,1,2020-05-30 19:53:32.925100
5/30/2020,Central Shenandoah,Hispanic or Latino,670,40,3,2020-05-30 19:53:32.925100
5/30/2020,Pittsylvania-Danville,Hispanic or Latino,8,1,0,2020-05-30 19:53:32.925100
5/30/2020,Mount Rogers,Not Hispanic or Latino,182,23,6,2020-05-30 19:53:32.925100
5/30/2020,Piedmont,Not Reported,344,12,3,2020-05-30 19:53:32.925100
5/30/2020,Southside,Not Hispanic or Latino,99,11,8,2020-05-30 19:53:32.925100
5/30/2020,Thomas Jefferson,Hispanic or Latino,81,1,0,2020-05-30 19:53:32.925100
5/30/2020,Pittsylvania-Danville,Not Reported,19,7,0,2020-05-30 19:53:32.925100
5/30/2020,Norfolk,Hispanic or Latino,83,9,0,2020-05-30 19:53:32.925100
5/30/2020,Portsmouth,Not Hispanic or Latino,125,34,9,2020-05-30 19:53:32.925100
5/30/2020,West Piedmont,Not Reported,42,6,2,2020-05-30 19:53:32.925100
5/30/2020,Richmond,Not Hispanic or Latino,369,83,18,2020-05-30 19:53:32.925100
5/30/2020,West Piedmont,Hispanic or Latino,42,0,0,2020-05-30 19:53:32.925100
5/30/2020,Prince William,Not Reported,3308,17,4,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock Rapidan,Not Reported,371,13,2,2020-05-30 19:53:32.925100
5/30/2020,Chickahominy,Hispanic or Latino,26,2,0,2020-05-30 19:53:32.925100
5/30/2020,Lenowisco,Not Reported,19,5,2,2020-05-30 19:53:32.925100
5/30/2020,New River,Hispanic or Latino,12,1,0,2020-05-30 19:53:32.925100
5/30/2020,Crater,Not Reported,402,33,9,2020-05-30 19:53:32.925100
5/30/2020,Chickahominy,Not Reported,250,17,4,2020-05-30 19:53:32.925100
5/30/2020,Loudoun,Hispanic or Latino,618,57,4,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock Rapidan,Hispanic or Latino,530,37,4,2020-05-30 19:53:32.925100
5/30/2020,Roanoke,Not Reported,45,0,1,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock,Hispanic or Latino,526,54,2,2020-05-30 19:53:32.925100
5/30/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-05-30 19:53:32.925100
5/30/2020,Virginia Beach,Hispanic or Latino,54,6,1,2020-05-30 19:53:32.925100
5/30/2020,Prince William,Not Hispanic or Latino,1003,205,87,2020-05-30 19:53:32.925100
5/30/2020,Central Virginia,Not Reported,117,3,0,2020-05-30 19:53:32.925100
5/30/2020,Central Shenandoah,Not Hispanic or Latino,617,75,22,2020-05-30 19:53:32.925100
5/30/2020,Hampton,Hispanic or Latino,12,0,0,2020-05-30 19:53:32.925100
5/30/2020,Roanoke,Hispanic or Latino,35,0,0,2020-05-30 19:53:32.925100
5/31/2020,Southside,Not Reported,171,26,14,2020-05-31 20:13:49.992147
5/31/2020,Lord Fairfax,Hispanic or Latino,361,24,5,2020-05-31 20:13:49.992147
5/31/2020,Eastern Shore,Not Hispanic or Latino,875,71,32,2020-05-31 20:13:49.992147
5/31/2020,Portsmouth,Hispanic or Latino,9,2,0,2020-05-31 20:13:49.992147
5/31/2020,Fairfax,Not Reported,3010,118,120,2020-05-31 20:13:49.992147
5/31/2020,Richmond,Hispanic or Latino,380,37,3,2020-05-31 20:13:49.992147
5/31/2020,Chesapeake,Not Reported,115,7,0,2020-05-31 20:13:49.992147
5/31/2020,Arlington,Hispanic or Latino,745,161,14,2020-05-31 20:13:49.992147
5/31/2020,West Piedmont,Not Hispanic or Latino,105,13,3,2020-05-31 20:13:49.992147
5/31/2020,Fairfax,Not Hispanic or Latino,2792,623,233,2020-05-31 20:13:49.992147
5/31/2020,Piedmont,Hispanic or Latino,19,0,0,2020-05-31 20:13:49.992147
5/31/2020,Crater,Not Hispanic or Latino,296,56,9,2020-05-31 20:13:49.992147
5/31/2020,Chickahominy,Not Hispanic or Latino,208,65,28,2020-05-31 20:13:49.992147
5/31/2020,New River,Not Hispanic or Latino,68,14,1,2020-05-31 20:13:49.992147
5/31/2020,Lord Fairfax,Not Reported,378,23,14,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock,Not Reported,552,24,1,2020-05-31 20:13:49.992147
5/31/2020,Central Shenandoah,Not Reported,237,5,5,2020-05-31 20:13:49.992147
5/31/2020,Central Virginia,Not Hispanic or Latino,76,12,3,2020-05-31 20:13:49.992147
5/31/2020,Lenowisco,Not Hispanic or Latino,24,11,2,2020-05-31 20:13:49.992147
5/31/2020,Cumberland Plateau,Not Hispanic or Latino,21,2,0,2020-05-31 20:13:49.992147
5/31/2020,Western Tidewater,Not Hispanic or Latino,371,67,38,2020-05-31 20:13:49.992147
5/31/2020,New River,Not Reported,33,0,0,2020-05-31 20:13:49.992147
5/31/2020,Chesterfield,Not Reported,1052,22,22,2020-05-31 20:13:49.992147
5/31/2020,Chesterfield,Hispanic or Latino,285,9,0,2020-05-31 20:13:49.992147
5/31/2020,Hampton,Not Hispanic or Latino,128,29,3,2020-05-31 20:13:49.992147
5/31/2020,Chesapeake,Not Hispanic or Latino,371,75,14,2020-05-31 20:13:49.992147
5/31/2020,Peninsula,Hispanic or Latino,59,10,1,2020-05-31 20:13:49.992147
5/31/2020,Arlington,Not Reported,745,54,21,2020-05-31 20:13:49.992147
5/31/2020,Roanoke,Not Hispanic or Latino,77,9,8,2020-05-31 20:13:49.992147
5/31/2020,Lord Fairfax,Not Hispanic or Latino,651,73,31,2020-05-31 20:13:49.992147
5/31/2020,Eastern Shore,Hispanic or Latino,165,5,3,2020-05-31 20:13:49.992147
5/31/2020,Mount Rogers,Not Reported,22,4,0,2020-05-31 20:13:49.992147
5/31/2020,Three Rivers,Not Hispanic or Latino,299,26,3,2020-05-31 20:13:49.992147
5/31/2020,Thomas Jefferson,Not Reported,87,0,0,2020-05-31 20:13:49.992147
5/31/2020,Three Rivers,Not Reported,174,12,5,2020-05-31 20:13:49.992147
5/31/2020,Arlington,Not Hispanic or Latino,626,157,80,2020-05-31 20:13:49.992147
5/31/2020,Alleghany,Not Hispanic or Latino,122,17,15,2020-05-31 20:13:49.992147
5/31/2020,Loudoun,Not Reported,1344,6,8,2020-05-31 20:13:49.992147
5/31/2020,Fairfax,Hispanic or Latino,5428,589,44,2020-05-31 20:13:49.992147
5/31/2020,Peninsula,Not Reported,152,3,2,2020-05-31 20:13:49.992147
5/31/2020,Crater,Hispanic or Latino,38,1,0,2020-05-31 20:13:49.992147
5/31/2020,Piedmont,Not Hispanic or Latino,355,35,3,2020-05-31 20:13:49.992147
5/31/2020,Henrico,Hispanic or Latino,202,17,4,2020-05-31 20:13:49.992147
5/31/2020,Alexandria,Not Hispanic or Latino,599,103,35,2020-05-31 20:13:49.992147
5/31/2020,Central Virginia,Hispanic or Latino,14,1,1,2020-05-31 20:13:49.992147
5/31/2020,Alleghany,Not Reported,59,3,1,2020-05-31 20:13:49.992147
5/31/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-05-31 20:13:49.992147
5/31/2020,Western Tidewater,Hispanic or Latino,5,1,0,2020-05-31 20:13:49.992147
5/31/2020,Chesterfield,Not Hispanic or Latino,341,57,30,2020-05-31 20:13:49.992147
5/31/2020,Pittsylvania-Danville,Not Hispanic or Latino,70,21,3,2020-05-31 20:13:49.992147
5/31/2020,Mount Rogers,Hispanic or Latino,131,0,0,2020-05-31 20:13:49.992147
5/31/2020,Richmond,Not Reported,558,30,3,2020-05-31 20:13:49.992147
5/31/2020,Peninsula,Not Hispanic or Latino,393,102,29,2020-05-31 20:13:49.992147
5/31/2020,Chesapeake,Hispanic or Latino,35,5,1,2020-05-31 20:13:49.992147
5/31/2020,Southside,Hispanic or Latino,2,1,0,2020-05-31 20:13:49.992147
5/31/2020,Thomas Jefferson,Not Hispanic or Latino,355,69,19,2020-05-31 20:13:49.992147
5/31/2020,Norfolk,Not Hispanic or Latino,299,59,6,2020-05-31 20:13:49.992147
5/31/2020,Portsmouth,Not Reported,174,8,2,2020-05-31 20:13:49.992147
5/31/2020,Norfolk,Not Reported,120,1,0,2020-05-31 20:13:49.992147
5/31/2020,Three Rivers,Hispanic or Latino,45,0,0,2020-05-31 20:13:49.992147
5/31/2020,Eastern Shore,Not Reported,106,0,0,2020-05-31 20:13:49.992147
5/31/2020,Alleghany,Hispanic or Latino,19,4,0,2020-05-31 20:13:49.992147
5/31/2020,Henrico,Not Reported,734,27,25,2020-05-31 20:13:49.992147
5/31/2020,Henrico,Not Hispanic or Latino,884,159,104,2020-05-31 20:13:49.992147
5/31/2020,Loudoun,Not Hispanic or Latino,607,99,50,2020-05-31 20:13:49.992147
5/31/2020,Hampton,Not Reported,65,1,0,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock Rapidan,Not Hispanic or Latino,248,29,8,2020-05-31 20:13:49.992147
5/31/2020,Alexandria,Not Reported,429,4,3,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock,Not Hispanic or Latino,474,74,14,2020-05-31 20:13:49.992147
5/31/2020,Western Tidewater,Not Reported,256,3,1,2020-05-31 20:13:49.992147
5/31/2020,Cumberland Plateau,Not Reported,14,0,0,2020-05-31 20:13:49.992147
5/31/2020,Alexandria,Hispanic or Latino,946,83,6,2020-05-31 20:13:49.992147
5/31/2020,Virginia Beach,Not Hispanic or Latino,475,82,21,2020-05-31 20:13:49.992147
5/31/2020,Prince William,Hispanic or Latino,2469,332,29,2020-05-31 20:13:49.992147
5/31/2020,Virginia Beach,Not Reported,179,6,1,2020-05-31 20:13:49.992147
5/31/2020,Central Shenandoah,Hispanic or Latino,670,40,3,2020-05-31 20:13:49.992147
5/31/2020,Pittsylvania-Danville,Hispanic or Latino,9,1,0,2020-05-31 20:13:49.992147
5/31/2020,Mount Rogers,Not Hispanic or Latino,197,30,6,2020-05-31 20:13:49.992147
5/31/2020,Piedmont,Not Reported,346,12,3,2020-05-31 20:13:49.992147
5/31/2020,Southside,Not Hispanic or Latino,99,11,8,2020-05-31 20:13:49.992147
5/31/2020,Thomas Jefferson,Hispanic or Latino,83,1,0,2020-05-31 20:13:49.992147
5/31/2020,Pittsylvania-Danville,Not Reported,20,5,0,2020-05-31 20:13:49.992147
5/31/2020,Norfolk,Hispanic or Latino,84,9,0,2020-05-31 20:13:49.992147
5/31/2020,Portsmouth,Not Hispanic or Latino,125,34,9,2020-05-31 20:13:49.992147
5/31/2020,West Piedmont,Not Reported,49,6,2,2020-05-31 20:13:49.992147
5/31/2020,Richmond,Not Hispanic or Latino,378,84,18,2020-05-31 20:13:49.992147
5/31/2020,West Piedmont,Hispanic or Latino,45,0,0,2020-05-31 20:13:49.992147
5/31/2020,Prince William,Not Reported,3451,17,4,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock Rapidan,Not Reported,373,14,2,2020-05-31 20:13:49.992147
5/31/2020,Chickahominy,Hispanic or Latino,27,2,0,2020-05-31 20:13:49.992147
5/31/2020,Lenowisco,Not Reported,19,5,2,2020-05-31 20:13:49.992147
5/31/2020,New River,Hispanic or Latino,12,1,0,2020-05-31 20:13:49.992147
5/31/2020,Crater,Not Reported,412,33,9,2020-05-31 20:13:49.992147
5/31/2020,Chickahominy,Not Reported,253,18,4,2020-05-31 20:13:49.992147
5/31/2020,Loudoun,Hispanic or Latino,624,58,4,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock Rapidan,Hispanic or Latino,541,37,4,2020-05-31 20:13:49.992147
5/31/2020,Roanoke,Not Reported,48,0,1,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock,Hispanic or Latino,542,56,2,2020-05-31 20:13:49.992147
5/31/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-05-31 20:13:49.992147
5/31/2020,Virginia Beach,Hispanic or Latino,54,6,1,2020-05-31 20:13:49.992147
5/31/2020,Prince William,Not Hispanic or Latino,1010,207,87,2020-05-31 20:13:49.992147
5/31/2020,Central Virginia,Not Reported,123,3,0,2020-05-31 20:13:49.992147
5/31/2020,Central Shenandoah,Not Hispanic or Latino,631,75,22,2020-05-31 20:13:49.992147
5/31/2020,Hampton,Hispanic or Latino,14,0,0,2020-05-31 20:13:49.992147
5/31/2020,Roanoke,Hispanic or Latino,35,0,0,2020-05-31 20:13:49.992147
6/1/2020,Southside,Not Reported,173,26,14,2020-06-01 20:10:54.472975
6/1/2020,Lord Fairfax,Hispanic or Latino,367,24,5,2020-06-01 20:10:54.472975
6/1/2020,Eastern Shore,Not Hispanic or Latino,883,72,32,2020-06-01 20:10:54.472975
6/1/2020,Portsmouth,Hispanic or Latino,9,2,0,2020-06-01 20:10:54.472975
6/1/2020,Fairfax,Not Reported,2904,120,123,2020-06-01 20:10:54.472975
6/1/2020,Richmond,Hispanic or Latino,381,37,3,2020-06-01 20:10:54.472975
6/1/2020,Chesapeake,Not Reported,124,7,0,2020-06-01 20:10:54.472975
6/1/2020,Arlington,Hispanic or Latino,777,164,14,2020-06-01 20:10:54.472975
6/1/2020,West Piedmont,Not Hispanic or Latino,105,13,3,2020-06-01 20:10:54.472975
6/1/2020,Fairfax,Not Hispanic or Latino,2841,629,234,2020-06-01 20:10:54.472975
6/1/2020,Piedmont,Hispanic or Latino,20,0,0,2020-06-01 20:10:54.472975
6/1/2020,Crater,Not Hispanic or Latino,317,58,10,2020-06-01 20:10:54.472975
6/1/2020,Chickahominy,Not Hispanic or Latino,208,65,28,2020-06-01 20:10:54.472975
6/1/2020,New River,Not Hispanic or Latino,68,14,1,2020-06-01 20:10:54.472975
6/1/2020,Lord Fairfax,Not Reported,393,23,14,2020-06-01 20:10:54.472975
6/1/2020,Rappahannock,Not Reported,560,25,1,2020-06-01 20:10:54.472975
6/1/2020,Central Shenandoah,Not Reported,252,5,5,2020-06-01 20:10:54.472975
6/1/2020,Central Virginia,Not Hispanic or Latino,76,12,3,2020-06-01 20:10:54.472975
6/1/2020,Lenowisco,Not Hispanic or Latino,24,11,2,2020-06-01 20:10:54.472975
6/1/2020,Cumberland Plateau,Not Hispanic or Latino,21,2,0,2020-06-01 20:10:54.472975
6/1/2020,Western Tidewater,Not Hispanic or Latino,372,68,39,2020-06-01 20:10:54.472975
6/1/2020,New River,Not Reported,34,0,0,2020-06-01 20:10:54.472975
6/1/2020,Chesterfield,Not Reported,1064,22,22,2020-06-01 20:10:54.472975
6/1/2020,Chesterfield,Hispanic or Latino,292,9,0,2020-06-01 20:10:54.472975
6/1/2020,Hampton,Not Hispanic or Latino,128,29,3,2020-06-01 20:10:54.472975
6/1/2020,Chesapeake,Not Hispanic or Latino,376,76,14,2020-06-01 20:10:54.472975
6/1/2020,Peninsula,Hispanic or Latino,60,10,1,2020-06-01 20:10:54.472975
6/1/2020,Arlington,Not Reported,700,51,20,2020-06-01 20:10:54.472975
6/1/2020,Roanoke,Not Hispanic or Latino,77,9,8,2020-06-01 20:10:54.472975
6/1/2020,Lord Fairfax,Not Hispanic or Latino,658,74,31,2020-06-01 20:10:54.472975
6/1/2020,Eastern Shore,Hispanic or Latino,169,5,3,2020-06-01 20:10:54.472975
6/1/2020,Mount Rogers,Not Reported,22,4,0,2020-06-01 20:10:54.472975
6/1/2020,Three Rivers,Not Hispanic or Latino,308,26,3,2020-06-01 20:10:54.472975
6/1/2020,Thomas Jefferson,Not Reported,91,0,0,2020-06-01 20:10:54.472975
6/1/2020,Three Rivers,Not Reported,179,12,5,2020-06-01 20:10:54.472975
6/1/2020,Arlington,Not Hispanic or Latino,646,161,82,2020-06-01 20:10:54.472975
6/1/2020,Alleghany,Not Hispanic or Latino,124,17,15,2020-06-01 20:10:54.472975
6/1/2020,Loudoun,Not Reported,1364,6,8,2020-06-01 20:10:54.472975
6/1/2020,Fairfax,Hispanic or Latino,5596,599,44,2020-06-01 20:10:54.472975
6/1/2020,Peninsula,Not Reported,163,3,2,2020-06-01 20:10:54.472975
6/1/2020,Crater,Hispanic or Latino,39,1,0,2020-06-01 20:10:54.472975
6/1/2020,Piedmont,Not Hispanic or Latino,360,36,3,2020-06-01 20:10:54.472975
