Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
6/28/2020,Loudoun,3932,265,87,2020-06-28 20:06:29.415448
6/28/2020,Chesterfield,3076,134,68,2020-06-28 20:06:29.415448
6/28/2020,Peninsula,942,126,34,2020-06-28 20:06:29.415448
6/29/2020,Southside,392,48,28,2020-06-29 22:58:34.316309
6/29/2020,Chesapeake,887,130,20,2020-06-29 22:58:34.316309
6/29/2020,Thomas Jefferson,916,88,19,2020-06-29 22:58:34.316309
6/29/2020,Roanoke,403,14,10,2020-06-29 22:58:34.316309
6/29/2020,Eastern Shore,1308,110,42,2020-06-29 22:58:34.316309
6/29/2020,Mount Rogers,700,72,29,2020-06-29 22:58:34.316309
6/29/2020,Chickahominy,639,107,36,2020-06-29 22:58:34.316309
6/29/2020,New River,230,22,5,2020-06-29 22:58:34.316309
6/29/2020,Central Virginia,371,16,5,2020-06-29 22:58:34.316309
6/29/2020,Piedmont,1008,84,10,2020-06-29 22:58:34.316309
6/29/2020,Lord Fairfax,1965,172,66,2020-06-29 22:58:34.316309
6/29/2020,Crater,1466,143,28,2020-06-29 22:58:34.316309
6/29/2020,Hampton,316,41,5,2020-06-29 22:58:34.316309
6/29/2020,Alexandria,2317,238,57,2020-06-29 22:58:34.316309
6/29/2020,Fairfax,13966,1627,493,2020-06-29 22:58:34.316309
6/29/2020,Richmond,2195,218,30,2020-06-29 22:58:34.316309
6/29/2020,Arlington,2466,418,132,2020-06-29 22:58:34.316309
6/29/2020,Rappahannock Rapidan,1434,107,20,2020-06-29 22:58:34.316309
6/29/2020,Rappahannock,2442,219,42,2020-06-29 22:58:34.316309
6/29/2020,Pittsylvania-Danville,199,41,3,2020-06-29 22:58:34.316309
6/29/2020,Prince William,9022,793,160,2020-06-29 22:58:34.316309
6/29/2020,Cumberland Plateau,61,2,0,2020-06-29 22:58:34.316309
6/29/2020,Portsmouth,471,68,16,2020-06-29 22:58:34.316309
6/29/2020,Virginia Beach,1145,118,29,2020-06-29 22:58:34.316309
6/29/2020,West Piedmont,438,38,7,2020-06-29 22:58:34.316309
6/29/2020,Three Rivers,641,49,9,2020-06-29 22:58:34.316309
6/29/2020,Alleghany,420,31,14,2020-06-29 22:58:34.316309
6/29/2020,Lenowisco,50,16,4,2020-06-29 22:58:34.316309
6/29/2020,Norfolk,889,104,9,2020-06-29 22:58:34.316309
6/29/2020,Western Tidewater,786,83,46,2020-06-29 22:58:34.316309
6/29/2020,Henrico,2584,251,141,2020-06-29 22:58:34.316309
6/29/2020,Central Shenandoah,2042,165,36,2020-06-29 22:58:34.316309
6/29/2020,Loudoun,3968,271,87,2020-06-29 22:58:34.316309
6/29/2020,Chesterfield,3091,134,68,2020-06-29 22:58:34.316309
6/29/2020,Peninsula,961,126,34,2020-06-29 22:58:34.316309
6/30/2020,Southside,396,48,28,2020-06-30 20:18:20.265181
6/30/2020,Chesapeake,895,130,20,2020-06-30 20:18:20.265181
6/30/2020,Thomas Jefferson,926,88,20,2020-06-30 20:18:20.265181
6/30/2020,Roanoke,439,14,9,2020-06-30 20:18:20.265181
6/30/2020,Eastern Shore,1311,111,42,2020-06-30 20:18:20.265181
6/30/2020,Mount Rogers,707,72,29,2020-06-30 20:18:20.265181
6/30/2020,Chickahominy,644,107,36,2020-06-30 20:18:20.265181
6/30/2020,New River,233,22,5,2020-06-30 20:18:20.265181
6/30/2020,Central Virginia,386,16,5,2020-06-30 20:18:20.265181
6/30/2020,Piedmont,1011,86,10,2020-06-30 20:18:20.265181
6/30/2020,Lord Fairfax,1974,174,67,2020-06-30 20:18:20.265181
6/30/2020,Crater,1492,148,30,2020-06-30 20:18:20.265181
6/30/2020,Hampton,328,41,5,2020-06-30 20:18:20.265181
6/30/2020,Alexandria,2325,238,57,2020-06-30 20:18:20.265181
6/30/2020,Fairfax,13976,1631,503,2020-06-30 20:18:20.265181
6/30/2020,Richmond,2209,220,30,2020-06-30 20:18:20.265181
6/30/2020,Arlington,2479,418,132,2020-06-30 20:18:20.265181
6/30/2020,Rappahannock Rapidan,1440,108,20,2020-06-30 20:18:20.265181
6/30/2020,Rappahannock,2452,221,42,2020-06-30 20:18:20.265181
6/30/2020,Pittsylvania-Danville,208,41,3,2020-06-30 20:18:20.265181
6/30/2020,Prince William,9113,799,166,2020-06-30 20:18:20.265181
6/30/2020,Cumberland Plateau,62,2,0,2020-06-30 20:18:20.265181
6/30/2020,Portsmouth,482,68,16,2020-06-30 20:18:20.265181
6/30/2020,Virginia Beach,1176,118,29,2020-06-30 20:18:20.265181
6/30/2020,West Piedmont,472,40,7,2020-06-30 20:18:20.265181
6/30/2020,Three Rivers,647,50,9,2020-06-30 20:18:20.265181
6/30/2020,Alleghany,486,31,15,2020-06-30 20:18:20.265181
6/30/2020,Lenowisco,53,17,4,2020-06-30 20:18:20.265181
6/30/2020,Norfolk,915,105,9,2020-06-30 20:18:20.265181
6/30/2020,Western Tidewater,800,83,48,2020-06-30 20:18:20.265181
6/30/2020,Henrico,2591,254,141,2020-06-30 20:18:20.265181
6/30/2020,Central Shenandoah,2057,166,36,2020-06-30 20:18:20.265181
6/30/2020,Loudoun,4000,275,87,2020-06-30 20:18:20.265181
6/30/2020,Chesterfield,3122,135,69,2020-06-30 20:18:20.265181
6/30/2020,Peninsula,980,126,34,2020-06-30 20:18:20.265181
7/1/2020,Southside,402,49,28,2020-07-01 20:14:35.499764
7/1/2020,Chesapeake,925,137,20,2020-07-01 20:14:35.499764
7/1/2020,Thomas Jefferson,938,94,22,2020-07-01 20:14:35.499764
7/1/2020,Roanoke,438,14,10,2020-07-01 20:14:35.499764
7/1/2020,Eastern Shore,1312,112,42,2020-07-01 20:14:35.499764
7/1/2020,Mount Rogers,725,74,30,2020-07-01 20:14:35.499764
7/1/2020,Chickahominy,645,109,37,2020-07-01 20:14:35.499764
7/1/2020,New River,238,22,5,2020-07-01 20:14:35.499764
7/1/2020,Central Virginia,385,16,5,2020-07-01 20:14:35.499764
7/1/2020,Piedmont,1023,87,11,2020-07-01 20:14:35.499764
7/1/2020,Lord Fairfax,2014,175,67,2020-07-01 20:14:35.499764
7/1/2020,Crater,1510,152,32,2020-07-01 20:14:35.499764
7/1/2020,Hampton,336,41,5,2020-07-01 20:14:35.499764
7/1/2020,Alexandria,2325,237,57,2020-07-01 20:14:35.499764
7/1/2020,Fairfax,13986,1640,503,2020-07-01 20:14:35.499764
7/1/2020,Richmond,2213,222,29,2020-07-01 20:14:35.499764
7/1/2020,Arlington,2484,418,132,2020-07-01 20:14:35.499764
7/1/2020,Rappahannock Rapidan,1444,109,21,2020-07-01 20:14:35.499764
7/1/2020,Rappahannock,2455,223,43,2020-07-01 20:14:35.499764
7/1/2020,Pittsylvania-Danville,209,41,3,2020-07-01 20:14:35.499764
7/1/2020,Prince William,9175,803,168,2020-07-01 20:14:35.499764
7/1/2020,Cumberland Plateau,62,2,0,2020-07-01 20:14:35.499764
7/1/2020,Portsmouth,497,69,16,2020-07-01 20:14:35.499764
7/1/2020,Virginia Beach,1203,119,29,2020-07-01 20:14:35.499764
7/1/2020,West Piedmont,480,41,7,2020-07-01 20:14:35.499764
7/1/2020,Three Rivers,648,49,9,2020-07-01 20:14:35.499764
7/1/2020,Alleghany,490,31,15,2020-07-01 20:14:35.499764
7/1/2020,Lenowisco,53,17,4,2020-07-01 20:14:35.499764
7/1/2020,Norfolk,934,107,10,2020-07-01 20:14:35.499764
7/1/2020,Western Tidewater,810,87,50,2020-07-01 20:14:35.499764
7/1/2020,Henrico,2603,257,146,2020-07-01 20:14:35.499764
7/1/2020,Central Shenandoah,2059,165,37,2020-07-01 20:14:35.499764
7/1/2020,Loudoun,4047,279,87,2020-07-01 20:14:35.499764
7/1/2020,Chesterfield,3140,138,72,2020-07-01 20:14:35.499764
7/1/2020,Peninsula,995,126,34,2020-07-01 20:14:35.499764
7/2/2020,Southside,410,49,30,2020-07-02 22:21:18.755442
7/2/2020,Chesapeake,959,140,21,2020-07-02 22:21:18.755442
7/2/2020,Thomas Jefferson,948,97,23,2020-07-02 22:21:18.755442
7/2/2020,Roanoke,436,14,10,2020-07-02 22:21:18.755442
7/2/2020,Eastern Shore,1313,112,42,2020-07-02 22:21:18.755442
7/2/2020,Mount Rogers,736,74,31,2020-07-02 22:21:18.755442
7/2/2020,Chickahominy,652,110,37,2020-07-02 22:21:18.755442
7/2/2020,New River,243,22,5,2020-07-02 22:21:18.755442
7/2/2020,Central Virginia,393,16,5,2020-07-02 22:21:18.755442
7/2/2020,Piedmont,1030,89,12,2020-07-02 22:21:18.755442
7/2/2020,Lord Fairfax,2048,178,67,2020-07-02 22:21:18.755442
7/2/2020,Crater,1539,152,33,2020-07-02 22:21:18.755442
7/2/2020,Hampton,339,41,5,2020-07-02 22:21:18.755442
7/2/2020,Alexandria,2327,237,57,2020-07-02 22:21:18.755442
7/2/2020,Fairfax,14010,1658,507,2020-07-02 22:21:18.755442
7/2/2020,Richmond,2227,225,30,2020-07-02 22:21:18.755442
7/2/2020,Arlington,2496,421,132,2020-07-02 22:21:18.755442
7/2/2020,Rappahannock Rapidan,1448,109,22,2020-07-02 22:21:18.755442
7/2/2020,Rappahannock,2478,225,44,2020-07-02 22:21:18.755442
7/2/2020,Pittsylvania-Danville,212,41,3,2020-07-02 22:21:18.755442
7/2/2020,Prince William,9238,811,167,2020-07-02 22:21:18.755442
7/2/2020,Cumberland Plateau,65,2,0,2020-07-02 22:21:18.755442
7/2/2020,Portsmouth,513,71,18,2020-07-02 22:21:18.755442
7/2/2020,Virginia Beach,1225,121,30,2020-07-02 22:21:18.755442
7/2/2020,West Piedmont,492,43,7,2020-07-02 22:21:18.755442
7/2/2020,Three Rivers,649,49,9,2020-07-02 22:21:18.755442
7/2/2020,Alleghany,500,31,15,2020-07-02 22:21:18.755442
7/2/2020,Lenowisco,54,17,4,2020-07-02 22:21:18.755442
7/2/2020,Norfolk,987,108,11,2020-07-02 22:21:18.755442
7/2/2020,Western Tidewater,817,88,52,2020-07-02 22:21:18.755442
7/2/2020,Henrico,2615,257,152,2020-07-02 22:21:18.755442
7/2/2020,Central Shenandoah,2082,171,39,2020-07-02 22:21:18.755442
7/2/2020,Loudoun,4083,278,89,2020-07-02 22:21:18.755442
7/2/2020,Chesterfield,3166,149,73,2020-07-02 22:21:18.755442
7/2/2020,Peninsula,1005,127,34,2020-07-02 22:21:18.755442
7/3/2020,Southside,414,49,30,2020-07-03 22:50:37.763022
7/3/2020,Chesapeake,972,143,21,2020-07-03 22:50:37.763022
7/3/2020,Thomas Jefferson,960,99,25,2020-07-03 22:50:37.763022
7/3/2020,Roanoke,465,14,10,2020-07-03 22:50:37.763022
7/3/2020,Eastern Shore,1313,113,42,2020-07-03 22:50:37.763022
7/3/2020,Mount Rogers,743,74,32,2020-07-03 22:50:37.763022
7/3/2020,Chickahominy,669,111,39,2020-07-03 22:50:37.763022
7/3/2020,New River,252,22,5,2020-07-03 22:50:37.763022
7/3/2020,Central Virginia,418,16,5,2020-07-03 22:50:37.763022
7/3/2020,Piedmont,1065,89,13,2020-07-03 22:50:37.763022
7/3/2020,Lord Fairfax,2060,183,69,2020-07-03 22:50:37.763022
7/3/2020,Crater,1562,154,38,2020-07-03 22:50:37.763022
7/3/2020,Hampton,354,41,5,2020-07-03 22:50:37.763022
7/3/2020,Alexandria,2338,238,57,2020-07-03 22:50:37.763022
7/3/2020,Fairfax,14089,1668,509,2020-07-03 22:50:37.763022
7/3/2020,Richmond,2248,227,30,2020-07-03 22:50:37.763022
7/3/2020,Arlington,2500,421,132,2020-07-03 22:50:37.763022
7/3/2020,Rappahannock Rapidan,1457,109,22,2020-07-03 22:50:37.763022
7/3/2020,Rappahannock,2489,226,44,2020-07-03 22:50:37.763022
7/3/2020,Pittsylvania-Danville,223,41,3,2020-07-03 22:50:37.763022
7/3/2020,Prince William,9306,820,170,2020-07-03 22:50:37.763022
7/3/2020,Cumberland Plateau,65,2,0,2020-07-03 22:50:37.763022
7/3/2020,Portsmouth,526,73,18,2020-07-03 22:50:37.763022
7/3/2020,Virginia Beach,1254,121,30,2020-07-03 22:50:37.763022
7/3/2020,West Piedmont,501,45,7,2020-07-03 22:50:37.763022
7/3/2020,Three Rivers,648,50,9,2020-07-03 22:50:37.763022
7/3/2020,Alleghany,531,31,15,2020-07-03 22:50:37.763022
7/3/2020,Lenowisco,55,17,4,2020-07-03 22:50:37.763022
7/3/2020,Norfolk,1000,111,11,2020-07-03 22:50:37.763022
7/3/2020,Western Tidewater,841,88,55,2020-07-03 22:50:37.763022
7/3/2020,Henrico,2629,258,157,2020-07-03 22:50:37.763022
7/3/2020,Central Shenandoah,2111,173,40,2020-07-03 22:50:37.763022
7/3/2020,Loudoun,4113,279,91,2020-07-03 22:50:37.763022
7/3/2020,Chesterfield,3203,149,73,2020-07-03 22:50:37.763022
7/3/2020,Peninsula,1019,127,34,2020-07-03 22:50:37.763022
7/4/2020,Southside,420,50,30,2020-07-04 20:39:03.668178
7/4/2020,Chesapeake,1003,147,21,2020-07-04 20:39:03.668178
7/4/2020,Thomas Jefferson,1025,99,25,2020-07-04 20:39:03.668178
7/4/2020,Roanoke,476,14,10,2020-07-04 20:39:03.668178
7/4/2020,Eastern Shore,1314,113,42,2020-07-04 20:39:03.668178
7/4/2020,Mount Rogers,749,74,32,2020-07-04 20:39:03.668178
7/4/2020,Chickahominy,669,111,39,2020-07-04 20:39:03.668178
7/4/2020,New River,255,22,5,2020-07-04 20:39:03.668178
7/4/2020,Central Virginia,430,16,5,2020-07-04 20:39:03.668178
7/4/2020,Piedmont,1065,89,13,2020-07-04 20:39:03.668178
7/4/2020,Lord Fairfax,2068,183,71,2020-07-04 20:39:03.668178
7/4/2020,Crater,1583,154,38,2020-07-04 20:39:03.668178
7/4/2020,Hampton,360,41,5,2020-07-04 20:39:03.668178
7/4/2020,Alexandria,2357,239,57,2020-07-04 20:39:03.668178
7/4/2020,Fairfax,14197,1674,510,2020-07-04 20:39:03.668178
7/4/2020,Richmond,2262,226,29,2020-07-04 20:39:03.668178
7/4/2020,Arlington,2519,421,131,2020-07-04 20:39:03.668178
7/4/2020,Rappahannock Rapidan,1466,109,22,2020-07-04 20:39:03.668178
7/4/2020,Rappahannock,2518,227,44,2020-07-04 20:39:03.668178
7/4/2020,Pittsylvania-Danville,227,42,3,2020-07-04 20:39:03.668178
7/4/2020,Prince William,9354,822,171,2020-07-04 20:39:03.668178
7/4/2020,Cumberland Plateau,66,2,0,2020-07-04 20:39:03.668178
7/4/2020,Portsmouth,539,73,18,2020-07-04 20:39:03.668178
7/4/2020,Virginia Beach,1300,123,30,2020-07-04 20:39:03.668178
7/4/2020,West Piedmont,506,45,7,2020-07-04 20:39:03.668178
7/4/2020,Three Rivers,649,50,9,2020-07-04 20:39:03.668178
7/4/2020,Alleghany,537,31,15,2020-07-04 20:39:03.668178
7/4/2020,Lenowisco,56,17,4,2020-07-04 20:39:03.668178
7/4/2020,Norfolk,1067,113,12,2020-07-04 20:39:03.668178
7/4/2020,Western Tidewater,849,89,55,2020-07-04 20:39:03.668178
7/4/2020,Henrico,2663,261,158,2020-07-04 20:39:03.668178
7/4/2020,Central Shenandoah,2130,173,40,2020-07-04 20:39:03.668178
7/4/2020,Loudoun,4175,279,91,2020-07-04 20:39:03.668178
7/4/2020,Chesterfield,3201,149,73,2020-07-04 20:39:03.668178
7/4/2020,Peninsula,1054,127,34,2020-07-04 20:39:03.668178
7/5/2020,Southside,423,50,30,2020-07-05 20:12:53.505011
7/5/2020,Chesapeake,1015,147,21,2020-07-05 20:12:53.505011
7/5/2020,Thomas Jefferson,1040,99,25,2020-07-05 20:12:53.505011
7/5/2020,Roanoke,479,14,10,2020-07-05 20:12:53.505011
7/5/2020,Eastern Shore,1316,113,42,2020-07-05 20:12:53.505011
7/5/2020,Mount Rogers,765,75,32,2020-07-05 20:12:53.505011
7/5/2020,Chickahominy,675,111,39,2020-07-05 20:12:53.505011
7/5/2020,New River,258,22,5,2020-07-05 20:12:53.505011
7/5/2020,Central Virginia,430,16,5,2020-07-05 20:12:53.505011
7/5/2020,Piedmont,1065,89,13,2020-07-05 20:12:53.505011
7/5/2020,Lord Fairfax,2089,184,74,2020-07-05 20:12:53.505011
7/5/2020,Crater,1590,155,38,2020-07-05 20:12:53.505011
7/5/2020,Hampton,369,41,5,2020-07-05 20:12:53.505011
7/5/2020,Alexandria,2376,239,57,2020-07-05 20:12:53.505011
7/5/2020,Fairfax,14279,1677,511,2020-07-05 20:12:53.505011
7/5/2020,Richmond,2276,228,29,2020-07-05 20:12:53.505011
7/5/2020,Arlington,2533,421,131,2020-07-05 20:12:53.505011
7/5/2020,Rappahannock Rapidan,1484,109,22,2020-07-05 20:12:53.505011
7/5/2020,Rappahannock,2531,228,44,2020-07-05 20:12:53.505011
7/5/2020,Pittsylvania-Danville,236,43,3,2020-07-05 20:12:53.505011
7/5/2020,Prince William,9465,823,171,2020-07-05 20:12:53.505011
7/5/2020,Cumberland Plateau,68,2,0,2020-07-05 20:12:53.505011
7/5/2020,Portsmouth,549,73,18,2020-07-05 20:12:53.505011
7/5/2020,Virginia Beach,1350,123,30,2020-07-05 20:12:53.505011
7/5/2020,West Piedmont,518,45,7,2020-07-05 20:12:53.505011
7/5/2020,Three Rivers,661,50,9,2020-07-05 20:12:53.505011
7/5/2020,Alleghany,543,31,15,2020-07-05 20:12:53.505011
7/5/2020,Lenowisco,60,17,4,2020-07-05 20:12:53.505011
7/5/2020,Norfolk,1072,114,12,2020-07-05 20:12:53.505011
7/5/2020,Western Tidewater,861,90,56,2020-07-05 20:12:53.505011
7/5/2020,Henrico,2681,262,158,2020-07-05 20:12:53.505011
7/5/2020,Central Shenandoah,2140,173,40,2020-07-05 20:12:53.505011
7/5/2020,Loudoun,4207,278,90,2020-07-05 20:12:53.505011
7/5/2020,Chesterfield,3247,149,73,2020-07-05 20:12:53.505011
7/5/2020,Peninsula,1097,127,34,2020-07-05 20:12:53.505011
7/5/2020,Southside,423,50,30,2020-07-06 20:10:47.520589
7/5/2020,Chesapeake,1015,147,21,2020-07-06 20:10:47.520589
7/5/2020,Thomas Jefferson,1040,99,25,2020-07-06 20:10:47.520589
7/5/2020,Roanoke,479,14,10,2020-07-06 20:10:47.520589
7/5/2020,Eastern Shore,1316,113,42,2020-07-06 20:10:47.520589
7/5/2020,Mount Rogers,765,75,32,2020-07-06 20:10:47.520589
7/5/2020,Chickahominy,675,111,39,2020-07-06 20:10:47.520589
7/5/2020,New River,258,22,5,2020-07-06 20:10:47.520589
7/5/2020,Central Virginia,430,16,5,2020-07-06 20:10:47.520589
7/5/2020,Piedmont,1065,89,13,2020-07-06 20:10:47.520589
7/5/2020,Lord Fairfax,2089,184,74,2020-07-06 20:10:47.520589
7/5/2020,Crater,1590,155,38,2020-07-06 20:10:47.520589
7/5/2020,Hampton,369,41,5,2020-07-06 20:10:47.520589
7/5/2020,Alexandria,2376,239,57,2020-07-06 20:10:47.520589
7/5/2020,Fairfax,14279,1677,511,2020-07-06 20:10:47.520589
7/5/2020,Richmond,2276,228,29,2020-07-06 20:10:47.520589
7/5/2020,Arlington,2533,421,131,2020-07-06 20:10:47.520589
7/5/2020,Rappahannock Rapidan,1484,109,22,2020-07-06 20:10:47.520589
7/5/2020,Rappahannock,2531,228,44,2020-07-06 20:10:47.520589
7/5/2020,Pittsylvania-Danville,236,43,3,2020-07-06 20:10:47.520589
7/5/2020,Prince William,9465,823,171,2020-07-06 20:10:47.520589
7/5/2020,Cumberland Plateau,68,2,0,2020-07-06 20:10:47.520589
7/5/2020,Portsmouth,549,73,18,2020-07-06 20:10:47.520589
7/5/2020,Virginia Beach,1350,123,30,2020-07-06 20:10:47.520589
7/5/2020,West Piedmont,518,45,7,2020-07-06 20:10:47.520589
7/5/2020,Three Rivers,661,50,9,2020-07-06 20:10:47.520589
7/5/2020,Alleghany,543,31,15,2020-07-06 20:10:47.520589
7/5/2020,Lenowisco,60,17,4,2020-07-06 20:10:47.520589
7/5/2020,Norfolk,1072,114,12,2020-07-06 20:10:47.520589
7/5/2020,Western Tidewater,861,90,56,2020-07-06 20:10:47.520589
7/5/2020,Henrico,2681,262,158,2020-07-06 20:10:47.520589
7/5/2020,Central Shenandoah,2140,173,40,2020-07-06 20:10:47.520589
7/5/2020,Loudoun,4207,278,90,2020-07-06 20:10:47.520589
7/5/2020,Chesterfield,3247,149,73,2020-07-06 20:10:47.520589
7/5/2020,Peninsula,1097,127,34,2020-07-06 20:10:47.520589
7/7/2020,Southside,433,51,30,2020-07-07 20:09:33.808679
7/7/2020,Chesapeake,1046,154,22,2020-07-07 20:09:33.808679
7/7/2020,Thomas Jefferson,1063,101,29,2020-07-07 20:09:33.808679
7/7/2020,Roanoke,502,14,10,2020-07-07 20:09:33.808679
7/7/2020,Eastern Shore,1314,113,42,2020-07-07 20:09:33.808679
7/7/2020,Mount Rogers,781,75,33,2020-07-07 20:09:33.808679
7/7/2020,Chickahominy,683,110,41,2020-07-07 20:09:33.808679
7/7/2020,New River,268,22,5,2020-07-07 20:09:33.808679
7/7/2020,Central Virginia,444,16,6,2020-07-07 20:09:33.808679
7/7/2020,Piedmont,1076,90,14,2020-07-07 20:09:33.808679
7/7/2020,Lord Fairfax,2106,186,74,2020-07-07 20:09:33.808679
7/7/2020,Crater,1640,161,40,2020-07-07 20:09:33.808679
7/7/2020,Hampton,390,41,5,2020-07-07 20:09:33.808679
7/7/2020,Alexandria,2399,241,57,2020-07-07 20:09:33.808679
7/7/2020,Fairfax,14317,1698,510,2020-07-07 20:09:33.808679
7/7/2020,Richmond,2301,228,29,2020-07-07 20:09:33.808679
7/7/2020,Arlington,2550,422,131,2020-07-07 20:09:33.808679
7/7/2020,Rappahannock Rapidan,1509,113,23,2020-07-07 20:09:33.808679
7/7/2020,Rappahannock,2559,232,44,2020-07-07 20:09:33.808679
7/7/2020,Pittsylvania-Danville,238,43,3,2020-07-07 20:09:33.808679
7/7/2020,Prince William,9543,844,172,2020-07-07 20:09:33.808679
7/7/2020,Cumberland Plateau,75,2,0,2020-07-07 20:09:33.808679
7/7/2020,Portsmouth,572,75,18,2020-07-07 20:09:33.808679
7/7/2020,Virginia Beach,1455,124,30,2020-07-07 20:09:33.808679
7/7/2020,West Piedmont,551,46,8,2020-07-07 20:09:33.808679
7/7/2020,Three Rivers,670,52,10,2020-07-07 20:09:33.808679
7/7/2020,Alleghany,572,31,15,2020-07-07 20:09:33.808679
7/7/2020,Lenowisco,63,17,4,2020-07-07 20:09:33.808679
7/7/2020,Norfolk,1162,116,12,2020-07-07 20:09:33.808679
7/7/2020,Western Tidewater,892,91,57,2020-07-07 20:09:33.808679
7/7/2020,Henrico,2708,265,163,2020-07-07 20:09:33.808679
7/7/2020,Central Shenandoah,2166,172,41,2020-07-07 20:09:33.808679
7/7/2020,Loudoun,4252,280,93,2020-07-07 20:09:33.808679
7/7/2020,Chesterfield,3296,159,76,2020-07-07 20:09:33.808679
7/7/2020,Peninsula,1144,127,34,2020-07-07 20:09:33.808679
7/8/2020,Southside,437,52,31,2020-07-08 20:40:30.675237
7/8/2020,Chesapeake,1088,155,22,2020-07-08 20:40:30.675237
7/8/2020,Thomas Jefferson,1095,101,29,2020-07-08 20:40:30.675237
7/8/2020,Roanoke,525,14,10,2020-07-08 20:40:30.675237
7/8/2020,Eastern Shore,1314,113,42,2020-07-08 20:40:30.675237
7/8/2020,Mount Rogers,790,76,33,2020-07-08 20:40:30.675237
7/8/2020,Chickahominy,687,110,41,2020-07-08 20:40:30.675237
7/8/2020,New River,271,22,6,2020-07-08 20:40:30.675237
7/8/2020,Central Virginia,445,16,6,2020-07-08 20:40:30.675237
7/8/2020,Piedmont,1084,95,15,2020-07-08 20:40:30.675237
7/8/2020,Lord Fairfax,2118,188,74,2020-07-08 20:40:30.675237
7/8/2020,Crater,1656,163,44,2020-07-08 20:40:30.675237
7/8/2020,Hampton,409,41,5,2020-07-08 20:40:30.675237
7/8/2020,Alexandria,2408,242,57,2020-07-08 20:40:30.675237
7/8/2020,Fairfax,14379,1713,510,2020-07-08 20:40:30.675237
7/8/2020,Richmond,2321,230,29,2020-07-08 20:40:30.675237
7/8/2020,Arlington,2558,422,132,2020-07-08 20:40:30.675237
7/8/2020,Rappahannock Rapidan,1517,114,23,2020-07-08 20:40:30.675237
7/8/2020,Rappahannock,2575,237,44,2020-07-08 20:40:30.675237
7/8/2020,Pittsylvania-Danville,247,43,3,2020-07-08 20:40:30.675237
7/8/2020,Prince William,9577,847,175,2020-07-08 20:40:30.675237
7/8/2020,Cumberland Plateau,79,2,0,2020-07-08 20:40:30.675237
7/8/2020,Portsmouth,593,79,18,2020-07-08 20:40:30.675237
7/8/2020,Virginia Beach,1520,128,30,2020-07-08 20:40:30.675237
7/8/2020,West Piedmont,568,49,8,2020-07-08 20:40:30.675237
7/8/2020,Three Rivers,669,54,10,2020-07-08 20:40:30.675237
7/8/2020,Alleghany,580,31,15,2020-07-08 20:40:30.675237
7/8/2020,Lenowisco,63,17,4,2020-07-08 20:40:30.675237
7/8/2020,Norfolk,1194,119,14,2020-07-08 20:40:30.675237
7/8/2020,Western Tidewater,918,93,57,2020-07-08 20:40:30.675237
7/8/2020,Henrico,2721,264,165,2020-07-08 20:40:30.675237
7/8/2020,Central Shenandoah,2194,176,41,2020-07-08 20:40:30.675237
7/8/2020,Loudoun,4282,283,98,2020-07-08 20:40:30.675237
7/8/2020,Chesterfield,3315,161,79,2020-07-08 20:40:30.675237
7/8/2020,Peninsula,1178,127,35,2020-07-08 20:40:30.675237
7/9/2020,Southside,441,53,31,2020-07-09 20:23:23.994403
7/9/2020,Chesapeake,1117,155,22,2020-07-09 20:23:23.994403
7/9/2020,Thomas Jefferson,1123,101,29,2020-07-09 20:23:23.994403
7/9/2020,Roanoke,542,14,10,2020-07-09 20:23:23.994403
7/9/2020,Eastern Shore,1314,113,42,2020-07-09 20:23:23.994403
7/9/2020,Mount Rogers,797,77,35,2020-07-09 20:23:23.994403
7/9/2020,Chickahominy,691,112,41,2020-07-09 20:23:23.994403
7/9/2020,New River,274,23,6,2020-07-09 20:23:23.994403
7/9/2020,Central Virginia,447,16,6,2020-07-09 20:23:23.994403
7/9/2020,Piedmont,1100,97,17,2020-07-09 20:23:23.994403
7/9/2020,Lord Fairfax,2128,188,74,2020-07-09 20:23:23.994403
7/9/2020,Crater,1661,164,48,2020-07-09 20:23:23.994403
7/9/2020,Hampton,424,40,4,2020-07-09 20:23:23.994403
7/9/2020,Alexandria,2419,244,57,2020-07-09 20:23:23.994403
7/9/2020,Fairfax,14409,1717,511,2020-07-09 20:23:23.994403
7/9/2020,Richmond,2333,236,33,2020-07-09 20:23:23.994403
7/9/2020,Arlington,2567,423,132,2020-07-09 20:23:23.994403
7/9/2020,Rappahannock Rapidan,1529,114,24,2020-07-09 20:23:23.994403
7/9/2020,Rappahannock,2596,241,45,2020-07-09 20:23:23.994403
7/9/2020,Pittsylvania-Danville,248,43,3,2020-07-09 20:23:23.994403
7/9/2020,Prince William,9602,847,179,2020-07-09 20:23:23.994403
7/9/2020,Cumberland Plateau,81,2,0,2020-07-09 20:23:23.994403
7/9/2020,Portsmouth,605,82,18,2020-07-09 20:23:23.994403
7/9/2020,Virginia Beach,1547,130,30,2020-07-09 20:23:23.994403
7/9/2020,West Piedmont,588,53,8,2020-07-09 20:23:23.994403
7/9/2020,Three Rivers,707,55,10,2020-07-09 20:23:23.994403
7/9/2020,Alleghany,588,31,15,2020-07-09 20:23:23.994403
7/9/2020,Lenowisco,64,17,4,2020-07-09 20:23:23.994403
7/9/2020,Norfolk,1289,120,14,2020-07-09 20:23:23.994403
7/9/2020,Western Tidewater,947,95,61,2020-07-09 20:23:23.994403
