COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
107,PUTNAM,858,23,35,77,125,119,137,143,93,78,23,5,0 to 118,48,502,317,39,855,3,0,57,689,120,15,42,813,0,3,852,23,19,0,42,0,8,2,5,5,9,4,7,2,0,0,6 to 82,46,28,14,0,0,0,40,2,12,0,8,0,0,1,42,19,23,42,0,0,810,3,858,813,42,1,63,33,2020-04-13 22:12:45.562914
113,SANTA ROSA,1637,91,88,159,276,280,260,226,167,72,18,0,0 to 102,42,965,662,10,1634,3,0,55,1510,88,41,113,1522,1,1,1632,34,79,0,113,2,0,13,16,21,22,17,16,5,1,0,0 to 88,47,78,16,0,19,4,90,19,15,0,15,0,0,4,113,79,34,113,0,0,1519,3,1637,1522,113,4,468,127,2020-04-13 22:12:45.562914
115,SARASOTA,2448,34,29,123,239,284,339,411,413,344,231,1,0 to 115,59,1394,1027,27,2399,49,0,339,1963,481,75,230,2215,1,2,2396,119,95,1,215,2,0,6,19,22,33,36,54,40,18,0,0 to 99,64,174,10,16,15,29,158,28,91,11,69,8,0,14,230,104,125,215,15,0,2181,34,2448,2215,230,14,221,125,2020-04-13 22:12:45.562914
117,SEMINOLE,3261,65,73,287,578,615,575,472,384,120,91,1,0 to 104,45,1964,1273,24,3251,10,0,147,2934,220,83,268,2973,9,11,3231,139,123,0,262,0,2,24,44,36,59,39,45,10,9,0,6 to 100,49,193,33,32,4,99,153,10,125,4,65,1,0,2,268,125,143,262,6,0,2969,4,3261,2973,268,2,375,220,2020-04-13 22:12:45.562914
109,ST. JOHNS,3350,65,86,244,426,606,639,564,428,216,73,3,0 to 99,48,1854,1377,119,3340,10,0,163,3016,229,90,176,3154,2,18,3320,80,89,1,170,1,4,11,17,16,41,42,33,9,2,0,2 to 91,53,101,6,11,52,8,96,66,47,4,29,4,0,2,176,94,81,170,6,0,3150,4,3350,3154,176,2,140,116,2020-04-13 22:12:45.562914
111,ST. LUCIE,1977,33,41,129,249,307,347,331,284,186,70,0,0 to 99,51,1162,743,72,1972,5,0,131,1740,185,49,161,1778,1,37,1934,95,64,0,159,0,0,10,13,20,20,32,31,24,11,0,18 to 96,60,93,33,8,25,20,111,28,65,0,48,0,0,7,161,65,96,159,2,0,1775,3,1977,1778,161,7,71,62,2020-04-13 22:12:45.562914
119,SUMTER,1229,13,12,35,58,50,100,178,491,264,27,1,0 to 96,69,677,497,55,1229,0,0,88,1033,117,48,112,1090,1,26,1202,52,60,0,112,0,0,2,2,6,10,17,43,28,4,0,18 to 92,68,93,1,1,17,3,91,18,39,0,27,0,0,9,112,60,52,112,0,0,1090,0,1229,1090,112,9,46,41,2020-04-13 22:12:45.562914
121,SUWANNEE,354,10,4,27,56,46,53,58,55,30,15,0,0 to 118,52,245,96,13,354,0,0,42,241,87,4,68,286,0,0,354,51,17,0,68,0,1,8,10,8,6,11,11,8,5,0,5 to 90,56,44,21,0,3,4,60,4,11,0,14,0,0,1,68,17,51,68,0,0,286,0,354,286,68,1,7,5,2020-04-13 22:12:45.562914
123,TAYLOR,127,11,5,5,13,23,19,22,16,11,2,0,0 to 118,47,70,50,7,127,0,0,8,118,29,3,1,126,0,0,127,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,29 to 29,29,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,126,0,127,126,1,0,11,9,2020-04-13 22:12:45.562914
125,UNION,125,4,2,7,18,32,21,15,16,6,4,0,1 to 118,44,66,55,4,125,0,0,10,111,12,4,2,121,0,2,123,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,2,0,0,121,0,125,121,2,0,4,3,2020-04-13 22:12:45.562914
999,Unknown,45,0,0,6,9,5,8,6,7,1,1,2,19 to 95,45,19,22,4,18,27,0,0,44,0,1,2,32,0,11,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24 to 72,48,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,0,15,17,45,32,2,0,17,14,2020-04-13 22:12:45.562914
127,VOLUSIA,2634,49,40,139,343,368,418,500,462,220,91,4,0 to 101,54,1564,1049,21,2616,18,0,98,2402,173,102,216,2412,3,3,2610,106,101,0,207,1,1,13,32,28,32,30,51,20,8,0,1 to 92,55,131,23,35,18,22,141,44,65,5,45,4,0,7,216,105,111,207,9,0,2403,9,2634,2412,216,7,336,165,2020-04-13 22:12:45.562914
129,WAKULLA,191,3,5,18,39,32,40,26,16,8,3,1,0 to 93,44,105,84,2,191,0,0,7,172,16,1,12,179,0,0,191,8,4,0,12,0,0,0,5,1,5,0,1,0,0,0,26 to 65,40,4,8,0,0,0,12,0,4,0,5,0,0,1,12,4,8,12,0,0,179,0,191,179,12,1,35,17,2020-04-13 22:12:45.562914
131,WALTON,344,17,8,31,31,58,70,60,42,18,9,0,0 to 97,48,182,147,15,332,12,0,18,313,50,29,29,313,1,1,330,15,6,0,21,0,0,3,3,4,6,4,3,5,1,0,20 to 90,52,21,0,0,0,1,19,1,6,2,4,2,0,0,29,10,19,21,8,0,309,4,344,313,29,0,30,21,2020-04-13 22:12:45.562914
133,WASHINGTON,112,1,1,3,17,21,19,21,17,7,4,1,3 to 103,51,59,35,18,112,0,0,22,84,22,6,4,103,0,5,107,1,3,0,4,0,0,0,2,0,2,0,0,0,0,0,25 to 53,37,4,0,0,0,0,4,0,0,0,1,0,0,0,4,3,1,4,0,0,103,0,112,103,4,0,22,17,2020-04-13 22:12:45.562914
001,ALACHUA,4121,89,56,522,805,593,515,589,516,278,111,47,0 to 118,44,2430,1568,123,4054,67,0,106,3968,204,42,195,3911,11,4,4039,108,77,1,186,1,0,31,41,23,28,31,25,8,5,2,2 to 92,45,77,52,16,41,13,130,43,33,4,23,2,0,0,195,80,113,186,9,0,3853,58,4121,3911,195,0,68,55,2020-04-14 20:01:30.419132
003,BAKER,238,6,6,24,38,29,44,34,21,23,13,0,0 to 99,48,150,72,16,235,3,0,15,207,50,3,17,221,0,0,235,10,7,0,17,0,0,1,1,0,0,4,4,4,3,0,24 to 97,71,15,1,1,0,0,17,0,4,0,7,0,0,2,17,7,10,17,0,0,218,3,238,221,17,2,1,0,2020-04-14 20:01:30.419132
005,BAY,626,7,11,45,92,97,134,108,76,40,16,0,0 to 99,49,326,253,47,624,2,0,27,579,46,27,38,588,0,0,624,16,21,0,37,0,0,2,7,7,10,5,6,0,1,0,21 to 93,47,24,5,3,5,6,24,7,13,1,5,1,0,2,38,22,16,37,1,0,587,1,626,588,38,2,31,27,2020-04-14 20:01:30.419132
007,BRADFORD,314,4,4,25,34,32,42,44,41,52,34,2,0 to 100,58,195,109,10,314,0,0,17,263,73,0,31,273,0,10,304,26,5,0,31,0,2,2,0,5,0,2,6,8,6,0,8 to 100,73,25,2,0,4,0,25,6,2,0,6,0,0,1,31,5,26,31,0,0,273,0,314,273,31,1,28,11,2020-04-14 20:01:30.419132
009,BREVARD,3572,48,57,199,420,491,525,779,644,296,112,1,0 to 103,55,2096,1426,50,3564,8,0,76,3426,173,45,163,3016,390,3,3171,79,77,0,156,1,3,9,20,27,26,34,20,17,6,0,1 to 94,52,109,27,10,10,25,120,11,61,2,38,2,0,6,163,79,84,156,7,0,3015,1,3572,3016,163,6,210,166,2020-04-14 20:01:30.419132
011,BROWARD,27094,217,295,1720,4577,4957,5232,4715,3075,1494,773,39,0 to 119,48,14039,11468,1587,26333,761,0,1047,24418,2107,717,3261,23742,34,57,26247,1464,1667,16,3147,2,17,231,507,542,617,628,409,192,114,2,0 to 99,50,1544,893,321,389,999,1772,376,966,42,488,30,3,81,3261,1736,1508,3147,114,0,23100,642,27094,23742,3261,81,931,675,2020-04-14 20:01:30.419132
013,CALHOUN,63,1,2,7,9,10,8,8,8,9,1,0,0 to 88,47,34,27,2,63,0,0,3,56,4,3,5,58,0,0,63,3,2,0,5,0,0,1,1,0,1,0,1,0,1,0,20 to 88,47,1,4,0,0,0,5,0,4,0,2,0,0,0,5,2,3,5,0,0,58,0,63,58,5,0,27,18,2020-04-14 20:01:30.419132
015,CHARLOTTE,1157,11,12,61,117,131,160,207,216,150,90,2,0 to 98,59,671,460,26,1144,13,0,58,1052,87,12,123,1026,2,6,1137,72,49,1,122,0,0,4,9,4,16,22,30,18,20,0,16 to 96,67,85,15,2,20,2,91,29,24,0,23,0,0,5,123,50,72,122,1,0,1015,11,1157,1026,123,5,80,69,2020-04-14 20:01:30.419132
017,CITRUS,1077,16,22,66,136,136,150,192,195,113,47,4,0 to 97,56,603,357,117,1074,3,0,35,960,132,22,75,992,6,4,1064,37,38,0,75,0,1,5,5,6,8,22,12,10,6,0,12 to 93,60,41,0,1,33,5,40,30,22,0,22,0,0,7,75,38,37,75,0,0,989,3,1077,992,75,7,253,134,2020-04-14 20:01:30.419132
019,CLAY,2219,27,51,156,305,414,439,373,256,139,50,9,0 to 99,48,1241,855,123,2214,5,0,66,2060,191,39,168,2049,1,1,2212,98,68,0,166,0,0,9,11,23,28,32,31,23,11,0,18 to 95,59,91,30,15,30,14,120,32,55,0,39,0,0,9,168,69,99,166,2,0,2046,3,2219,2049,168,9,47,30,2020-04-14 20:01:30.419132
021,COLLIER,3624,33,50,223,456,496,547,611,607,439,160,2,0 to 103,55,2078,1532,14,3479,145,0,184,3244,385,134,380,3227,1,16,3462,159,161,0,320,3,2,22,50,41,54,76,59,55,18,0,0 to 101,58,224,10,26,60,91,164,65,79,16,45,7,2,5,380,196,184,320,60,0,3142,85,3624,3227,380,5,535,422,2020-04-14 20:01:30.419132
023,COLUMBIA,466,19,23,37,57,77,62,92,62,25,9,3,0 to 118,48,248,198,20,461,5,0,108,320,89,17,28,430,0,8,455,14,13,0,27,1,0,2,5,2,3,10,3,2,0,0,1 to 79,58,22,3,1,1,4,21,2,0,0,4,0,0,0,28,14,14,27,1,0,428,2,466,430,28,0,8,7,2020-04-14 20:01:30.419132
025,MIAMI-DADE,44379,427,575,2769,7445,7640,8550,7333,5386,2806,1346,102,0 to 119,48,23014,20604,761,44175,203,1,812,42089,1943,485,7712,35980,494,193,43492,3629,3941,70,7640,29,52,537,1317,1269,1585,1281,910,482,232,18,0 to 103,49,3245,910,299,3186,3026,1316,3298,1271,19,635,9,2,143,7712,3989,3652,7639,72,1,35852,128,44379,35980,7712,143,2098,1606,2020-04-14 20:01:30.419132
027,DESOTO,345,7,3,13,59,45,55,57,51,37,18,0,0 to 92,53,182,139,24,344,1,0,8,310,61,3,22,323,0,0,344,8,14,0,22,0,0,0,5,0,2,7,3,3,2,0,27 to 92,62,18,0,0,4,4,11,7,8,0,7,0,0,3,22,14,8,22,0,0,322,1,345,323,22,3,3,0,2020-04-14 20:01:30.419132
029,DIXIE,119,3,4,11,13,24,14,16,25,6,2,1,0 to 86,48,67,51,1,119,0,0,7,112,8,0,2,116,0,1,118,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,24 to 66,45,0,2,0,0,0,2,0,2,0,1,0,0,0,2,1,1,2,0,0,116,0,119,116,2,0,9,9,2020-04-14 20:01:30.419132
031,DUVAL,13856,215,250,1146,2705,2452,2332,2204,1423,684,419,26,0 to 118,45,7781,5324,751,13804,52,0,273,13254,234,46,719,13052,11,74,13719,362,320,22,704,4,9,60,118,120,117,130,84,49,25,2,1 to 97,50,155,119,28,402,15,263,426,87,6,65,3,0,14,718,327,366,704,14,0,13015,38,13856,13053,718,14,507,459,2020-04-14 20:01:30.419132
033,ESCAMBIA,3859,167,139,442,678,600,583,582,392,183,85,8,0 to 105,42,2318,1508,33,3560,299,0,90,3680,201,53,247,3584,7,21,3532,117,110,2,229,3,1,35,34,41,33,36,33,19,12,0,2 to 95,47,84,58,6,81,3,129,97,33,0,21,0,0,4,247,118,127,229,18,0,3303,281,3859,3584,247,4,124,65,2020-04-14 20:01:30.419132
035,FLAGLER,735,8,8,37,87,108,104,139,148,77,18,1,0 to 98,56,394,302,39,728,7,0,9,699,33,27,45,688,2,0,726,22,20,0,42,0,0,1,5,3,5,18,10,3,0,0,17 to 77,60,30,4,5,3,9,31,2,10,1,7,1,0,2,45,21,24,42,3,0,684,4,735,688,45,2,57,27,2020-04-14 20:01:30.419132
037,FRANKLIN,58,1,3,6,7,2,8,14,11,6,0,0,3 to 84,56,23,34,1,57,1,0,8,50,5,3,2,56,0,0,57,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,56,0,58,56,2,0,3,3,2020-04-14 20:01:30.419132
039,GADSDEN,229,6,7,23,40,40,44,33,26,7,2,1,0 to 90,43,145,82,2,227,1,1,1,192,26,6,38,191,0,0,228,25,12,0,37,0,0,3,8,9,8,6,3,1,0,0,20 to 81,43,3,16,0,18,0,16,21,1,0,3,0,0,0,38,12,26,36,1,1,191,0,229,191,38,0,58,32,2020-04-14 20:01:30.419132
041,GILCHRIST,137,4,2,17,18,26,16,23,15,13,3,0,0 to 89,45,85,52,0,137,0,0,4,131,9,2,6,131,0,0,137,3,3,0,6,0,0,0,0,3,1,2,0,0,0,0,36 to 56,46,4,0,0,2,0,3,3,1,0,1,0,0,0,6,3,3,6,0,0,131,0,137,131,6,0,2,2,2020-04-14 20:01:30.419132
043,GLADES,32,1,0,1,6,4,5,5,4,3,3,0,1 to 90,54,13,19,0,32,0,0,2,27,5,0,5,27,0,0,32,2,3,0,5,0,0,0,1,0,0,1,1,1,1,0,30 to 89,67,2,3,0,0,0,4,1,3,0,3,0,0,1,5,3,2,5,0,0,27,0,32,27,5,1,13,9,2020-04-14 20:01:30.419132
045,GULF,96,3,3,5,17,12,16,16,15,8,1,0,1 to 91,50,57,38,1,94,2,0,15,80,24,8,1,95,0,0,94,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,93,2,96,95,1,0,5,2,2020-04-14 20:01:30.419132
047,HAMILTON,77,1,1,11,10,11,7,15,12,7,2,0,0 to 93,51,40,31,6,75,2,0,8,63,12,2,2,74,0,1,75,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,56 to 62,59,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,2,0,0,73,1,77,74,2,0,2,0,2020-04-14 20:01:30.419132
049,HARDEE,77,2,1,9,17,8,11,13,12,3,1,0,0 to 89,47,43,32,2,74,3,0,2,73,3,2,3,74,0,0,74,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,39 to 73,71,1,0,0,0,0,1,0,0,2,0,2,0,0,3,1,2,1,2,0,73,1,77,74,3,0,0,0,2020-04-14 20:01:30.419132
051,HENDRY,225,5,6,14,44,41,25,41,28,13,8,0,1 to 90,46,126,96,3,224,1,0,14,202,28,1,23,202,0,0,224,11,12,0,23,0,1,0,6,5,2,6,2,1,0,0,11 to 77,43,11,4,0,8,6,11,6,9,0,6,0,0,0,23,12,11,23,0,0,201,1,225,202,23,0,57,44,2020-04-14 20:01:30.419132
053,HERNANDO,1124,17,16,83,167,166,187,205,157,91,34,1,0 to 97,50,666,451,7,1110,14,0,45,1023,99,35,71,1053,0,0,1110,33,34,0,67,0,0,4,17,7,10,15,13,4,1,0,18 to 85,49,40,3,3,21,8,27,32,23,2,14,2,1,2,71,35,36,67,4,0,1043,10,1124,1053,71,2,31,21,2020-04-14 20:01:30.419132
055,HIGHLANDS,494,11,2,30,71,65,73,82,80,57,21,2,0 to 95,54,286,187,21,484,10,0,20,434,33,15,62,429,2,1,481,29,32,0,61,1,1,4,10,5,7,12,11,10,1,0,0 to 85,58,28,16,15,2,22,31,8,27,1,19,1,0,5,62,33,29,61,1,0,420,9,494,429,62,5,63,22,2020-04-14 20:01:30.419132
057,HILLSBOROUGH,12704,332,295,1172,2323,2197,2100,1944,1362,664,307,8,0 to 119,45,7543,5093,68,12563,141,0,364,11979,450,245,819,11852,27,6,12531,388,392,1,781,9,20,97,136,139,153,131,80,37,17,0,0 to 100,45,385,128,170,98,226,433,122,236,5,141,2,1,18,819,409,409,781,38,0,11750,102,12704,11852,819,18,654,330,2020-04-14 20:01:30.419132
059,HOLMES,101,4,3,8,13,12,21,15,16,7,2,0,0 to 100,49,56,32,13,100,1,0,0,100,4,1,4,92,0,5,95,1,3,0,4,0,0,0,1,1,1,0,1,0,0,0,27 to 73,42,3,0,1,0,0,4,0,2,0,0,0,0,0,4,3,1,4,0,0,91,1,101,92,4,0,5,5,2020-04-14 20:01:30.419132
061,INDIAN RIVER,1173,14,18,71,125,107,172,217,245,137,66,1,0 to 105,58,694,447,32,1161,12,0,74,1039,101,51,77,1035,1,60,1102,28,41,0,69,0,1,4,7,4,11,15,20,11,4,0,8 to 94,63,51,4,13,1,4,55,10,36,4,20,1,0,1,77,45,32,69,8,0,1033,2,1173,1035,77,1,198,73,2020-04-14 20:01:30.419132
063,JACKSON,210,4,2,19,38,33,39,32,23,16,4,0,0 to 94,48,122,84,4,203,7,0,18,184,20,16,6,204,0,0,203,5,0,0,5,0,0,0,3,2,1,0,0,0,0,0,28 to 47,35,2,3,0,0,0,5,0,2,0,0,0,0,0,6,1,5,5,1,0,198,6,210,204,6,0,28,20,2020-04-14 20:01:30.419132
065,JEFFERSON,74,2,2,2,9,15,11,18,7,3,4,1,1 to 95,51,46,27,1,71,3,0,3,46,18,5,13,60,0,1,70,5,6,0,11,0,0,1,1,1,1,1,3,2,3,0,22 to 95,67,4,5,1,1,1,7,3,3,2,3,0,0,1,13,8,5,11,2,0,59,1,74,60,13,1,37,24,2020-04-14 20:01:30.419132
067,LAFAYETTE,40,2,0,3,4,11,3,3,5,4,5,0,0 to 118,44,21,18,1,40,0,0,4,36,8,0,1,39,0,0,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,47 to 47,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,39,0,40,39,1,0,0,0,2020-04-14 20:01:30.419132
069,LAKE,3035,87,62,215,420,401,502,483,426,338,98,3,0 to 101,51,1723,1276,36,3011,24,0,72,2795,157,73,169,2842,6,18,2987,83,77,1,161,0,4,7,12,24,32,30,31,28,1,0,5 to 86,56,72,16,53,20,43,93,25,76,8,43,3,0,4,169,81,87,161,8,0,2826,16,3035,2842,169,4,241,140,2020-04-14 20:01:30.419132
071,LEE,5923,82,73,400,847,888,1060,1029,861,497,182,4,0 to 100,51,3513,2305,105,5880,42,1,175,5334,410,105,657,5236,3,27,5852,313,300,16,629,5,6,42,77,95,106,110,114,76,26,0,0 to 100,54,261,37,15,316,71,237,321,140,10,123,9,1,19,657,314,326,628,28,1,5223,13,5923,5236,657,19,765,404,2020-04-14 20:01:30.419132
073,LEON,2003,48,40,271,373,333,333,313,199,69,23,1,0 to 95,43,1142,801,60,1990,12,1,41,1825,118,48,150,1846,2,5,1984,81,63,2,146,0,2,21,32,27,24,27,15,0,2,0,9 to 86,43,66,51,5,24,10,110,26,42,3,21,1,0,0,150,64,84,145,4,1,1838,8,2003,1846,150,0,270,189,2020-04-14 20:01:30.419132
075,LEVY,308,6,11,32,47,44,42,53,41,24,8,0,0 to 118,48,195,110,3,308,0,0,10,294,24,1,7,301,0,0,308,4,3,0,7,0,0,0,1,1,1,3,0,0,1,0,33 to 93,57,3,2,0,2,0,5,2,3,0,1,0,0,0,7,3,4,7,0,0,301,0,308,301,7,0,10,9,2020-04-14 20:01:30.419132
077,LIBERTY,28,1,2,2,8,5,3,4,2,1,0,0,2 to 76,36,13,13,2,28,0,0,1,26,2,0,2,26,0,0,28,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,29 to 56,42,2,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,2,0,0,26,0,28,26,2,0,9,9,2020-04-14 20:01:30.419132
079,MADISON,125,18,7,8,15,17,18,12,16,11,3,0,0 to 89,42,68,55,2,122,3,0,11,95,26,3,14,110,0,1,121,8,5,0,13,2,0,2,2,1,2,2,2,1,0,0,0 to 77,46,5,4,0,4,1,8,4,3,0,1,0,0,0,14,5,9,13,1,0,108,2,125,110,14,0,44,16,2020-04-14 20:01:30.419132
081,MANATEE,1799,29,34,121,234,261,306,329,252,165,67,1,0 to 100,52,1078,686,35,1783,16,0,131,1615,166,25,261,1535,1,2,1780,137,120,3,260,0,2,13,27,33,47,40,46,44,9,0,14 to 91,56,164,35,18,43,14,166,80,39,1,51,1,0,19,261,121,137,260,1,0,1520,15,1799,1535,261,19,182,102,2020-04-14 20:01:30.419132
083,MARION,2390,39,34,179,289,335,383,430,420,197,82,2,0 to 119,53,1435,918,37,2384,6,0,354,1909,149,79,104,1971,5,310,2070,55,46,0,101,1,0,4,14,20,25,24,11,4,1,0,2 to 88,49,76,16,9,0,18,83,0,24,2,13,0,0,3,104,47,57,101,3,0,1969,2,2390,1971,104,3,146,96,2020-04-14 20:01:30.419132
085,MARTIN,1201,19,12,65,118,151,192,246,208,135,55,0,0 to 99,56,675,495,31,1190,11,0,69,1076,88,54,135,1056,0,10,1181,55,69,1,125,0,0,8,11,8,20,37,18,27,6,0,19 to 92,61,94,4,7,20,10,94,21,43,2,30,1,0,4,135,76,58,125,10,0,1056,0,1201,1056,135,4,59,52,2020-04-14 20:01:30.419132
087,MONROE,827,8,6,50,100,133,148,182,133,49,17,1,0 to 97,53,459,363,5,803,24,0,169,592,103,62,64,715,0,48,755,28,30,0,58,0,1,6,10,8,12,11,10,6,0,0,14 to 80,52,32,3,0,23,8,28,22,13,1,9,0,0,3,64,33,31,58,6,0,697,18,827,715,64,3,173,110,2020-04-14 20:01:30.419132
089,NASSAU,732,10,12,68,112,118,122,129,92,56,13,0,0 to 99,48,425,263,44,727,5,0,24,688,24,19,35,697,0,0,727,22,13,0,35,0,0,3,4,6,5,5,8,4,0,0,20 to 84,50,23,6,1,5,0,29,6,13,0,7,0,0,0,35,13,22,35,0,0,692,5,732,697,35,0,21,18,2020-04-14 20:01:30.419132
091,OKALOOSA,1356,51,38,89,204,211,201,232,157,105,66,2,0 to 118,48,845,472,39,1338,17,1,75,1167,118,51,104,1239,1,12,1326,57,43,0,100,1,1,2,16,11,11,19,18,16,9,0,3 to 96,59,78,11,5,6,7,86,7,31,1,17,0,0,1,104,46,58,99,4,1,1226,13,1356,1239,104,1,291,163,2020-04-14 20:01:30.419132
093,OKEECHOBEE,213,6,10,23,25,27,39,35,26,17,4,1,0 to 97,49,108,90,15,210,3,0,29,182,26,7,5,207,0,1,209,3,1,0,4,0,0,0,1,1,0,1,2,0,0,0,33 to 74,61,4,0,0,0,0,4,0,1,0,2,1,0,0,5,2,3,4,1,0,205,2,213,207,5,0,7,5,2020-04-14 20:01:30.419132
095,ORANGE,12405,383,313,1085,2226,2299,2205,1888,1174,574,255,3,0 to 101,44,7161,5188,56,12164,240,1,349,11698,502,213,1038,11300,47,20,12098,455,518,6,979,13,11,102,168,198,220,166,89,50,21,0,0 to 101,46,448,119,253,159,228,319,432,291,24,145,20,1,18,1038,552,480,978,59,1,11119,181,12405,11300,1038,18,572,409,2020-04-14 20:01:30.419132
097,OSCEOLA,2859,34,69,234,518,565,505,448,292,147,41,6,0 to 97,45,1642,1202,15,2845,14,0,255,2318,380,151,349,2431,10,69,2768,167,174,0,341,1,2,27,43,55,77,75,48,19,2,0,0 to 94,50,172,25,125,19,175,109,57,159,4,102,5,0,5,349,180,169,341,8,0,2427,4,2859,2431,349,5,277,87,2020-04-14 20:01:30.419132
099,PALM BEACH,11260,147,178,748,1519,1646,1822,1895,1591,1088,585,41,0 to 110,52,6300,4802,158,11142,116,2,180,10720,565,128,1740,9331,112,77,10957,839,836,15,1690,5,9,107,184,229,265,274,291,250,123,3,0 to 104,57,633,185,128,744,208,700,782,381,20,294,13,2,103,1740,863,862,1688,50,2,9267,64,11260,9331,1740,103,683,492,2020-04-14 20:01:30.419132
101,PASCO,3675,66,85,248,477,570,659,666,527,279,94,4,0 to 102,50,2241,1422,12,3650,25,0,104,3396,221,82,177,3470,6,22,3622,85,85,0,170,1,1,15,20,40,35,29,28,5,3,0,1 to 94,48,116,14,30,10,45,111,14,59,3,36,2,0,3,177,89,88,170,7,0,3452,18,3675,3470,177,3,363,222,2020-04-14 20:01:30.419132
103,PINELLAS,9261,137,143,614,1367,1303,1544,1676,1358,742,360,17,0 to 105,52,5492,3741,28,9122,139,0,612,8382,702,298,494,8685,9,73,9041,225,230,0,455,1,4,39,74,51,92,99,77,36,21,0,1 to 98,53,347,58,22,28,43,371,41,131,15,82,14,1,14,494,255,239,455,39,0,8586,99,9261,8685,494,14,306,232,2020-04-14 20:01:30.419132
105,POLK,4329,98,90,324,628,644,720,701,616,359,147,2,0 to 101,50,2521,1712,96,4311,18,0,205,3967,277,104,279,4037,3,10,4298,144,129,0,273,1,5,12,40,39,47,54,43,27,11,0,3 to 97,53,162,51,30,30,81,144,48,128,3,85,1,0,10,279,131,148,273,6,0,4025,12,4329,4037,279,10,307,216,2020-04-14 20:01:30.419132
107,PUTNAM,868,23,35,77,128,119,137,146,95,79,24,5,0 to 118,48,506,323,39,865,3,0,57,699,120,15,43,822,0,3,862,23,20,0,43,0,8,2,5,5,9,4,8,2,0,0,6 to 82,47,29,14,0,0,0,41,2,12,0,8,0,0,1,43,20,23,43,0,0,819,3,868,822,43,1,63,32,2020-04-14 20:01:30.419132
113,SANTA ROSA,1699,94,90,163,287,291,273,234,174,74,19,0,0 to 102,42,1001,688,10,1696,3,0,53,1572,90,41,114,1583,1,1,1694,35,79,0,114,2,0,13,17,21,23,17,15,5,1,0,0 to 88,46,77,17,1,19,4,90,20,16,0,15,0,0,4,114,79,35,114,0,0,1580,3,1699,1583,114,4,470,97,2020-04-14 20:01:30.419132
115,SARASOTA,2503,34,29,128,246,288,347,421,421,347,241,1,0 to 115,59,1417,1060,26,2453,50,0,338,2011,490,77,241,2259,1,2,2450,126,100,0,226,2,0,8,20,23,35,37,56,41,19,0,0 to 99,63,180,11,19,16,29,167,30,94,11,72,8,0,16,241,109,132,226,15,0,2224,35,2503,2259,241,16,221,125,2020-04-14 20:01:30.419132
117,SEMINOLE,3318,67,73,293,590,626,585,479,389,121,94,1,0 to 104,45,1993,1300,25,3308,10,0,160,2969,238,84,275,3020,11,12,3285,143,125,1,269,0,2,26,47,37,59,39,45,11,9,0,6 to 100,49,195,35,32,7,98,157,14,128,4,66,1,0,2,275,127,147,269,6,0,3016,4,3318,3020,275,2,377,221,2020-04-14 20:01:30.419132
