COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
107,PUTNAM,636,21,17,58,91,86,98,119,67,58,18,3,0,1,2,4,2,6,2,6,1,0,48,0 to 97,48,14 to 82,24,0,371,236,29,635,1,0,103,520,13,16,1,7,18,0,6,1,630,24,605,1,6,55,23,96,24,12,12,24,0,0,605,1,636,606,24,1,55,50,2020-04-08 20:19:11.865053
113,SANTA ROSA,1124,65,62,121,191,188,182,149,108,49,9,0,2,0,10,8,10,11,14,11,4,0,41,0 to 98,50,0 to 84,70,0,687,434,3,1122,2,0,51,1037,36,33,23,14,57,1,12,2,1124,70,1053,1,0,48,8,35,70,42,28,70,0,0,1052,2,1124,1054,70,2,442,151,2020-04-08 20:19:11.865053
115,SARASOTA,1634,27,21,78,147,170,220,266,289,246,169,1,2,0,5,16,15,23,27,43,36,17,61,0 to 115,66,0 to 99,171,0,922,695,17,1598,36,0,442,1128,64,83,17,84,112,6,66,8,1630,184,1444,2,4,321,97,122,184,80,104,171,13,0,1422,23,1634,1445,184,8,218,122,2020-04-08 20:19:11.865053
117,SEMINOLE,2443,54,56,220,437,472,420,335,285,87,76,1,0,1,19,41,31,49,29,38,7,3,44,0 to 104,48,6 to 100,212,0,1479,944,20,2433,10,0,166,2199,78,88,24,106,149,21,48,1,2427,218,2207,2,16,126,60,128,218,98,120,212,6,0,2204,4,2443,2208,218,1,357,261,2020-04-08 20:19:11.865053
109,ST. JOHNS,2653,50,74,180,349,478,496,463,336,167,58,2,0,3,10,15,12,35,41,31,8,1,48,0 to 96,56,9 to 91,151,0,1471,1077,105,2645,8,0,180,2390,83,94,15,47,119,5,32,2,2629,156,2471,2,24,148,141,147,156,85,70,151,5,0,2469,3,2653,2472,156,2,137,116,2020-04-08 20:19:11.865053
111,ST. LUCIE,1544,31,35,100,192,230,270,250,227,150,59,0,0,0,6,10,17,16,27,27,18,8,52,0 to 99,61,18 to 96,127,0,909,573,62,1539,5,0,137,1367,40,57,21,51,74,21,34,6,1510,129,1381,0,34,102,19,67,129,56,73,127,2,0,1378,3,1544,1381,129,6,67,60,2020-04-08 20:19:11.865053
119,SUMTER,1017,10,11,23,32,35,76,147,430,232,21,0,0,0,1,0,4,8,14,36,24,4,69,0 to 96,69,18 to 92,91,0,569,419,29,1017,0,0,88,886,43,52,5,34,62,2,27,7,1002,91,902,9,15,88,31,73,91,51,40,91,0,0,910,0,1017,910,91,7,40,37,2020-04-08 20:19:11.865053
121,SUWANNEE,234,4,3,19,34,32,42,40,35,20,5,0,0,1,7,7,7,5,8,6,6,0,51,0 to 92,46,5 to 84,47,0,169,57,8,234,0,0,65,165,4,14,25,8,22,20,5,0,234,47,187,0,0,38,23,36,47,11,36,47,0,0,187,0,234,187,47,0,7,5,2020-04-08 20:19:11.865053
123,TAYLOR,73,2,0,2,9,15,10,17,12,6,0,0,0,0,0,1,0,0,0,0,0,0,54,1 to 83,29,29 to 29,1,0,41,29,3,73,0,0,5,65,3,1,0,0,1,0,0,0,73,1,72,0,0,7,0,1,1,0,1,1,0,0,72,0,73,72,1,0,8,8,2020-04-08 20:19:11.865053
125,UNION,88,4,1,5,13,23,14,11,11,4,2,0,0,0,0,1,0,0,1,0,0,0,43,1 to 86,42,25 to 60,2,0,47,37,4,88,0,0,7,78,3,0,2,0,1,1,0,0,87,2,85,0,1,9,6,0,2,1,1,2,0,0,85,0,88,85,2,0,4,3,2020-04-08 20:19:11.865053
999,Unknown,87,0,1,5,10,6,11,8,17,12,15,2,0,0,1,0,0,0,0,1,0,0,65,9 to 96,48,24 to 72,0,0,38,46,3,59,28,0,0,86,1,0,1,1,1,1,0,0,67,2,65,0,20,0,0,1,2,0,2,0,2,0,48,17,87,65,2,0,14,12,2020-04-08 20:19:11.865053
127,VOLUSIA,1809,36,35,100,248,253,270,336,301,163,63,4,0,0,9,25,22,26,24,41,15,3,53,0 to 101,55,17 to 89,160,0,1071,719,19,1798,11,0,115,1602,92,80,30,55,96,29,40,3,1800,165,1633,2,9,75,40,99,165,85,80,160,5,0,1628,6,1809,1634,165,3,294,158,2020-04-08 20:19:11.865053
129,WAKULLA,141,2,3,12,29,24,30,20,12,5,3,1,0,0,0,2,1,3,0,1,0,0,44,0 to 93,45,26 to 65,6,0,77,62,2,140,1,0,11,128,2,3,0,4,2,0,5,0,141,7,134,0,0,6,0,7,7,2,5,6,1,0,134,0,141,134,7,0,28,15,2020-04-08 20:19:11.865053
131,WALTON,245,12,5,23,23,40,53,40,31,12,6,0,0,0,3,3,3,6,3,3,4,1,48,0 to 97,50,20 to 90,18,0,132,109,4,233,12,0,46,170,29,18,1,7,20,1,5,0,245,26,219,0,0,17,46,12,26,10,16,18,8,0,215,4,245,219,26,0,27,19,2020-04-08 20:19:11.865053
133,WASHINGTON,83,1,1,3,11,18,15,16,11,6,1,0,0,0,0,0,0,2,0,0,0,0,49,3 to 86,51,49 to 53,2,0,49,25,9,83,0,0,20,57,6,0,2,0,1,0,1,0,81,2,79,0,2,21,2,3,2,2,0,2,0,0,79,0,83,79,2,0,15,14,2020-04-08 20:19:11.865053
001,ALACHUA,3221,81,45,429,619,476,396,436,416,214,68,41,1,0,30,34,17,22,24,17,6,2,43,0 to 118,41,2 to 91,145,0,1867,1236,118,3170,51,0,183,2999,39,62,60,32,77,56,21,0,3214,154,3051,9,7,97,94,33,154,67,85,145,9,0,3010,42,3221,3052,154,0,63,51,2020-04-09 19:51:42.009164
003,BAKER,187,5,6,17,30,21,36,25,15,20,12,0,0,0,1,1,0,0,4,3,4,3,50,0 to 99,70,24 to 97,16,0,120,52,15,185,2,0,49,135,3,12,1,3,10,0,6,2,187,16,171,0,0,14,22,16,16,6,10,16,0,0,169,2,187,171,16,2,1,0,2020-04-09 19:51:42.009164
005,BAY,398,4,5,26,63,60,86,75,46,25,8,0,0,0,2,6,6,9,5,5,0,1,49,0 to 99,47,21 to 93,33,0,211,160,27,396,2,0,41,330,27,19,3,12,29,0,5,1,397,34,363,0,1,26,29,16,34,18,15,33,1,0,362,1,398,363,34,1,31,29,2020-04-09 19:51:42.009164
007,BRADFORD,233,1,0,17,29,21,27,35,31,43,27,2,0,0,0,0,4,0,1,2,7,6,61,0 to 100,80,35 to 100,20,0,144,79,10,233,0,0,50,183,0,2,16,2,13,4,3,0,217,20,197,0,16,12,46,25,20,3,17,20,0,0,197,0,233,197,20,0,28,17,2020-04-09 19:51:42.009164
009,BREVARD,2086,35,38,128,284,309,307,431,319,158,76,1,1,3,7,15,13,18,23,12,14,5,53,0 to 103,53,1 to 94,105,0,1244,805,37,2079,7,0,125,1921,40,47,13,51,75,4,32,2,2084,111,1965,8,2,65,64,42,111,57,54,105,6,0,1965,1,2086,1966,111,2,200,164,2020-04-09 19:51:42.009164
011,BROWARD,21227,169,241,1406,3691,3944,4055,3588,2391,1135,578,29,2,14,185,387,423,458,482,308,142,77,48,0 to 106,50,0 to 98,2407,0,10909,8785,1533,21025,202,0,1614,18957,656,938,792,750,1448,675,357,67,21165,2480,18660,25,62,860,1252,1234,2480,1341,1120,2407,73,0,18542,126,21227,18668,2480,67,929,679,2020-04-09 19:51:42.009164
013,CALHOUN,47,1,1,4,7,7,5,6,8,7,1,0,0,0,1,1,0,0,0,1,0,1,52,0 to 88,50,20 to 88,4,0,24,21,2,47,0,0,3,41,3,1,0,3,2,0,2,0,47,4,43,0,0,2,2,3,4,2,2,4,0,0,43,0,47,43,4,0,15,14,2020-04-09 19:51:42.009164
015,CHARLOTTE,869,10,11,46,84,98,123,155,170,110,60,2,0,0,2,5,3,14,10,24,13,10,59,0 to 98,68,24 to 94,80,0,519,335,15,859,10,0,52,807,10,29,35,17,37,27,17,4,863,81,781,1,6,31,1,37,81,30,48,80,1,0,773,8,869,781,81,4,79,68,2020-04-09 19:51:42.009164
017,CITRUS,783,11,14,45,92,98,106,145,147,89,33,3,0,0,4,5,5,7,17,10,7,3,57,0 to 97,60,17 to 88,58,0,440,251,92,780,3,0,114,650,19,22,19,17,35,5,18,6,778,58,719,1,5,32,67,57,58,28,30,58,0,0,717,3,783,720,58,6,191,97,2020-04-09 19:51:42.009164
019,CLAY,1723,22,44,118,239,327,362,288,191,90,34,8,0,0,8,11,18,24,21,15,7,6,47,0 to 99,54,18 to 95,110,0,959,673,91,1720,3,0,132,1560,31,54,12,44,69,8,33,7,1717,110,1606,1,6,59,40,76,110,50,59,110,0,0,1603,3,1723,1606,110,7,46,30,2020-04-09 19:51:42.009164
021,COLLIER,2869,22,36,180,376,373,415,484,480,372,129,2,2,1,18,44,25,40,61,48,51,13,55,0 to 103,59,0 to 99,248,0,1642,1213,14,2738,131,0,316,2428,125,122,100,81,184,74,45,3,2852,303,2549,0,17,165,245,133,303,158,145,248,55,0,2473,76,2869,2549,303,3,442,334,2020-04-09 19:51:42.009164
023,COLUMBIA,356,17,21,30,39,52,50,70,49,19,6,3,1,0,2,3,1,2,6,3,0,0,48,0 to 118,52,1 to 70,18,0,190,148,18,352,4,0,82,260,14,2,16,0,14,1,3,0,348,18,329,1,8,98,54,32,18,8,9,18,0,0,328,2,356,330,18,0,7,6,2020-04-09 19:51:42.009164
025,MIAMI-DADE,31974,353,456,1980,5384,5512,6038,5156,3944,2077,999,75,21,38,408,1035,996,1184,951,708,371,170,48,0 to 115,48,0 to 103,5842,0,16448,14906,620,31820,153,1,1250,30295,429,546,4414,938,1108,4340,450,66,31759,5898,25752,109,215,596,852,1085,5898,3092,2735,5841,56,1,25684,94,31974,25778,5898,66,2105,1666,2020-04-09 19:51:42.009164
027,DESOTO,236,6,2,9,41,29,26,40,37,33,12,1,0,0,0,5,0,1,5,3,3,2,56,0 to 92,64,27 to 92,20,0,144,87,5,235,1,0,59,174,3,11,2,7,13,1,6,3,234,20,214,0,2,8,74,24,20,12,8,20,0,0,213,1,236,214,20,3,3,0,2020-04-09 19:51:42.009164
029,DIXIE,88,3,4,7,8,22,7,11,18,6,1,1,0,0,0,0,0,0,0,1,0,0,44,0 to 86,66,66 to 66,1,0,48,40,0,88,0,0,7,81,0,0,0,1,0,0,1,0,88,1,87,0,0,7,2,0,1,0,1,1,0,0,87,0,88,87,1,0,0,0,2020-04-09 19:51:42.009164
031,DUVAL,11087,173,205,894,2158,2014,1843,1723,1107,553,394,23,4,5,46,101,95,96,108,69,45,24,45,0 to 118,50,0 to 97,581,0,6330,4171,586,11041,46,0,185,10858,44,61,466,68,114,426,55,11,10988,595,10378,15,99,250,139,250,595,271,300,581,14,0,10351,31,11087,10382,595,11,423,375,2020-04-09 19:51:42.009164
033,ESCAMBIA,2819,114,98,335,523,447,433,404,280,131,54,0,2,1,28,30,32,27,26,22,17,7,42,0 to 100,45,2 to 95,176,0,1720,1086,13,2527,292,0,121,2648,50,89,77,26,123,52,17,3,2818,192,2625,1,1,78,86,50,192,95,95,176,16,0,2349,276,2819,2625,192,3,123,69,2020-04-09 19:51:42.009164
035,FLAGLER,543,5,5,24,67,76,77,104,111,58,15,1,0,0,1,4,2,4,18,9,3,0,56,0 to 98,62,17 to 77,39,0,295,209,39,538,5,0,29,488,26,27,3,11,32,2,7,1,543,41,500,2,0,7,62,23,41,20,21,39,2,0,498,3,543,501,41,1,57,31,2020-04-09 19:51:42.009164
037,FRANKLIN,49,1,2,5,4,1,7,13,10,6,0,0,0,0,0,1,0,0,1,0,0,0,57,3 to 84,42,25 to 60,1,0,19,29,1,48,1,0,5,41,3,2,0,0,2,0,0,0,49,2,47,0,0,8,2,0,2,0,2,1,1,0,47,0,49,47,2,0,3,3,2020-04-09 19:51:42.009164
039,GADSDEN,145,4,5,12,21,18,34,22,19,7,2,1,0,0,1,3,1,3,2,1,1,0,48,0 to 90,50,24 to 81,12,0,87,56,2,144,0,1,9,131,5,4,8,0,5,7,0,0,144,12,132,0,1,2,7,13,12,5,7,11,0,1,132,0,145,132,12,0,29,26,2020-04-09 19:51:42.009164
041,GILCHRIST,90,4,1,10,11,18,11,13,10,10,2,0,0,0,0,0,1,1,1,0,0,0,45,0 to 89,52,38 to 56,3,0,52,38,0,90,0,0,7,82,1,2,1,0,3,0,0,0,89,3,86,0,1,3,3,1,3,2,1,3,0,0,86,0,90,86,3,0,1,1,2020-04-09 19:51:42.009164
043,GLADES,20,0,0,0,6,2,4,1,3,2,2,0,0,0,0,1,0,0,0,1,1,1,48,26 to 90,74,30 to 89,4,0,8,12,0,20,0,0,4,16,0,0,1,3,1,0,3,1,20,4,16,0,0,1,1,3,4,3,1,4,0,0,16,0,20,16,4,1,11,10,2020-04-09 19:51:42.009164
045,GULF,62,3,2,2,7,9,11,14,11,3,0,0,0,0,0,0,1,0,0,0,0,0,52,1 to 77,42,42 to 42,1,0,35,27,0,60,2,0,22,32,8,0,0,1,1,0,0,0,62,1,61,0,0,15,18,1,1,0,1,1,0,0,59,2,62,61,1,0,5,2,2020-04-09 19:51:42.009164
047,HAMILTON,55,0,1,7,7,8,6,12,7,5,2,0,0,0,0,0,0,0,1,0,0,0,53,11 to 93,56,56 to 56,1,0,26,24,5,53,2,0,11,42,2,0,0,1,1,0,0,0,54,1,53,0,1,8,2,5,1,0,1,1,0,0,52,1,55,53,1,0,2,0,2020-04-09 19:51:42.009164
049,HARDEE,56,2,1,6,10,6,7,12,10,1,1,0,0,0,0,0,1,0,0,2,0,0,48,0 to 89,71,39 to 73,1,0,33,23,0,53,3,0,3,51,2,1,0,2,1,0,2,0,56,3,53,0,0,2,2,2,3,1,2,1,2,0,52,1,56,53,3,0,0,0,2020-04-09 19:51:42.009164
051,HENDRY,169,2,4,8,32,32,20,33,22,10,6,0,0,0,0,4,4,1,3,1,0,0,47,1 to 90,40,28 to 70,13,0,91,75,3,168,1,0,18,150,1,8,0,5,9,0,4,0,169,13,155,1,0,11,7,6,13,7,6,13,0,0,155,1,169,156,13,0,33,25,2020-04-09 19:51:42.009164
053,HERNANDO,887,16,13,72,130,133,137,162,131,67,26,0,0,0,3,16,6,8,12,12,4,1,50,0 to 97,48,19 to 85,60,0,529,350,8,878,9,0,93,762,32,35,8,19,47,3,12,1,886,62,822,2,1,45,74,46,62,32,30,60,2,0,815,7,887,822,62,1,28,18,2020-04-09 19:51:42.009164
055,HIGHLANDS,364,11,2,21,59,47,53,50,59,46,14,2,1,1,3,9,3,5,6,7,10,1,53,0 to 95,56,0 to 85,45,0,206,135,23,359,5,0,22,329,13,13,8,25,25,6,15,4,362,46,314,2,2,16,83,28,46,26,20,45,1,0,310,4,364,314,46,4,60,28,2020-04-09 19:51:42.009164
057,HILLSBOROUGH,10226,289,256,947,1866,1777,1644,1540,1110,545,247,5,8,14,81,115,115,123,100,63,30,8,44,0 to 110,44,0 to 93,640,0,6103,4069,54,10124,102,0,366,9644,216,217,247,193,460,91,106,9,10217,657,9551,9,9,328,265,260,657,326,329,640,17,0,9471,84,10226,9555,657,9,644,320,2020-04-09 19:51:42.009164
059,HOLMES,77,4,3,6,11,8,15,12,11,5,1,1,0,0,0,1,1,0,0,0,0,0,48,0 to 100,33,27 to 39,2,0,45,21,11,77,0,0,3,73,1,0,0,2,2,0,0,0,69,2,67,0,8,0,3,0,2,2,0,2,0,0,67,0,77,67,2,0,3,3,2020-04-09 19:51:42.009164
061,INDIAN RIVER,907,12,15,58,83,81,136,176,188,108,48,2,0,1,3,6,4,10,14,18,9,3,58,0 to 105,62,8 to 94,60,0,537,355,15,895,12,0,79,777,51,29,3,36,48,2,18,0,876,68,808,0,31,67,38,48,68,39,29,60,8,0,806,2,907,808,68,0,155,78,2020-04-09 19:51:42.009164
063,JACKSON,162,1,2,14,33,26,30,23,18,12,3,0,0,0,0,3,2,0,0,0,0,0,47,2 to 94,33,28 to 38,4,0,92,65,5,159,3,0,19,127,16,3,0,2,5,0,0,0,162,5,156,1,0,18,14,8,5,1,4,4,1,0,155,2,162,157,5,0,16,10,2020-04-09 19:51:42.009164
065,JEFFERSON,56,2,2,1,6,11,9,14,5,3,2,1,0,0,0,1,1,1,1,2,2,1,51,1 to 93,67,29 to 93,8,0,36,19,1,54,2,0,14,39,3,5,0,4,7,0,2,0,54,9,45,0,2,2,1,16,9,4,5,8,1,0,44,1,56,45,9,0,26,18,2020-04-09 19:51:42.009164
067,LAFAYETTE,33,2,0,3,4,8,3,2,4,3,4,0,0,0,0,0,0,1,0,0,0,0,44,0 to 118,47,47 to 47,1,0,17,16,0,33,0,0,7,26,0,1,0,0,1,0,0,0,33,1,32,0,0,4,12,1,1,0,1,1,0,0,32,0,33,32,1,0,0,0,2020-04-09 19:51:42.009164
069,LAKE,2445,68,47,169,334,328,392,398,344,284,78,3,0,2,5,9,21,25,26,28,23,1,51,0 to 101,58,11 to 86,133,0,1415,996,34,2427,18,0,121,2269,55,42,32,66,82,22,36,2,2430,140,2286,4,15,65,38,124,140,67,73,133,7,0,2279,11,2445,2290,140,2,223,165,2020-04-09 19:51:42.009164
071,LEE,5083,74,67,335,716,762,887,866,761,453,160,2,2,5,24,60,78,72,89,100,69,23,51,0 to 100,57,2 to 100,496,0,3021,1965,97,5042,40,1,342,4653,88,172,231,119,228,186,108,14,5063,522,4539,2,20,148,69,321,522,256,259,495,26,1,4527,12,5083,4539,522,14,672,546,2020-04-09 19:51:42.009164
073,LEON,1557,42,35,220,284,253,256,239,154,55,18,1,0,1,7,18,17,13,14,7,0,1,42,0 to 95,42,9 to 86,75,0,887,622,48,1548,8,1,64,1447,46,43,1,34,63,0,15,0,1546,78,1466,2,11,42,19,68,78,39,39,74,3,1,1461,5,1557,1466,78,0,224,166,2020-04-09 19:51:42.009164
075,LEVY,220,5,7,23,31,32,35,31,32,18,6,0,0,0,0,1,1,1,3,0,0,0,48,0 to 118,52,33 to 64,6,0,143,74,3,220,0,0,20,199,1,3,1,2,4,1,1,0,218,6,212,0,2,9,14,4,6,3,3,6,0,0,212,0,220,212,6,0,7,6,2020-04-09 19:51:42.009164
077,LIBERTY,19,1,2,2,5,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,2 to 76,NA,NA,0,0,11,7,1,19,0,0,0,19,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19,0,0,2,2,2020-04-09 19:51:42.009164
079,MADISON,85,9,1,7,9,12,14,9,14,7,3,0,2,0,2,2,1,2,2,1,0,0,49,0 to 89,38,0 to 66,11,0,49,33,3,84,1,0,19,63,3,6,3,3,11,0,1,0,83,12,71,0,2,6,3,17,12,5,7,11,1,0,71,0,85,71,12,0,36,34,2020-04-09 19:51:42.009164
081,MANATEE,1277,17,20,80,159,183,231,232,185,118,51,1,0,2,8,20,19,34,29,33,30,4,52,0 to 100,57,14 to 89,179,0,768,478,31,1269,8,0,127,1130,20,19,130,30,84,56,39,11,1276,179,1097,0,1,103,51,40,179,80,96,179,0,0,1089,8,1277,1097,179,11,179,106,2020-04-09 19:51:42.009164
083,MARION,1751,32,24,144,201,240,283,315,309,143,58,2,0,0,3,11,17,17,16,8,2,1,53,0 to 118,49,19 to 88,72,0,1062,657,32,1745,6,0,79,1608,64,54,1,20,67,0,8,2,1404,75,1327,2,347,292,475,101,75,32,43,72,3,0,1326,1,1751,1327,75,2,110,86,2020-04-09 19:51:42.009164
085,MARTIN,1018,14,11,54,99,126,161,203,186,115,49,0,0,0,6,11,5,20,30,17,19,1,56,0 to 99,59,19 to 90,106,0,572,422,24,1015,3,0,61,914,43,48,26,35,69,15,25,1,1011,109,902,0,7,54,27,38,109,61,47,106,3,0,902,0,1018,902,109,1,58,51,2020-04-09 19:51:42.009164
087,MONROE,668,7,6,36,86,111,123,143,103,38,14,1,0,1,6,9,6,10,9,6,6,0,52,0 to 92,52,14 to 80,47,0,379,287,2,645,23,0,84,523,61,18,23,12,41,5,7,3,565,53,512,0,103,140,247,50,53,27,26,47,6,0,495,17,668,512,53,3,137,97,2020-04-09 19:51:42.009164
089,NASSAU,582,7,11,51,91,96,95,105,68,49,9,0,0,0,2,4,5,5,5,8,3,0,47,0 to 92,54,21 to 84,32,0,345,205,32,577,5,0,20,543,19,10,10,12,24,1,7,0,580,32,548,0,2,23,8,16,32,13,19,32,0,0,543,5,582,548,32,0,21,18,2020-04-09 19:51:42.009164
091,OKALOOSA,782,36,26,52,135,128,113,130,88,51,23,0,1,0,2,15,11,8,14,16,12,4,45,0 to 102,58,3 to 96,80,0,479,283,20,777,4,1,97,637,48,52,4,27,69,0,14,1,750,83,667,0,32,67,28,97,83,40,43,79,3,1,666,1,782,667,83,1,277,160,2020-04-09 19:51:42.009164
093,OKEECHOBEE,167,5,8,15,21,23,30,29,17,15,3,1,0,0,0,1,1,0,1,2,0,0,48,0 to 97,61,33 to 74,4,0,82,71,14,164,3,0,26,134,7,1,4,0,3,0,2,0,165,5,160,0,2,28,2,2,5,2,3,4,1,0,158,2,167,160,5,0,7,6,2020-04-09 19:51:42.009164
095,ORANGE,9571,329,249,855,1749,1755,1634,1388,929,462,218,3,8,6,77,141,166,178,146,78,41,19,43,0 to 101,46,0 to 101,809,0,5506,4025,40,9375,195,1,356,9049,166,201,420,239,353,390,117,13,9549,860,8684,5,22,252,131,255,860,454,402,808,51,1,8545,144,9571,8689,860,13,566,403,2020-04-09 19:51:42.009164
097,OSCEOLA,2254,30,51,181,420,442,397,345,238,116,27,7,1,2,20,36,47,67,62,42,16,2,44,0 to 97,50,0 to 94,290,0,1290,948,16,2243,11,0,315,1801,138,118,42,135,171,37,87,5,2182,295,1886,1,72,216,97,232,295,157,137,290,5,0,1882,4,2254,1886,295,5,253,123,2020-04-09 19:51:42.009164
099,PALM BEACH,7457,108,124,491,1054,1079,1178,1180,1079,760,383,21,4,5,73,141,168,197,201,231,216,95,52,0 to 110,58,0 to 104,1289,0,4183,3152,122,7383,72,2,482,6853,122,122,897,314,239,855,239,75,7334,1333,5997,4,123,167,894,289,1333,676,645,1287,44,2,5971,27,7457,5998,1333,75,676,523,2020-04-09 19:51:42.009164
101,PASCO,3058,58,74,212,379,478,552,553,435,230,83,4,1,1,13,17,30,27,28,20,2,0,50,0 to 102,48,1 to 82,135,0,1850,1197,11,3038,20,0,167,2819,72,59,36,44,102,11,26,2,3031,139,2889,3,27,98,81,121,139,76,63,135,4,0,2873,16,3058,2889,139,2,327,229,2020-04-09 19:51:42.009164
103,PINELLAS,7893,121,122,512,1164,1100,1305,1434,1184,633,303,15,1,3,30,69,49,79,96,68,22,5,52,0 to 104,52,1 to 95,385,0,4657,3208,28,7765,128,0,562,7050,281,228,72,122,297,46,79,10,7808,422,7374,12,85,518,100,201,422,222,200,385,37,0,7289,91,7893,7380,422,10,303,230,2020-04-09 19:51:42.009164
105,POLK,3480,78,72,279,523,510,560,553,500,289,113,3,1,5,10,33,34,38,43,40,22,8,49,0 to 98,54,3 to 97,233,0,2009,1384,87,3469,11,0,215,3172,93,95,34,105,132,30,72,7,3463,234,3227,2,17,178,49,116,234,109,125,233,1,0,3218,10,3480,3228,234,7,255,201,2020-04-09 19:51:42.009164
107,PUTNAM,672,21,18,60,96,92,108,122,71,61,19,4,0,1,2,4,3,6,2,6,1,0,49,0 to 97,48,14 to 82,25,0,393,246,33,671,1,0,104,555,13,17,1,7,19,0,6,1,666,25,640,1,6,56,23,96,25,12,13,25,0,0,640,1,672,641,25,1,55,50,2020-04-09 19:51:42.009164
113,SANTA ROSA,1208,66,64,128,206,206,201,162,114,52,9,0,2,0,12,14,18,19,15,12,4,0,41,0 to 98,46,0 to 84,96,0,721,478,9,1206,2,0,79,1093,36,51,31,14,83,1,12,2,1206,96,1109,1,2,48,14,60,96,67,29,96,0,0,1108,2,1208,1110,96,2,442,129,2020-04-09 19:51:42.009164
115,SARASOTA,1741,27,23,82,161,187,236,284,305,257,178,1,2,0,6,16,18,29,30,47,36,17,60,0 to 115,64,0 to 99,188,0,977,743,21,1702,39,0,452,1219,70,96,18,87,126,7,68,10,1735,201,1532,2,6,324,101,133,201,86,115,188,13,0,1507,26,1741,1533,201,10,219,123,2020-04-09 19:51:42.009164
117,SEMINOLE,2626,59,59,230,470,508,450,365,309,95,80,1,0,1,19,40,31,52,31,41,7,7,44,0 to 104,49,6 to 100,223,0,1582,1020,24,2616,10,0,184,2364,78,101,17,111,167,6,56,1,2612,229,2381,2,14,135,54,140,229,103,126,223,6,0,2378,4,2626,2382,229,1,366,264,2020-04-09 19:51:42.009164
109,ST. JOHNS,2886,56,77,203,376,531,551,500,354,176,60,2,0,3,10,16,15,36,42,31,9,1,48,0 to 96,56,9 to 91,158,0,1604,1173,109,2878,8,0,192,2611,83,98,17,48,125,6,32,2,2859,163,2694,2,27,151,146,153,163,90,72,158,5,0,2692,3,2886,2695,163,2,137,116,2020-04-09 19:51:42.009164
111,ST. LUCIE,1690,32,38,116,210,253,291,275,251,159,65,0,0,0,7,10,19,16,29,28,19,9,51,0 to 99,61,18 to 96,135,0,997,628,65,1685,5,0,152,1497,41,62,19,56,81,18,38,6,1652,137,1515,0,38,104,21,74,137,58,79,135,2,0,1512,3,1690,1515,137,6,69,61,2020-04-09 19:51:42.009164
119,SUMTER,1063,11,11,26,37,36,81,153,447,239,22,0,0,0,2,1,4,8,16,41,24,4,69,0 to 96,68,18 to 92,100,0,596,436,31,1063,0,0,93,927,43,56,9,35,68,5,27,7,1050,100,941,9,13,86,34,80,100,54,46,100,0,0,949,0,1063,949,100,7,40,37,2020-04-09 19:51:42.009164
121,SUWANNEE,261,5,3,21,37,35,43,46,41,21,9,0,0,1,7,7,7,5,10,8,6,3,53,0 to 92,54,5 to 89,54,0,185,67,9,261,0,0,74,183,4,26,19,9,31,15,8,0,261,54,207,0,0,40,23,52,54,15,39,54,0,0,207,0,261,207,54,0,7,5,2020-04-09 19:51:42.009164
123,TAYLOR,83,2,0,2,10,17,13,19,14,6,0,0,0,0,0,1,0,0,0,0,0,0,54,1 to 83,29,29 to 29,1,0,46,32,5,83,0,0,5,75,3,1,0,0,1,0,0,0,83,1,82,0,0,7,0,1,1,0,1,1,0,0,82,0,83,82,1,0,9,9,2020-04-09 19:51:42.009164
125,UNION,98,4,1,5,14,26,16,12,12,5,3,0,0,0,0,1,0,0,1,0,0,0,44,1 to 86,42,25 to 60,2,0,54,40,4,98,0,0,9,85,4,0,2,0,1,1,0,0,95,2,93,0,3,11,8,0,2,1,1,2,0,0,93,0,98,93,2,0,4,3,2020-04-09 19:51:42.009164
999,Unknown,55,0,1,5,8,4,9,6,10,6,4,2,0,0,1,0,0,0,0,1,0,0,54,9 to 95,48,24 to 72,0,0,28,24,3,30,25,0,0,54,1,0,1,1,1,1,0,0,42,2,40,0,13,0,0,1,2,0,2,0,2,0,25,15,55,40,2,0,15,13,2020-04-09 19:51:42.009164
