County Name,Reported Date,Total Cases,Total Confirmed Cases,Total Confirmed Deaths,Total Deaths,Total Hospitalized,Total Probable Cases,Total Probable Deaths
Litchfield,2020-10-19 00:00:00,2051,1958,122,143,2,93,21
Middlesex,2020-10-19 00:00:00,1830,1752,157,196,5,78,39
New Haven,2020-10-19 00:00:00,15792,15225,963,1120,54,567,157
New London,2020-10-19 00:00:00,3281,3192,102,134,24,89,32
Tolland,2020-10-19 00:00:00,1617,1498,53,68,3,119,15
Windham,2020-10-19 00:00:00,1272,1257,16,17,4,15,1
Fairfield,2020-10-20 00:00:00,21898,21014,1115,1429,53,884,314
Hartford,2020-10-20 00:00:00,16795,16051,1137,1459,76,744,322
Litchfield,2020-10-20 00:00:00,2064,1971,122,143,2,93,21
Middlesex,2020-10-20 00:00:00,1838,1758,157,196,3,80,39
New Haven,2020-10-20 00:00:00,15876,15305,964,1121,51,571,157
New London,2020-10-20 00:00:00,3329,3238,102,134,22,91,32
Tolland,2020-10-20 00:00:00,1638,1517,53,68,3,121,15
Windham,2020-10-20 00:00:00,1280,1263,16,17,3,17,1
Fairfield,2020-10-21 00:00:00,22088,21195,1115,1429,55,893,314
Hartford,2020-10-21 00:00:00,16911,16164,1137,1459,82,747,322
Litchfield,2020-10-21 00:00:00,2086,1992,122,143,3,94,21
Middlesex,2020-10-21 00:00:00,1853,1772,157,196,3,81,39
New Haven,2020-10-21 00:00:00,15952,15373,964,1122,60,579,158
New London,2020-10-21 00:00:00,3386,3296,103,135,23,90,32
Tolland,2020-10-21 00:00:00,1655,1533,53,68,2,122,15
Windham,2020-10-21 00:00:00,1305,1288,16,17,4,17,1
Fairfield,2020-10-22 00:00:00,22322,21408,1116,1430,56,914,314
Hartford,2020-10-22 00:00:00,17062,16311,1142,1464,83,751,322
Litchfield,2020-10-22 00:00:00,2116,2022,122,143,2,94,21
Middlesex,2020-10-22 00:00:00,1873,1790,157,196,2,83,39
New Haven,2020-10-22 00:00:00,16073,15477,965,1123,63,596,158
New London,2020-10-22 00:00:00,3456,3364,103,136,23,92,33
Tolland,2020-10-22 00:00:00,1689,1567,53,68,2,122,15
Windham,2020-10-22 00:00:00,1324,1307,16,17,2,17,1
Fairfield,2020-10-25 00:00:00,22893,21994,1116,1431,66,899,315
Hartford,2020-10-25 00:00:00,17516,16754,1146,1469,95,762,323
Litchfield,2020-10-25 00:00:00,2192,2099,122,143,1,93,21
Middlesex,2020-10-25 00:00:00,1937,1853,157,196,4,84,39
New Haven,2020-10-25 00:00:00,16594,15997,968,1126,75,597,158
New London,2020-10-25 00:00:00,3660,3567,104,138,24,93,34
Tolland,2020-10-25 00:00:00,1724,1599,53,68,2,125,15
Windham,2020-10-25 00:00:00,1394,1377,16,17,3,17,1
Fairfield,2020-10-26 00:00:00,23090,22166,1117,1433,68,924,316
Hartford,2020-10-26 00:00:00,17672,16895,1146,1470,106,777,324
Litchfield,2020-10-26 00:00:00,2209,2112,122,143,1,97,21
Middlesex,2020-10-26 00:00:00,1957,1870,158,197,3,87,39
New Haven,2020-10-26 00:00:00,16715,16108,968,1126,83,607,158
New London,2020-10-26 00:00:00,3695,3600,106,140,24,95,34
Tolland,2020-10-26 00:00:00,1738,1613,53,68,3,125,15
Windham,2020-10-26 00:00:00,1408,1391,17,18,4,17,1
Fairfield,2020-10-27 00:00:00,23280,22340,1119,1435,69,940,316
Hartford,2020-10-27 00:00:00,17783,17005,1151,1474,114,778,323
Litchfield,2020-10-27 00:00:00,2228,2127,122,143,2,101,21
Middlesex,2020-10-27 00:00:00,1965,1878,158,197,4,87,39
New Haven,2020-10-27 00:00:00,16837,16220,970,1128,90,617,158
New London,2020-10-27 00:00:00,3715,3620,106,140,22,95,34
Tolland,2020-10-27 00:00:00,1750,1623,53,68,2,127,15
Windham,2020-10-27 00:00:00,1419,1401,18,19,6,18,1
Fairfield,2020-10-28 00:00:00,23895,22538,1119,1435,77,1357,316
Hartford,2020-10-28 00:00:00,17995,17129,1156,1479,119,866,323
Litchfield,2020-10-28 00:00:00,2279,2135,122,143,2,144,21
Middlesex,2020-10-28 00:00:00,1992,1898,158,197,4,94,39
New Haven,2020-10-28 00:00:00,17156,16338,970,1128,92,818,158
New London,2020-10-28 00:00:00,3765,3660,106,140,18,105,34
Tolland,2020-10-28 00:00:00,1764,1631,53,68,2,133,15
Windham,2020-10-28 00:00:00,1445,1425,18,19,7,20,1
Fairfield,2020-10-29 00:00:00,24155,22737,1120,1436,83,1418,316
Hartford,2020-10-29 00:00:00,18184,17297,1158,1481,117,887,323
Litchfield,2020-10-29 00:00:00,2305,2158,123,144,2,147,21
Middlesex,2020-10-29 00:00:00,2018,1922,158,197,5,96,39
New Haven,2020-10-29 00:00:00,17352,16489,970,1128,96,863,158
New London,2020-10-29 00:00:00,3803,3695,108,143,17,108,35
Tolland,2020-10-29 00:00:00,1780,1648,53,68,3,132,15
Windham,2020-10-29 00:00:00,1469,1449,18,19,6,20,1
Fairfield,2020-11-01 00:00:00,25048,23429,1122,1439,93,1619,317
Hartford,2020-11-01 00:00:00,18739,17808,1164,1488,103,931,324
Litchfield,2020-11-01 00:00:00,2404,2248,124,145,0,156,21
Middlesex,2020-11-01 00:00:00,2092,1996,158,197,5,96,39
New Haven,2020-11-01 00:00:00,18048,17105,970,1128,112,943,158
New London,2020-11-01 00:00:00,3955,3848,108,142,18,107,34
Tolland,2020-11-01 00:00:00,1825,1689,53,68,0,136,15
Windham,2020-11-01 00:00:00,1528,1506,18,19,9,22,1
