County Name,Scrape Time,Total Cases,Total Deaths,Total Hospitalized
Franklin,2020-10-30 19:50:23.569651,4885,68,336
Garfield,2020-10-30 19:50:23.569651,23,0,0
Grant,2020-10-30 19:50:23.569651,3363,28,180
Grays Harbor,2020-10-30 19:50:23.569651,719,11,48
Island,2020-10-30 19:50:23.569651,393,12,40
Jefferson,2020-10-30 19:50:23.569651,88,0,12
King,2020-10-30 19:50:23.569651,27353,815,2613
Kitsap,2020-10-30 19:50:23.569651,1547,22,115
Kittitas,2020-10-30 19:50:23.569651,769,22,25
Klickitat,2020-10-30 19:50:23.569651,211,3,12
Lewis,2020-10-30 19:50:23.569651,740,12,56
Lincoln,2020-10-30 19:50:23.569651,80,2,3
Mason,2020-10-30 19:50:23.569651,528,10,31
Okanogan,2020-10-30 19:50:23.569651,1123,11,58
Pacific,2020-10-30 19:50:23.569651,119,3,8
Pend Oreille,2020-10-30 19:50:23.569651,145,1,10
Pierce,2020-10-30 19:50:23.569651,10331,227,1004
San Juan,2020-10-30 19:50:23.569651,33,0,2
Skagit,2020-10-30 19:50:23.569651,1261,24,104
Skamania,2020-10-30 19:50:23.569651,73,1,5
Snohomish,2020-10-30 19:50:23.569651,8881,233,921
Spokane,2020-10-30 19:50:23.569651,9660,203,649
Stevens,2020-10-30 19:50:23.569651,272,5,22
Thurston,2020-10-30 19:50:23.569651,1656,33,146
Wahkiakum,2020-10-30 19:50:23.569651,10,0,0
Walla Walla,2020-10-30 19:50:23.569651,1210,6,74
Whatcom,2020-10-30 19:50:23.569651,1596,50,109
Whitman,2020-10-30 19:50:23.569651,1824,18,27
Yakima,2020-10-30 19:50:23.569651,11931,273,826
Adams,2020-10-31 20:16:56.077998,935,11,58
Asotin,2020-10-31 20:16:56.077998,278,8,26
Benton,2020-10-31 20:16:56.077998,5342,135,416
Chelan,2020-10-31 20:16:56.077998,2018,17,86
Clallam,2020-10-31 20:16:56.077998,271,1,11
Clark,2020-10-31 20:16:56.077998,4514,79,372
Columbia,2020-10-31 20:16:56.077998,17,1,3
Cowlitz,2020-10-31 20:16:56.077998,831,7,52
Douglas,2020-10-31 20:16:56.077998,1240,11,60
Ferry,2020-10-31 20:16:56.077998,35,0,2
Franklin,2020-10-31 20:16:56.077998,4918,68,336
Garfield,2020-10-31 20:16:56.077998,26,0,0
Grant,2020-10-31 20:16:56.077998,3376,28,182
Grays Harbor,2020-10-31 20:16:56.077998,722,11,48
Island,2020-10-31 20:16:56.077998,399,12,40
Jefferson,2020-10-31 20:16:56.077998,88,0,12
King,2020-10-31 20:16:56.077998,27735,815,2621
Kitsap,2020-10-31 20:16:56.077998,1554,22,116
Kittitas,2020-10-31 20:16:56.077998,775,22,26
Klickitat,2020-10-31 20:16:56.077998,213,3,12
Lewis,2020-10-31 20:16:56.077998,744,12,56
Lincoln,2020-10-31 20:16:56.077998,81,2,3
Mason,2020-10-31 20:16:56.077998,537,10,30
Okanogan,2020-10-31 20:16:56.077998,1124,11,58
Pacific,2020-10-31 20:16:56.077998,119,3,8
Pend Oreille,2020-10-31 20:16:56.077998,147,1,10
Pierce,2020-10-31 20:16:56.077998,10431,227,1015
San Juan,2020-10-31 20:16:56.077998,33,0,2
Skagit,2020-10-31 20:16:56.077998,1265,24,105
Skamania,2020-10-31 20:16:56.077998,73,1,5
Snohomish,2020-10-31 20:16:56.077998,8960,233,928
Spokane,2020-10-31 20:16:56.077998,9729,203,658
Stevens,2020-10-31 20:16:56.077998,278,5,21
Thurston,2020-10-31 20:16:56.077998,1676,33,146
Wahkiakum,2020-10-31 20:16:56.077998,10,0,0
Walla Walla,2020-10-31 20:16:56.077998,1219,6,76
Whatcom,2020-10-31 20:16:56.077998,1610,50,109
Whitman,2020-10-31 20:16:56.077998,1830,18,27
Yakima,2020-10-31 20:16:56.077998,11981,273,826
Adams,2020-11-01 20:31:07.841164,935,11,58
Asotin,2020-11-01 20:31:07.841164,294,8,26
Benton,2020-11-01 20:31:07.841164,5385,135,420
Chelan,2020-11-01 20:31:07.841164,2025,17,86
Clallam,2020-11-01 20:31:07.841164,271,1,11
Clark,2020-11-01 20:31:07.841164,4566,79,375
Columbia,2020-11-01 20:31:07.841164,17,1,3
Cowlitz,2020-11-01 20:31:07.841164,832,7,52
Douglas,2020-11-01 20:31:07.841164,1243,11,60
Ferry,2020-11-01 20:31:07.841164,35,0,2
Franklin,2020-11-01 20:31:07.841164,4948,68,339
Garfield,2020-11-01 20:31:07.841164,26,0,0
Grant,2020-11-01 20:31:07.841164,3382,28,182
Grays Harbor,2020-11-01 20:31:07.841164,726,11,48
Island,2020-11-01 20:31:07.841164,404,12,40
Jefferson,2020-11-01 20:31:07.841164,88,0,12
King,2020-11-01 20:31:07.841164,27951,815,2625
Kitsap,2020-11-01 20:31:07.841164,1575,22,116
Kittitas,2020-11-01 20:31:07.841164,775,22,26
Klickitat,2020-11-01 20:31:07.841164,214,3,12
Lewis,2020-11-01 20:31:07.841164,757,12,56
Lincoln,2020-11-01 20:31:07.841164,81,2,3
Mason,2020-11-01 20:31:07.841164,540,10,31
Okanogan,2020-11-01 20:31:07.841164,1124,11,58
Pacific,2020-11-01 20:31:07.841164,119,3,8
Pend Oreille,2020-11-01 20:31:07.841164,148,1,10
Pierce,2020-11-01 20:31:07.841164,10514,227,1020
San Juan,2020-11-01 20:31:07.841164,34,0,2
Skagit,2020-11-01 20:31:07.841164,1287,24,105
Skamania,2020-11-01 20:31:07.841164,73,1,5
Snohomish,2020-11-01 20:31:07.841164,9024,233,931
Spokane,2020-11-01 20:31:07.841164,9882,203,667
Stevens,2020-11-01 20:31:07.841164,282,5,21
Thurston,2020-11-01 20:31:07.841164,1694,33,150
Wahkiakum,2020-11-01 20:31:07.841164,11,0,0
Walla Walla,2020-11-01 20:31:07.841164,1240,6,77
Whatcom,2020-11-01 20:31:07.841164,1615,50,109
Whitman,2020-11-01 20:31:07.841164,1832,18,29
Yakima,2020-11-01 20:31:07.841164,12003,273,827
Adams,2020-11-02 20:10:44.500777,935,11,58
Asotin,2020-11-02 20:10:44.500777,294,8,26
Benton,2020-11-02 20:10:44.500777,5385,135,420
Chelan,2020-11-02 20:10:44.500777,2025,17,86
Clallam,2020-11-02 20:10:44.500777,271,1,11
Clark,2020-11-02 20:10:44.500777,4566,79,375
Columbia,2020-11-02 20:10:44.500777,17,1,3
Cowlitz,2020-11-02 20:10:44.500777,832,7,52
Douglas,2020-11-02 20:10:44.500777,1243,11,60
Ferry,2020-11-02 20:10:44.500777,35,0,2
Franklin,2020-11-02 20:10:44.500777,4948,68,339
Garfield,2020-11-02 20:10:44.500777,26,0,0
Grant,2020-11-02 20:10:44.500777,3382,28,182
Grays Harbor,2020-11-02 20:10:44.500777,726,11,48
Island,2020-11-02 20:10:44.500777,404,12,40
Jefferson,2020-11-02 20:10:44.500777,88,0,12
King,2020-11-02 20:10:44.500777,27951,815,2625
Kitsap,2020-11-02 20:10:44.500777,1575,22,116
Kittitas,2020-11-02 20:10:44.500777,775,22,26
Klickitat,2020-11-02 20:10:44.500777,214,3,12
Lewis,2020-11-02 20:10:44.500777,757,12,56
Lincoln,2020-11-02 20:10:44.500777,81,2,3
Mason,2020-11-02 20:10:44.500777,540,10,31
Okanogan,2020-11-02 20:10:44.500777,1124,11,58
Pacific,2020-11-02 20:10:44.500777,119,3,8
Pend Oreille,2020-11-02 20:10:44.500777,148,1,10
Pierce,2020-11-02 20:10:44.500777,10514,227,1020
San Juan,2020-11-02 20:10:44.500777,34,0,2
Skagit,2020-11-02 20:10:44.500777,1287,24,105
Skamania,2020-11-02 20:10:44.500777,73,1,5
Snohomish,2020-11-02 20:10:44.500777,9024,233,931
Spokane,2020-11-02 20:10:44.500777,9882,203,667
Stevens,2020-11-02 20:10:44.500777,282,5,21
Thurston,2020-11-02 20:10:44.500777,1694,33,150
Wahkiakum,2020-11-02 20:10:44.500777,11,0,0
Walla Walla,2020-11-02 20:10:44.500777,1240,6,77
Whatcom,2020-11-02 20:10:44.500777,1615,50,109
Whitman,2020-11-02 20:10:44.500777,1832,18,29
Yakima,2020-11-02 20:10:44.500777,12003,273,827
Adams,2020-11-03 20:27:34.629398,943,11,58
Asotin,2020-11-03 20:27:34.629398,308,8,26
Benton,2020-11-03 20:27:34.629398,5530,135,421
Chelan,2020-11-03 20:27:34.629398,2039,17,86
Clallam,2020-11-03 20:27:34.629398,273,1,11
Clark,2020-11-03 20:27:34.629398,4678,81,381
Columbia,2020-11-03 20:27:34.629398,17,1,3
Cowlitz,2020-11-03 20:27:34.629398,849,7,52
Douglas,2020-11-03 20:27:34.629398,1244,11,60
Ferry,2020-11-03 20:27:34.629398,35,1,2
Franklin,2020-11-03 20:27:34.629398,5005,69,339
Garfield,2020-11-03 20:27:34.629398,31,0,0
Grant,2020-11-03 20:27:34.629398,3400,29,182
Grays Harbor,2020-11-03 20:27:34.629398,737,11,48
Island,2020-11-03 20:27:34.629398,412,12,42
Jefferson,2020-11-03 20:27:34.629398,89,0,12
King,2020-11-03 20:27:34.629398,28337,821,2634
Kitsap,2020-11-03 20:27:34.629398,1612,22,117
Kittitas,2020-11-03 20:27:34.629398,776,22,26
Klickitat,2020-11-03 20:27:34.629398,211,3,12
Lewis,2020-11-03 20:27:34.629398,766,13,57
Lincoln,2020-11-03 20:27:34.629398,82,2,3
Mason,2020-11-03 20:27:34.629398,543,10,31
Okanogan,2020-11-03 20:27:34.629398,1129,11,60
Pacific,2020-11-03 20:27:34.629398,122,3,8
Pend Oreille,2020-11-03 20:27:34.629398,152,1,10
Pierce,2020-11-03 20:27:34.629398,10685,231,1034
San Juan,2020-11-03 20:27:34.629398,34,0,2
Skagit,2020-11-03 20:27:34.629398,1304,25,106
Skamania,2020-11-03 20:27:34.629398,73,1,5
Snohomish,2020-11-03 20:27:34.629398,9233,235,935
Spokane,2020-11-03 20:27:34.629398,10101,207,678
Stevens,2020-11-03 20:27:34.629398,293,5,22
Thurston,2020-11-03 20:27:34.629398,1745,35,155
Wahkiakum,2020-11-03 20:27:34.629398,11,0,0
Walla Walla,2020-11-03 20:27:34.629398,1305,7,82
Whatcom,2020-11-03 20:27:34.629398,1637,51,109
Whitman,2020-11-03 20:27:34.629398,1853,20,29
Yakima,2020-11-03 20:27:34.629398,12044,278,828
Adams,2020-11-04 20:23:03.783068,956,11,58
Asotin,2020-11-04 20:23:03.783068,314,8,26
Benton,2020-11-04 20:23:03.783068,5594,136,425
Chelan,2020-11-04 20:23:03.783068,2042,18,88
Clallam,2020-11-04 20:23:03.783068,273,1,11
Clark,2020-11-04 20:23:03.783068,4744,85,384
Columbia,2020-11-04 20:23:03.783068,18,1,3
Cowlitz,2020-11-04 20:23:03.783068,864,7,52
Douglas,2020-11-04 20:23:03.783068,1245,11,60
Ferry,2020-11-04 20:23:03.783068,35,1,2
Franklin,2020-11-04 20:23:03.783068,5031,69,340
Garfield,2020-11-04 20:23:03.783068,32,0,0
Grant,2020-11-04 20:23:03.783068,3405,29,183
Grays Harbor,2020-11-04 20:23:03.783068,741,11,48
Island,2020-11-04 20:23:03.783068,414,12,42
Jefferson,2020-11-04 20:23:03.783068,90,0,12
King,2020-11-04 20:23:03.783068,28926,822,2650
Kitsap,2020-11-04 20:23:03.783068,1636,23,117
Kittitas,2020-11-04 20:23:03.783068,777,22,26
Klickitat,2020-11-04 20:23:03.783068,215,3,12
Lewis,2020-11-04 20:23:03.783068,771,13,58
Lincoln,2020-11-04 20:23:03.783068,83,2,3
Mason,2020-11-04 20:23:03.783068,548,10,31
Okanogan,2020-11-04 20:23:03.783068,1132,11,61
Pacific,2020-11-04 20:23:03.783068,123,3,8
Pend Oreille,2020-11-04 20:23:03.783068,154,1,10
Pierce,2020-11-04 20:23:03.783068,10879,233,1040
San Juan,2020-11-04 20:23:03.783068,35,0,2
Skagit,2020-11-04 20:23:03.783068,1324,26,106
Skamania,2020-11-04 20:23:03.783068,73,1,5
Snohomish,2020-11-04 20:23:03.783068,9359,237,942
Spokane,2020-11-04 20:23:03.783068,10185,208,685
Stevens,2020-11-04 20:23:03.783068,304,5,22
Thurston,2020-11-04 20:23:03.783068,1755,35,158
Wahkiakum,2020-11-04 20:23:03.783068,11,0,0
Walla Walla,2020-11-04 20:23:03.783068,1337,8,87
Whatcom,2020-11-04 20:23:03.783068,1655,51,109
Whitman,2020-11-04 20:23:03.783068,1855,20,32
Yakima,2020-11-04 20:23:03.783068,12061,279,828
Adams,2020-11-05 21:31:53.845007,959,11,58
Asotin,2020-11-05 21:31:53.845007,318,8,26
Benton,2020-11-05 21:31:53.845007,5646,137,426
Chelan,2020-11-05 21:31:53.845007,2049,18,88
Clallam,2020-11-05 21:31:53.845007,275,1,11
Clark,2020-11-05 21:31:53.845007,4826,86,389
Columbia,2020-11-05 21:31:53.845007,22,1,4
Cowlitz,2020-11-05 21:31:53.845007,875,7,50
Douglas,2020-11-05 21:31:53.845007,1250,11,60
Ferry,2020-11-05 21:31:53.845007,35,1,2
Franklin,2020-11-05 21:31:53.845007,5046,69,340
Garfield,2020-11-05 21:31:53.845007,33,0,0
Grant,2020-11-05 21:31:53.845007,3417,29,184
Grays Harbor,2020-11-05 21:31:53.845007,745,12,49
Island,2020-11-05 21:31:53.845007,419,12,43
Jefferson,2020-11-05 21:31:53.845007,90,0,12
King,2020-11-05 21:31:53.845007,29316,822,2660
Kitsap,2020-11-05 21:31:53.845007,1648,23,118
Kittitas,2020-11-05 21:31:53.845007,778,22,26
Klickitat,2020-11-05 21:31:53.845007,215,3,12
Lewis,2020-11-05 21:31:53.845007,777,13,58
Lincoln,2020-11-05 21:31:53.845007,83,2,3
Mason,2020-11-05 21:31:53.845007,550,10,31
Okanogan,2020-11-05 21:31:53.845007,1135,11,63
Pacific,2020-11-05 21:31:53.845007,124,3,8
Pend Oreille,2020-11-05 21:31:53.845007,157,1,10
Pierce,2020-11-05 21:31:53.845007,11046,236,1046
San Juan,2020-11-05 21:31:53.845007,36,0,2
Skagit,2020-11-05 21:31:53.845007,1338,26,106
Skamania,2020-11-05 21:31:53.845007,73,1,5
Snohomish,2020-11-05 21:31:53.845007,9503,240,943
Spokane,2020-11-05 21:31:53.845007,10287,210,698
Stevens,2020-11-05 21:31:53.845007,310,5,24
Thurston,2020-11-05 21:31:53.845007,1777,37,159
Wahkiakum,2020-11-05 21:31:53.845007,11,0,0
Walla Walla,2020-11-05 21:31:53.845007,1367,10,87
Whatcom,2020-11-05 21:31:53.845007,1670,51,111
Whitman,2020-11-05 21:31:53.845007,1866,21,34
Yakima,2020-11-05 21:31:53.845007,12103,278,829
Adams,2020-11-06 20:07:20.703689,987,11,58
Asotin,2020-11-06 20:07:20.703689,327,9,26
Benton,2020-11-06 20:07:20.703689,5690,137,426
Chelan,2020-11-06 20:07:20.703689,2060,19,88
Clallam,2020-11-06 20:07:20.703689,280,1,11
Clark,2020-11-06 20:07:20.703689,4942,88,389
Columbia,2020-11-06 20:07:20.703689,22,1,4
Cowlitz,2020-11-06 20:07:20.703689,896,7,50
Douglas,2020-11-06 20:07:20.703689,1252,10,60
Ferry,2020-11-06 20:07:20.703689,36,1,2
Franklin,2020-11-06 20:07:20.703689,5060,69,340
Garfield,2020-11-06 20:07:20.703689,38,0,0
Grant,2020-11-06 20:07:20.703689,3433,29,184
Grays Harbor,2020-11-06 20:07:20.703689,772,12,49
Island,2020-11-06 20:07:20.703689,427,12,43
Jefferson,2020-11-06 20:07:20.703689,91,0,12
King,2020-11-06 20:07:20.703689,29832,822,2661
Kitsap,2020-11-06 20:07:20.703689,1671,23,118
Kittitas,2020-11-06 20:07:20.703689,779,23,26
Klickitat,2020-11-06 20:07:20.703689,219,3,12
Lewis,2020-11-06 20:07:20.703689,782,13,58
Lincoln,2020-11-06 20:07:20.703689,84,2,3
Mason,2020-11-06 20:07:20.703689,558,10,31
Okanogan,2020-11-06 20:07:20.703689,1138,11,64
Pacific,2020-11-06 20:07:20.703689,124,3,8
Pend Oreille,2020-11-06 20:07:20.703689,158,1,10
Pierce,2020-11-06 20:07:20.703689,11214,234,1047
San Juan,2020-11-06 20:07:20.703689,36,0,2
Skagit,2020-11-06 20:07:20.703689,1370,26,107
Skamania,2020-11-06 20:07:20.703689,73,1,5
Snohomish,2020-11-06 20:07:20.703689,9727,240,942
Spokane,2020-11-06 20:07:20.703689,10499,212,702
Stevens,2020-11-06 20:07:20.703689,321,6,24
Thurston,2020-11-06 20:07:20.703689,1808,38,159
Wahkiakum,2020-11-06 20:07:20.703689,11,0,0
Walla Walla,2020-11-06 20:07:20.703689,1400,10,86
Whatcom,2020-11-06 20:07:20.703689,1682,51,112
Whitman,2020-11-06 20:07:20.703689,1879,21,34
Yakima,2020-11-06 20:07:20.703689,12139,280,829
Adams,2020-11-07 20:57:41.819761,988,11,58
Asotin,2020-11-07 20:57:41.819761,336,9,26
Benton,2020-11-07 20:57:41.819761,5808,137,426
Chelan,2020-11-07 20:57:41.819761,2094,19,88
Clallam,2020-11-07 20:57:41.819761,280,1,11
Clark,2020-11-07 20:57:41.819761,5069,88,389
Columbia,2020-11-07 20:57:41.819761,22,1,4
Cowlitz,2020-11-07 20:57:41.819761,904,7,50
Douglas,2020-11-07 20:57:41.819761,1255,10,60
Ferry,2020-11-07 20:57:41.819761,36,1,2
Franklin,2020-11-07 20:57:41.819761,5102,69,340
Garfield,2020-11-07 20:57:41.819761,40,0,0
Grant,2020-11-07 20:57:41.819761,3442,29,184
Grays Harbor,2020-11-07 20:57:41.819761,782,12,49
Island,2020-11-07 20:57:41.819761,430,12,43
Jefferson,2020-11-07 20:57:41.819761,91,0,12
King,2020-11-07 20:57:41.819761,30363,822,2663
Kitsap,2020-11-07 20:57:41.819761,1697,23,118
Kittitas,2020-11-07 20:57:41.819761,780,23,26
Klickitat,2020-11-07 20:57:41.819761,219,3,13
Lewis,2020-11-07 20:57:41.819761,786,13,58
Lincoln,2020-11-07 20:57:41.819761,85,2,3
Mason,2020-11-07 20:57:41.819761,562,10,31
Okanogan,2020-11-07 20:57:41.819761,1140,11,64
Pacific,2020-11-07 20:57:41.819761,124,3,8
Pend Oreille,2020-11-07 20:57:41.819761,159,1,10
Pierce,2020-11-07 20:57:41.819761,11404,234,1045
San Juan,2020-11-07 20:57:41.819761,37,0,2
Skagit,2020-11-07 20:57:41.819761,1390,26,108
Skamania,2020-11-07 20:57:41.819761,73,1,5
Snohomish,2020-11-07 20:57:41.819761,9939,240,942
Spokane,2020-11-07 20:57:41.819761,10735,212,702
Stevens,2020-11-07 20:57:41.819761,334,6,25
Thurston,2020-11-07 20:57:41.819761,1837,38,159
Wahkiakum,2020-11-07 20:57:41.819761,11,0,0
Walla Walla,2020-11-07 20:57:41.819761,1430,10,86
Whatcom,2020-11-07 20:57:41.819761,1694,51,112
Whitman,2020-11-07 20:57:41.819761,1897,21,34
Yakima,2020-11-07 20:57:41.819761,12185,280,830
Adams,2020-11-08 20:32:38.247364,989,11,58
Asotin,2020-11-08 20:32:38.247364,341,9,26
Benton,2020-11-08 20:32:38.247364,5898,137,428
Chelan,2020-11-08 20:32:38.247364,2094,19,88
Clallam,2020-11-08 20:32:38.247364,283,1,11
Clark,2020-11-08 20:32:38.247364,5113,88,389
Columbia,2020-11-08 20:32:38.247364,23,1,4
Cowlitz,2020-11-08 20:32:38.247364,915,7,50
Douglas,2020-11-08 20:32:38.247364,1255,10,60
Ferry,2020-11-08 20:32:38.247364,37,1,2
Franklin,2020-11-08 20:32:38.247364,5142,69,340
Garfield,2020-11-08 20:32:38.247364,40,0,0
Grant,2020-11-08 20:32:38.247364,3450,29,184
Grays Harbor,2020-11-08 20:32:38.247364,786,12,49
Island,2020-11-08 20:32:38.247364,432,12,43
Jefferson,2020-11-08 20:32:38.247364,92,0,12
King,2020-11-08 20:32:38.247364,30854,822,2665
Kitsap,2020-11-08 20:32:38.247364,1726,23,119
Kittitas,2020-11-08 20:32:38.247364,781,23,26
Klickitat,2020-11-08 20:32:38.247364,220,3,13
Lewis,2020-11-08 20:32:38.247364,791,13,58
Lincoln,2020-11-08 20:32:38.247364,85,2,3
Mason,2020-11-08 20:32:38.247364,570,10,31
Okanogan,2020-11-08 20:32:38.247364,1141,11,64
Pacific,2020-11-08 20:32:38.247364,132,3,8
Pend Oreille,2020-11-08 20:32:38.247364,161,1,10
Pierce,2020-11-08 20:32:38.247364,11563,234,1045
San Juan,2020-11-08 20:32:38.247364,39,0,2
Skagit,2020-11-08 20:32:38.247364,1402,26,108
Skamania,2020-11-08 20:32:38.247364,74,1,5
Snohomish,2020-11-08 20:32:38.247364,10077,240,943
Spokane,2020-11-08 20:32:38.247364,10914,212,702
Stevens,2020-11-08 20:32:38.247364,342,6,26
Thurston,2020-11-08 20:32:38.247364,1859,38,159
Wahkiakum,2020-11-08 20:32:38.247364,11,0,0
Walla Walla,2020-11-08 20:32:38.247364,1460,10,86
Whatcom,2020-11-08 20:32:38.247364,1696,51,113
Whitman,2020-11-08 20:32:38.247364,1921,21,34
Yakima,2020-11-08 20:32:38.247364,12203,280,830
Adams,2020-11-09 19:29:04.940044,989,11,58
Asotin,2020-11-09 19:29:04.940044,341,9,26
Benton,2020-11-09 19:29:04.940044,5898,137,428
Chelan,2020-11-09 19:29:04.940044,2094,19,88
Clallam,2020-11-09 19:29:04.940044,283,1,11
Clark,2020-11-09 19:29:04.940044,5113,88,389
Columbia,2020-11-09 19:29:04.940044,23,1,4
Cowlitz,2020-11-09 19:29:04.940044,915,7,50
Douglas,2020-11-09 19:29:04.940044,1255,10,60
Ferry,2020-11-09 19:29:04.940044,37,1,2
Franklin,2020-11-09 19:29:04.940044,5142,69,340
Garfield,2020-11-09 19:29:04.940044,40,0,0
Grant,2020-11-09 19:29:04.940044,3450,29,184
Grays Harbor,2020-11-09 19:29:04.940044,786,12,49
Island,2020-11-09 19:29:04.940044,432,12,43
Jefferson,2020-11-09 19:29:04.940044,92,0,12
King,2020-11-09 19:29:04.940044,30854,822,2665
Kitsap,2020-11-09 19:29:04.940044,1726,23,119
Kittitas,2020-11-09 19:29:04.940044,781,23,26
Klickitat,2020-11-09 19:29:04.940044,220,3,13
Lewis,2020-11-09 19:29:04.940044,791,13,58
Lincoln,2020-11-09 19:29:04.940044,85,2,3
Mason,2020-11-09 19:29:04.940044,570,10,31
Okanogan,2020-11-09 19:29:04.940044,1141,11,64
Pacific,2020-11-09 19:29:04.940044,132,3,8
Pend Oreille,2020-11-09 19:29:04.940044,161,1,10
Pierce,2020-11-09 19:29:04.940044,11563,234,1045
San Juan,2020-11-09 19:29:04.940044,39,0,2
Skagit,2020-11-09 19:29:04.940044,1402,26,108
Skamania,2020-11-09 19:29:04.940044,74,1,5
Snohomish,2020-11-09 19:29:04.940044,10077,240,943
Spokane,2020-11-09 19:29:04.940044,10914,212,702
Stevens,2020-11-09 19:29:04.940044,342,6,26
Thurston,2020-11-09 19:29:04.940044,1859,38,159
Wahkiakum,2020-11-09 19:29:04.940044,11,0,0
Walla Walla,2020-11-09 19:29:04.940044,1460,10,86
Whatcom,2020-11-09 19:29:04.940044,1696,51,113
Whitman,2020-11-09 19:29:04.940044,1921,21,34
Yakima,2020-11-09 19:29:04.940044,12203,280,830
Adams,2020-11-10 19:50:42.844160,993,11,63
Asotin,2020-11-10 19:50:42.844160,390,9,28
Benton,2020-11-10 19:50:42.844160,6079,138,436
Chelan,2020-11-10 19:50:42.844160,2099,19,90
Clallam,2020-11-10 19:50:42.844160,288,1,13
Clark,2020-11-10 19:50:42.844160,5362,92,407
Columbia,2020-11-10 19:50:42.844160,23,1,4
Cowlitz,2020-11-10 19:50:42.844160,948,8,55
Douglas,2020-11-10 19:50:42.844160,1258,10,62
Ferry,2020-11-10 19:50:42.844160,38,1,2
Franklin,2020-11-10 19:50:42.844160,5221,69,349
Garfield,2020-11-10 19:50:42.844160,44,0,1
Grant,2020-11-10 19:50:42.844160,3476,30,188
Grays Harbor,2020-11-10 19:50:42.844160,813,15,52
Island,2020-11-10 19:50:42.844160,449,12,43
Jefferson,2020-11-10 19:50:42.844160,94,0,12
King,2020-11-10 19:50:42.844160,31497,829,2744
Kitsap,2020-11-10 19:50:42.844160,1770,23,126
Kittitas,2020-11-10 19:50:42.844160,785,22,26
Klickitat,2020-11-10 19:50:42.844160,225,3,13
Lewis,2020-11-10 19:50:42.844160,809,13,59
Lincoln,2020-11-10 19:50:42.844160,88,2,3
Mason,2020-11-10 19:50:42.844160,576,10,34
Okanogan,2020-11-10 19:50:42.844160,1141,11,64
Pacific,2020-11-10 19:50:42.844160,157,3,8
Pend Oreille,2020-11-10 19:50:42.844160,169,1,10
Pierce,2020-11-10 19:50:42.844160,11769,241,1098
San Juan,2020-11-10 19:50:42.844160,40,0,2
Skagit,2020-11-10 19:50:42.844160,1468,25,111
Skamania,2020-11-10 19:50:42.844160,75,1,5
Snohomish,2020-11-10 19:50:42.844160,10386,248,960
Spokane,2020-11-10 19:50:42.844160,11265,218,745
Stevens,2020-11-10 19:50:42.844160,357,6,26
Thurston,2020-11-10 19:50:42.844160,1959,38,166
Wahkiakum,2020-11-10 19:50:42.844160,11,0,0
Walla Walla,2020-11-10 19:50:42.844160,1528,11,90
Whatcom,2020-11-10 19:50:42.844160,1737,52,116
Whitman,2020-11-10 19:50:42.844160,1938,22,35
Yakima,2020-11-10 19:50:42.844160,12270,284,837
Adams,2020-11-11 19:55:33.476880,993,11,63
Asotin,2020-11-11 19:55:33.476880,390,9,28
Benton,2020-11-11 19:55:33.476880,6079,138,436
Chelan,2020-11-11 19:55:33.476880,2099,19,90
Clallam,2020-11-11 19:55:33.476880,288,1,13
Clark,2020-11-11 19:55:33.476880,5362,92,407
Columbia,2020-11-11 19:55:33.476880,23,1,4
Cowlitz,2020-11-11 19:55:33.476880,948,8,55
Douglas,2020-11-11 19:55:33.476880,1258,10,62
Ferry,2020-11-11 19:55:33.476880,38,1,2
Franklin,2020-11-11 19:55:33.476880,5221,69,349
Garfield,2020-11-11 19:55:33.476880,44,0,1
Grant,2020-11-11 19:55:33.476880,3476,30,188
Grays Harbor,2020-11-11 19:55:33.476880,813,15,52
Island,2020-11-11 19:55:33.476880,449,12,43
Jefferson,2020-11-11 19:55:33.476880,94,0,12
King,2020-11-11 19:55:33.476880,31497,829,2744
Kitsap,2020-11-11 19:55:33.476880,1770,23,126
Kittitas,2020-11-11 19:55:33.476880,785,22,26
Klickitat,2020-11-11 19:55:33.476880,225,3,13
Lewis,2020-11-11 19:55:33.476880,809,13,59
Lincoln,2020-11-11 19:55:33.476880,88,2,3
Mason,2020-11-11 19:55:33.476880,576,10,34
Okanogan,2020-11-11 19:55:33.476880,1141,11,64
Pacific,2020-11-11 19:55:33.476880,157,3,8
Pend Oreille,2020-11-11 19:55:33.476880,169,1,10
Pierce,2020-11-11 19:55:33.476880,11769,241,1098
San Juan,2020-11-11 19:55:33.476880,40,0,2
Skagit,2020-11-11 19:55:33.476880,1468,25,111
Skamania,2020-11-11 19:55:33.476880,75,1,5
Snohomish,2020-11-11 19:55:33.476880,10386,248,960
Spokane,2020-11-11 19:55:33.476880,11265,218,745
Stevens,2020-11-11 19:55:33.476880,357,6,26
Thurston,2020-11-11 19:55:33.476880,1959,38,166
Wahkiakum,2020-11-11 19:55:33.476880,11,0,0
Walla Walla,2020-11-11 19:55:33.476880,1528,11,90
Whatcom,2020-11-11 19:55:33.476880,1737,52,116
Whitman,2020-11-11 19:55:33.476880,1938,22,35
Yakima,2020-11-11 19:55:33.476880,12270,284,837
Adams,2020-11-12 20:52:46.107798,1030,11,64
Asotin,2020-11-12 20:52:46.107798,428,10,28
Benton,2020-11-12 20:52:46.107798,6258,138,438
Chelan,2020-11-12 20:52:46.107798,2122,20,90
Clallam,2020-11-12 20:52:46.107798,294,2,13
