County Name,Scrape Time,Total Cases,Total Deaths,Total Tested: Negative
Umatilla,2020-08-03 20:20:47.752701,2060,24,9010
Union,2020-08-03 20:20:47.752701,388,2,2419
Wallowa,2020-08-03 20:20:47.752701,19,1,666
Wasco,2020-08-03 20:20:47.752701,170,3,3297
Washington,2020-08-03 20:20:47.752701,2849,23,56373
Wheeler,2020-08-03 20:20:47.752701,0,0,137
Yamhill,2020-08-03 20:20:47.752701,386,11,9337
Baker,2020-08-04 20:06:27.322314,35,0,978
Benton,2020-08-04 20:06:27.322314,160,6,8299
Clackamas,2020-08-04 20:06:27.322314,1443,37,38671
Clatsop,2020-08-04 20:06:27.322314,82,0,3538
Columbia,2020-08-04 20:06:27.322314,84,0,4384
Coos,2020-08-04 20:06:27.322314,88,0,3954
Crook,2020-08-04 20:06:27.322314,43,1,1736
Curry,2020-08-04 20:06:27.322314,14,0,1026
Deschutes,2020-08-04 20:06:27.322314,548,8,18210
Douglas,2020-08-04 20:06:27.322314,139,1,7957
Gilliam,2020-08-04 20:06:27.322314,4,0,164
Grant,2020-08-04 20:06:27.322314,2,0,510
Harney,2020-08-04 20:06:27.322314,10,0,562
Hood River,2020-08-04 20:06:27.322314,174,0,3605
Jackson,2020-08-04 20:06:27.322314,411,1,18983
Jefferson,2020-08-04 20:06:27.322314,324,3,3150
Josephine,2020-08-04 20:06:27.322314,107,1,6694
Klamath,2020-08-04 20:06:27.322314,198,1,7252
Lake,2020-08-04 20:06:27.322314,32,0,499
Lane,2020-08-04 20:06:27.322314,535,3,41483
Lincoln,2020-08-04 20:06:27.322314,395,9,6696
Linn,2020-08-04 20:06:27.322314,255,10,10646
Malheur,2020-08-04 20:06:27.322314,708,12,3201
Marion,2020-08-04 20:06:27.322314,2713,68,29982
Morrow,2020-08-04 20:06:27.322314,316,2,1139
Multnomah,2020-08-04 20:06:27.322314,4553,93,88022
Polk,2020-08-04 20:06:27.322314,300,12,4901
Sherman,2020-08-04 20:06:27.322314,14,0,245
Tillamook,2020-08-04 20:06:27.322314,32,0,2033
Umatilla,2020-08-04 20:06:27.322314,2122,24,9024
Union,2020-08-04 20:06:27.322314,392,2,2469
Wallowa,2020-08-04 20:06:27.322314,19,1,671
Wasco,2020-08-04 20:06:27.322314,171,3,3325
Washington,2020-08-04 20:06:27.322314,2877,23,56677
Wheeler,2020-08-04 20:06:27.322314,0,0,137
Yamhill,2020-08-04 20:06:27.322314,399,12,9392
Baker,2020-08-05 20:12:35.329220,36,0,991
Benton,2020-08-05 20:12:35.329220,162,6,8419
Clackamas,2020-08-05 20:12:35.329220,1464,38,39167
Clatsop,2020-08-05 20:12:35.329220,83,0,3570
Columbia,2020-08-05 20:12:35.329220,86,0,4441
Coos,2020-08-05 20:12:35.329220,89,0,4008
Crook,2020-08-05 20:12:35.329220,42,1,1746
Curry,2020-08-05 20:12:35.329220,14,0,1045
Deschutes,2020-08-05 20:12:35.329220,555,8,18397
Douglas,2020-08-05 20:12:35.329220,140,1,8038
Gilliam,2020-08-05 20:12:35.329220,4,0,186
Grant,2020-08-05 20:12:35.329220,2,0,520
Harney,2020-08-05 20:12:35.329220,10,0,575
Hood River,2020-08-05 20:12:35.329220,178,0,3642
Jackson,2020-08-05 20:12:35.329220,421,1,19208
Jefferson,2020-08-05 20:12:35.329220,332,3,3304
Josephine,2020-08-05 20:12:35.329220,108,2,6803
Klamath,2020-08-05 20:12:35.329220,200,1,7297
Lake,2020-08-05 20:12:35.329220,32,0,501
Lane,2020-08-05 20:12:35.329220,540,3,42093
Lincoln,2020-08-05 20:12:35.329220,414,9,6795
Linn,2020-08-05 20:12:35.329220,263,10,10833
Malheur,2020-08-05 20:12:35.329220,715,12,3224
Marion,2020-08-05 20:12:35.329220,2755,68,30541
Morrow,2020-08-05 20:12:35.329220,327,2,1145
Multnomah,2020-08-05 20:12:35.329220,4608,93,89780
Polk,2020-08-05 20:12:35.329220,301,12,4973
Sherman,2020-08-05 20:12:35.329220,14,0,254
Tillamook,2020-08-05 20:12:35.329220,34,0,2068
Umatilla,2020-08-05 20:12:35.329220,2141,26,9131
Union,2020-08-05 20:12:35.329220,392,2,2489
Wallowa,2020-08-05 20:12:35.329220,19,1,681
Wasco,2020-08-05 20:12:35.329220,172,3,3542
Washington,2020-08-05 20:12:35.329220,2921,24,57697
Wheeler,2020-08-05 20:12:35.329220,0,0,137
Yamhill,2020-08-05 20:12:35.329220,404,12,9582
Baker,2020-08-06 20:07:19.825534,37,0,1011
Benton,2020-08-06 20:07:19.825534,161,6,8487
Clackamas,2020-08-06 20:07:19.825534,1484,38,39627
Clatsop,2020-08-06 20:07:19.825534,83,0,3685
Columbia,2020-08-06 20:07:19.825534,90,0,4501
Coos,2020-08-06 20:07:19.825534,90,0,4026
Crook,2020-08-06 20:07:19.825534,43,1,1751
Curry,2020-08-06 20:07:19.825534,14,0,1054
Deschutes,2020-08-06 20:07:19.825534,567,8,18538
Douglas,2020-08-06 20:07:19.825534,145,1,8134
Gilliam,2020-08-06 20:07:19.825534,4,0,193
Grant,2020-08-06 20:07:19.825534,3,0,534
Harney,2020-08-06 20:07:19.825534,10,0,577
Hood River,2020-08-06 20:07:19.825534,178,0,3737
Jackson,2020-08-06 20:07:19.825534,437,1,19397
Jefferson,2020-08-06 20:07:19.825534,341,3,3330
Josephine,2020-08-06 20:07:19.825534,110,2,6914
Klamath,2020-08-06 20:07:19.825534,200,1,7346
Lake,2020-08-06 20:07:19.825534,32,0,512
Lane,2020-08-06 20:07:19.825534,552,3,42619
Lincoln,2020-08-06 20:07:19.825534,411,9,6823
Linn,2020-08-06 20:07:19.825534,265,10,10897
Malheur,2020-08-06 20:07:19.825534,734,12,3298
Marion,2020-08-06 20:07:19.825534,2789,68,30959
Morrow,2020-08-06 20:07:19.825534,329,3,1166
Multnomah,2020-08-06 20:07:19.825534,4653,93,91031
Polk,2020-08-06 20:07:19.825534,301,12,5053
Sherman,2020-08-06 20:07:19.825534,15,0,256
Tillamook,2020-08-06 20:07:19.825534,34,0,2099
Umatilla,2020-08-06 20:07:19.825534,2167,26,9286
Union,2020-08-06 20:07:19.825534,392,2,2508
Wallowa,2020-08-06 20:07:19.825534,19,1,694
Wasco,2020-08-06 20:07:19.825534,178,3,3618
Washington,2020-08-06 20:07:19.825534,2943,24,58512
Wheeler,2020-08-06 20:07:19.825534,0,0,137
Yamhill,2020-08-06 20:07:19.825534,413,12,9716
Baker,2020-08-07 20:09:27.116969,38,0,1054
Benton,2020-08-07 20:09:27.116969,164,6,8652
Clackamas,2020-08-07 20:09:27.116969,1500,39,39945
Clatsop,2020-08-07 20:09:27.116969,84,0,3722
Columbia,2020-08-07 20:09:27.116969,91,0,4540
Coos,2020-08-07 20:09:27.116969,90,0,4069
Crook,2020-08-07 20:09:27.116969,43,1,1766
Curry,2020-08-07 20:09:27.116969,14,0,1062
Deschutes,2020-08-07 20:09:27.116969,582,9,18724
Douglas,2020-08-07 20:09:27.116969,148,1,8240
Gilliam,2020-08-07 20:09:27.116969,4,0,195
Grant,2020-08-07 20:09:27.116969,4,0,538
Harney,2020-08-07 20:09:27.116969,10,0,579
Hood River,2020-08-07 20:09:27.116969,181,0,3769
Jackson,2020-08-07 20:09:27.116969,447,2,19562
Jefferson,2020-08-07 20:09:27.116969,346,4,3359
Josephine,2020-08-07 20:09:27.116969,113,2,6969
Klamath,2020-08-07 20:09:27.116969,201,2,7442
Lake,2020-08-07 20:09:27.116969,32,0,527
Lane,2020-08-07 20:09:27.116969,565,3,43098
Lincoln,2020-08-07 20:09:27.116969,412,9,6884
Linn,2020-08-07 20:09:27.116969,271,10,11060
Malheur,2020-08-07 20:09:27.116969,755,13,3409
Marion,2020-08-07 20:09:27.116969,2837,69,31471
Morrow,2020-08-07 20:09:27.116969,349,3,1186
Multnomah,2020-08-07 20:09:27.116969,4762,93,92208
Polk,2020-08-07 20:09:27.116969,308,12,5186
Sherman,2020-08-07 20:09:27.116969,15,0,263
Tillamook,2020-08-07 20:09:27.116969,34,0,2115
Umatilla,2020-08-07 20:09:27.116969,2221,27,9368
Union,2020-08-07 20:09:27.116969,394,2,2517
Wallowa,2020-08-07 20:09:27.116969,19,1,705
Wasco,2020-08-07 20:09:27.116969,181,3,3682
Washington,2020-08-07 20:09:27.116969,2991,24,59048
Wheeler,2020-08-07 20:09:27.116969,0,0,137
Yamhill,2020-08-07 20:09:27.116969,429,13,9995
Baker,2020-08-08 20:06:57.209716,38,0,1054
Benton,2020-08-08 20:06:57.209716,164,6,8652
Clackamas,2020-08-08 20:06:57.209716,1500,39,39945
Clatsop,2020-08-08 20:06:57.209716,84,0,3722
Columbia,2020-08-08 20:06:57.209716,91,0,4540
Coos,2020-08-08 20:06:57.209716,90,0,4069
Crook,2020-08-08 20:06:57.209716,43,1,1766
Curry,2020-08-08 20:06:57.209716,14,0,1062
Deschutes,2020-08-08 20:06:57.209716,582,9,18724
Douglas,2020-08-08 20:06:57.209716,148,1,8240
Gilliam,2020-08-08 20:06:57.209716,4,0,195
Grant,2020-08-08 20:06:57.209716,4,0,538
Harney,2020-08-08 20:06:57.209716,10,0,579
Hood River,2020-08-08 20:06:57.209716,181,0,3769
Jackson,2020-08-08 20:06:57.209716,447,2,19562
Jefferson,2020-08-08 20:06:57.209716,346,4,3359
Josephine,2020-08-08 20:06:57.209716,113,2,6969
Klamath,2020-08-08 20:06:57.209716,201,2,7442
Lake,2020-08-08 20:06:57.209716,32,0,527
Lane,2020-08-08 20:06:57.209716,565,3,43098
Lincoln,2020-08-08 20:06:57.209716,412,9,6884
Linn,2020-08-08 20:06:57.209716,271,10,11060
Malheur,2020-08-08 20:06:57.209716,755,13,3409
Marion,2020-08-08 20:06:57.209716,2837,69,31471
Morrow,2020-08-08 20:06:57.209716,349,3,1186
Multnomah,2020-08-08 20:06:57.209716,4762,93,92208
Polk,2020-08-08 20:06:57.209716,308,12,5186
Sherman,2020-08-08 20:06:57.209716,15,0,263
Tillamook,2020-08-08 20:06:57.209716,34,0,2115
Umatilla,2020-08-08 20:06:57.209716,2221,27,9368
Union,2020-08-08 20:06:57.209716,394,2,2517
Wallowa,2020-08-08 20:06:57.209716,19,1,705
Wasco,2020-08-08 20:06:57.209716,181,3,3682
Washington,2020-08-08 20:06:57.209716,2991,24,59048
Wheeler,2020-08-08 20:06:57.209716,0,0,137
Yamhill,2020-08-08 20:06:57.209716,429,13,9995
Baker,2020-08-09 20:10:15.143700,38,0,1054
Benton,2020-08-09 20:10:15.143700,164,6,8652
Clackamas,2020-08-09 20:10:15.143700,1500,39,39945
Clatsop,2020-08-09 20:10:15.143700,84,0,3722
Columbia,2020-08-09 20:10:15.143700,91,0,4540
Coos,2020-08-09 20:10:15.143700,90,0,4069
Crook,2020-08-09 20:10:15.143700,43,1,1766
Curry,2020-08-09 20:10:15.143700,14,0,1062
Deschutes,2020-08-09 20:10:15.143700,582,9,18724
Douglas,2020-08-09 20:10:15.143700,148,1,8240
Gilliam,2020-08-09 20:10:15.143700,4,0,195
Grant,2020-08-09 20:10:15.143700,4,0,538
Harney,2020-08-09 20:10:15.143700,10,0,579
Hood River,2020-08-09 20:10:15.143700,181,0,3769
Jackson,2020-08-09 20:10:15.143700,447,2,19562
Jefferson,2020-08-09 20:10:15.143700,346,4,3359
Josephine,2020-08-09 20:10:15.143700,113,2,6969
Klamath,2020-08-09 20:10:15.143700,201,2,7442
Lake,2020-08-09 20:10:15.143700,32,0,527
Lane,2020-08-09 20:10:15.143700,565,3,43098
Lincoln,2020-08-09 20:10:15.143700,412,9,6884
Linn,2020-08-09 20:10:15.143700,271,10,11060
Malheur,2020-08-09 20:10:15.143700,755,13,3409
Marion,2020-08-09 20:10:15.143700,2837,69,31471
Morrow,2020-08-09 20:10:15.143700,349,3,1186
Multnomah,2020-08-09 20:10:15.143700,4762,93,92208
Polk,2020-08-09 20:10:15.143700,308,12,5186
Sherman,2020-08-09 20:10:15.143700,15,0,263
Tillamook,2020-08-09 20:10:15.143700,34,0,2115
Umatilla,2020-08-09 20:10:15.143700,2221,27,9368
Union,2020-08-09 20:10:15.143700,394,2,2517
Wallowa,2020-08-09 20:10:15.143700,19,1,705
Wasco,2020-08-09 20:10:15.143700,181,3,3682
Washington,2020-08-09 20:10:15.143700,2991,24,59048
Wheeler,2020-08-09 20:10:15.143700,0,0,137
Yamhill,2020-08-09 20:10:15.143700,429,13,9995
Baker,2020-08-10 20:08:52.757945,40,0,1072
Benton,2020-08-10 20:08:52.757945,169,6,8744
Clackamas,2020-08-10 20:08:52.757945,1549,40,40931
Clatsop,2020-08-10 20:08:52.757945,85,0,3860
Columbia,2020-08-10 20:08:52.757945,97,0,4644
Coos,2020-08-10 20:08:52.757945,91,0,4150
Crook,2020-08-10 20:08:52.757945,49,1,1810
Curry,2020-08-10 20:08:52.757945,15,0,1076
Deschutes,2020-08-10 20:08:52.757945,611,10,19481
Douglas,2020-08-10 20:08:52.757945,151,1,8510
Gilliam,2020-08-10 20:08:52.757945,4,0,199
Grant,2020-08-10 20:08:52.757945,4,0,549
Harney,2020-08-10 20:08:52.757945,10,0,590
Hood River,2020-08-10 20:08:52.757945,193,0,3861
Jackson,2020-08-10 20:08:52.757945,473,2,19982
Jefferson,2020-08-10 20:08:52.757945,371,4,3497
Josephine,2020-08-10 20:08:52.757945,115,2,7117
Klamath,2020-08-10 20:08:52.757945,201,2,7573
Lake,2020-08-10 20:08:52.757945,32,0,545
Lane,2020-08-10 20:08:52.757945,590,3,44270
Lincoln,2020-08-10 20:08:52.757945,418,9,6941
Linn,2020-08-10 20:08:52.757945,284,10,11228
Malheur,2020-08-10 20:08:52.757945,804,14,3500
Marion,2020-08-10 20:08:52.757945,2938,70,32351
Morrow,2020-08-10 20:08:52.757945,372,3,1235
Multnomah,2020-08-10 20:08:52.757945,4960,96,95535
Polk,2020-08-10 20:08:52.757945,319,12,5445
Sherman,2020-08-10 20:08:52.757945,16,0,273
Tillamook,2020-08-10 20:08:52.757945,34,0,2153
Umatilla,2020-08-10 20:08:52.757945,2302,28,9723
Union,2020-08-10 20:08:52.757945,394,2,2614
Wallowa,2020-08-10 20:08:52.757945,19,1,714
Wasco,2020-08-10 20:08:52.757945,192,3,3751
Washington,2020-08-10 20:08:52.757945,3119,25,60677
Wheeler,2020-08-10 20:08:52.757945,0,0,139
Yamhill,2020-08-10 20:08:52.757945,467,13,10504
Baker,2020-08-11 20:09:12.815220,40,0,1079
Benton,2020-08-11 20:09:12.815220,171,6,8854
Clackamas,2020-08-11 20:09:12.815220,1571,44,41631
Clatsop,2020-08-11 20:09:12.815220,89,0,3885
Columbia,2020-08-11 20:09:12.815220,101,0,4689
Coos,2020-08-11 20:09:12.815220,91,0,4205
Crook,2020-08-11 20:09:12.815220,50,1,1825
Curry,2020-08-11 20:09:12.815220,17,0,1090
Deschutes,2020-08-11 20:09:12.815220,616,10,19624
Douglas,2020-08-11 20:09:12.815220,156,1,8607
Gilliam,2020-08-11 20:09:12.815220,4,0,199
Grant,2020-08-11 20:09:12.815220,4,0,565
Harney,2020-08-11 20:09:12.815220,10,0,596
Hood River,2020-08-11 20:09:12.815220,201,0,3892
Jackson,2020-08-11 20:09:12.815220,486,2,20336
Jefferson,2020-08-11 20:09:12.815220,377,4,3572
Josephine,2020-08-11 20:09:12.815220,124,2,7186
Klamath,2020-08-11 20:09:12.815220,204,2,7649
Lake,2020-08-11 20:09:12.815220,32,0,551
Lane,2020-08-11 20:09:12.815220,596,3,45000
Lincoln,2020-08-11 20:09:12.815220,419,9,6996
Linn,2020-08-11 20:09:12.815220,296,11,11373
Malheur,2020-08-11 20:09:12.815220,822,13,3526
Marion,2020-08-11 20:09:12.815220,2979,73,32868
Morrow,2020-08-11 20:09:12.815220,377,3,1250
Multnomah,2020-08-11 20:09:12.815220,5014,98,96942
Polk,2020-08-11 20:09:12.815220,326,12,5563
Sherman,2020-08-11 20:09:12.815220,16,0,273
Tillamook,2020-08-11 20:09:12.815220,34,0,2169
Umatilla,2020-08-11 20:09:12.815220,2312,30,9751
Union,2020-08-11 20:09:12.815220,395,2,2655
Wallowa,2020-08-11 20:09:12.815220,19,1,723
Wasco,2020-08-11 20:09:12.815220,194,3,3776
Washington,2020-08-11 20:09:12.815220,3161,25,61576
Wheeler,2020-08-11 20:09:12.815220,0,0,139
Yamhill,2020-08-11 20:09:12.815220,470,13,10699
Baker,2020-08-12 20:33:38.564575,42,0,1098
Benton,2020-08-12 20:33:38.564575,178,6,9024
Clackamas,2020-08-12 20:33:38.564575,1595,47,42123
Clatsop,2020-08-12 20:33:38.564575,89,0,3919
Columbia,2020-08-12 20:33:38.564575,102,0,4734
Coos,2020-08-12 20:33:38.564575,91,0,4232
Crook,2020-08-12 20:33:38.564575,50,1,1847
Curry,2020-08-12 20:33:38.564575,17,0,1096
Deschutes,2020-08-12 20:33:38.564575,617,10,19732
Douglas,2020-08-12 20:33:38.564575,159,1,8706
Gilliam,2020-08-12 20:33:38.564575,4,0,199
Grant,2020-08-12 20:33:38.564575,4,0,571
Harney,2020-08-12 20:33:38.564575,11,0,602
Hood River,2020-08-12 20:33:38.564575,205,0,3957
Jackson,2020-08-12 20:33:38.564575,499,2,20606
Jefferson,2020-08-12 20:33:38.564575,379,4,3615
Josephine,2020-08-12 20:33:38.564575,128,2,7288
Klamath,2020-08-12 20:33:38.564575,204,2,7711
Lake,2020-08-12 20:33:38.564575,32,0,556
Lane,2020-08-12 20:33:38.564575,606,3,45441
Lincoln,2020-08-12 20:33:38.564575,421,9,7039
Linn,2020-08-12 20:33:38.564575,303,11,11558
Malheur,2020-08-12 20:33:38.564575,839,14,3556
Marion,2020-08-12 20:33:38.564575,3005,73,33208
Morrow,2020-08-12 20:33:38.564575,378,3,1284
Multnomah,2020-08-12 20:33:38.564575,5056,98,98227
Polk,2020-08-12 20:33:38.564575,330,12,5652
Sherman,2020-08-12 20:33:38.564575,16,0,275
Tillamook,2020-08-12 20:33:38.564575,34,0,2192
Umatilla,2020-08-12 20:33:38.564575,2342,31,9890
Union,2020-08-12 20:33:38.564575,395,2,2671
Wallowa,2020-08-12 20:33:38.564575,20,1,730
Wasco,2020-08-12 20:33:38.564575,195,3,3808
Washington,2020-08-12 20:33:38.564575,3202,27,62415
Wheeler,2020-08-12 20:33:38.564575,0,0,139
Yamhill,2020-08-12 20:33:38.564575,474,13,10819
Baker,2020-08-13 20:32:31.172554,45,0,1117
Benton,2020-08-13 20:32:31.172554,181,6,9208
Clackamas,2020-08-13 20:32:31.172554,1607,49,42516
Clatsop,2020-08-13 20:32:31.172554,87,0,3938
Columbia,2020-08-13 20:32:31.172554,103,1,4777
Coos,2020-08-13 20:32:31.172554,91,0,4265
Crook,2020-08-13 20:32:31.172554,51,1,1857
Curry,2020-08-13 20:32:31.172554,17,0,1111
Deschutes,2020-08-13 20:32:31.172554,621,11,19876
Douglas,2020-08-13 20:32:31.172554,159,1,8826
Gilliam,2020-08-13 20:32:31.172554,4,0,200
Grant,2020-08-13 20:32:31.172554,4,0,583
Harney,2020-08-13 20:32:31.172554,11,0,607
Hood River,2020-08-13 20:32:31.172554,207,0,3970
Jackson,2020-08-13 20:32:31.172554,515,2,20825
Jefferson,2020-08-13 20:32:31.172554,392,4,3671
Josephine,2020-08-13 20:32:31.172554,130,2,7382
Klamath,2020-08-13 20:32:31.172554,206,2,7764
Lake,2020-08-13 20:32:31.172554,32,0,565
Lane,2020-08-13 20:32:31.172554,611,3,45884
Lincoln,2020-08-13 20:32:31.172554,428,9,7091
Linn,2020-08-13 20:32:31.172554,306,11,11766
Malheur,2020-08-13 20:32:31.172554,851,15,3584
Marion,2020-08-13 20:32:31.172554,3040,73,33590
Morrow,2020-08-13 20:32:31.172554,384,3,1297
Multnomah,2020-08-13 20:32:31.172554,5135,101,99203
Polk,2020-08-13 20:32:31.172554,337,12,5740
Sherman,2020-08-13 20:32:31.172554,16,0,275
Tillamook,2020-08-13 20:32:31.172554,35,0,2205
Umatilla,2020-08-13 20:32:31.172554,2362,31,9959
Union,2020-08-13 20:32:31.172554,397,2,2678
Wallowa,2020-08-13 20:32:31.172554,20,1,732
Wasco,2020-08-13 20:32:31.172554,197,3,3829
Washington,2020-08-13 20:32:31.172554,3235,27,62999
Wheeler,2020-08-13 20:32:31.172554,0,0,139
Yamhill,2020-08-13 20:32:31.172554,483,13,10934
Baker,2020-08-14 20:10:28.624150,52,0,1124
Benton,2020-08-14 20:10:28.624150,182,6,9263
Clackamas,2020-08-14 20:10:28.624150,1627,49,42953
Clatsop,2020-08-14 20:10:28.624150,88,0,3993
Columbia,2020-08-14 20:10:28.624150,103,1,4848
Coos,2020-08-14 20:10:28.624150,93,0,4292
Crook,2020-08-14 20:10:28.624150,51,1,1909
Curry,2020-08-14 20:10:28.624150,17,0,1121
Deschutes,2020-08-14 20:10:28.624150,627,11,20117
Douglas,2020-08-14 20:10:28.624150,159,1,8925
Gilliam,2020-08-14 20:10:28.624150,4,0,203
Grant,2020-08-14 20:10:28.624150,4,0,595
Harney,2020-08-14 20:10:28.624150,11,0,615
Hood River,2020-08-14 20:10:28.624150,215,0,4030
Jackson,2020-08-14 20:10:28.624150,536,2,21067
Jefferson,2020-08-14 20:10:28.624150,396,4,3707
Josephine,2020-08-14 20:10:28.624150,136,2,7479
Klamath,2020-08-14 20:10:28.624150,206,2,7822
Lake,2020-08-14 20:10:28.624150,32,0,578
Lane,2020-08-14 20:10:28.624150,615,4,46502
Lincoln,2020-08-14 20:10:28.624150,431,9,7114
Linn,2020-08-14 20:10:28.624150,315,11,11864
Malheur,2020-08-14 20:10:28.624150,869,15,3613
Marion,2020-08-14 20:10:28.624150,3090,73,34024
Morrow,2020-08-14 20:10:28.624150,393,3,1316
Multnomah,2020-08-14 20:10:28.624150,5186,101,100400
Polk,2020-08-14 20:10:28.624150,350,12,5849
Sherman,2020-08-14 20:10:28.624150,16,0,278
Tillamook,2020-08-14 20:10:28.624150,35,0,2225
Umatilla,2020-08-14 20:10:28.624150,2398,32,10065
Union,2020-08-14 20:10:28.624150,397,2,2709
Wallowa,2020-08-14 20:10:28.624150,20,1,737
Wasco,2020-08-14 20:10:28.624150,199,3,3932
Washington,2020-08-14 20:10:28.624150,3258,27,63654
Wheeler,2020-08-14 20:10:28.624150,0,0,139
Yamhill,2020-08-14 20:10:28.624150,502,13,11432
Baker,2020-08-15 20:11:14.382715,52,0,1124
Benton,2020-08-15 20:11:14.382715,182,6,9263
Clackamas,2020-08-15 20:11:14.382715,1627,49,42953
Clatsop,2020-08-15 20:11:14.382715,88,0,3993
Columbia,2020-08-15 20:11:14.382715,103,1,4848
Coos,2020-08-15 20:11:14.382715,93,0,4292
Crook,2020-08-15 20:11:14.382715,51,1,1909
Curry,2020-08-15 20:11:14.382715,17,0,1121
Deschutes,2020-08-15 20:11:14.382715,627,11,20117
Douglas,2020-08-15 20:11:14.382715,159,1,8925
Gilliam,2020-08-15 20:11:14.382715,4,0,203
Grant,2020-08-15 20:11:14.382715,4,0,595
Harney,2020-08-15 20:11:14.382715,11,0,615
Hood River,2020-08-15 20:11:14.382715,215,0,4030
Jackson,2020-08-15 20:11:14.382715,536,2,21067
Jefferson,2020-08-15 20:11:14.382715,396,4,3707
Josephine,2020-08-15 20:11:14.382715,136,2,7479
Klamath,2020-08-15 20:11:14.382715,206,2,7822
Lake,2020-08-15 20:11:14.382715,32,0,578
Lane,2020-08-15 20:11:14.382715,615,4,46502
Lincoln,2020-08-15 20:11:14.382715,431,9,7114
Linn,2020-08-15 20:11:14.382715,315,11,11864
Malheur,2020-08-15 20:11:14.382715,869,15,3613
Marion,2020-08-15 20:11:14.382715,3090,73,34024
Morrow,2020-08-15 20:11:14.382715,393,3,1316
Multnomah,2020-08-15 20:11:14.382715,5186,101,100400
Polk,2020-08-15 20:11:14.382715,350,12,5849
Sherman,2020-08-15 20:11:14.382715,16,0,278
Tillamook,2020-08-15 20:11:14.382715,35,0,2225
Umatilla,2020-08-15 20:11:14.382715,2398,32,10065
Union,2020-08-15 20:11:14.382715,397,2,2709
Wallowa,2020-08-15 20:11:14.382715,20,1,737
Wasco,2020-08-15 20:11:14.382715,199,3,3932
Washington,2020-08-15 20:11:14.382715,3258,27,63654
Wheeler,2020-08-15 20:11:14.382715,0,0,139
Yamhill,2020-08-15 20:11:14.382715,502,13,11432
Baker,2020-08-16 20:19:52.008885,52,0,1124
Benton,2020-08-16 20:19:52.008885,182,6,9263
Clackamas,2020-08-16 20:19:52.008885,1627,49,42953
Clatsop,2020-08-16 20:19:52.008885,88,0,3993
Columbia,2020-08-16 20:19:52.008885,103,1,4848
Coos,2020-08-16 20:19:52.008885,93,0,4292
Crook,2020-08-16 20:19:52.008885,51,1,1909
Curry,2020-08-16 20:19:52.008885,17,0,1121
Deschutes,2020-08-16 20:19:52.008885,627,11,20117
Douglas,2020-08-16 20:19:52.008885,159,1,8925
Gilliam,2020-08-16 20:19:52.008885,4,0,203
Grant,2020-08-16 20:19:52.008885,4,0,595
Harney,2020-08-16 20:19:52.008885,11,0,615
Hood River,2020-08-16 20:19:52.008885,215,0,4030
Jackson,2020-08-16 20:19:52.008885,536,2,21067
Jefferson,2020-08-16 20:19:52.008885,396,4,3707
Josephine,2020-08-16 20:19:52.008885,136,2,7479
Klamath,2020-08-16 20:19:52.008885,206,2,7822
Lake,2020-08-16 20:19:52.008885,32,0,578
Lane,2020-08-16 20:19:52.008885,615,4,46502
Lincoln,2020-08-16 20:19:52.008885,431,9,7114
Linn,2020-08-16 20:19:52.008885,315,11,11864
Malheur,2020-08-16 20:19:52.008885,869,15,3613
Marion,2020-08-16 20:19:52.008885,3090,73,34024
Morrow,2020-08-16 20:19:52.008885,393,3,1316
Multnomah,2020-08-16 20:19:52.008885,5186,101,100400
Polk,2020-08-16 20:19:52.008885,350,12,5849
Sherman,2020-08-16 20:19:52.008885,16,0,278
Tillamook,2020-08-16 20:19:52.008885,35,0,2225
Umatilla,2020-08-16 20:19:52.008885,2398,32,10065
Union,2020-08-16 20:19:52.008885,397,2,2709
Wallowa,2020-08-16 20:19:52.008885,20,1,737
Wasco,2020-08-16 20:19:52.008885,199,3,3932
Washington,2020-08-16 20:19:52.008885,3258,27,63654
Wheeler,2020-08-16 20:19:52.008885,0,0,139
Yamhill,2020-08-16 20:19:52.008885,502,13,11432
Baker,2020-08-17 19:54:50.055375,53,0,1239
Benton,2020-08-17 19:54:50.055375,186,6,9397
Clackamas,2020-08-17 19:54:50.055375,1699,50,45376
Clatsop,2020-08-17 19:54:50.055375,92,0,4145
Columbia,2020-08-17 19:54:50.055375,113,1,5101
Coos,2020-08-17 19:54:50.055375,93,0,4492
Crook,2020-08-17 19:54:50.055375,53,1,1956
Curry,2020-08-17 19:54:50.055375,19,0,1157
Deschutes,2020-08-17 19:54:50.055375,645,11,20759
Douglas,2020-08-17 19:54:50.055375,162,1,9082
Gilliam,2020-08-17 19:54:50.055375,4,0,209
Grant,2020-08-17 19:54:50.055375,4,0,605
Harney,2020-08-17 19:54:50.055375,11,0,626
Hood River,2020-08-17 19:54:50.055375,218,0,4111
Jackson,2020-08-17 19:54:50.055375,576,2,21503
Jefferson,2020-08-17 19:54:50.055375,413,5,3783
Josephine,2020-08-17 19:54:50.055375,140,2,7626
Klamath,2020-08-17 19:54:50.055375,210,2,7979
Lake,2020-08-17 19:54:50.055375,32,0,589
Lane,2020-08-17 19:54:50.055375,629,4,47442
Lincoln,2020-08-17 19:54:50.055375,440,9,7202
Linn,2020-08-17 19:54:50.055375,338,11,12061
Malheur,2020-08-17 19:54:50.055375,916,15,3719
Marion,2020-08-17 19:54:50.055375,3234,73,34973
Morrow,2020-08-17 19:54:50.055375,407,3,1348
Multnomah,2020-08-17 19:54:50.055375,5387,102,104922
