# Confirmatory Lab Tests,County Name,Scrape Time,Total Active Cases,Total Confirmed Cases,Total Deaths: ,Total Probable Cases,Total Recovered
13754,Marion,2020-08-25 20:17:48.232019,25,204,2,7,184
5578,Marshall,2020-08-25 20:17:48.232019,9,129,1,5,124
3338,Mason,2020-08-25 20:17:48.232019,22,86,1,0,63
3037,McDowell,2020-08-25 20:17:48.232019,16,65,0,1,50
12231,Mercer,2020-08-25 20:17:48.232019,165,275,21,1,90
5892,Mineral,2020-08-25 20:17:48.232019,14,129,4,2,113
3742,Mingo,2020-08-25 20:17:48.232019,46,219,5,0,168
34651,Monongalia,2020-08-25 20:17:48.232019,92,1042,5,17,962
2544,Monroe,2020-08-25 20:17:48.232019,57,78,0,1,22
2068,Morgan,2020-08-25 20:17:48.232019,4,36,0,1,33
3589,Nicholas,2020-08-25 20:17:48.232019,8,43,1,1,35
20382,Ohio,2020-08-25 20:17:48.232019,15,285,4,4,270
1873,Pendleton,2020-08-25 20:17:48.232019,5,47,1,1,42
804,Pleasants,2020-08-25 20:17:48.232019,3,13,2,1,9
1433,Pocahontas,2020-08-25 20:17:48.232019,0,41,0,1,42
6740,Preston,2020-08-25 20:17:48.232019,11,114,4,22,121
9258,Putnam,2020-08-25 20:17:48.232019,34,251,0,1,218
3455,Wyoming,2020-08-25 20:18:01.111543,13,51,3,0,35
12324,Wood,2020-08-25 20:18:01.111543,41,273,5,19,246
503,Wirt,2020-08-25 20:18:01.111543,0,7,0,0,7
2475,Wetzel,2020-08-25 20:18:01.111543,3,44,0,1,42
1132,Webster,2020-08-25 20:18:01.111543,3,7,0,0,4
4919,Wayne,2020-08-25 20:18:01.111543,12,227,9,3,209
3450,Upshur,2020-08-25 20:18:01.111543,2,38,0,2,38
999,Tyler,2020-08-25 20:18:01.111543,0,15,0,0,15
2766,Tucker,2020-08-25 20:18:01.111543,1,11,0,0,10
5544,Taylor,2020-08-25 20:18:01.111543,44,99,3,1,53
2422,Summers,2020-08-25 20:18:01.111543,8,18,0,0,10
2505,Roane,2020-08-25 20:18:01.111543,10,25,1,0,14
1839,Ritchie,2020-08-25 20:18:01.111543,0,3,0,0,3
8451,Randolph,2020-08-25 20:18:01.111543,10,216,0,5,211
19226,Raleigh,2020-08-25 20:18:01.111543,43,320,3,8,282
3328,Barbour,2020-08-26 20:22:15.627628,8,33,1,0,24
17739,Berkeley,2020-08-26 20:22:15.627628,84,748,11,29,682
5281,Boone,2020-08-26 20:22:15.627628,30,131,0,0,101
1602,Braxton,2020-08-26 20:22:15.627628,1,9,0,0,8
4868,Brooke,2020-08-26 20:22:15.627628,8,84,1,1,76
37830,Cabell,2020-08-26 20:22:15.627628,201,491,6,10,294
1435,Calhoun,2020-08-26 20:22:15.627628,1,8,0,0,7
1326,Clay,2020-08-26 20:22:15.627628,2,19,1,0,16
598,Doddridge,2020-08-26 20:22:15.627628,0,6,0,0,6
11244,Fayette,2020-08-26 20:22:15.627628,26,195,9,0,160
2329,Gilmer,2020-08-26 20:22:15.627628,3,18,0,0,15
3036,Grant,2020-08-26 20:22:15.627628,8,137,5,1,125
7894,Greenbrier,2020-08-26 20:22:15.627628,7,99,3,0,89
3585,Hampshire,2020-08-26 20:22:15.627628,0,90,1,1,90
8480,Hancock,2020-08-26 20:22:15.627628,14,114,0,4,104
2390,Hardy,2020-08-26 20:22:15.627628,3,65,0,1,63
12954,Harrison,2020-08-26 20:22:15.627628,22,258,1,1,236
3788,Jackson,2020-08-26 20:22:15.627628,27,194,19,0,148
13271,Jefferson,2020-08-26 20:22:15.627628,33,325,4,7,295
43575,Kanawha,2020-08-26 20:22:15.627628,344,1266,27,15,910
4082,Lewis,2020-08-26 20:22:15.627628,2,31,2,1,28
3916,Lincoln,2020-08-26 20:22:15.627628,8,111,1,0,102
8469,Logan,2020-08-26 20:22:15.627628,203,454,21,0,230
13977,Marion,2020-08-26 20:22:15.627628,26,205,2,7,184
5676,Marshall,2020-08-26 20:22:15.627628,9,129,1,5,124
3409,Mason,2020-08-26 20:22:15.627628,26,91,1,0,64
3081,McDowell,2020-08-26 20:22:15.627628,19,71,0,1,53
12587,Mercer,2020-08-26 20:22:15.627628,159,283,22,1,103
5928,Mineral,2020-08-26 20:22:15.627628,12,129,4,2,115
3796,Mingo,2020-08-26 20:22:15.627628,46,222,5,0,171
35318,Monongalia,2020-08-26 20:22:15.627628,88,1055,5,17,979
2768,Monroe,2020-08-26 20:22:15.627628,69,90,0,1,22
2092,Morgan,2020-08-26 20:22:15.627628,4,36,0,1,33
3629,Nicholas,2020-08-26 20:22:15.627628,11,46,1,1,35
21014,Ohio,2020-08-26 20:22:15.627628,14,285,5,4,270
1860,Pendleton,2020-08-26 20:22:15.627628,2,43,1,1,41
810,Pleasants,2020-08-26 20:22:15.627628,3,13,2,1,9
1443,Pocahontas,2020-08-26 20:22:15.627628,0,41,0,1,42
6793,Preston,2020-08-26 20:22:15.627628,10,114,4,22,122
9351,Putnam,2020-08-26 20:22:15.627628,36,253,0,1,218
3497,Wyoming,2020-08-26 20:22:28.715955,16,55,3,0,36
12426,Wood,2020-08-26 20:22:28.715955,43,278,5,19,249
508,Wirt,2020-08-26 20:22:28.715955,1,8,0,0,7
2506,Wetzel,2020-08-26 20:22:28.715955,3,44,0,1,42
1142,Webster,2020-08-26 20:22:28.715955,3,7,0,0,4
4975,Wayne,2020-08-26 20:22:28.715955,14,229,9,3,209
3478,Upshur,2020-08-26 20:22:28.715955,2,39,0,2,39
1014,Tyler,2020-08-26 20:22:28.715955,0,15,0,0,15
2778,Tucker,2020-08-26 20:22:28.715955,0,11,0,0,11
5617,Taylor,2020-08-26 20:22:28.715955,47,102,3,1,53
2615,Summers,2020-08-26 20:22:28.715955,5,18,0,0,13
2523,Roane,2020-08-26 20:22:28.715955,9,25,1,0,15
1849,Ritchie,2020-08-26 20:22:28.715955,0,3,0,0,3
8492,Randolph,2020-08-26 20:22:28.715955,5,215,0,5,215
19457,Raleigh,2020-08-26 20:22:28.715955,32,323,3,8,296
3343,Barbour,2020-08-27 20:12:15.394544,8,33,1,0,24
17938,Berkeley,2020-08-27 20:12:15.394544,87,752,11,28,682
5333,Boone,2020-08-27 20:12:15.394544,27,132,0,0,105
1606,Braxton,2020-08-27 20:12:15.394544,1,9,0,0,8
4979,Brooke,2020-08-27 20:12:15.394544,7,84,1,1,77
38131,Cabell,2020-08-27 20:12:15.394544,201,492,6,10,295
1439,Calhoun,2020-08-27 20:12:15.394544,1,8,0,0,7
1334,Clay,2020-08-27 20:12:15.394544,1,19,2,0,16
599,Doddridge,2020-08-27 20:12:15.394544,0,6,0,0,6
11562,Fayette,2020-08-27 20:12:15.394544,44,215,10,0,161
2335,Gilmer,2020-08-27 20:12:15.394544,3,18,0,0,15
3153,Grant,2020-08-27 20:12:15.394544,7,138,5,1,127
8213,Greenbrier,2020-08-27 20:12:15.394544,7,99,3,0,89
3604,Hampshire,2020-08-27 20:12:15.394544,0,90,1,1,90
8509,Hancock,2020-08-27 20:12:15.394544,14,114,0,4,104
2401,Hardy,2020-08-27 20:12:15.394544,7,69,0,1,63
13045,Harrison,2020-08-27 20:12:15.394544,17,259,1,1,242
3825,Jackson,2020-08-27 20:12:15.394544,27,198,19,0,152
13376,Jefferson,2020-08-27 20:12:15.394544,36,329,4,7,296
43865,Kanawha,2020-08-27 20:12:15.394544,292,1278,27,16,975
4100,Lewis,2020-08-27 20:12:15.394544,1,31,2,1,29
3992,Lincoln,2020-08-27 20:12:15.394544,8,111,1,0,102
8502,Logan,2020-08-27 20:12:15.394544,148,454,26,0,280
14065,Marion,2020-08-27 20:12:15.394544,26,205,2,7,184
5693,Marshall,2020-08-27 20:12:15.394544,8,128,1,5,124
3638,Mason,2020-08-27 20:12:15.394544,28,94,1,0,65
3095,McDowell,2020-08-27 20:12:15.394544,14,70,0,1,57
12763,Mercer,2020-08-27 20:12:15.394544,149,286,22,1,116
5946,Mineral,2020-08-27 20:12:15.394544,19,138,4,2,117
3813,Mingo,2020-08-27 20:12:15.394544,48,224,5,0,171
35688,Monongalia,2020-08-27 20:12:15.394544,87,1058,5,17,983
2815,Monroe,2020-08-27 20:12:15.394544,72,94,1,1,22
2107,Morgan,2020-08-27 20:12:15.394544,4,36,0,1,33
3653,Nicholas,2020-08-27 20:12:15.394544,11,46,1,1,35
21097,Ohio,2020-08-27 20:12:15.394544,11,284,5,4,272
1838,Pendleton,2020-08-27 20:12:15.394544,2,43,1,1,41
817,Pleasants,2020-08-27 20:12:15.394544,2,13,3,1,9
1448,Pocahontas,2020-08-27 20:12:15.394544,0,41,0,1,42
6831,Preston,2020-08-27 20:12:15.394544,10,115,4,21,122
9518,Putnam,2020-08-27 20:12:15.394544,34,256,0,1,223
3530,Wyoming,2020-08-27 20:12:34.602873,22,61,3,0,36
12514,Wood,2020-08-27 20:12:34.602873,43,279,5,19,250
512,Wirt,2020-08-27 20:12:34.602873,2,9,0,0,7
2518,Wetzel,2020-08-27 20:12:34.602873,3,44,0,1,42
1148,Webster,2020-08-27 20:12:34.602873,3,7,0,0,4
5020,Wayne,2020-08-27 20:12:34.602873,19,235,9,3,210
3502,Upshur,2020-08-27 20:12:34.602873,3,41,0,2,40
1016,Tyler,2020-08-27 20:12:34.602873,0,15,0,0,15
2774,Tucker,2020-08-27 20:12:34.602873,0,11,0,0,11
5643,Taylor,2020-08-27 20:12:34.602873,47,102,3,1,53
2619,Summers,2020-08-27 20:12:34.602873,5,18,0,0,13
2536,Roane,2020-08-27 20:12:34.602873,7,24,1,0,16
1857,Ritchie,2020-08-27 20:12:34.602873,0,3,0,0,3
8515,Randolph,2020-08-27 20:12:34.602873,6,216,0,5,215
19921,Raleigh,2020-08-27 20:12:34.602873,32,324,3,8,297
3364,Barbour,2020-08-28 20:03:36.518913,8,33,1,0,24
18112,Berkeley,2020-08-28 20:03:36.518913,93,759,11,29,684
5355,Boone,2020-08-28 20:03:36.518913,29,134,0,0,105
1617,Braxton,2020-08-28 20:03:36.518913,1,9,0,0,8
5111,Brooke,2020-08-28 20:03:36.518913,8,85,1,1,77
38719,Cabell,2020-08-28 20:03:36.518913,192,499,7,10,310
1525,Calhoun,2020-08-28 20:03:36.518913,2,9,0,0,7
1340,Clay,2020-08-28 20:03:36.518913,1,20,2,0,17
607,Doddridge,2020-08-28 20:03:36.518913,0,6,0,0,6
11891,Fayette,2020-08-28 20:03:36.518913,64,234,10,1,161
2338,Gilmer,2020-08-28 20:03:36.518913,3,18,0,0,15
3178,Grant,2020-08-28 20:03:36.518913,8,139,5,1,127
8432,Greenbrier,2020-08-28 20:03:36.518913,11,103,3,0,89
3650,Hampshire,2020-08-28 20:03:36.518913,0,90,1,1,90
8668,Hancock,2020-08-28 20:03:36.518913,11,114,0,4,107
2429,Hardy,2020-08-28 20:03:36.518913,8,70,0,1,63
13182,Harrison,2020-08-28 20:03:36.518913,19,261,1,1,242
3853,Jackson,2020-08-28 20:03:36.518913,30,200,19,0,151
13572,Jefferson,2020-08-28 20:03:36.518913,46,340,4,7,297
44222,Kanawha,2020-08-28 20:03:36.518913,324,1321,28,17,986
4117,Lewis,2020-08-28 20:03:36.518913,1,31,2,1,29
4062,Lincoln,2020-08-28 20:03:36.518913,8,112,1,0,103
8716,Logan,2020-08-28 20:03:36.518913,158,471,25,0,288
14367,Marion,2020-08-28 20:03:36.518913,29,208,2,7,184
5793,Marshall,2020-08-28 20:03:36.518913,7,128,1,5,125
3674,Mason,2020-08-28 20:03:36.518913,36,102,1,0,65
3144,McDowell,2020-08-28 20:03:36.518913,7,69,0,1,63
13043,Mercer,2020-08-28 20:03:36.518913,152,289,22,1,116
6003,Mineral,2020-08-28 20:03:36.518913,24,142,4,2,116
3895,Mingo,2020-08-28 20:03:36.518913,51,229,5,0,173
35954,Monongalia,2020-08-28 20:03:36.518913,82,1064,5,19,996
2932,Monroe,2020-08-28 20:03:36.518913,59,95,3,1,34
2120,Morgan,2020-08-28 20:03:36.518913,4,36,0,1,33
3699,Nicholas,2020-08-28 20:03:36.518913,11,46,1,1,35
21235,Ohio,2020-08-28 20:03:36.518913,10,285,5,4,274
1848,Pendleton,2020-08-28 20:03:36.518913,1,43,1,1,42
829,Pleasants,2020-08-28 20:03:36.518913,2,13,3,1,9
1452,Pocahontas,2020-08-28 20:03:36.518913,0,41,0,1,42
6917,Preston,2020-08-28 20:03:36.518913,9,117,4,21,125
9813,Putnam,2020-08-28 20:03:36.518913,41,264,0,1,224
3606,Wyoming,2020-08-28 20:03:46.348396,25,64,3,0,36
12606,Wood,2020-08-28 20:03:46.348396,50,286,5,19,250
525,Wirt,2020-08-28 20:03:46.348396,0,7,0,0,7
2569,Wetzel,2020-08-28 20:03:46.348396,3,44,0,1,42
1158,Webster,2020-08-28 20:03:46.348396,3,7,0,0,4
5071,Wayne,2020-08-28 20:03:46.348396,21,239,9,3,212
3537,Upshur,2020-08-28 20:03:46.348396,3,41,0,2,40
1027,Tyler,2020-08-28 20:03:46.348396,0,15,0,0,15
2794,Tucker,2020-08-28 20:03:46.348396,0,11,0,0,11
5804,Taylor,2020-08-28 20:03:46.348396,48,103,3,1,53
2658,Summers,2020-08-28 20:03:46.348396,6,19,0,0,13
2568,Roane,2020-08-28 20:03:46.348396,9,26,1,0,16
1881,Ritchie,2020-08-28 20:03:46.348396,2,5,0,0,3
8552,Randolph,2020-08-28 20:03:46.348396,6,216,0,5,215
20267,Raleigh,2020-08-28 20:03:46.348396,37,332,3,8,300
3391,Barbour,2020-08-29 20:14:44.830310,8,33,1,0,24
18268,Berkeley,2020-08-29 20:14:44.830310,97,763,11,31,686
5400,Boone,2020-08-29 20:14:44.830310,34,139,0,0,105
1631,Braxton,2020-08-29 20:14:44.830310,1,9,0,0,8
5166,Brooke,2020-08-29 20:14:44.830310,8,87,2,1,78
39827,Cabell,2020-08-29 20:14:44.830310,201,514,8,10,315
1539,Calhoun,2020-08-29 20:14:44.830310,2,9,0,0,7
1355,Clay,2020-08-29 20:14:44.830310,1,20,2,0,17
614,Doddridge,2020-08-29 20:14:44.830310,0,6,0,0,6
12340,Fayette,2020-08-29 20:14:44.830310,77,246,9,1,161
2351,Gilmer,2020-08-29 20:14:44.830310,3,18,0,0,15
3188,Grant,2020-08-29 20:14:44.830310,3,138,6,1,130
8528,Greenbrier,2020-08-29 20:14:44.830310,14,106,3,0,89
3663,Hampshire,2020-08-29 20:14:44.830310,0,90,1,1,90
8987,Hancock,2020-08-29 20:14:44.830310,14,117,0,4,107
2439,Hardy,2020-08-29 20:14:44.830310,9,71,0,1,63
13428,Harrison,2020-08-29 20:14:44.830310,21,262,1,1,241
3877,Jackson,2020-08-29 20:14:44.830310,28,200,19,0,153
13717,Jefferson,2020-08-29 20:14:44.830310,49,345,4,7,299
45231,Kanawha,2020-08-29 20:14:44.830310,340,1346,30,17,993
4138,Lewis,2020-08-29 20:14:44.830310,1,31,2,1,29
4141,Lincoln,2020-08-29 20:14:44.830310,9,113,1,0,103
8817,Logan,2020-08-29 20:14:44.830310,155,476,27,0,294
14508,Marion,2020-08-29 20:14:44.830310,30,209,2,7,184
6184,Marshall,2020-08-29 20:14:44.830310,5,128,1,5,127
3803,Mason,2020-08-29 20:14:44.830310,26,101,1,0,74
3181,McDowell,2020-08-29 20:14:44.830310,6,69,0,1,64
13270,Mercer,2020-08-29 20:14:44.830310,150,288,23,2,117
6028,Mineral,2020-08-29 20:14:44.830310,20,142,4,2,120
3937,Mingo,2020-08-29 20:14:44.830310,48,232,5,0,179
36189,Monongalia,2020-08-29 20:14:44.830310,87,1074,5,19,1001
3072,Monroe,2020-08-29 20:14:44.830310,70,113,4,1,40
2132,Morgan,2020-08-29 20:14:44.830310,4,36,0,1,33
3736,Nicholas,2020-08-29 20:14:44.830310,13,49,2,1,35
21457,Ohio,2020-08-29 20:14:44.830310,10,286,5,4,275
1847,Pendleton,2020-08-29 20:14:44.830310,1,43,1,1,42
