Active Cases,County Name,Deaths,FIPS,Negative Cases,Pending Cases,Positive Cases,Recovered,Scrape Time,Testing: Private Lab,Testing: Public Lab,Total Tested
6,Ashley,7,003,4164,0,390,377,2020-09-07 20:22:13.647301,3935,619,4554
27,Baxter,1,005,2931,0,155,127,2020-09-07 20:22:13.647301,1834,1252,3086
328,Benton,59,007,60697,0,5645,5258,2020-09-07 20:22:13.647301,58233,8109,66342
114,Boone,4,009,6807,0,414,296,2020-09-07 20:22:13.647301,5860,1361,7221
28,Bradley,6,011,3087,0,314,280,2020-09-07 20:22:13.647301,2177,1224,3401
2,Calhoun,0,013,1269,0,25,23,2020-09-07 20:22:13.647301,1135,159,1294
47,Carroll,8,015,5856,0,503,448,2020-09-07 20:22:13.647301,4651,1708,6359
21,Chicot,11,017,4311,0,969,937,2020-09-07 20:22:13.647301,3372,1908,5280
40,Clark,4,019,4990,0,266,222,2020-09-07 20:22:13.647301,4258,998,5256
36,Clay,5,021,3171,0,211,170,2020-09-07 20:22:13.647301,2994,388,3382
18,Cleburne,7,023,4606,0,270,245,2020-09-07 20:22:13.647301,4462,414,4876
7,Cleveland,7,025,1998,0,142,128,2020-09-07 20:22:13.647301,1563,577,2140
23,Columbia,16,027,3707,0,319,280,2020-09-07 20:22:13.647301,2586,1440,4026
20,Conway,3,029,4871,0,220,197,2020-09-07 20:22:13.647301,4247,844,5091
351,Craighead,15,031,25343,0,2124,1758,2020-09-07 20:22:13.647301,24705,2762,27467
104,Crawford,9,033,14487,0,993,880,2020-09-07 20:22:13.647301,13649,1831,15480
98,Crittenden,35,035,12062,0,1738,1605,2020-09-07 20:22:13.647301,12011,1789,13800
45,Cross,5,037,3445,0,307,257,2020-09-07 20:22:13.647301,3146,606,3752
28,Dallas,2,039,1535,0,136,106,2020-09-07 20:22:13.647301,1266,405,1671
20,Desha,5,041,3070,0,253,228,2020-09-07 20:22:13.647301,2800,523,3323
23,Drew,5,043,4653,0,321,293,2020-09-07 20:22:13.647301,4141,833,4974
165,Faulkner,9,045,28477,0,1798,1624,2020-09-07 20:22:13.647301,25768,4507,30275
28,Franklin,2,047,4376,0,189,159,2020-09-07 20:22:13.647301,3477,1088,4565
16,Fulton,1,049,940,0,85,68,2020-09-07 20:22:13.647301,744,281,1025
158,Garland,33,051,21898,0,1533,1342,2020-09-07 20:22:13.647301,21667,1764,23431
24,Grant,1,053,3720,0,204,179,2020-09-07 20:22:13.647301,3545,379,3924
59,Greene,5,055,10209,0,672,608,2020-09-07 20:22:13.647301,9098,1783,10881
4,Hempstead,3,057,3547,0,335,328,2020-09-07 20:22:13.647301,2798,1084,3882
51,Hot Spring,23,059,8682,0,1747,1673,2020-09-07 20:22:13.647301,6590,3839,10429
31,Howard,8,061,3265,0,437,398,2020-09-07 20:22:13.647301,2676,1026,3702
77,Independence,12,063,8172,0,816,727,2020-09-07 20:22:13.647301,7636,1352,8988
14,Izard,0,065,2858,0,111,97,2020-09-07 20:22:13.647301,1445,1524,2969
17,Jackson,1,067,5193,0,195,177,2020-09-07 20:22:13.647301,1160,4228,5388
322,Jefferson,53,069,22147,0,2304,1929,2020-09-07 20:22:13.647301,15114,9337,24451
25,Johnson,4,071,5947,0,787,758,2020-09-07 20:22:13.647301,4700,2034,6734
5,Lafayette,2,073,809,0,76,69,2020-09-07 20:22:13.647301,685,200,885
29,Lawrence,11,075,2989,0,271,231,2020-09-07 20:22:13.647301,2661,599,3260
16,Lee,11,077,3340,0,1013,986,2020-09-07 20:22:13.647301,2262,2091,4353
364,Lincoln,13,079,5631,0,1762,1385,2020-09-07 20:22:13.647301,3041,4352,7393
27,Little River,17,081,1481,0,306,262,2020-09-07 20:22:13.647301,1461,326,1787
12,Logan,1,083,5447,0,370,357,2020-09-07 20:22:13.647301,4355,1462,5817
89,Lonoke,5,085,13234,0,785,691,2020-09-07 20:22:13.647301,11691,2328,14019
12,Madison,2,087,3479,0,310,296,2020-09-07 20:22:13.647301,3480,309,3789
9,Marion,0,089,1765,0,52,43,2020-09-07 20:22:13.647301,1433,384,1817
61,Miller,10,091,5331,0,662,591,2020-09-07 20:22:13.647301,4103,1890,5993
277,Missing County Info,0,05,26319,0,1227,950,2020-09-07 20:22:13.647301,27443,103,27546
102,Mississippi,34,093,9851,0,1439,1303,2020-09-07 20:22:13.647301,8577,2713,11290
9,Monroe,0,095,1866,0,100,91,2020-09-07 20:22:13.647301,1648,318,1966
42,Montgomery,4,097,1448,0,119,73,2020-09-07 20:22:13.647301,1192,375,1567
6,Nevada,12,099,2256,0,167,149,2020-09-07 20:22:13.647301,1945,478,2423
31,Newton,15,101,1320,0,146,100,2020-09-07 20:22:13.647301,1146,320,1466
36,Ouachita,5,103,4335,0,184,143,2020-09-07 20:22:13.647301,3568,951,4519
3,Perry,0,105,2197,0,63,60,2020-09-07 20:22:13.647301,1935,325,2260
19,Phillips,10,107,5203,0,420,391,2020-09-07 20:22:13.647301,3456,2167,5623
9,Pike,1,109,1815,0,189,179,2020-09-07 20:22:13.647301,1636,368,2004
76,Poinsett,6,111,5944,0,529,447,2020-09-07 20:22:13.647301,5302,1171,6473
16,Polk,4,113,3235,0,238,218,2020-09-07 20:22:13.647301,2528,945,3473
151,Pope,20,115,16852,0,1881,1710,2020-09-07 20:22:13.647301,16145,2588,18733
5,Prairie,1,117,1611,0,121,115,2020-09-07 20:22:13.647301,1370,362,1732
688,Pulaski,113,119,99616,0,7543,6742,2020-09-07 20:22:13.647301,90411,16748,107159
13,Randolph,18,121,3753,0,323,292,2020-09-07 20:22:13.647301,3342,734,4076
191,Saline,14,125,21039,0,1690,1485,2020-09-07 20:22:13.647301,19187,3542,22729
2,Scott,0,127,1489,0,90,88,2020-09-07 20:22:13.647301,1323,256,1579
23,Searcy,0,129,1566,0,115,92,2020-09-07 20:22:13.647301,1410,271,1681
226,Sebastian,36,131,33275,0,3030,2768,2020-09-07 20:22:13.647301,32224,4081,36305
16,Sevier,16,133,5708,0,1173,1141,2020-09-07 20:22:13.647301,6431,450,6881
10,Sharp,5,135,2947,0,156,141,2020-09-07 20:22:13.647301,2534,569,3103
77,St. Francis,4,123,10043,0,1373,1292,2020-09-07 20:22:13.647301,9246,2170,11416
66,Stone,4,137,2613,0,250,180,2020-09-07 20:22:13.647301,1849,1014,2863
39,Union,22,139,7442,0,731,670,2020-09-07 20:22:13.647301,6072,2101,8173
26,Van Buren,2,141,2955,0,142,114,2020-09-07 20:22:13.647301,2767,330,3097
775,Washington,80,143,61400,0,7666,6811,2020-09-07 20:22:13.647301,55346,13720,69066
72,White,12,145,10348,0,571,487,2020-09-07 20:22:13.647301,9141,1778,10919
1,Woodruff,0,147,1353,0,28,27,2020-09-07 20:22:13.647301,1244,137,1381
30,Yell,25,149,7931,0,1189,1134,2020-09-07 20:22:13.647301,7752,1368,9120
22,Arkansas,4,001,4216,0,300,274,2020-09-08 19:57:55.233614,3497,1019,4516
7,Ashley,7,003,4169,0,393,379,2020-09-08 19:57:55.233614,3943,619,4562
30,Baxter,1,005,2950,0,161,130,2020-09-08 19:57:55.233614,1841,1270,3111
322,Benton,60,007,60818,0,5662,5280,2020-09-08 19:57:55.233614,58324,8156,66480
117,Boone,4,009,6957,0,422,301,2020-09-08 19:57:55.233614,5875,1504,7379
26,Bradley,6,011,3097,0,315,283,2020-09-08 19:57:55.233614,2182,1230,3412
2,Calhoun,0,013,1271,0,25,23,2020-09-08 19:57:55.233614,1135,161,1296
45,Carroll,8,015,5870,0,506,453,2020-09-08 19:57:55.233614,4659,1717,6376
20,Chicot,11,017,4314,0,970,939,2020-09-08 19:57:55.233614,3372,1912,5284
36,Clark,4,019,4999,0,268,228,2020-09-08 19:57:55.233614,4269,998,5267
35,Clay,5,021,3190,0,214,174,2020-09-08 19:57:55.233614,3002,402,3404
15,Cleburne,7,023,4630,0,270,248,2020-09-08 19:57:55.233614,4479,421,4900
8,Cleveland,7,025,2024,0,143,128,2020-09-08 19:57:55.233614,1569,598,2167
23,Columbia,16,027,3712,0,320,281,2020-09-08 19:57:55.233614,2589,1443,4032
20,Conway,3,029,4888,0,222,199,2020-09-08 19:57:55.233614,4263,847,5110
347,Craighead,15,031,25576,0,2139,1777,2020-09-08 19:57:55.233614,24792,2923,27715
98,Crawford,10,033,14615,0,1000,892,2020-09-08 19:57:55.233614,13705,1910,15615
103,Crittenden,36,035,12086,0,1748,1609,2020-09-08 19:57:55.233614,12027,1807,13834
63,Cross,5,037,3523,0,337,269,2020-09-08 19:57:55.233614,3157,703,3860
26,Dallas,2,039,1543,0,137,109,2020-09-08 19:57:55.233614,1271,409,1680
19,Desha,5,041,3075,0,254,230,2020-09-08 19:57:55.233614,2802,527,3329
23,Drew,5,043,4658,0,322,294,2020-09-08 19:57:55.233614,4143,837,4980
159,Faulkner,9,045,28528,0,1809,1641,2020-09-08 19:57:55.233614,25803,4534,30337
28,Franklin,2,047,4406,0,191,161,2020-09-08 19:57:55.233614,3487,1110,4597
16,Fulton,1,049,943,0,85,68,2020-09-08 19:57:55.233614,744,284,1028
141,Garland,34,051,21963,0,1537,1362,2020-09-08 19:57:55.233614,21708,1792,23500
24,Grant,1,053,3740,0,208,183,2020-09-08 19:57:55.233614,3557,391,3948
52,Greene,6,055,10283,0,674,616,2020-09-08 19:57:55.233614,9114,1843,10957
5,Hempstead,3,057,3553,0,337,329,2020-09-08 19:57:55.233614,2805,1085,3890
48,Hot Spring,23,059,8714,0,1750,1679,2020-09-08 19:57:55.233614,6603,3861,10464
30,Howard,8,061,3275,0,437,399,2020-09-08 19:57:55.233614,2681,1031,3712
73,Independence,12,063,8207,0,823,738,2020-09-08 19:57:55.233614,7638,1392,9030
14,Izard,0,065,2865,0,112,98,2020-09-08 19:57:55.233614,1449,1528,2977
17,Jackson,1,067,5205,0,195,177,2020-09-08 19:57:55.233614,1163,4237,5400
297,Jefferson,53,069,22189,0,2314,1964,2020-09-08 19:57:55.233614,15156,9347,24503
28,Johnson,4,071,5971,0,789,757,2020-09-08 19:57:55.233614,4717,2043,6760
5,Lafayette,2,073,810,0,76,69,2020-09-08 19:57:55.233614,685,201,886
27,Lawrence,11,075,3053,0,271,233,2020-09-08 19:57:55.233614,2665,659,3324
14,Lee,11,077,3343,0,1014,989,2020-09-08 19:57:55.233614,2264,2093,4357
359,Lincoln,13,079,5637,0,1767,1395,2020-09-08 19:57:55.233614,3048,4356,7404
27,Little River,17,081,1483,0,307,263,2020-09-08 19:57:55.233614,1463,327,1790
11,Logan,1,083,5471,0,370,358,2020-09-08 19:57:55.233614,4369,1472,5841
91,Lonoke,5,085,13301,0,796,700,2020-09-08 19:57:55.233614,11750,2347,14097
12,Madison,2,087,3478,0,310,296,2020-09-08 19:57:55.233614,3479,309,3788
8,Marion,0,089,1774,0,53,45,2020-09-08 19:57:55.233614,1435,392,1827
66,Miller,10,091,5467,0,670,594,2020-09-08 19:57:55.233614,4109,2028,6137
259,Missing County Info,0,05,27539,0,1209,950,2020-09-08 19:57:55.233614,28657,91,28748
96,Mississippi,34,093,9999,0,1442,1312,2020-09-08 19:57:55.233614,8596,2845,11441
10,Monroe,0,095,1871,0,101,91,2020-09-08 19:57:55.233614,1652,320,1972
36,Montgomery,4,097,1564,0,118,78,2020-09-08 19:57:55.233614,1193,489,1682
4,Nevada,12,099,2264,0,166,150,2020-09-08 19:57:55.233614,1949,481,2430
30,Newton,15,101,1325,0,146,101,2020-09-08 19:57:55.233614,1147,324,1471
35,Ouachita,5,103,4350,0,184,144,2020-09-08 19:57:55.233614,3575,959,4534
3,Perry,0,105,2206,0,63,60,2020-09-08 19:57:55.233614,1939,330,2269
21,Phillips,10,107,5212,0,422,391,2020-09-08 19:57:55.233614,3460,2174,5634
9,Pike,1,109,1822,0,189,179,2020-09-08 19:57:55.233614,1641,370,2011
65,Poinsett,6,111,5975,0,530,459,2020-09-08 19:57:55.233614,5321,1184,6505
17,Polk,4,113,3246,0,240,219,2020-09-08 19:57:55.233614,2531,955,3486
141,Pope,20,115,16958,0,1886,1725,2020-09-08 19:57:55.233614,16245,2599,18844
6,Prairie,1,117,1615,0,122,115,2020-09-08 19:57:55.233614,1375,362,1737
660,Pulaski,114,119,100220,0,7566,6792,2020-09-08 19:57:55.233614,90791,16995,107786
14,Randolph,18,121,3813,0,325,293,2020-09-08 19:57:55.233614,3355,783,4138
135,Saline,15,125,21336,0,1701,1551,2020-09-08 19:57:55.233614,19273,3764,23037
2,Scott,0,127,1490,0,90,88,2020-09-08 19:57:55.233614,1324,256,1580
16,Searcy,0,129,1576,0,115,99,2020-09-08 19:57:55.233614,1412,279,1691
215,Sebastian,38,131,33397,0,3042,2789,2020-09-08 19:57:55.233614,32349,4090,36439
14,Sevier,16,133,5712,0,1173,1143,2020-09-08 19:57:55.233614,6433,452,6885
11,Sharp,5,135,2959,0,157,141,2020-09-08 19:57:55.233614,2545,571,3116
80,St. Francis,4,123,10119,0,1377,1293,2020-09-08 19:57:55.233614,9260,2236,11496
61,Stone,4,137,2630,0,250,185,2020-09-08 19:57:55.233614,1850,1030,2880
41,Union,22,139,7460,0,740,677,2020-09-08 19:57:55.233614,6078,2122,8200
24,Van Buren,2,141,3003,0,145,119,2020-09-08 19:57:55.233614,2770,378,3148
780,Washington,80,143,61541,0,7703,6843,2020-09-08 19:57:55.233614,55484,13760,69244
72,White,12,145,10589,0,576,492,2020-09-08 19:57:55.233614,9157,2008,11165
2,Woodruff,0,147,1367,0,29,27,2020-09-08 19:57:55.233614,1246,150,1396
26,Yell,25,149,7975,0,1191,1140,2020-09-08 19:57:55.233614,7793,1373,9166
21,Arkansas,4,001,4291,0,301,276,2020-09-09 20:02:53.767378,3568,1024,4592
7,Ashley,7,003,4214,0,393,379,2020-09-09 20:02:53.767378,3988,619,4607
29,Baxter,1,005,2997,0,163,133,2020-09-09 20:02:53.767378,1882,1278,3160
305,Benton,60,007,61803,0,5687,5322,2020-09-09 20:02:53.767378,59326,8164,67490
109,Boone,4,009,7094,0,429,316,2020-09-09 20:02:53.767378,6007,1516,7523
24,Bradley,6,011,3126,0,315,285,2020-09-09 20:02:53.767378,2209,1232,3441
2,Calhoun,0,013,1292,0,25,23,2020-09-09 20:02:53.767378,1155,162,1317
44,Carroll,8,015,5958,0,515,463,2020-09-09 20:02:53.767378,4733,1740,6473
20,Chicot,11,017,4352,0,970,939,2020-09-09 20:02:53.767378,3409,1913,5322
39,Clark,4,019,5038,0,272,229,2020-09-09 20:02:53.767378,4302,1008,5310
33,Clay,5,021,3225,0,214,176,2020-09-09 20:02:53.767378,3037,402,3439
14,Cleburne,7,023,4658,0,271,250,2020-09-09 20:02:53.767378,4506,423,4929
8,Cleveland,7,025,2040,0,143,128,2020-09-09 20:02:53.767378,1582,601,2183
21,Columbia,16,027,3766,0,321,284,2020-09-09 20:02:53.767378,2635,1452,4087
15,Conway,3,029,4955,0,222,204,2020-09-09 20:02:53.767378,4322,855,5177
356,Craighead,16,031,25950,0,2178,1806,2020-09-09 20:02:53.767378,25163,2965,28128
79,Crawford,10,033,14741,0,1002,913,2020-09-09 20:02:53.767378,13820,1923,15743
104,Crittenden,36,035,12167,0,1757,1617,2020-09-09 20:02:53.767378,12113,1811,13924
63,Cross,5,037,3599,0,341,273,2020-09-09 20:02:53.767378,3235,705,3940
22,Dallas,2,039,1559,0,139,115,2020-09-09 20:02:53.767378,1282,416,1698
18,Desha,5,041,3101,0,255,232,2020-09-09 20:02:53.767378,2830,526,3356
22,Drew,5,043,4704,0,322,295,2020-09-09 20:02:53.767378,4186,840,5026
159,Faulkner,9,045,28810,0,1827,1659,2020-09-09 20:02:53.767378,26086,4551,30637
27,Franklin,2,047,4466,0,193,164,2020-09-09 20:02:53.767378,3541,1118,4659
17,Fulton,1,049,955,0,87,69,2020-09-09 20:02:53.767378,755,287,1042
127,Garland,34,051,22296,0,1552,1391,2020-09-09 20:02:53.767378,22018,1830,23848
22,Grant,1,053,3773,0,211,188,2020-09-09 20:02:53.767378,3586,398,3984
47,Greene,7,055,10440,0,677,623,2020-09-09 20:02:53.767378,9265,1852,11117
3,Hempstead,3,057,3595,0,337,331,2020-09-09 20:02:53.767378,2844,1088,3932
56,Hot Spring,23,059,8949,0,1759,1680,2020-09-09 20:02:53.767378,6683,4025,10708
18,Howard,8,061,3296,0,437,411,2020-09-09 20:02:53.767378,2698,1035,3733
75,Independence,12,063,8418,0,837,750,2020-09-09 20:02:53.767378,7782,1473,9255
16,Izard,0,065,2891,0,114,98,2020-09-09 20:02:53.767378,1474,1531,3005
29,Jackson,1,067,5251,0,214,184,2020-09-09 20:02:53.767378,1177,4288,5465
272,Jefferson,53,069,22489,0,2338,2013,2020-09-09 20:02:53.767378,15462,9365,24827
28,Johnson,4,071,6054,0,789,757,2020-09-09 20:02:53.767378,4785,2058,6843
5,Lafayette,2,073,817,0,77,70,2020-09-09 20:02:53.767378,692,202,894
31,Lawrence,11,075,3088,0,275,233,2020-09-09 20:02:53.767378,2697,666,3363
14,Lee,11,077,3371,0,1015,990,2020-09-09 20:02:53.767378,2291,2095,4386
355,Lincoln,13,079,5666,0,1767,1399,2020-09-09 20:02:53.767378,3076,4357,7433
27,Little River,18,081,1500,0,311,266,2020-09-09 20:02:53.767378,1483,328,1811
8,Logan,1,083,5533,0,372,363,2020-09-09 20:02:53.767378,4429,1476,5905
85,Lonoke,5,085,13458,0,804,714,2020-09-09 20:02:53.767378,11904,2358,14262
9,Madison,2,087,3512,0,310,299,2020-09-09 20:02:53.767378,3511,311,3822
11,Marion,0,089,1801,0,57,46,2020-09-09 20:02:53.767378,1456,402,1858
62,Miller,10,091,5526,0,673,601,2020-09-09 20:02:53.767378,4164,2035,6199
242,Missing County Info,0,05,24050,0,1157,915,2020-09-09 20:02:53.767378,25118,89,25207
92,Mississippi,34,093,10060,0,1448,1322,2020-09-09 20:02:53.767378,8659,2849,11508
9,Monroe,0,095,1884,0,101,92,2020-09-09 20:02:53.767378,1666,319,1985
34,Montgomery,4,097,1589,0,118,80,2020-09-09 20:02:53.767378,1210,497,1707
5,Nevada,12,099,2278,0,170,153,2020-09-09 20:02:53.767378,1964,484,2448
31,Newton,15,101,1349,0,150,104,2020-09-09 20:02:53.767378,1169,330,1499
31,Ouachita,5,103,4424,0,186,150,2020-09-09 20:02:53.767378,3647,963,4610
4,Perry,0,105,2231,0,65,61,2020-09-09 20:02:53.767378,1962,334,2296
14,Phillips,10,107,5244,0,424,400,2020-09-09 20:02:53.767378,3490,2178,5668
10,Pike,1,109,1834,0,191,180,2020-09-09 20:02:53.767378,1654,371,2025
62,Poinsett,6,111,6011,0,534,466,2020-09-09 20:02:53.767378,5359,1186,6545
15,Polk,4,113,3290,0,240,221,2020-09-09 20:02:53.767378,2567,963,3530
126,Pope,21,115,17163,0,1896,1749,2020-09-09 20:02:53.767378,16449,2610,19059
8,Prairie,1,117,1628,0,124,115,2020-09-09 20:02:53.767378,1388,364,1752
598,Pulaski,115,119,101140,0,7612,6899,2020-09-09 20:02:53.767378,91577,17175,108752
14,Randolph,18,121,3855,0,327,295,2020-09-09 20:02:53.767378,3382,800,4182
127,Saline,15,125,21621,0,1712,1570,2020-09-09 20:02:53.767378,19435,3898,23333
2,Scott,0,127,1501,0,90,88,2020-09-09 20:02:53.767378,1332,259,1591
16,Searcy,0,129,1584,0,117,101,2020-09-09 20:02:53.767378,1417,284,1701
197,Sebastian,38,131,33751,0,3053,2818,2020-09-09 20:02:53.767378,32694,4110,36804
13,Sevier,16,133,5825,0,1174,1145,2020-09-09 20:02:53.767378,6547,452,6999
8,Sharp,6,135,2995,0,155,141,2020-09-09 20:02:53.767378,2576,574,3150
64,St. Francis,4,123,10207,0,1378,1310,2020-09-09 20:02:53.767378,9347,2238,11585
57,Stone,4,137,2660,0,255,194,2020-09-09 20:02:53.767378,1882,1033,2915
42,Union,25,139,7515,0,748,681,2020-09-09 20:02:53.767378,6133,2130,8263
26,Van Buren,2,141,3137,0,148,120,2020-09-09 20:02:53.767378,2793,492,3285
773,Washington,80,143,62478,0,7769,6916,2020-09-09 20:02:53.767378,56435,13812,70247
54,White,14,145,10866,0,576,508,2020-09-09 20:02:53.767378,9273,2169,11442
2,Woodruff,0,147,1383,0,29,27,2020-09-09 20:02:53.767378,1261,151,1412
24,Yell,25,149,8042,0,1191,1142,2020-09-09 20:02:53.767378,7857,1376,9233
21,Arkansas,4,001,4322,0,302,277,2020-09-10 20:23:18.799189,3599,1025,4624
6,Ashley,8,003,4229,0,395,381,2020-09-10 20:23:18.799189,4002,622,4624
36,Baxter,1,005,3187,0,173,136,2020-09-10 20:23:18.799189,1958,1402,3360
283,Benton,60,007,62038,0,5699,5356,2020-09-10 20:23:18.799189,59556,8181,67737
111,Boone,4,009,7109,0,441,326,2020-09-10 20:23:18.799189,6032,1518,7550
19,Bradley,6,011,3142,0,315,290,2020-09-10 20:23:18.799189,2220,1237,3457
3,Calhoun,0,013,1295,0,26,23,2020-09-10 20:23:18.799189,1159,162,1321
45,Carroll,8,015,5977,0,518,465,2020-09-10 20:23:18.799189,4751,1744,6495
10,Chicot,11,017,4359,0,970,949,2020-09-10 20:23:18.799189,3414,1915,5329
32,Clark,4,019,5076,0,268,232,2020-09-10 20:23:18.799189,4316,1028,5344
31,Clay,5,021,3246,0,216,180,2020-09-10 20:23:18.799189,3047,415,3462
17,Cleburne,7,023,4720,0,274,250,2020-09-10 20:23:18.799189,4571,423,4994
9,Cleveland,7,025,2054,0,145,129,2020-09-10 20:23:18.799189,1593,606,2199
21,Columbia,16,027,3781,0,323,286,2020-09-10 20:23:18.799189,2651,1453,4104
13,Conway,3,029,4981,0,222,206,2020-09-10 20:23:18.799189,4342,861,5203
360,Craighead,16,031,26163,0,2213,1837,2020-09-10 20:23:18.799189,25393,2983,28376
69,Crawford,10,033,14943,0,1009,930,2020-09-10 20:23:18.799189,13936,2016,15952
105,Crittenden,36,035,12201,0,1767,1626,2020-09-10 20:23:18.799189,12152,1816,13968
63,Cross,5,037,3618,0,345,277,2020-09-10 20:23:18.799189,3254,709,3963
23,Dallas,2,039,1584,0,141,116,2020-09-10 20:23:18.799189,1304,421,1725
17,Desha,5,041,3114,0,256,234,2020-09-10 20:23:18.799189,2840,530,3370
18,Drew,5,043,4718,0,322,299,2020-09-10 20:23:18.799189,4199,841,5040
146,Faulkner,10,045,28927,0,1840,1684,2020-09-10 20:23:18.799189,26181,4586,30767
24,Franklin,2,047,4481,0,195,169,2020-09-10 20:23:18.799189,3556,1120,4676
13,Fulton,1,049,974,0,88,74,2020-09-10 20:23:18.799189,771,291,1062
125,Garland,34,051,22691,0,1563,1404,2020-09-10 20:23:18.799189,22084,2170,24254
24,Grant,1,053,3831,0,212,187,2020-09-10 20:23:18.799189,3598,445,4043
45,Greene,7,055,10504,0,682,630,2020-09-10 20:23:18.799189,9324,1862,11186
3,Hempstead,4,057,3609,0,337,330,2020-09-10 20:23:18.799189,2849,1097,3946
40,Hot Spring,23,059,9173,0,1762,1699,2020-09-10 20:23:18.799189,6741,4194,10935
13,Howard,8,061,3304,0,439,418,2020-09-10 20:23:18.799189,2702,1041,3743
66,Independence,12,063,8515,0,844,766,2020-09-10 20:23:18.799189,7804,1555,9359
13,Izard,0,065,2917,0,119,106,2020-09-10 20:23:18.799189,1488,1548,3036
28,Jackson,1,067,5275,0,217,188,2020-09-10 20:23:18.799189,1187,4305,5492
253,Jefferson,54,069,22990,0,2372,2065,2020-09-10 20:23:18.799189,15547,9815,25362
24,Johnson,4,071,6088,0,792,764,2020-09-10 20:23:18.799189,4803,2077,6880
5,Lafayette,2,073,821,0,78,71,2020-09-10 20:23:18.799189,696,203,899
25,Lawrence,11,075,3122,0,276,240,2020-09-10 20:23:18.799189,2730,668,3398
14,Lee,12,077,3381,0,1015,989,2020-09-10 20:23:18.799189,2296,2100,4396
235,Lincoln,13,079,5678,0,1769,1521,2020-09-10 20:23:18.799189,3082,4365,7447
19,Little River,18,081,1501,0,313,276,2020-09-10 20:23:18.799189,1485,329,1814
9,Logan,1,083,5565,0,375,365,2020-09-10 20:23:18.799189,4455,1485,5940
76,Lonoke,5,085,13556,0,804,723,2020-09-10 20:23:18.799189,11985,2375,14360
10,Madison,2,087,3525,0,310,298,2020-09-10 20:23:18.799189,3520,315,3835
11,Marion,0,089,1845,0,57,46,2020-09-10 20:23:18.799189,1479,423,1902
51,Miller,10,091,5574,0,674,613,2020-09-10 20:23:18.799189,4171,2077,6248
221,Missing County Info,0,05,25575,0,1117,896,2020-09-10 20:23:18.799189,26599,93,26692
87,Mississippi,34,093,10097,0,1456,1335,2020-09-10 20:23:18.799189,8699,2854,11553
9,Monroe,0,095,1904,0,101,92,2020-09-10 20:23:18.799189,1685,320,2005
32,Montgomery,4,097,1680,0,119,83,2020-09-10 20:23:18.799189,1209,590,1799
6,Nevada,12,099,2302,0,171,153,2020-09-10 20:23:18.799189,1981,492,2473
32,Newton,15,101,1355,0,154,107,2020-09-10 20:23:18.799189,1175,334,1509
32,Ouachita,5,103,4438,0,189,152,2020-09-10 20:23:18.799189,3657,970,4627
2,Perry,0,105,2236,0,65,63,2020-09-10 20:23:18.799189,1966,335,2301
12,Phillips,10,107,5263,0,424,402,2020-09-10 20:23:18.799189,3503,2184,5687
20,Pike,1,109,1847,0,204,183,2020-09-10 20:23:18.799189,1675,376,2051
55,Poinsett,6,111,6062,0,537,476,2020-09-10 20:23:18.799189,5409,1190,6599
15,Polk,4,113,3313,0,241,222,2020-09-10 20:23:18.799189,2575,979,3554
114,Pope,22,115,17281,0,1908,1772,2020-09-10 20:23:18.799189,16550,2639,19189
8,Prairie,1,117,1649,0,124,115,2020-09-10 20:23:18.799189,1408,365,1773
573,Pulaski,116,119,102112,0,7683,6994,2020-09-10 20:23:18.799189,92311,17484,109795
16,Randolph,18,121,3870,0,329,295,2020-09-10 20:23:18.799189,3397,802,4199
137,Saline,15,125,21862,0,1736,1584,2020-09-10 20:23:18.799189,19584,4014,23598
1,Scott,1,127,1513,0,90,88,2020-09-10 20:23:18.799189,1344,259,1603
15,Searcy,0,129,1591,0,118,103,2020-09-10 20:23:18.799189,1422,287,1709
204,Sebastian,39,131,34127,0,3075,2832,2020-09-10 20:23:18.799189,33069,4133,37202
13,Sevier,16,133,5842,0,1175,1146,2020-09-10 20:23:18.799189,6559,458,7017
8,Sharp,6,135,3009,0,156,142,2020-09-10 20:23:18.799189,2585,580,3165
52,St. Francis,4,123,10236,0,1379,1323,2020-09-10 20:23:18.799189,9370,2245,11615
54,Stone,5,137,2688,0,257,198,2020-09-10 20:23:18.799189,1895,1050,2945
40,Union,25,139,7524,0,755,690,2020-09-10 20:23:18.799189,6145,2134,8279
22,Van Buren,2,141,3149,0,148,124,2020-09-10 20:23:18.799189,2801,496,3297
761,Washington,82,143,62700,0,7822,6979,2020-09-10 20:23:18.799189,56689,13833,70522
47,White,14,145,10906,0,577,516,2020-09-10 20:23:18.799189,9307,2176,11483
2,Woodruff,0,147,1388,0,29,27,2020-09-10 20:23:18.799189,1264,153,1417
22,Yell,25,149,8152,0,1192,1145,2020-09-10 20:23:18.799189,7959,1385,9344
19,Arkansas,4,001,4358,0,302,279,2020-09-11 20:23:30.915071,3626,1034,4660
7,Ashley,8,003,4289,0,397,382,2020-09-11 20:23:30.915071,4061,625,4686
38,Baxter,1,005,3253,0,177,138,2020-09-11 20:23:30.915071,2000,1430,3430
300,Benton,61,007,62457,0,5752,5391,2020-09-11 20:23:30.915071,60001,8208,68209
116,Boone,5,009,7227,0,456,335,2020-09-11 20:23:30.915071,6147,1536,7683
16,Bradley,6,011,3170,0,317,295,2020-09-11 20:23:30.915071,2246,1241,3487
3,Calhoun,0,013,1310,0,26,23,2020-09-11 20:23:30.915071,1174,162,1336
