# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,0,0,0,2,0,0,175,4,0,4,2,0,1,11,0,97,2,PIKE,06/23/2020,298
0,0,0,0,0,1,0,31,5,26,1,0,2,0,54,2,29,5,PONTOTOC,06/23/2020,156
0,0,0,0,0,0,0,18,1,0,1,3,0,0,16,0,38,4,PRENTISS,06/23/2020,81
0,0,0,0,0,0,0,38,3,0,0,3,0,0,1,0,4,0,QUITMAN,06/23/2020,49
0,2,2,1,2,1,1,170,10,40,16,19,0,3,66,7,264,32,RANKIN,06/23/2020,636
3,3,4,0,0,0,1,283,7,178,6,2,2,1,68,18,126,7,SCOTT,06/23/2020,709
0,0,1,0,0,0,0,5,2,0,0,2,0,0,7,0,1,0,SHARKEY,06/23/2020,18
0,2,0,0,0,0,0,53,8,1,0,5,0,2,37,0,56,13,SIMPSON,06/23/2020,177
0,0,0,0,0,0,0,59,3,1,2,1,0,0,7,0,116,3,SMITH,06/23/2020,192
0,0,0,0,0,0,0,19,1,0,0,3,0,0,0,1,19,1,STONE,06/23/2020,44
0,0,1,0,1,0,0,121,19,0,5,5,0,1,18,0,17,1,SUNFLOWER,06/23/2020,189
0,0,0,0,0,0,0,47,6,1,3,1,0,0,7,0,5,2,TALLAHATCHIE,06/23/2020,72
0,1,0,0,0,0,3,83,3,0,2,5,0,0,53,1,58,2,TATE,06/23/2020,211
0,0,0,0,0,0,0,30,3,6,2,5,1,0,17,3,40,2,TIPPAH,06/23/2020,109
0,0,0,0,0,0,0,2,0,0,5,3,0,0,6,0,38,1,TISHOMINGO,06/23/2020,55
0,1,0,0,0,0,0,46,4,0,1,1,0,0,11,0,13,1,TUNICA,06/23/2020,78
1,1,0,0,0,0,0,35,4,11,0,0,1,3,31,2,43,6,UNION,06/23/2020,138
0,0,0,0,1,0,0,54,3,0,1,0,0,3,10,0,71,4,WALTHALL,06/23/2020,147
0,1,0,0,1,0,1,127,55,0,3,15,0,2,39,0,96,18,WARREN,06/23/2020,358
0,0,1,0,0,0,0,206,42,0,5,17,0,1,29,0,26,2,WASHINGTON,06/23/2020,329
0,0,0,0,0,0,0,282,31,2,18,41,0,0,9,3,52,8,WAYNE,06/23/2020,446
0,0,0,0,0,0,0,38,6,0,2,3,0,0,7,0,63,5,WEBSTER,06/23/2020,124
0,2,0,0,0,0,0,69,6,0,1,0,0,0,5,0,3,0,WILKINSON,06/23/2020,86
0,0,6,0,0,0,2,105,20,1,1,3,0,1,14,0,36,5,WINSTON,06/23/2020,194
0,0,0,0,0,0,0,85,3,0,0,1,0,0,3,2,42,0,YALOBUSHA,06/23/2020,136
0,3,0,0,0,1,4,224,16,2,1,8,1,1,63,29,55,4,YAZOO,06/23/2020,412
7,343,650,2,65,9,41,10927,975,894,329,679,33,69,1876,294,5656,575,Total,06/23/2020,23424
0,0,0,0,1,0,0,139,7,3,12,5,0,1,6,19,43,6,ADAMS,06/24/2020,242
0,1,0,0,0,0,0,9,0,0,2,2,0,2,11,0,20,0,ALCORN,06/24/2020,47
0,0,0,0,0,0,0,41,3,0,0,3,0,2,5,1,23,3,AMITE,06/24/2020,81
0,2,2,0,0,0,0,185,12,5,4,0,0,0,14,0,113,4,ATTALA,06/24/2020,341
0,0,0,0,0,0,0,10,1,3,0,0,0,0,4,0,6,1,BENTON,06/24/2020,25
0,0,2,0,0,0,0,149,11,0,5,6,1,3,22,2,27,5,BOLIVAR,06/24/2020,233
0,0,0,0,0,0,0,37,2,3,2,1,0,1,10,2,46,4,CALHOUN,06/24/2020,108
0,0,0,0,0,0,1,61,3,0,0,1,0,0,8,0,61,6,CARROLL,06/24/2020,141
1,0,0,0,0,0,6,115,11,1,3,7,0,1,31,0,37,4,CHICKASAW,06/24/2020,217
0,0,0,0,0,0,0,34,1,0,0,1,0,0,8,0,20,4,CHOCTAW,06/24/2020,68
0,0,0,0,1,0,0,83,34,0,0,2,0,0,61,0,14,5,CLAIBORNE,06/24/2020,200
0,0,0,0,1,0,0,100,0,2,6,5,0,1,2,0,72,4,CLARKE,06/24/2020,193
0,0,0,0,0,0,0,156,36,1,4,1,0,0,15,1,13,2,CLAY,06/24/2020,229
0,0,0,0,0,0,0,114,13,3,2,5,1,0,17,5,13,2,COAHOMA,06/24/2020,175
0,2,0,0,1,0,0,313,22,35,13,48,0,1,28,2,57,6,COPIAH,06/24/2020,528
0,0,0,0,0,0,1,117,11,4,0,6,0,2,29,4,70,9,COVINGTON,06/24/2020,253
0,2,0,0,9,2,5,341,29,57,23,35,8,0,211,40,296,33,DESOTO,06/24/2020,1091
0,0,0,0,5,1,1,260,40,97,12,20,1,1,59,13,203,46,FORREST,06/24/2020,759
0,0,0,0,0,0,0,16,3,0,0,0,0,1,0,1,10,1,FRANKLIN,06/24/2020,32
0,0,0,0,1,0,0,4,2,1,2,2,0,2,6,5,32,3,GEORGE,06/24/2020,60
0,0,0,0,0,0,0,27,3,0,1,6,0,0,0,0,35,3,GREENE,06/24/2020,75
0,0,0,0,0,0,0,134,7,0,1,21,0,1,12,0,70,6,GRENADA,06/24/2020,252
0,0,0,0,1,0,0,19,0,1,3,3,0,0,1,7,73,4,HANCOCK,06/24/2020,112
0,1,0,0,6,1,2,195,14,18,13,26,2,2,35,30,199,18,HARRISON,06/24/2020,562
0,4,0,0,6,2,3,1121,92,40,14,120,2,3,176,14,147,28,HINDS,06/24/2020,1772
0,1,0,0,0,0,0,429,16,1,8,9,0,0,4,0,32,1,HOLMES,06/24/2020,501
0,0,0,0,0,0,0,76,8,0,1,3,0,0,7,0,10,2,HUMPHREYS,06/24/2020,107
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,ISSAQUENA,06/24/2020,2
0,0,0,0,0,0,0,15,0,1,1,2,0,0,10,0,77,6,ITAWAMBA,06/24/2020,112
0,2,1,0,6,0,0,169,16,18,7,14,2,1,19,11,173,19,JACKSON,06/24/2020,458
0,0,0,0,1,0,0,148,9,0,7,9,0,1,7,0,38,1,JASPER,06/24/2020,221
0,0,0,0,0,0,0,58,3,0,1,1,0,0,3,0,2,1,JEFFERSON,06/24/2020,69
0,2,0,0,0,0,0,68,2,1,1,1,0,0,4,0,13,2,JEFFERSON DAVIS,06/24/2020,94
0,9,1,0,1,1,1,348,29,136,14,65,3,0,30,30,287,39,JONES,06/24/2020,994
0,8,9,0,0,0,2,106,5,0,5,2,0,0,4,0,27,2,KEMPER,06/24/2020,170
0,0,0,0,1,0,1,79,11,3,16,16,1,1,57,2,101,14,LAFAYETTE,06/24/2020,303
0,0,1,0,0,0,0,98,17,28,3,10,2,4,45,5,132,24,LAMAR,06/24/2020,369
0,3,1,0,7,0,0,500,27,3,6,15,0,3,11,3,261,24,LAUDERDALE,06/24/2020,864
0,0,0,0,1,0,0,86,4,0,1,5,0,2,6,0,34,1,LAWRENCE,06/24/2020,140
1,42,124,0,0,0,1,175,4,66,5,7,3,0,19,10,55,8,LEAKE,06/24/2020,520
0,1,0,0,1,0,2,171,31,4,8,5,0,3,57,3,133,10,LEE,06/24/2020,429
0,0,0,0,1,0,1,319,23,0,3,16,0,2,12,0,60,2,LEFLORE,06/24/2020,439
0,1,0,0,0,0,0,129,14,4,5,10,0,3,16,2,211,16,LINCOLN,06/24/2020,411
0,1,0,0,1,0,0,263,20,2,2,2,0,0,56,1,61,3,LOWNDES,06/24/2020,412
0,2,0,0,6,0,1,529,49,88,16,58,0,3,85,11,211,23,MADISON,06/24/2020,1082
0,0,0,0,1,0,0,72,5,5,1,5,0,0,14,1,100,11,MARION,06/24/2020,215
0,0,0,0,1,0,0,74,7,2,1,3,1,0,34,5,30,2,MARSHALL,06/24/2020,160
0,1,0,0,0,0,0,134,15,0,7,7,0,1,22,0,134,7,MONROE,06/24/2020,328
0,1,0,0,0,0,0,58,3,0,1,3,0,0,4,0,39,1,MONTGOMERY,06/24/2020,110
1,219,397,0,1,0,1,132,12,1,1,11,0,1,25,3,108,9,NESHOBA,06/24/2020,922
0,32,88,0,0,0,0,119,5,2,0,3,0,0,16,1,55,4,NEWTON,06/24/2020,325
0,0,0,0,0,0,0,168,9,0,2,3,0,1,22,0,23,6,NOXUBEE,06/24/2020,234
0,1,0,0,0,0,0,249,21,2,9,18,0,0,25,0,116,7,OKTIBBEHA,06/24/2020,448
0,0,0,0,0,0,0,117,20,0,2,3,0,2,50,0,23,4,PANOLA,06/24/2020,221
0,0,1,0,0,0,0,64,4,0,1,11,0,1,9,1,125,15,PEARL RIVER,06/24/2020,232
0,0,1,0,0,0,0,12,2,0,0,2,0,0,1,0,32,6,PERRY,06/24/2020,56
0,0,0,0,2,0,0,186,5,0,4,4,0,1,13,0,105,1,PIKE,06/24/2020,321
0,0,0,0,0,1,0,34,6,24,1,2,3,0,64,3,32,5,PONTOTOC,06/24/2020,175
0,0,0,0,0,0,0,17,1,0,1,3,0,0,21,0,38,4,PRENTISS,06/24/2020,85
0,0,0,0,0,0,0,41,3,0,0,7,0,0,1,0,4,0,QUITMAN,06/24/2020,56
0,2,2,1,2,1,1,182,10,41,15,25,0,3,84,7,273,33,RANKIN,06/24/2020,682
3,3,4,0,0,0,1,286,7,178,5,4,2,2,73,19,127,7,SCOTT,06/24/2020,721
0,0,1,0,0,0,0,6,2,0,0,1,0,0,9,0,1,0,SHARKEY,06/24/2020,20
0,2,0,0,0,0,0,55,8,1,0,5,0,2,41,0,59,14,SIMPSON,06/24/2020,187
0,0,0,0,0,0,0,59,3,1,3,2,0,0,10,0,118,3,SMITH,06/24/2020,199
0,0,0,0,0,0,0,20,1,0,1,4,0,0,1,1,19,1,STONE,06/24/2020,48
0,0,1,0,1,0,1,133,24,0,7,4,0,0,19,0,17,2,SUNFLOWER,06/24/2020,209
0,0,0,0,0,0,0,50,6,1,3,1,0,0,17,0,5,2,TALLAHATCHIE,06/24/2020,85
0,1,0,0,0,0,3,86,3,0,2,7,0,0,53,1,62,3,TATE,06/24/2020,221
0,0,0,0,0,0,0,30,4,6,2,5,1,0,22,3,40,2,TIPPAH,06/24/2020,115
0,0,0,0,0,0,0,2,0,0,5,3,0,0,6,0,41,1,TISHOMINGO,06/24/2020,58
0,1,0,0,0,0,0,47,5,0,1,1,0,0,12,0,13,1,TUNICA,06/24/2020,81
1,1,0,0,0,0,0,35,4,13,0,0,1,3,36,2,47,7,UNION,06/24/2020,150
0,0,0,0,1,0,0,57,3,0,1,0,0,2,15,0,81,3,WALTHALL,06/24/2020,163
0,1,0,0,1,0,1,131,58,0,3,17,0,2,40,0,96,21,WARREN,06/24/2020,371
0,0,1,0,0,0,0,214,47,0,6,34,0,1,36,0,26,4,WASHINGTON,06/24/2020,369
0,0,0,0,0,0,0,285,37,2,20,43,0,0,7,3,54,10,WAYNE,06/24/2020,461
0,0,0,0,0,0,0,38,6,0,2,3,0,0,7,0,63,5,WEBSTER,06/24/2020,124
0,2,0,0,0,0,0,69,6,0,1,0,0,0,6,0,3,0,WILKINSON,06/24/2020,87
0,0,6,0,0,0,2,110,28,1,1,2,0,1,15,0,38,13,WINSTON,06/24/2020,217
0,0,0,0,0,0,0,85,3,0,0,3,0,0,4,2,44,0,YALOBUSHA,06/24/2020,141
0,3,0,0,1,1,4,228,16,2,1,11,1,2,68,29,55,4,YAZOO,06/24/2020,426
7,354,643,1,69,10,42,11231,1044,911,342,837,35,72,2126,305,5864,623,Total,06/24/2020,24516
0,0,0,0,1,0,0,140,7,3,12,5,0,1,6,19,43,6,ADAMS,06/25/2020,243
0,1,0,0,0,0,0,11,0,0,2,2,0,2,13,0,20,0,ALCORN,06/25/2020,51
0,0,0,0,0,0,0,41,3,0,0,3,0,2,4,1,24,3,AMITE,06/25/2020,81
0,2,2,0,0,0,0,186,12,5,4,0,0,0,17,0,113,5,ATTALA,06/25/2020,346
0,0,0,0,0,0,0,11,1,3,0,0,0,0,2,0,6,1,BENTON,06/25/2020,24
0,0,2,0,0,0,0,151,10,0,5,7,1,3,23,2,27,5,BOLIVAR,06/25/2020,236
0,0,0,0,0,0,0,38,1,3,2,1,0,1,10,2,46,4,CALHOUN,06/25/2020,108
0,0,0,0,0,0,1,62,3,0,0,2,0,0,10,0,61,6,CARROLL,06/25/2020,145
1,0,0,0,0,0,6,118,11,1,3,7,0,1,38,0,37,4,CHICKASAW,06/25/2020,227
0,0,0,0,0,0,0,34,1,0,0,1,0,0,8,0,20,5,CHOCTAW,06/25/2020,69
0,0,0,0,1,0,0,84,34,0,0,2,0,0,62,0,14,5,CLAIBORNE,06/25/2020,202
0,0,0,0,1,0,0,100,0,2,6,5,0,1,2,0,72,4,CLARKE,06/25/2020,193
0,0,0,0,0,0,0,158,36,1,4,1,0,0,17,1,13,2,CLAY,06/25/2020,233
0,0,0,0,0,0,0,117,13,3,2,5,1,0,14,5,13,3,COAHOMA,06/25/2020,176
0,2,0,0,1,0,1,315,23,36,13,46,0,1,28,2,60,7,COPIAH,06/25/2020,535
0,0,0,0,0,0,1,119,11,4,0,7,0,2,28,4,70,10,COVINGTON,06/25/2020,256
0,2,0,0,9,2,5,353,32,62,24,34,9,1,251,40,300,33,DESOTO,06/25/2020,1157
0,0,0,0,5,1,1,263,41,97,12,20,1,1,59,13,206,47,FORREST,06/25/2020,767
0,0,0,0,0,0,0,16,3,0,0,0,0,1,0,1,10,1,FRANKLIN,06/25/2020,32
0,0,0,0,1,0,0,4,2,1,2,1,0,2,6,5,33,4,GEORGE,06/25/2020,61
0,0,0,0,0,0,0,27,3,0,1,6,0,0,0,0,36,3,GREENE,06/25/2020,76
0,0,0,0,0,0,0,136,10,0,1,20,0,1,11,0,72,6,GRENADA,06/25/2020,257
0,0,0,0,1,0,0,19,0,1,3,3,0,0,1,7,75,5,HANCOCK,06/25/2020,115
0,1,0,0,6,1,2,198,22,19,13,26,3,2,40,31,203,40,HARRISON,06/25/2020,607
0,4,0,0,6,3,3,1161,102,40,15,123,2,3,196,14,148,33,HINDS,06/25/2020,1853
0,1,0,0,0,0,0,430,16,1,9,9,0,0,7,0,32,1,HOLMES,06/25/2020,506
0,0,0,0,0,1,0,77,8,0,1,3,0,0,7,0,10,2,HUMPHREYS,06/25/2020,109
0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,ISSAQUENA,06/25/2020,5
0,0,0,0,0,0,0,15,0,1,1,2,0,0,10,0,78,6,ITAWAMBA,06/25/2020,113
0,2,1,0,6,0,0,169,18,20,7,13,2,2,23,11,177,20,JACKSON,06/25/2020,471
0,0,0,0,1,0,0,148,9,0,7,8,0,1,7,0,39,1,JASPER,06/25/2020,221
0,0,0,0,0,0,0,61,5,0,1,1,0,0,5,0,2,1,JEFFERSON,06/25/2020,76
0,2,0,0,0,0,0,68,3,1,1,1,0,0,6,0,13,2,JEFFERSON DAVIS,06/25/2020,97
0,9,1,0,1,1,1,349,29,136,14,65,3,0,29,30,291,39,JONES,06/25/2020,998
0,8,9,0,0,0,2,107,5,0,5,2,0,0,4,0,27,2,KEMPER,06/25/2020,171
0,0,0,0,1,0,1,79,11,3,17,15,1,1,59,2,105,15,LAFAYETTE,06/25/2020,310
0,0,1,0,0,0,0,98,17,28,3,8,2,4,43,5,137,25,LAMAR,06/25/2020,371
0,3,1,0,7,0,0,501,27,3,6,15,0,3,11,3,265,22,LAUDERDALE,06/25/2020,867
0,0,0,0,1,0,0,86,4,0,1,5,0,2,7,0,35,1,LAWRENCE,06/25/2020,142
1,42,126,0,0,0,1,175,4,66,5,7,3,0,22,10,56,8,LEAKE,06/25/2020,526
0,1,0,0,1,0,2,174,29,5,8,4,0,7,58,3,134,11,LEE,06/25/2020,437
0,0,0,0,1,0,1,322,24,0,2,16,0,2,11,0,60,2,LEFLORE,06/25/2020,441
0,1,0,0,0,0,0,134,13,4,5,7,0,2,15,2,214,16,LINCOLN,06/25/2020,413
0,0,0,0,1,0,0,266,22,2,2,4,0,0,58,1,62,3,LOWNDES,06/25/2020,421
0,2,0,0,6,0,1,542,48,91,16,60,0,3,91,11,218,23,MADISON,06/25/2020,1112
0,1,0,0,1,0,0,72,5,5,1,5,0,0,20,1,101,11,MARION,06/25/2020,223
0,0,0,0,1,0,0,77,5,2,1,3,1,0,35,5,32,2,MARSHALL,06/25/2020,164
0,1,0,0,0,0,0,134,15,0,7,8,0,1,27,0,134,7,MONROE,06/25/2020,334
0,1,0,0,0,0,0,57,4,0,1,3,0,0,4,0,39,1,MONTGOMERY,06/25/2020,110
1,220,399,0,1,0,1,134,12,1,2,9,0,1,26,3,109,9,NESHOBA,06/25/2020,928
0,32,89,0,0,0,0,119,5,2,0,3,0,0,16,1,55,4,NEWTON,06/25/2020,326
0,0,0,0,0,0,0,169,8,0,2,3,0,1,21,0,23,6,NOXUBEE,06/25/2020,233
0,1,0,0,0,0,0,250,23,2,9,21,0,0,28,0,116,7,OKTIBBEHA,06/25/2020,457
0,0,0,0,0,0,0,118,21,0,2,3,0,3,52,0,25,3,PANOLA,06/25/2020,227
0,1,1,0,0,0,0,64,4,0,1,10,0,1,10,1,127,15,PEARL RIVER,06/25/2020,235
0,0,1,0,0,0,0,12,2,0,0,2,0,0,1,0,32,6,PERRY,06/25/2020,56
0,0,0,0,2,0,0,189,4,0,4,3,0,0,17,0,108,1,PIKE,06/25/2020,328
0,0,0,0,0,1,0,37,6,27,1,2,3,0,68,5,33,6,PONTOTOC,06/25/2020,189
0,0,0,0,0,0,0,20,1,0,1,3,0,0,23,0,38,4,PRENTISS,06/25/2020,90
0,0,0,0,0,0,0,45,3,0,0,6,0,0,1,0,4,0,QUITMAN,06/25/2020,59
0,2,2,1,2,1,2,183,10,41,15,24,0,3,94,7,281,32,RANKIN,06/25/2020,700
3,3,4,0,0,0,1,287,7,178,5,4,2,1,75,19,127,7,SCOTT,06/25/2020,723
0,0,1,0,0,0,0,7,2,0,0,2,0,0,8,0,1,0,SHARKEY,06/25/2020,21
0,2,0,0,0,0,0,59,7,2,0,5,0,2,41,0,64,11,SIMPSON,06/25/2020,193
0,0,0,0,0,0,0,59,3,1,3,2,0,0,10,0,121,3,SMITH,06/25/2020,202
0,0,0,0,0,0,0,20,1,0,1,3,0,0,1,1,19,2,STONE,06/25/2020,48
0,0,1,0,1,0,1,142,24,0,7,5,0,0,19,0,19,2,SUNFLOWER,06/25/2020,221
0,0,0,0,0,0,0,53,6,1,3,1,0,1,15,0,6,2,TALLAHATCHIE,06/25/2020,88
0,1,0,0,0,0,3,87,3,0,2,7,0,0,56,1,67,3,TATE,06/25/2020,230
0,0,0,0,0,0,0,30,4,7,2,5,1,0,22,3,40,2,TIPPAH,06/25/2020,116
0,0,0,0,0,0,0,2,0,0,5,3,0,0,8,0,41,1,TISHOMINGO,06/25/2020,60
0,1,0,0,0,0,0,47,6,0,1,0,0,0,12,0,13,1,TUNICA,06/25/2020,81
1,1,0,0,0,0,0,36,4,15,0,0,1,3,36,3,50,7,UNION,06/25/2020,157
0,0,0,0,1,0,0,58,4,0,1,0,0,2,10,0,87,2,WALTHALL,06/25/2020,165
0,1,1,0,1,0,1,136,60,0,3,17,0,2,42,0,97,23,WARREN,06/25/2020,384
0,0,1,0,0,0,0,222,39,0,6,38,0,1,42,0,26,4,WASHINGTON,06/25/2020,379
0,0,0,0,0,0,0,286,37,2,20,42,0,0,8,3,54,10,WAYNE,06/25/2020,462
0,0,0,0,0,0,0,38,6,0,2,3,0,0,7,0,63,5,WEBSTER,06/25/2020,124
0,2,0,0,0,0,0,69,6,0,1,0,0,0,7,0,3,0,WILKINSON,06/25/2020,88
0,0,6,0,0,0,2,116,28,1,1,2,0,1,14,0,42,10,WINSTON,06/25/2020,223
0,0,0,0,0,0,0,86,3,0,0,4,0,0,4,2,45,0,YALOBUSHA,06/25/2020,144
0,3,0,0,1,1,4,229,16,2,1,11,1,2,81,29,56,4,YAZOO,06/25/2020,441
7,356,649,1,69,12,44,11412,1067,931,346,835,37,77,2284,309,5975,655,Total,06/25/2020,25066
0,0,0,0,1,0,0,140,9,3,12,7,0,1,6,19,45,5,ADAMS,06/26/2020,248
0,1,0,0,0,0,0,11,0,0,2,2,0,2,15,0,20,0,ALCORN,06/26/2020,53
0,0,0,0,0,0,0,40,3,0,0,3,0,2,4,1,24,3,AMITE,06/26/2020,80
0,2,2,0,0,0,0,185,12,5,4,0,0,0,16,0,114,5,ATTALA,06/26/2020,345
0,0,0,0,0,0,0,11,1,3,0,0,0,0,3,0,6,1,BENTON,06/26/2020,25
0,0,2,0,0,0,0,154,10,0,5,7,1,3,23,2,30,5,BOLIVAR,06/26/2020,242
0,0,0,0,0,0,0,40,1,3,2,2,0,1,9,2,46,4,CALHOUN,06/26/2020,110
0,0,0,0,0,0,1,62,3,0,0,3,0,0,10,0,62,6,CARROLL,06/26/2020,147
1,0,0,0,0,0,6,120,12,1,4,6,0,1,40,0,37,4,CHICKASAW,06/26/2020,232
0,0,0,0,0,0,0,34,1,0,0,1,0,0,8,0,22,4,CHOCTAW,06/26/2020,70
0,0,0,0,1,0,0,85,37,0,0,3,0,0,66,0,14,5,CLAIBORNE,06/26/2020,211
0,0,0,0,1,0,0,101,0,2,6,5,0,1,2,0,72,4,CLARKE,06/26/2020,194
0,0,0,0,0,0,0,159,36,1,4,1,0,0,17,1,13,2,CLAY,06/26/2020,234
0,0,0,0,0,0,0,118,13,3,2,6,1,0,13,5,13,3,COAHOMA,06/26/2020,177
0,2,0,0,1,0,1,319,23,36,14,41,0,1,28,2,61,7,COPIAH,06/26/2020,536
0,0,0,0,0,0,1,120,11,4,0,7,0,2,32,4,72,11,COVINGTON,06/26/2020,264
0,2,0,0,9,2,5,358,33,62,24,42,9,1,274,40,305,35,DESOTO,06/26/2020,1201
0,0,0,0,5,1,1,265,40,97,12,21,1,1,63,13,206,49,FORREST,06/26/2020,775
0,0,0,0,0,0,0,16,4,0,0,0,0,1,0,1,10,1,FRANKLIN,06/26/2020,33
0,0,0,0,1,0,0,4,2,1,3,2,0,2,5,5,35,6,GEORGE,06/26/2020,66
0,0,0,0,0,0,0,28,3,0,1,6,0,0,0,0,36,4,GREENE,06/26/2020,78
0,0,0,0,0,0,0,164,8,0,2,24,0,0,9,0,76,5,GRENADA,06/26/2020,288
0,0,0,0,1,0,0,19,0,1,3,4,0,0,1,7,75,5,HANCOCK,06/26/2020,116
0,1,0,0,6,1,2,217,17,20,13,32,1,2,36,33,231,22,HARRISON,06/26/2020,634
0,4,0,0,6,3,3,1180,111,40,17,122,2,3,203,14,150,35,HINDS,06/26/2020,1893
0,1,0,0,0,0,0,431,16,1,10,8,0,0,7,0,32,1,HOLMES,06/26/2020,507
0,0,0,0,1,0,1,78,8,0,1,4,0,0,6,0,10,2,HUMPHREYS,06/26/2020,111
0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,ISSAQUENA,06/26/2020,6
0,0,0,0,0,0,0,15,0,1,1,2,0,0,10,0,78,6,ITAWAMBA,06/26/2020,113
0,2,1,0,7,0,0,171,18,20,7,13,2,2,20,11,179,20,JACKSON,06/26/2020,473
0,0,0,0,1,0,0,148,11,0,7,8,0,1,6,0,43,4,JASPER,06/26/2020,229
0,0,0,0,0,0,0,61,6,0,1,2,0,0,5,0,3,0,JEFFERSON,06/26/2020,78
0,2,0,0,0,0,0,71,3,1,1,1,0,0,5,0,13,3,JEFFERSON DAVIS,06/26/2020,100
0,9,1,0,1,2,1,349,32,140,14,64,3,0,29,30,295,44,JONES,06/26/2020,1014
0,8,9,0,0,0,2,107,5,0,5,2,0,0,4,0,27,2,KEMPER,06/26/2020,171
0,0,0,0,1,0,1,79,11,3,17,16,1,1,61,2,107,20,LAFAYETTE,06/26/2020,320
0,0,1,0,0,0,0,99,17,29,3,8,2,4,44,5,139,31,LAMAR,06/26/2020,382
0,3,1,0,7,0,0,502,27,3,7,15,0,3,10,3,266,22,LAUDERDALE,06/26/2020,869
0,0,0,0,1,0,0,88,4,0,1,6,0,2,7,0,37,1,LAWRENCE,06/26/2020,147
1,44,127,0,0,0,1,177,4,66,5,7,3,0,23,10,58,8,LEAKE,06/26/2020,534
0,1,0,0,1,0,2,178,31,5,8,4,0,7,56,3,138,13,LEE,06/26/2020,447
0,0,0,0,1,0,1,324,22,0,2,23,0,2,11,0,60,3,LEFLORE,06/26/2020,449
0,1,0,0,0,0,0,138,13,4,5,8,0,2,12,2,220,15,LINCOLN,06/26/2020,420
0,0,0,0,1,0,0,271,22,2,2,2,0,0,55,1,65,4,LOWNDES,06/26/2020,425
0,2,0,0,7,0,1,549,48,92,16,68,0,3,88,11,220,22,MADISON,06/26/2020,1127
0,1,0,0,1,0,0,73,4,5,1,5,0,0,17,1,104,13,MARION,06/26/2020,225
0,0,0,0,1,0,0,77,5,2,1,5,1,0,40,5,32,2,MARSHALL,06/26/2020,171
0,1,0,0,0,0,0,134,16,0,7,8,0,1,30,0,134,7,MONROE,06/26/2020,338
0,1,0,0,0,0,0,58,3,0,1,3,0,0,5,0,39,1,MONTGOMERY,06/26/2020,111
1,223,400,0,1,0,1,134,12,1,2,11,0,1,24,3,109,9,NESHOBA,06/26/2020,932
0,33,88,0,0,0,0,119,5,2,0,3,0,0,20,1,55,4,NEWTON,06/26/2020,330
0,0,0,0,0,0,0,169,8,0,2,3,0,1,21,0,23,6,NOXUBEE,06/26/2020,233
0,1,0,0,0,0,0,251,26,2,9,23,0,0,28,0,117,8,OKTIBBEHA,06/26/2020,465
0,0,0,0,0,0,0,119,21,0,3,4,0,3,58,0,25,4,PANOLA,06/26/2020,237
0,1,1,0,0,0,0,65,5,0,1,10,0,1,9,1,127,15,PEARL RIVER,06/26/2020,236
0,0,1,0,0,0,0,12,2,0,0,2,0,0,1,0,32,6,PERRY,06/26/2020,56
0,0,0,0,2,0,0,188,4,0,4,3,0,0,17,0,112,1,PIKE,06/26/2020,331
0,0,0,0,0,1,0,36,7,30,1,2,3,0,63,10,35,6,PONTOTOC,06/26/2020,194
0,0,0,0,0,0,0,20,1,0,1,3,0,0,24,0,38,4,PRENTISS,06/26/2020,91
0,0,0,0,0,0,0,45,5,0,0,8,0,0,1,0,4,0,QUITMAN,06/26/2020,63
0,2,2,1,2,1,2,186,12,41,15,24,0,3,97,7,286,34,RANKIN,06/26/2020,715
3,3,4,0,0,0,1,288,7,178,5,4,2,1,76,19,127,7,SCOTT,06/26/2020,725
0,0,1,0,0,0,0,7,3,0,0,2,0,0,8,0,1,0,SHARKEY,06/26/2020,22
0,2,0,0,0,0,0,60,7,2,0,4,0,1,42,0,66,11,SIMPSON,06/26/2020,195
0,0,0,0,0,0,0,59,3,1,3,2,0,0,12,0,121,3,SMITH,06/26/2020,204
0,0,0,0,0,0,0,21,1,0,1,2,0,0,1,1,20,2,STONE,06/26/2020,49
0,0,1,0,1,0,1,145,24,0,7,13,0,0,19,0,19,2,SUNFLOWER,06/26/2020,232
